Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000085871,MGST2,11,-0.9114,26,0.42116,36,0.94018,27,0.44654,12,-0.7393,4,-2.4202,20,0.00502,3,-2.6655,15,-0.3851,38,1.04553,49,1.47138,7,-1.4815,10,-0.9657
ENSG00000153130,SCOC,196,-1.0021,99,-2.0136,455,0.29355,747,1.10464,345,-0.1429,475,0.36063,425,0.18568,482,0.38535,459,0.30784,429,0.20090,315,-0.2810,233,-0.7441,251,-0.6290
ENSG00000153132,CLGN,5,-2.1297,12,-0.8637,42,1.08221,52,1.46766,17,-0.3675,30,0.52908,23,0.12535,14,-0.6554,20,-0.1198,18,-0.2710,27,0.39973,14,-0.6287,3,-2.7022
ENSG00000179387,ELMOD2,10,-0.9360,26,0.46514,22,0.22714,24,0.35073,30,0.68022,15,-0.4089,21,0.12082,11,-0.7934,8,-1.3245,22,0.22481,16,-0.2962,13,-0.6430,33,0.83203
ENSG00000109436,TBC1D9,48,-0.9773,30,-1.6545,104,0.21467,93,0.02906,71,-0.3712,111,0.30906,180,1.10124,147,0.76691,117,0.39906,111,0.31492,108,0.27308,14,-2.7600,48,-0.9804
ENSG00000170153,RNF150,1,-4.3410,21,-0.5342,28,-0.1206,40,0.42094,39,0.40215,61,1.12686,36,0.28648,39,0.41297,30,0.00875,24,-0.3573,18,-0.7693,13,-1.2260,42,0.49636
ENSG00000109445,ZNF330,24,-0.2013,33,0.30593,0,-6.8809,35,0.39010,33,0.29562,15,-0.9269,35,0.39000,9,-1.6291,12,-1.2283,41,0.63208,29,0.11636,40,0.62189,48,0.90715
ENSG00000170185,USP38,15,-0.2391,15,-0.1859,0,-5.4212,10,-0.8474,21,0.28563,15,-0.2121,15,-0.1710,17,-0.0603,7,-1.2649,32,0.94696,12,-0.5989,34,1.08898,33,0.99808
ENSG00000109458,GAB1,24,0.09635,39,0.87552,20,-0.1785,5,-2.1370,8,-1.5846,11,-1.1247,5,-2.2143,7,-1.6923,11,-1.0995,5,-2.1583,14,-0.7124,80,2.12390,66,1.76901
ENSG00000153147,SMARCA5,69,-0.6132,99,-0.0613,59,-0.8321,101,-0.0294,141,0.50196,108,0.07872,93,-0.1451,94,-0.1404,104,0.01649,140,0.48787,94,-0.1389,90,-0.2019,143,0.52515
ENSG00000164162,ANAPC10,6,-1.5295,29,0.88763,24,0.54681,27,0.71884,8,-1.1285,7,-1.2533,12,-0.5514,10,-0.7505,22,0.38851,16,-0.0363,31,0.98064,9,-0.9022,17,0.06765
ENSG00000164163,ABCE1,17,-1.2760,46,0.17365,28,-0.5720,50,0.32156,68,0.80011,51,0.33456,30,-0.4883,27,-0.6095,47,0.22062,53,0.40053,31,-0.4055,29,-0.5252,55,0.45029
ENSG00000164164,OTUD4,7,-1.8211,32,0.33821,14,-0.8580,15,-0.8206,35,0.49668,28,0.13166,24,-0.0745,18,-0.5001,21,-0.3272,49,1.02403,32,0.36138,21,-0.2808,36,0.51957
ENSG00000170365,SMAD1,47,0.88150,23,-0.2076,12,-1.2409,21,-0.3941,18,-0.6372,14,-0.9476,19,-0.5197,24,-0.1800,46,0.83789,30,0.14742,21,-0.3490,12,-1.2380,64,1.40252
ENSG00000151612,ZNF827,2,-2.9348,16,-0.0693,5,-1.8544,18,0.10382,20,0.26700,29,0.88375,28,0.78932,12,-0.5159,26,0.69242,13,-0.3602,20,0.26650,20,0.29323,9,-0.9213
ENSG00000164167,LSM6,7,-2.4272,24,-0.6732,34,-0.1070,40,0.13434,21,-0.8356,38,0.06140,37,0.00951,20,-0.9227,66,0.92452,76,1.15728,49,0.45448,17,-1.1776,50,0.47846
ENSG00000164168,TMEM184C,1,-4.0186,32,0.55079,31,0.53024,23,0.06590,16,-0.5019,26,0.22510,27,0.30805,21,-0.0898,12,-0.9357,18,-0.3032,29,0.41564,27,0.27670,26,0.26860
ENSG00000151623,NR3C2,22,0.38505,21,0.28664,1,-3.4130,16,-0.1012,13,-0.4958,12,-0.6169,16,-0.1160,11,-0.6583,14,-0.3763,18,0.07862,19,0.12815,29,0.78374,35,1.09034
ENSG00000170390,DCLK2,144,0.91670,34,-1.3116,72,-0.1901,51,-0.7115,77,-0.0821,49,-0.7729,41,-1.0490,138,0.84895,66,-0.3155,61,-0.4426,58,-0.5123,116,0.57163,149,0.97149
ENSG00000145425,RPS3A,1119,0.43395,1020,0.28494,428,-1.0483,552,-0.6646,874,0.04119,762,-0.1711,710,-0.2812,785,-0.1258,1055,0.33926,937,0.15080,1299,0.67509,646,-0.4246,874,0.04180
ENSG00000059691,GATB,40,0.61237,22,-0.2836,6,-2.0551,23,-0.2549,24,-0.1698,35,0.39960,27,0.02246,23,-0.2177,28,0.06139,31,0.21568,18,-0.5812,43,0.73040,29,0.11191
ENSG00000109670,FBXW7,14,-2.0126,27,-1.1040,13,-2.1295,68,0.30561,112,1.12990,68,0.32135,56,0.00425,122,1.27745,66,0.26882,65,0.25319,74,0.45784,19,-1.6200,18,-1.6451
ENSG00000164144,ARFIP1,12,-0.9059,34,0.62152,2,-3.4572,18,-0.3583,48,1.20363,12,-0.9562,23,0.01975,27,0.29714,11,-1.0405,48,1.20732,20,-0.2025,5,-2.1686,34,0.65776
ENSG00000109654,TRIM2,158,-0.5930,66,-1.9022,139,-0.7887,247,0.08961,310,0.45276,300,0.39785,291,0.35108,369,0.73293,190,-0.3174,243,0.06461,163,-0.5479,318,0.49414,235,0.01190
ENSG00000145428,RNF175,20,-1.0225,12,-1.7704,15,-1.4254,68,0.87359,60,0.67001,43,0.13206,66,0.83527,60,0.68216,27,-0.5453,58,0.61972,43,0.13420,13,-1.6216,24,-0.7129
ENSG00000171566,PLRG1,23,-0.8931,77,1.00799,12,-1.8257,29,-0.5260,31,-0.4351,34,-0.2827,35,-0.2209,41,0.00241,35,-0.2224,66,0.75856,30,-0.4464,53,0.40295,66,0.74844
ENSG00000185149,NPY2R,3,-2.6439,21,-0.0098,100,2.79433,1,-4.5038,1,-4.5115,0,-5.9307,7,-1.5292,9,-1.2613,0,-4.5681,68,1.98027,49,1.38771,1,-4.4545,10,-0.9996
ENSG00000164114,MAP9,65,-0.4858,42,-1.1280,62,-0.5411,124,0.52254,125,0.53904,65,-0.4793,100,0.18272,125,0.53487,91,0.04186,118,0.43989,106,0.27028,72,-0.3314,62,-0.5608
ENSG00000260244,AC104083.1,7,-1.0759,1,-3.6380,0,-5.3163,39,1.63218,11,-0.3982,17,0.25590,21,0.61781,23,0.76375,29,1.14016,18,0.34689,5,-1.5882,8,-0.8045,7,-1.1114
ENSG00000061918,GUCY1B1,40,-1.9912,15,-3.3787,210,0.53389,394,1.59617,131,-0.2067,195,0.41404,232,0.69409,300,1.12142,194,0.40282,84,-0.8778,47,-1.7595,71,-1.1389,39,-2.0336
ENSG00000256043,CTSO,15,-0.5075,30,0.57849,1,-3.5407,13,-0.6513,17,-0.2881,19,-0.1145,14,-0.6161,10,-1.0184,23,0.16381,11,-0.9031,31,0.63275,40,1.06303,43,1.18476
ENSG00000109738,GLRB,8,-3.8129,19,-2.7120,90,-0.4015,145,0.34405,206,0.91349,247,1.22341,215,0.99081,202,0.88794,112,-0.0661,89,-0.4069,50,-1.2725,60,-1.0110,70,-0.7767
ENSG00000120251,GRIA2,14,-3.8726,37,-2.5004,76,-1.4724,113,-0.8768,417,1.19010,405,1.14061,432,1.25287,433,1.25663,231,0.22270,197,-0.0275,104,-1.0067,94,-1.1534,53,-1.9995
ENSG00000164125,GASK1B,65,1.63773,8,-1.5210,8,-1.6618,17,-0.4827,17,-0.5203,13,-0.9409,17,-0.5325,10,-1.3166,13,-0.9014,15,-0.7265,14,-0.8213,59,1.46920,56,1.37186
ENSG00000164124,TMEM144,57,0.14499,24,-1.1563,17,-1.6319,30,-0.8534,12,-2.1224,36,-0.5488,22,-1.2806,43,-0.3111,14,-1.9739,8,-2.6487,11,-2.3248,398,4.06146,5,-3.2863
ENSG00000171497,PPID,11,-2.1873,20,-1.3813,36,-0.4709,65,0.41485,63,0.38719,28,-0.8477,81,0.77772,89,0.93286,40,-0.3088,64,0.40040,56,0.19401,41,-0.2724,49,-0.0221
ENSG00000052795,FNIP2,11,-0.8708,27,0.40966,0,-6.4877,14,-0.5741,26,0.34025,43,1.17475,24,0.25918,27,0.44375,18,-0.1827,21,0.00454,11,-0.8946,32,0.69316,13,-0.6823
ENSG00000109756,RAPGEF2,12,-2.3127,21,-1.4562,33,-0.7949,60,0.12539,99,0.92335,110,1.10113,60,0.12375,45,-0.3119,40,-0.5178,58,0.07609,63,0.20483,41,-0.4677,80,0.57422
ENSG00000168843,FSTL5,1,-4.9953,8,-2.3823,68,0.80834,149,2.21713,39,-0.0688,32,-0.3696,15,-1.4864,24,-0.7959,74,0.95563,18,-1.2300,33,-0.3401,27,-0.5954,42,0.03577
ENSG00000164128,NPY1R,0,-7.5189,19,-0.3444,2,-3.5281,6,-2.0114,14,-0.7750,4,-2.4526,14,-0.7633,0,-6.1486,2,-3.1166,82,2.09717,147,3.41801,0,-4.7546,17,-0.5290
ENSG00000145416,MARCH1,14,-1.5917,31,-0.4544,0,-6.7746,19,-1.1707,68,0.79574,72,0.87460,76,0.97132,30,-0.5100,60,0.59981,57,0.49512,50,0.29365,28,-0.5987,34,-0.3196
ENSG00000170088,TMEM192,13,-0.5963,16,-0.2681,21,0.09966,24,0.36116,14,-0.4388,11,-0.8742,18,-0.0755,7,-1.5423,23,0.24227,29,0.62829,9,-1.1183,16,-0.3237,51,1.57267
ENSG00000109466,KLHL2,32,-0.9424,102,0.84222,2,-4.8952,47,-0.3831,70,0.24871,78,0.40591,69,0.20802,87,0.58084,66,0.14757,67,0.17941,48,-0.3272,49,-0.3176,64,0.09537
ENSG00000052802,MSMO1,201,-0.3247,145,-0.8222,79,-1.7296,207,-0.2783,172,-0.5577,289,0.24509,215,-0.2171,265,0.10912,125,-1.0467,216,-0.2087,228,-0.1259,225,-0.1460,851,2.10543
ENSG00000109472,CPE,1754,0.17659,640,-1.3620,1378,-0.2003,1226,-0.3796,934,-0.7947,1629,0.06084,1161,-0.4640,1273,-0.3229,1361,-0.2191,1434,-0.1381,1194,-0.4208,2018,0.39942,4374,1.71348
ENSG00000196104,SPOCK3,22,-2.8002,21,-2.8379,55,-1.4533,185,0.39285,230,0.74184,298,1.17821,207,0.57182,295,1.16392,127,-0.1932,60,-1.3179,86,-0.7906,251,0.88831,37,-2.0231
ENSG00000129116,PALLD,73,0.85293,162,2.29394,47,0.15747,11,-2.0554,12,-1.9146,9,-2.3235,16,-1.4541,6,-2.7550,13,-1.7217,27,-0.7007,35,-0.3046,22,-0.9944,122,1.74127
ENSG00000145439,CBR4,19,-0.7889,29,-0.1618,45,0.53500,43,0.47059,39,0.28638,30,-0.1037,19,-0.8067,26,-0.3312,38,0.27286,31,-0.0429,34,0.07977,29,-0.1327,35,0.13229
ENSG00000154447,SH3RF1,9,-1.1893,25,0.33961,4,-2.4362,39,1.02472,21,0.04476,18,-0.2019,17,-0.3089,6,-1.7293,29,0.54322,32,0.71600,12,-0.7817,26,0.36928,28,0.46040
ENSG00000137601,NEK1,31,0.28482,25,-0.0449,6,-2.0824,16,-0.6893,32,0.36701,16,-0.7233,15,-0.8112,24,-0.0789,30,0.25348,28,0.10934,32,0.34726,16,-0.7183,62,1.43802
ENSG00000109572,CLCN3,81,-0.7537,85,-0.6956,142,0.10450,200,0.64805,99,-0.4579,100,-0.4481,147,0.15583,136,0.03231,149,0.17362,167,0.35883,122,-0.1404,149,0.18077,154,0.22828
ENSG00000056050,HPF1,12,-1.8876,21,-1.0405,48,0.18426,38,-0.1623,36,-0.2348,41,-0.0345,54,0.37006,18,-1.2502,73,0.85721,57,0.47079,59,0.51626,48,0.21002,45,0.09426
ENSG00000198948,MFAP3L,19,-0.5561,15,-0.8757,21,-0.4117,19,-0.5764,5,-2.4245,22,-0.3577,21,-0.3966,25,-0.1439,7,-2.0135,15,-0.8940,24,-0.1904,90,1.99839,73,1.62119
ENSG00000164104,HMGB2,20,-1.4530,77,0.59606,23,-1.2703,30,-0.8308,40,-0.4081,22,-1.3037,33,-0.6992,24,-1.1726,40,-0.4194,107,1.14570,55,0.06462,36,-0.5849,177,2.05416
ENSG00000164105,SAP30,32,0.76350,36,0.95253,0,-6.4348,15,-0.4595,1,-3.4473,15,-0.4346,12,-0.7206,2,-3.3478,13,-0.6078,32,0.76897,30,0.63441,32,0.74820,37,1.00942
ENSG00000164106,SCRG1,106,-0.9146,430,1.29948,24,-3.0957,37,-2.4789,22,-3.2417,37,-2.4561,82,-1.3063,47,-2.1103,65,-1.6366,512,1.61143,304,0.71614,304,0.71566,550,1.74219
ENSG00000164117,FBXO8,40,1.28745,24,0.45135,15,-0.3157,15,-0.2298,14,-0.3628,9,-0.9641,8,-1.1833,2,-3.0354,9,-1.0652,24,0.42880,23,0.40835,25,0.49081,26,0.54990
ENSG00000145451,GLRA3,0,-7.8494,9,-2.3416,0,-7.4027,34,-0.3882,108,1.46830,118,1.63581,82,0.99515,121,1.68448,57,0.40947,10,-2.1450,11,-2.0920,3,-3.5893,18,-1.3278
ENSG00000150625,GPM6A,176,-2.1849,178,-2.1678,413,-0.9240,967,0.39163,1162,0.68858,1050,0.52342,855,0.19580,1133,0.64739,1187,0.72389,631,-0.2786,586,-0.3922,483,-0.6848,991,0.43038
ENSG00000150627,WDR17,1,-4.4543,29,-0.2424,2,-4.0223,39,0.24102,27,-0.3448,35,0.04895,67,1.11775,33,-0.0225,45,0.46286,59,0.89935,36,0.12481,15,-1.1857,48,0.56207
ENSG00000129128,SPCS3,71,-0.0845,87,0.22400,74,-0.0331,73,-0.0566,88,0.24953,72,-0.0695,75,-0.0082,133,0.90181,88,0.24375,79,0.07741,43,-0.8486,72,-0.0831,25,-1.6304
ENSG00000038002,AGA,9,-0.9533,45,1.51979,0,-6.2769,19,0.13002,4,-1.9494,5,-1.8041,9,-1.0177,15,-0.2146,9,-1.0682,20,0.22587,21,0.29654,42,1.38554,31,0.86269
ENSG00000218336,TENM3,0,-7.3370,78,0.61205,26,-1.1015,48,-0.1525,82,0.68538,59,0.15877,114,1.23048,82,0.68830,26,-1.0663,84,0.72876,45,-0.2717,9,-2.5548,39,-0.4906
ENSG00000129187,DCTD,61,-0.1517,99,0.62469,52,-0.3882,78,0.23941,53,-0.3655,75,0.16928,73,0.12516,56,-0.2738,48,-0.5008,71,0.08917,105,0.70779,22,-1.6408,78,0.24420
ENSG00000168564,CDKN2AIP,4,-2.4037,26,0.37938,38,0.97834,7,-1.4840,11,-0.9975,32,0.68156,22,0.10633,17,-0.3082,10,-1.0043,33,0.75084,18,-0.2264,22,0.12211,27,0.42916
ENSG00000168556,ING2,3,-3.0812,44,0.71271,0,-6.9183,18,-0.6587,18,-0.6897,18,-0.6908,34,0.30800,23,-0.3204,15,-0.9378,43,0.70008,55,1.07886,13,-1.1856,80,1.75066
ENSG00000182552,RWDD4,2,-3.6354,53,1.10787,15,-0.8971,9,-1.5584,12,-1.1739,8,-1.7900,25,-0.1030,22,-0.2657,24,-0.1406,63,1.38178,63,1.40157,10,-1.4308,40,0.65023
ENSG00000168538,TRAPPC11,4,-2.8835,19,-0.8347,25,-0.4056,57,0.89909,14,-1.2120,42,0.39675,32,-0.0067,51,0.72194,20,-0.7259,48,0.60058,48,0.61337,22,-0.5908,40,0.31341
ENSG00000173320,STOX2,15,-1.7043,10,-2.2984,8,-2.7037,57,0.24353,88,0.95322,88,0.94733,80,0.77897,62,0.37302,57,0.25775,40,-0.2911,31,-0.6895,52,0.10286,45,-0.1369
ENSG00000164305,CASP3,32,0.90172,18,0.02428,0,-6.2873,15,-0.3049,16,-0.1568,17,-0.0517,33,0.95445,31,0.88536,6,-1.5397,18,0.01046,31,0.86280,10,-0.8037,5,-1.7591
ENSG00000151726,ACSL1,78,0.27323,119,0.96360,39,-0.7927,28,-1.2976,61,-0.0983,53,-0.3061,94,0.58350,56,-0.2443,39,-0.7798,66,0.01642,54,-0.2976,110,0.83094,52,-0.3517
ENSG00000151729,SLC25A4,159,-1.0076,217,-0.5336,485,0.73164,421,0.50138,289,-0.0952,313,0.02944,369,0.28801,394,0.39239,338,0.15052,385,0.35494,186,-0.7681,210,-0.5827,226,-0.4722
ENSG00000164323,CFAP97,32,-0.0351,19,-0.8139,40,0.31421,20,-0.6964,68,1.18993,33,0.04908,15,-1.1606,32,0.00164,36,0.14622,30,-0.1373,39,0.27534,33,0.02323,25,-0.3816
ENSG00000109762,SNX25,5,-2.4812,19,-0.6864,39,0.38592,47,0.70535,35,0.23528,17,-0.8254,35,0.22907,82,1.65154,22,-0.4572,26,-0.2355,11,-1.5488,13,-1.1997,40,0.43885
ENSG00000186352,ANKRD37,15,-0.4660,27,0.47638,62,1.89475,5,-2.1073,4,-2.1235,12,-0.6984,28,0.52569,8,-1.3902,15,-0.4436,12,-0.7350,22,0.13669,8,-1.3023,41,1.15038
ENSG00000109775,UFSP2,14,-1.1206,24,-0.3588,16,-0.9383,32,0.11892,37,0.32231,26,-0.1900,15,-1.0095,55,0.98451,19,-0.6513,31,0.07892,33,0.15216,43,0.57098,42,0.53119
ENSG00000154553,PDLIM3,18,-0.1098,42,1.27772,11,-0.7592,3,-2.6982,11,-0.8700,5,-1.9823,6,-1.6069,8,-1.2324,25,0.45175,4,-2.3368,3,-2.3946,19,0.03521,92,2.77156
ENSG00000154556,SORBS2,10,-1.9285,27,-0.4628,11,-1.8273,28,-0.4209,54,0.57851,59,0.72579,46,0.33017,81,1.25523,54,0.57532,22,-0.7872,21,-0.8544,23,-0.7256,48,0.39788
ENSG00000145476,CYP4V2,11,-0.6644,29,0.76900,14,-0.3169,12,-0.5563,26,0.60657,7,-1.2939,9,-0.9633,13,-0.4802,23,0.38839,23,0.41140,19,0.10611,13,-0.4296,30,0.81468
ENSG00000083857,FAT1,40,0.21089,70,1.13132,20,-0.8170,5,-2.8905,31,-0.1593,20,-0.8395,12,-1.6146,15,-1.2323,34,-0.0439,20,-0.8490,47,0.48760,59,0.84828,78,1.32408
ENSG00000109536,FRG1,25,-0.6394,14,-1.4749,26,-0.5415,24,-0.6572,32,-0.2423,52,0.51138,56,0.64584,36,-0.0760,61,0.76344,57,0.64878,38,0.01921,39,0.08127,28,-0.4687
ENSG00000164366,CCDC127,21,-0.5038,10,-1.5190,62,1.22416,37,0.35174,22,-0.4473,42,0.58014,49,0.81730,34,0.24066,19,-0.6618,30,0.01886,21,-0.5291,20,-0.5865,13,-1.1563
ENSG00000073578,SDHA,81,-0.3812,111,0.11636,140,0.48040,178,0.86731,83,-0.3332,129,0.34385,101,-0.0342,57,-0.9099,78,-0.4405,114,0.15133,82,-0.3606,108,0.06896,83,-0.3442
ENSG00000249915,PDCD6,103,-0.5772,144,-0.0579,168,0.18685,121,-0.3238,219,0.60862,79,-0.9758,178,0.27596,176,0.25843,126,-0.2632,242,0.77138,132,-0.1927,87,-0.8224,167,0.17180
ENSG00000221990,EXOC3-AS1,13,-0.6883,9,-1.2188,23,0.19481,12,-0.7486,26,0.42696,10,-1.0091,24,0.30069,17,-0.2296,14,-0.5494,43,1.24236,30,0.62009,24,0.27923,15,-0.4353
ENSG00000180104,EXOC3,61,-0.0050,79,0.41761,49,-0.3329,70,0.21902,68,0.16732,72,0.25333,67,0.16190,64,0.07925,62,0.03044,36,-0.7899,80,0.42282,35,-0.8239,48,-0.3667
ENSG00000225138,SLC9A3-AS1,7,-1.0965,22,0.61992,8,-0.9315,13,-0.2498,8,-0.8276,11,-0.3784,15,0.00221,13,-0.2178,16,0.08483,25,0.79544,20,0.44978,13,-0.1478,22,0.61117
ENSG00000171368,TPPP,64,-1.3804,28,-2.5523,97,-0.7607,266,0.82358,176,0.15883,221,0.52192,206,0.40925,264,0.81266,127,-0.3389,118,-0.4570,97,-0.7498,320,1.13543,81,-1.0277
ENSG00000028310,BRD9,23,-0.5456,55,0.80689,28,-0.2544,22,-0.6439,17,-1.0046,49,0.60959,46,0.52990,45,0.47288,31,-0.1154,37,0.16382,14,-1.3056,44,0.44240,20,-0.7269
ENSG00000049656,CLPTM1L,56,-0.7860,49,-0.9829,76,-0.3263,65,-0.5556,133,0.55450,197,1.20655,137,0.60125,109,0.23741,85,-0.1565,78,-0.2835,106,0.18733,57,-0.7716,71,-0.4208
ENSG00000153395,LPCAT1,16,-1.8986,48,-0.2507,17,-1.7908,69,0.31093,88,0.70622,63,0.16408,78,0.52010,92,0.77860,77,0.49579,50,-0.1820,36,-0.6885,37,-0.6485,63,0.16311
ENSG00000171421,MRPL36,46,-0.1355,30,-0.7520,42,-0.2563,52,0.05733,26,-1.0056,68,0.47508,57,0.19838,42,-0.2583,47,-0.0911,81,0.77289,47,-0.0857,49,-0.0466,63,0.35966
ENSG00000145494,NDUFS6,153,-0.3744,232,0.27033,166,-0.2527,175,-0.1735,240,0.32207,180,-0.1310,195,-0.0032,208,0.09743,226,0.22971,221,0.19427,190,-0.0476,196,0.00137,159,-0.3159
ENSG00000164151,ICE1,19,-1.0928,48,0.31084,27,-0.5661,38,-0.0533,55,0.52503,40,0.02878,62,0.71979,35,-0.1632,28,-0.5164,47,0.26511,38,-0.0594,48,0.30783,26,-0.6008
ENSG00000133398,MED10,37,-1.3387,50,-0.8774,108,0.29233,101,0.19427,107,0.27606,96,0.10936,119,0.45512,123,0.51122,58,-0.6611,164,0.97704,83,-0.1146,27,-1.8022,89,-0.0096
ENSG00000215218,UBE2QL1,1,-6.4341,37,-1.7399,61,-1.0031,142,0.29679,232,1.10317,228,1.07116,181,0.68652,221,1.01732,170,0.58256,102,-0.2234,70,-0.7953,30,-2.0390,54,-1.1906
ENSG00000037474,NSUN2,6,-2.3176,53,1.02968,58,1.17969,13,-1.1700,13,-1.1738,10,-1.4455,41,0.59209,28,0.00645,18,-0.6500,42,0.65353,32,0.23713,27,-0.0460,21,-0.4088
ENSG00000145545,SRD5A1,20,-0.9932,14,-1.4446,37,-0.0360,52,0.49022,44,0.24395,75,1.09286,58,0.65920,61,0.74293,37,-0.0221,27,-0.5435,35,-0.1448,24,-0.6957,10,-1.9044
ENSG00000112941,TENT4A,4,-2.5069,37,0.79097,8,-1.5528,13,-0.7923,35,0.69278,24,0.08427,41,0.96130,31,0.47427,21,-0.1259,24,0.09627,28,0.32237,16,-0.5208,12,-0.9717
ENSG00000078295,ADCY2,143,1.09551,29,-1.3723,144,1.10408,58,-0.3345,58,-0.3376,31,-1.2641,38,-0.9809,23,-1.7443,73,0.00263,72,-0.0214,67,-0.1179,54,-0.4677,154,1.21930
ENSG00000215217,C5orf49,3,-4.1007,48,-0.1112,29,-0.8872,18,-1.5484,25,-1.0973,58,0.16109,54,0.04882,82,0.73388,29,-0.8623,42,-0.3090,44,-0.2523,19,-1.5147,223,2.55245
ENSG00000124275,MTRR,26,0.13836,42,0.94424,51,1.27008,16,-0.6124,22,-0.0682,4,-2.4676,15,-0.6840,15,-0.6645,25,0.11797,24,0.01855,17,-0.4449,23,0.00623,23,-0.0325
ENSG00000247516,MIR4458HG,57,-0.1459,59,-0.0841,52,-0.2919,38,-0.7494,79,0.35925,45,-0.4943,41,-0.6586,68,0.12153,60,-0.0721,98,0.71296,81,0.40873,53,-0.2524,83,0.44389
ENSG00000112902,SEMA5A,19,-1.4227,26,-1.0148,24,-1.0791,73,0.60295,96,1.05068,82,0.78998,95,1.03421,76,0.64972,58,0.23155,33,-0.6376,20,-1.3757,39,-0.4022,9,-2.4523
ENSG00000150756,ATPSCKMT,13,-0.5344,16,-0.2441,51,1.64032,14,-0.4156,14,-0.4714,8,-1.1674,30,0.74651,11,-0.7820,20,0.06960,17,-0.1832,18,-0.0377,13,-0.5515,19,-0.0225
ENSG00000150753,CCT5,71,-1.5184,117,-0.7771,229,0.26423,278,0.57255,285,0.61104,252,0.41574,293,0.65499,200,0.04672,147,-0.4268,210,0.12727,204,0.07675,113,-0.8288,122,-0.7086
ENSG00000164237,CMBL,58,0.94433,27,-0.2731,22,-0.5408,19,-0.7718,34,0.09909,37,0.23935,35,0.13340,25,-0.3700,52,0.75932,25,-0.4056,23,-0.5289,10,-1.7082,50,0.68950
ENSG00000145495,MARCH6,101,-1.3690,198,-0.3511,134,-0.9436,264,0.09021,281,0.18973,284,0.20953,308,0.33512,301,0.30004,247,-0.0089,373,0.64616,324,0.41488,178,-0.5155,241,-0.0474
ENSG00000112977,DAP,63,0.75705,103,1.59578,28,-0.5259,17,-1.2082,26,-0.6056,25,-0.6816,16,-1.3142,36,-0.1391,44,0.19423,29,-0.4754,36,-0.1128,26,-0.6290,59,0.64758
ENSG00000169862,CTNND2,168,0.18338,35,-2.1656,95,-0.6950,179,0.28149,119,-0.3500,135,-0.1538,89,-0.7885,117,-0.3796,129,-0.2283,221,0.62288,145,-0.0446,253,0.83878,258,0.87418
ENSG00000038382,TRIO,39,-0.5564,84,0.63695,20,-1.5639,50,-0.1741,76,0.46476,68,0.29667,81,0.58278,59,0.07047,45,-0.3273,80,0.55756,56,-0.0091,24,-1.2504,48,-0.2334
ENSG00000154122,ANKH,101,0.06634,58,-0.7934,74,-0.4138,97,-0.0071,112,0.22204,100,0.05093,153,0.72558,71,-0.4809,133,0.50145,117,0.28987,96,-0.0182,125,0.39651,25,-2.0252
ENSG00000173545,ZNF622,18,-1.0940,42,0.19283,45,0.28155,65,0.88510,30,-0.3320,30,-0.3574,62,0.80718,29,-0.3762,41,0.13288,29,-0.3737,45,0.28154,20,-0.9151,29,-0.3616
ENSG00000154153,RETREG1,21,-1.4787,55,-0.0095,10,-2.5828,73,0.42024,96,0.86507,67,0.28502,60,0.10866,55,-0.0251,52,-0.1204,68,0.31259,42,-0.4360,75,0.46904,52,-0.1043
ENSG00000145555,MYO10,70,0.56901,59,0.31352,26,-0.9459,26,-0.9501,23,-1.1497,41,-0.2418,14,-1.8304,39,-0.3295,37,-0.4033,32,-0.6190,39,-0.3212,95,1.07716,129,1.61543
ENSG00000176788,BASP1,49,-3.6398,178,-1.7660,366,-0.6893,1063,0.99727,687,0.28640,1114,1.07625,887,0.69809,793,0.51647,865,0.65619,419,-0.4812,367,-0.6838,254,-1.2344,405,-0.5337
ENSG00000145526,CDH18,0,-8.4290,8,-2.5225,14,-1.7332,45,0.01098,88,1.07764,98,1.27442,86,1.04606,32,-0.5283,50,0.16882,75,0.82702,46,0.03995,17,-1.4319,24,-0.9464
ENSG00000113361,CDH6,12,-0.3376,21,0.45340,19,0.33855,2,-2.5507,11,-0.5082,5,-1.6467,5,-1.7098,10,-0.6475,18,0.25488,45,1.77840,18,0.26452,14,-0.1030,19,0.31591
ENSG00000113360,DROSHA,5,-2.7178,34,-0.0207,53,0.66472,42,0.30585,33,-0.0639,36,0.06026,46,0.45970,37,0.12036,31,-0.1513,47,0.48377,47,0.49648,18,-0.9647,18,-0.9436
ENSG00000082213,C5orf22,10,-0.9425,19,-0.0654,8,-1.3153,40,1.16019,13,-0.5498,41,1.19432,29,0.62944,18,-0.1324,24,0.32996,12,-0.7062,18,-0.0736,12,-0.6660,7,-1.4433
