label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
AD	1	1	52	513	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	1	1	52	268	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	52	22	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	52	147	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	52	41	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	52	31	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	52	46	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	52	34	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	52	28	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	52	7	0	10889		X6_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.033	0.63	351	914	35	12622	AGAP1 , AGO3 , ANK3 , ANKRD17 , BRAF , BRD4 , CACNA2D3 , CAMK4 , CLASP1 , CNTN6 , DCC , DNMT3A , ECPAS , EXOC6B , FAN1 , GABRA3 , GPD2 , GRIP1 , GUCY1A2 , HNRNPUL2 , HS3ST5 , KANSL1-AS1 , KATNAL1 , KCNQ3 , MBD5 , NAV3 , NRXN3 , NSD1 , PRICKLE2 , RPS6KA3 , RYR2 , SAMD11 , SLC16A2 , SLC22A15 , WNT3	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	0.16	0.8	351	49	3	12622	DNM1L , FAR1 , SYT10	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	0.18	0.8	351	52	3	12622	KANSL1-AS1 , MAGI2 , WNT3	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.19	0.8	351	200	8	12622	ALDH1A1 , CNTN6 , FAM43B , GRM3 , NAP1L4 , NRXN3 , NTS , PIK3R1	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.22	0.8	351	1201	38	12622	AASS , ACOT9 , AKAP6 , ANKRD17 , ASS1 , BRAF , BRD4 , CERT1 , CUL4B , DCC , DDX6 , DNMT3A , FAR1 , FRY , GNAO1 , KIF2A , MBD5 , MICU1 , NSD1 , ORC4 , OXR1 , PHACTR1 , PPP1R12A , RPS6KA3 , SACS , SEMA3A , SERAC1 , SLC16A2 , SNX27 , SOS1 , SPR , TTC19 , USP18 , VRK1 , WNT3 , WNT4 , ZBTB24 , ZC4H2	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.3	0.8	351	162	6	12622	GAPVD1 , KIF2A , NAV3 , PENK , SCAI , TTC9	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	0.3	0.8	351	39	2	12622	EFNA5 , ZNF382	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.42	0.94	351	255	8	12622	AGO3 , CACNA2D3 , GPATCH2L , MAGI2 , MSL2 , NRXN3 , PRPF38B , SYNRG	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	0.48	0.94	351	23	1	12622	PENK	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.5	0.94	351	310	9	12622	ANK3 , CKMT1A , GSTP1 , MICU1 , NRXN3 , OSBPL2 , PACSIN2 , PBRM1 , THSD7A	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	0.62	0.98	351	34	1	12622	WNT3	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.64	0.98	351	78	2	12622	ESYT1 , EXOC4	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.69	0.98	351	2122	56	12622	ADARB1 , AMPH , AP1G1 , ATXN3 , CAPRIN2 , CDKL2 , CDR2 , CRYZ , CSMD3 , DCC , DGKB , DYSF , EFNA5 , EHD3 , ESYT1 , FAXC , GABRA3 , GAPVD1 , GNAZ , HS3ST5 , KANSL1-AS1 , KATNAL1 , KCTD10 , KIF2A , LARP6 , MAGI2 , MAPK10 , NAP1L4 , NTS , NUP43 , ORC4 , OXR1 , PBRM1 , PDXDC1 , PENK , PIK3R1 , PIP4K2C , RASGRP1 , RELT , RPE , RRAGC , RXRG , SCAI , SLIT3 , SNX27 , SPR , SYT4 , SYT9 , THSD7A , TMEM117 , TMEM155 , TRIM36 , TTC28-AS1 , USP35 , WDR7 , ZFYVE1	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.76	0.98	351	587	14	12622	B4GALT2 , DCC , EHD3 , HAUS3 , LMO7 , MSL2 , NUP43 , PIK3R1 , PPP1R12A , RAP1GAP2 , RTL5 , SLC22A15 , SYT4 , VRK1	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.77	0.98	351	593	14	12622	ANK3 , CAMK4 , GNAO1 , GRAMD1B , HS3ST5 , MTMR3 , PHACTR1 , PLEKHA1 , RNF111 , RNF40 , SNX22 , THSD7A , TMEM170B , ZFP90	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.93	1	351	1757	40	12622	ADARB1 , AKAP6 , ALDH1A1 , ANK3 , C1orf216 , CPEB1 , DCC , DIP2B , DNMT3A , EFNA5 , EXOC4 , GNAO1 , GRAMD1B , GRM3 , GSTP1 , HSPA12A , KANSL1-AS1 , KANSL3 , KCNQ3 , KCTD10 , KIF2A , MAGI2 , MSL2 , NOS1AP , NRXN3 , NTS , ORC4 , PACSIN2 , PBRM1 , PFDN6 , PIK3CB , PIP4K2C , PPP1R21 , PPP3R1 , RNF111 , SEMA3A , SLIT3 , UHMK1 , WNT3 , XPO7	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	1	1	351	5193	121	12622	AAK1 , ACLY , ACOT9 , ADARB1 , AGO3 , ALDH1A1 , ANK3 , ANKRD17 , AP1G1 , ARFGEF1 , ARL8A , ATAD1 , B3GNT7 , BRAF , BRD4 , C1orf216 , C8orf34 , CACNA2D3 , CACUL1 , CAPRIN2 , CERT1 , CHST1 , CKMT1A , CLIC5 , CNST , CSNK1G3 , CYP26B1 , DCUN1D4 , DDX10 , DDX6 , DIP2B , DNMT3A , DSEL , EFNA5 , EIF5A2 , ENPP1 , ESYT1 , EXOC4 , FAR1 , FBXO25 , FRY , GAPVD1 , GNAZ , GNG2 , GRM3 , GUCY1A1 , HBS1L , HNRNPUL2 , ITCH , KAT7 , KCNB2 , KCTD10 , KLHDC8A , KLHL12 , LARP1 , MBD5 , MRAP2 , MSL2 , MTMR3 , NAP1L4 , NCOA4 , NEIL2 , NRXN3 , OBI1 , ORC4 , OSBPL2 , PACSIN2 , PAPSS2 , PBRM1 , PDXDC1 , PGM2L1 , PHACTR2 , PHF10 , PIAS1 , PIP4K2C , PLEKHA1 , PLEKHA5 , PRPF38B , RAB3IP , RALBP1 , RALY , RAP1GAP2 , RASGRP1 , RC3H2 , RELT , RNF187 , RNF40 , RPAP2 , RPE , RRAGC , SACS , SAMD11 , SAMD12 , SEMA3C , SGTB , SHTN1 , SLC22A15 , SNX27 , SOX12 , SPOPL , SPRYD3 , ST3GAL6 , ST6GALNAC3 , TFIP11 , TLNRD1 , TPRG1L , TRAK2 , TRIM36 , TTC19 , UHMK1 , USP12 , WSCD1 , XPO7 , YPEL2 , YTHDF3 , ZADH2 , ZBED1 , ZBTB44 , ZC4H2 , ZFYVE1 , ZNF417	X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	351	30	0	12622		X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	351	7	0	12622		X5_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.00087	0.017	123	869	20	11491	AGO3 , AKAP9 , ANKRD17 , BRD4 , CDKL5 , CSMD1 , EFR3A , GABRA3 , KCNQ3 , KDM5B , KMT2C , MED13L , PTEN , RAD21 , SETD2 , TANC2 , TNRC6C , TSC1 , WAC , WNT3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	0.043	0.34	123	31	2	11491	WDR55 , WNT3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	0.054	0.34	123	35	2	11491	UBAP2 , ZNF382	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.11	0.52	123	1155	17	11491	ANKRD17 , ATM , BRD4 , CDKL5 , CUL4B , KDM5B , KMT2C , MED13L , PTEN , RAD21 , SEMA3A , SETD2 , TANC2 , TSC1 , VPS53 , WAC , WNT3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	0.23	0.87	123	24	1	11491	PENK	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.33	1	123	1944	23	11491	AKAP9 , AMPH , CCNC , CDR2 , CHD6 , CREB1 , CSMD1 , CSNK1G1 , GABRA3 , IFI6 , MIER1 , PBRM1 , PENK , POLI , RAPH1 , TANC2 , TTC28-AS1 , TYW3 , URI1 , WDR55 , YLPM1 , ZNF236 , ZNF638	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	0.4	1	123	48	1	11491	WNT3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.47	1	123	148	2	11491	IFI6 , PENK	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.6	1	123	186	2	11491	CREB1 , UBAP2	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.68	1	123	532	5	11491	CSNK1G1 , SAP130 , SLTM , WDR55 , ZKSCAN1	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.92	1	123	236	1	11491	AGO3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.93	1	123	536	3	11491	ARID4A , BRWD1 , RMI1	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.95	1	123	282	1	11491	PBRM1	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.98	1	123	4857	41	11491	AGO3 , ANKRD17 , ARID4A , ATM , BRD4 , BRWD1 , CCNC , CLIC5 , CREB1 , EPM2AIP1 , FER , IFI6 , KBTBD11 , MED13L , MIER1 , MTFMT , NCOA7 , NFYB , OBI1 , PBRM1 , PCYT1A , PLCB4 , PLEKHA5 , PTEN , RAD21 , RAP2A , RAPH1 , RBM33 , RNGTT , SETD2 , TNRC6A , TNRC6C , TSC1 , TYW3 , URI1 , WAC , WDR55 , ZKSCAN1 , ZNF512 , ZNF638 , ZNF709	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.99	1	123	1635	10	11491	ATM , CREB1 , CSMD1 , ENOX1 , KCNQ3 , NSUN6 , PBRM1 , SEMA3A , WDR55 , WNT3	X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	123	44	0	11491		X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	123	72	0	11491		X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	123	29	0	11491		X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	123	7	0	11491		X3_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.065	0.93	54	503	8	6258	AHI1 , AP1S2 , MYH10 , PRKAR1B , SLC9A6 , SOX6 , SYNE1 , UNC80	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	0.14	0.93	54	18	1	6258	SOX6	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.17	0.93	54	87	2	6258	ARPC5L , CEP57	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.24	0.93	54	693	8	6258	AHI1 , AP1S2 , CEP57 , PUM1 , SLC9A6 , SOX6 , SYNE1 , UNC80	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.24	0.93	54	290	4	6258	BRWD1 , CALY , CEND1 , SYT4	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.34	1	54	139	2	6258	ATP2B1 , CSDC2	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.39	1	54	155	2	6258	CERS6 , SYNE1	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.55	1	54	917	8	6258	AHI1 , CALY , CSDC2 , LY6H , MAP6 , NPTN , SEPTIN3 , VPS35	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.56	1	54	95	1	6258	TAGLN3	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.75	1	54	1093	8	6258	ARHGEF7 , ARPC5L , CEP57 , CSDC2 , NPTN , REEP1 , SYNE1 , SYT4	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.94	1	54	309	1	6258	BMPR2	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.99	1	54	2980	17	6258	ARHGDIG , ARHGEF7 , ATP2B1 , BRWD1 , BSCL2 , CCDC136 , CEND1 , CSDC2 , DNAJB14 , MYH10 , NPTN , PLD3 , PRKAR2B , SOX6 , TIMM17A , TMEM59L , VEGFB	X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	54	12	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	54	28	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	54	43	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	54	23	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	54	18	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	54	18	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	54	4	0	6258		X9_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.023	0.44	121	414	17	4933	ACHE , AHI1 , AP1S2 , ASH1L , ATP1A3 , CAMK2B , CGNL1 , EEF1A2 , FRG1 , GPD2 , GRIA2 , MIB1 , PRKAR1B , RAB2A , SEZ6L2 , SLC12A5 , SYT1	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.078	0.74	121	552	19	4933	ACHE , AHI1 , AP1S2 , ASH1L , ATP1A3 , ATP6V0A1 , CAMK2B , EEF1A2 , GRIA2 , KIF5A , MAN1B1 , NAPB , NCDN , PREPL , SCAMP5 , SLC12A5 , SYT1 , TUBB2A , YWHAG	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	0.22	1	121	10	1	4933	CAMK2B	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.26	1	121	776	22	4933	ACHE , AHI1 , ASH1L , CAMK2B , CDK5 , CDK5R1 , CGNL1 , EEF1A2 , ELAVL4 , ENO2 , GRIA2 , NSG1 , PRKCZ , RAB2A , RABGAP1L , SEPTIN3 , SLC12A5 , SULT4A1 , SYT1 , TMEM245 , VGF , VSNL1	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	0.31	1	121	15	1	4933	NAP1L5	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.34	1	121	84	3	4933	CAMK2N1 , NAP1L4 , TAGLN3	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.46	1	121	260	7	4933	ACHE , JAZF1 , RUNDC3A , SEC23A , SEZ6L2 , VSNL1 , YWHAH	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.51	1	121	69	2	4933	RHBDD2 , YWHAG	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.52	1	121	112	3	4933	BEX4 , NEFH , RABGAP1L	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.62	1	121	39	1	4933	NEFH	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.8	1	121	119	2	4933	ATP6V0A1 , PRKCZ	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.81	1	121	2415	55	4933	ACHE , AGAP3 , ASH1L , ATP13A2 , ATP6V0A1 , ATP6V0B , BRWD1 , BSCL2 , CALB2 , CDK5R1 , CSRNP3 , DMTN , ELAVL4 , FAHD1 , GNAZ , GNG2 , GPX3 , GRIPAP1 , JAZF1 , LONRF2 , MAN1B1 , MAP1S , MEG3 , MFN2 , MTCH1 , NAP1L4 , NAPB , NCDN , NECAP1 , NEFM , NSG1 , PDS5B , PGM2L1 , PJA2 , PLD3 , PPM1A , PRKCZ , RAB2A , RAB3A , RAB6B , RABGAP1L , RHBDD2 , RUNDC3A , SCAMP5 , SEC23A , SEZ6L2 , STMN2 , TM2D3 , TNKS , TSC22D3 , TSPYL1 , TUBB2A , VGF , VPS13C , YWHAH	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.83	1	121	233	4	4933	ATP13A2 , ATP6V0B , BRWD1 , ELAVL4	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.86	1	121	894	18	4933	AMPH , ATP1A3 , CAMK2N1 , DMTN , ECEL1 , ELAVL4 , GNAZ , GRIA2 , KIF5A , MAN1B1 , MAP2 , NAP1L4 , NEFM , PJA2 , RABGAP1L , SLC12A5 , UBE2QL1 , VGF	X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	121	21	0	4933		X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	121	12	0	4933		X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	121	19	0	4933		X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	121	18	0	4933		X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	121	4	0	4933		X8_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.0074	0.14	120	634	18	7858	AHI1 , ANGEL1 , AP1S2 , APBB1 , CACNA1D , CSNK1E , CTSB , DLG4 , DMXL2 , FOXP1 , GABRA4 , GBE1 , GNAI1 , MARK1 , NIPA1 , NSF , NSMCE3 , PHIP	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	0.044	0.42	120	22	2	7858	GMPPB , NSF	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	0.081	0.49	120	31	2	7858	NSF , PAM	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.13	0.49	120	175	5	7858	FOXP1 , MAGED1 , NIPA1 , PAM , TMEM33	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.13	0.49	120	381	9	7858	CACNA1D , CCDC184 , CD83 , FOXP1 , GBE1 , GMPPB , NIPA1 , NSF , RPRD2	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.23	0.72	120	59	2	7858	FOXP1 , GMPPB	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	0.29	0.76	120	22	1	7858	NSF	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	0.32	0.76	120	25	1	7858	PAM	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.36	0.76	120	199	4	7858	CACNA1D , GMPPB , NSF , TTC39A	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.46	0.88	120	1194	19	7858	A1BG , AHI1 , ARNT , CACNA1D , CHL1 , CIAO1 , CLVS2 , CNNM2 , CSNK1E , DLG4 , FOXP1 , GABRA4 , GMPPB , LRP8 , NSF , PAG1 , RPRD2 , SLC38A2 , ZCCHC17	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.56	0.94	120	1388	21	7858	ABCA5 , AREL1 , DLG4 , DMXL2 , FAF1 , FOXP1 , GMPPB , HIST1H2AC , KLC2 , KLHL18 , LRP8 , MLEC , NME7 , NSF , PDE1B , PDP1 , RPRD2 , TMEM151A , TMEM33 , UBE2M , WDR7	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.59	0.94	120	878	13	7858	AHI1 , AP1S2 , CACNA1D , CHL1 , CNNM2 , DLG4 , FOXP1 , NSF , P4HB , PC , PDE1B , PHIP , ZBTB11	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.71	1	120	387	5	7858	AREL1 , CTSB , INSR , PRPF19 , VAC14	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.85	1	120	123	1	7858	GMPPB	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.87	1	120	130	1	7858	LRP8	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.97	1	120	3585	45	7858	ABCA5 , ARL8A , ATP6AP1 , CACNA1D , CD164 , CD83 , CHID1 , CIAO1 , CNNM2 , CTSB , DLG4 , DMXL2 , FAM114A1 , FOXP1 , GBE1 , GLS , GMPPB , HIST1H2AC , HYOU1 , KLC2 , KLHL18 , LINC-PINT , LSM14B , MAGED1 , MAP1S , NME7 , NSF , OTUD4 , P4HB , PAG1 , PAM , PC , PHIP , RFK , SDF2L1 , SEC61A2 , TM2D3 , TM7SF2 , TMEM151A , TMEM33 , TTC39A , VAC14 , WDR44 , WWP1 , ZBTB44	X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	120	13	0	7858		X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	120	33	0	7858		X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	120	5	0	7858		X15_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.11	1	10	76	2	1289	ENO1 , PACS2	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.17	1	10	23	1	1289	MBP	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.49	1	10	204	2	1289	CTNNA1 , MBP	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	0.56	1	10	102	1	1289	PACS2	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.7	1	10	145	1	1289	PACS2	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.82	1	10	640	4	1289	CTNNA1 , LAPTM4A , MBP , PPDPF	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.86	1	10	228	1	1289	ENO1	X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	1	1	10	30	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	1	1	10	25	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	1	1	10	5	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	1	1	10	52	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	1	1	10	20	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	1	1	10	7	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	1	1	10	2	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	1	1	10	10	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	1	1	10	7	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	1	1	10	2	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	1	1	10	4	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	10	2	0	1289		X11_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	0.0096	0.18	23	14	2	2110	ANXA5 , COMT	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	0.064	0.53	23	6	1	2110	COMT	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.084	0.53	23	8	1	2110	FLOT1	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.27	1	23	92	2	2110	COMT , TMBIM6	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.3	1	23	336	5	2110	COMT , FLOT1 , HLA-DRB1 , HLA-E , PDIA3	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.39	1	23	45	1	2110	COMT	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.43	1	23	394	5	2110	ARF1 , COMT , FLOT1 , GTF3C6 , HLA-DRB1	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.73	1	23	115	1	2110	HLA-DRB1	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.74	1	23	234	2	2110	ARF1 , HADHA	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	0.86	1	23	170	1	2110	HLA-DRB1	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.88	1	23	1034	9	2110	ANXA5 , ARF1 , FLOT1 , HADHA , HLA-E , MPC1 , MYL12A , TMBIM6 , TMEM205	X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	1	1	23	42	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	1	1	23	43	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	1	1	23	35	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	1	1	23	7	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	1	1	23	17	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	1	1	23	12	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	1	1	23	7	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	23	1	0	2110		X17_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.13	1	15	769	5	4128	HLA-C , S100A10 , S100B , TOMM5 , TRIM8	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.31	1	15	100	1	4128	SMS	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.44	1	15	661	3	4128	HLA-C , S100B , TRIM8	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.53	1	15	201	1	4128	HLA-C	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.54	1	15	486	2	4128	SMS , TRIM8	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.91	1	15	1953	5	4128	CHPT1 , EFCAB14 , ITGB1 , S100A10 , TRIM8	X12_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
