label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
OCD	0.98	1	439	163	5	7076	AIMP1 , CDC42EP1 , COL18A1 , CRB2 , RAPGEF5	X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.99	1	439	108	2	7076	EML2 , GNAI2	X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	1	1	439	646	24	7076	BCAS1 , CA2 , CDH11 , CIPC , CLN8 , DIP2A , DNER , ERMN , FABP5 , GATM , GBE1 , GNAI1 , HNRNPF , KIF13B , MEGF11 , MYH9 , NUDCD2 , PDE1C , PREX1 , REEP3 , RPL10 , SHANK3 , SLC6A8 , SPRY2	X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	1	1	439	20	0	7076		X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	1	1	439	34	0	7076		X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	1	1	439	19	0	7076		X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	439	4	0	7076		X6_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.047	0.9	469	201	13	12174	CDH5 , COMT , FN1 , GABRB2 , GGH , HAMP , MOG , OSBPL5 , PCDH10 , SLCO3A1 , TRH , VWF , ZFYVE21	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	0.25	1	469	25	2	12174	COMT , FAAH	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.28	1	469	595	26	12174	A2M , ACAA1 , AGRN , APOC2 , ARHGAP29 , ATP5F1C , CLIC1 , CST3 , DYDC2 , GSTK1 , HBEGF , HLA-DRB5 , HS3ST1 , ITGB1BP1 , LPXN , MFSD2A , NCSTN , PILRA , PPP1R35 , RNF5 , RPL17 , RPL4 , RPN1 , RPS18 , RWDD3 , SHMT1	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.29	1	469	162	8	12174	ARPC3 , GNAI2 , HYAL2 , LPXN , MAST2 , P4HTM , TIMM10 , VPS29	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.3	1	469	578	25	12174	ANXA7 , CA2 , CEND1 , COMT , DCAF13 , GNAI2 , GSDME , KHDC1 , LRRC32 , MAST2 , MDFIC , MVP , NDUFA12 , PIDD1 , PPP1R14A , RIPK1 , SDF2 , STS , TARS2 , TRIOBP , TSPAN15 , TXNL4B , VIM , VWA1 , VWF	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	0.53	1	469	46	2	12174	ANXA5 , COMT	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.62	1	469	248	9	12174	CDC42EP1 , COL18A1 , CYFIP1 , IGSF11 , MUSTN1 , P4HTM , PCBP4 , TIMM10 , UBE2G1	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.64	1	469	1745	65	12174	ACAD8 , ANXA7 , APBB3 , ARPC3 , ATP5MC2 , AVP , BCKDK , BRINP2 , BTBD1 , CAV1 , CD53 , CLIC1 , COMT , COX8A , CTXN3 , CYFIP1 , ESAM , FABP5 , FABP7 , FEZ1 , FGFR2 , GABRB2 , GALNT2 , GRIN2D , GSDME , GSN , GTF2H4 , GTPBP2 , HBEGF , HLA-DRB5 , HSPE1 , LAMA2 , LCAT , LPCAT4 , MOG , MUSTN1 , MVP , NRN1 , NTMT1 , OAZ1 , PCDHB4 , PDGFRB , PRAG1 , PRKD1 , PRORP , RGS5 , RNF5 , RPL10 , RRAS , SDHA , SERF2 , SHANK3 , SHMT1 , SIKE1 , SREBF1 , TARS2 , TCEA2 , TGFBR2 , TIMM10 , TMSB10 , TRMT61B , UBE2G1 , VPS29 , ZFYVE21 , ZIC2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.69	1	469	30	1	12174	SULT1A1	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	0.73	1	469	33	1	12174	TCEA2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.74	1	469	304	10	12174	ANXA7 , ARPC3 , BCKDK , BTBD1 , CLIC1 , FEN1 , MUSTN1 , NUBP2 , P4HTM , TARS2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	0.78	1	469	38	1	12174	ZNF461	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	0.87	1	469	52	1	12174	TCEA2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.92	1	469	5166	185	12174	ABCG2 , ABHD3 , ACYP2 , ALPL , ANGPTL4 , ANO6 , ANXA2 , ANXA5 , ANXA7 , APBB3 , APOC2 , ARL2BP , ARPC3 , ATP5F1C , ATP5PB , ATP6V1F , B3GNT9 , BCKDHB , BCKDK , BEST1 , C12orf10 , CA2 , CAPN5 , CD53 , CD68 , CDK19 , CEND1 , CFH , CKS1B , CLIC1 , COL18A1 , COPG1 , CORO1B , COX6A1 , COX6B1 , COX6C , COX8A , CRNKL1 , CST3 , CYFIP1 , DBI , DENND5A , DIMT1 , ECH1 , EIF5A2 , ELMO1 , ELOVL5 , ESAM , EWSR1 , FAAH , FAM86B1 , FEZ1 , FXYD5 , GNAI2 , GNG11 , GOLGA5 , GSDME , GSN , GSTK1 , GYPC , HBEGF , HEG1 , HSPE1 , HYAL2 , IFI27 , IFNGR1 , ISCU , ITGB1BP1 , ITM2B , JPX , KCNAB2 , KDM6A , KLF2 , KLHL32 , LAMA2 , LCAT , LGR4 , LITAF , LPXN , LSR , MAST2 , MDFIC , MFSD2A , MGST3 , MPC1 , MPP1 , MRPL11 , MRPL17 , MRPL53 , MRPS15 , MUSTN1 , MVP , MYL12A , MYL6 , MYO1B , NCSTN , NDUFA4 , NDUFB3 , NME7 , NOP16 , NR1H2 , NRN1 , OAZ1 , P4HTM , PDE6D , PEX7 , PFN1 , PGLS , PIDD1 , PILRA , PLPP1 , PNP , POLE4 , PPIL1 , PRAG1 , PRDM8 , PRORP , RAB8A , RAD9A , RAMP2 , RBX1 , RELL1 , RGCC , RNF5 , RPL17 , RPL18A , RPL30 , RPN1 , RPS15A , RPS18 , RRAS , RWDD1 , S100A10 , SAP30 , SART1 , SDCBP , SDE2 , SDF2 , SELENOK , SERF2 , SF3B6 , SH3BGRL3 , SIKE1 , SLAIN1 , SLC2A1 , SLC38A5 , SLC3A2 , SLC5A6 , SLC9A3R2 , SLCO3A1 , SMIM15 , SPP1 , SREBF1 , SRSF9 , SRXN1 , STS , SULT1A1 , SWI5 , SYT3 , TAGLN , TALDO1 , TGFBR2 , TJP2 , TMEM256 , TMEM59 , TNC , TPGS2 , TRIM58 , TRIOBP , TRMT61B , TXNL4B , UNC93B1 , USP54 , VDAC2 , VIM , VPS29 , WDR20 , XAB2 , XIST , YAP1 , YBX1 , ZFAS1 , ZFX , ZFYVE21 , ZIC2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.95	1	469	2094	68	12174	A2M , ADCY8 , ANXA7 , AVP , BANF1 , BCKDK , BDH2 , BEST1 , BRINP2 , CCZ1B , CFH , CLIC1 , COL6A2 , COMT , COX6A1 , COX8A , CRYM , DECR1 , DIMT1 , FAAH , FAM207A , FEN1 , FGFR2 , GALNT2 , GGH , GNAI2 , GRHPR , HIBADH , HLA-DRB5 , HS3ST1 , HSPE1 , HYAL2 , KLHL32 , KYAT3 , LPXN , LRRC3B , MDFIC , MUSTN1 , MVP , NDUFA4L2 , NME7 , NPHP3 , P4HTM , PCDH10 , PLTP , PPIL1 , PRR4 , RAB34 , RBX1 , RELL2 , RPL23A , RPL4 , S100A10 , SART1 , SDF2 , SELENOP , SHMT1 , TIMM10 , TMEM256 , TP53I11 , TPGS2 , TRH , TRMT61B , TSPAN31 , TXNL4B , VDAC2 , ZFAS1 , ZFYVE21	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	0.95	1	469	75	1	12174	P4HTM	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	0.96	1	469	1204	36	12174	BCKDHB , BCKDK , CA2 , COG5 , COL18A1 , COX6B1 , CSF1R , DENND5A , FGFR2 , GABRB2 , GRIN2D , GTPBP2 , IFIH1 , KDM5C , KDM6A , KPTN , LAMA2 , MFSD2A , NUDT2 , P4HTM , PDGFRB , PEX7 , PIDD1 , PPIL1 , PRKD1 , PYCR2 , RPL10 , RRAS , SDHA , SHANK3 , SLC2A1 , SLC5A6 , SURF1 , TRH , YAP1 , ZIC2	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	1	1	469	910	15	12174	BCKDK , CA2 , CYFIP1 , DYDC2 , FABP5 , GABRB2 , GALNT2 , KDM5C , KDM6A , KPTN , PCDH10 , PEX7 , PRKD1 , RPL10 , SHANK3	X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	469	8	0	12174		X5_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	0.0091	0.17	755	46	8	11560	ADAMTS9 , ANXA5 , COMT , HAT1 , RPL27A , SUSD1 , TMEM50A , VAV3	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.089	0.85	755	1696	124	11560	ABCB1 , ACAD8 , ACADVL , ACP2 , ADCYAP1 , ASAH1 , ASTN2 , ATF4 , B3GAT2 , B9D1 , BORCS7 , BRINP2 , BTBD1 , C1orf56 , CALN1 , CD14 , CDKN1C , CFAP65 , CHGA , CLDN5 , COMMD5 , COMT , COX8A , CPNE7 , CRTC2 , CYP2D6 , DNPH1 , DOT1L , EFCAB10 , EIF4EBP1 , ELP5 , ENSA , ERGIC3 , ESAM , FABP5 , FAM221A , FOLH1 , FYN , GABRA2 , GABRD , GALNT2 , GCH1 , GFRA1 , GRIA1 , GSDME , GSTO2 , GTPBP2 , HAPLN4 , HLA-C , HLA-F , HRH1 , HTR5A , ICAM1 , IL18R1 , KCNG2 , KIF17 , LPCAT4 , LPL , MED30 , MGLL , MLXIP , MSRB1 , MUSTN1 , MVP , NES , NEU1 , NLGN4X , NMB , NME5 , NPTX1 , NPY1R , NRGN , NT5DC3 , OAZ1 , PCDHB5 , PLAT , PLCL1 , PMVK , PNMT , PPM1G , PPM1M , PPP1R18 , PPP4C , PSMB8 , PTPRK , RAMP3 , RCBTB1 , RCN3 , RELN , RGL2 , RGS5 , RPL12 , RRAS , RTN4R , SBNO2 , SDF4 , SEC11A , SEMA4B , SERF2 , SHANK3 , SLC39A7 , SPCS1 , SPINDOC , ST3GAL1 , STAMBP , TARS2 , TCTN1 , TDRD9 , TENM4 , TGM2 , TH , TMED4 , TMEM161B , TNXB , TPRKB , TRMT61B , TTLL1 , TULP3 , TVP23B , TXNDC5 , UQCC2 , VGF , VLDLR , ZNF500	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.29	1	755	29	3	11560	HLA-F , PPP1R18 , SULT1A1	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.38	1	755	193	14	11560	CDH10 , COMT , FN1 , FYN , GABRA2 , NKAIN2 , NLGN4X , OSBPL5 , PCDH10 , RGS4 , SGCE , TH , VWF , ZCCHC14	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	0.38	1	755	7	1	11560	STMN4	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.44	1	755	562	38	11560	ADARB2 , CA2 , CALN1 , CDC26 , CLDN5 , CNTNAP4 , COMMD5 , COMT , CROCC , CSTB , DOT1L , EVA1B , FAM183A , FOLH1 , GDE1 , GSDME , HAX1 , MAN1A1 , MCRS1 , MED30 , MVP , NME5 , NPY1R , NTN4 , PELI2 , RAB37 , RPL8 , SDF2 , SEMA4B , SH3D21 , SPEF1 , SPINDOC , TARS2 , TMEM132C , TMEM50A , VWA1 , VWF , YBEY	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	0.49	1	755	25	2	11560	ABCB1 , COMT	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	0.56	1	755	76	5	11560	CD63 , COQ10A , IKZF4 , LAMB2 , MIER2	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.57	1	755	560	36	11560	A2M , ACP2 , APOC2 , CD14 , CST3 , CYP2D6 , DMPK , FAM106A , FAM241A , FOLH1 , HIKESHI , HLA-C , IDUA , IQCK , ITGB1BP1 , LSM12 , MAPK8IP1 , MED30 , NCSTN , NEU1 , NLRP2 , NT5DC3 , OPLAH , PCDH11X , PLAT , PPP4C , PSMB8 , RELN , RPL4 , RPS18 , STMN4 , TMBIM4 , TNFRSF21 , TNXB , TPM2 , VLDLR	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	0.64	1	755	50	3	11560	GABRA2 , NPY1R , RGS19	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.82	1	755	245	13	11560	BCL9L , CIT , COCH , CTC1 , FAM135B , KCNH8 , LAMB2 , MFSD9 , MRPL39 , MUSTN1 , RGS4 , SPCS1 , STXBP5	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.94	1	755	154	6	11560	EP400 , ID4 , LAMB2 , POR , PPP4C , TCTN1	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
MDD	0.96	1	755	2036	116	11560	A2M , ABCB1 , ACP2 , ADARB2 , ADCY8 , ADCYAP1 , ARL4C , ASTN2 , ATF4 , BANF1 , BRINP2 , C17orf58 , C1orf56 , CD14 , CD320 , CDH4 , CDK4 , CHFR , CNEP1R1 , COL6A2 , COMT , COX8A , CTC1 , CTDNEP1 , CYP2D6 , DCXR , EEF1G , EHBP1L1 , EIF4EBP3 , ETV6 , EXOSC8 , FOLH1 , GALNT2 , GAS5 , GAS7 , GCH1 , GDE1 , GGCX , GRIA1 , GSTO2 , GTF2IRD2 , GTF3C6 , HAT1 , HAX1 , HHLA3 , HIST1H2AC , HLA-C , ID4 , ISLR , ITGA6 , KCNG2 , KCNT2 , KYAT3 , LAMB2 , LINC00476 , LPL , LRRC10B , LRRC26 , LTBP4 , MCEE , MGP , MLLT10 , MUSTN1 , MVB12A , MVP , MYC , NDUFA4L2 , NET1 , NMB , NMU , NPY1R , NUCB2 , NUDT7 , P2RX4 , PACRG , PCDH10 , PCDHB10 , PCDHB5 , PDZD7 , PELI1 , PLCL1 , PNOC , PPP1R18 , PPP4C , RARRES1 , RCBTB1 , RELN , RHOF , RPL4 , S100A10 , SDF2 , SETD9 , SGCE , SHANK2 , SHISA9 , SPEF1 , SPINDOC , SULF2 , TCTEX1D1 , TDRD9 , TH , TMEM132D , TMEM161B , TMEM216 , TNFAIP8L3 , TRMT61B , TSPAN31 , TXNRD2 , TYK2 , UNC50 , UQCC2 , VGF , YIF1A , ZMYND8 , ZNF273 , ZNHIT2	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.97	1	755	293	12	11560	BTBD1 , COMMD5 , HAPLN4 , MUSTN1 , NMB , PPM1M , SEC11A , SHANK2 , SMS , SPCS1 , SPINDOC , TARS2	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.99	1	755	5035	297	11560	ABHD17A , ACADVL , ACP2 , ACTA2 , ACYP2 , AGRP , AK5 , ALKAL2 , AMN1 , ANAPC11 , ANGPTL4 , ANP32A , ANP32B , ANXA5 , APOC2 , ARAF , ARL4D , ATF4 , ATXN2L , AXIN2 , B9D2 , BABAM2 , BBS5 , BCL2L10 , BCS1L , BLVRB , BMP2 , BSG , C17orf58 , C1orf56 , CA2 , CALCRL , CALN1 , CARHSP1 , CD274 , CD44 , CD63 , CETN2 , CHFR , CHGA , CHST12 , CLDN10 , CMTM6 , CNEP1R1 , COL21A1 , CORO1B , COX8A , CREG1 , CRIM1 , CRIP1 , CRIPT , CROCC , CST3 , CSTB , CTC1 , CTDNEP1 , CYB5A , CYBC1 , DAP , DAPL1 , DBI , DCTN6 , DCXR , DDX3X , DENND5A , DOT1L , DUSP11 , EHBP1L1 , EIF3D , EIF4A3 , EIF4EBP3 , ELP5 , ENSA , EPHB1 , EPHB6 , ERGIC3 , ESAM , FAM66D , FKBP11 , FMC1 , FOLH1 , FRS3 , FSCN1 , FXYD5 , FYN , GABRD , GAS7 , GCH1 , GDE1 , GGCX , GLA , GLB1L , GLCCI1 , GRAMD4 , GRP , GSDME , GTF2IRD2 , HAPLN4 , HAT1 , HAX1 , HBQ1 , HIST1H2AC , HLA-F , HMGB2 , HMGN1 , HRH1 , HSD17B7 , HSD17B8 , ICAM1 , IER3IP1 , IFI30 , IKZF4 , IL18R1 , ILVBL , IQCK , ISLR , ITGB1BP1 , JPX , KANK2 , KCNH3 , KDM6A , KHSRP , KRTCAP2 , LAMB2 , LEF1 , LMTK2 , LPL , LRFN2 , LRRC26 , LTBR , LY96 , MAN1A1 , MAP3K12 , MCRS1 , MED30 , MGLL , MGP , MLLT1 , MLLT10 , MLXIP , MMRN2 , MPC1 , MRPL39 , MSRB1 , MTA1 , MUSTN1 , MVP , MYL12A , MYLIP , NCSTN , NDUFB3 , NELL2 , NET1 , NEU1 , NHS , NID1 , NKAIN2 , NME5 , NPIPB15 , NPRL3 , NPTX1 , NPY1R , NUCB2 , NUDT12 , OAZ1 , OPLAH , P2RX4 , PACRG , PANK4 , PARP1 , PCOLCE2 , PCSK1 , PDE5A , PELI1 , PELI2 , PHC2 , PLAC9 , PLCL1 , PLEKHH3 , POR , PPM1G , PPM1M , PPP1R18 , PPP4C , PPT1 , PRDM8 , PRKCSH , PRLHR , PROS1 , PSMB8 , PTPRN , PTPRO , PYCARD , RAB37 , RABGGTB , RAMP2 , RARRES1 , RBM22 , RCN3 , RELN , RGL2 , RGS14 , RGS16 , RGS19 , RHOF , RP2 , RPGR , RPL12 , RPL18 , RPL8 , RPN2 , RPS18 , RPS3A , RRAS , RSPO2 , S100A10 , S100A11 , SAMHD1 , SBNO2 , SCPEP1 , SDF2 , SDF4 , SELENOK , SEMA4B , SERF2 , SERPINE2 , SF3B6 , SH2D5 , SH3BGRL3 , SHISA9 , SHISAL2B , SIPA1L2 , SLC2A3 , SLC39A7 , SLC9A3R2 , SMCO4 , SMIM15 , SOCS1 , SOCS3 , SPCS1 , ST3GAL1 , STAT4 , STX10 , STXBP5 , SULF2 , SULT1A1 , SURF2 , TAGLN , TANC1 , TCTN1 , TDRD9 , TENM4 , TGM2 , TLE4 , TM6SF1 , TMBIM4 , TMEM120B , TMEM158 , TMEM161B , TMEM168 , TMEM216 , TMEM59 , TMX1 , TNFRSF21 , TNRC18 , TNXB , TOGARAM2 , TPM2 , TPRKB , TRMT61B , TSPAN7 , TTC39C , TULP3 , TXNRD2 , TYK2 , UBA1 , UBA52 , UBXN11 , UNC50 , UQCC2 , UXS1 , VGF , VLDLR , VPS37B , WDR44 , XAB2 , XIST , YBEY , YBX1 , YIF1A , ZC3H7A , ZCCHC14 , ZFX , ZMYND8 , ZNF273 , ZNF467 , ZSWIM7	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
NDD	1	1	755	1176	53	11560	ACTL6A , AFF2 , ASAH1 , ATAD3A , B9D1 , BBS5 , CA2 , CIT , CLN5 , CSTB , CTC1 , DDOST , DDX3X , DENND5A , DNAJC12 , EIF3F , EIF4A3 , FKRP , FTSJ1 , GABRA2 , GCH1 , GLDC , GRIA1 , GTPBP2 , IDUA , IER3IP1 , KDM5C , KDM6A , LAMB1 , MCCC1 , MGP , MPDU1 , NEU1 , PARP1 , PEX16 , PNOC , POR , PPT1 , PTCHD1 , RELN , RRAS , SAMHD1 , SHANK2 , SHANK3 , SMS , SNRPB , STAMBP , TCTN1 , TH , TMEM216 , TRAPPC9 , TSPAN7 , VLDLR	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ASD	1	1	755	890	32	11560	AFF2 , ANP32A , ASTN2 , CA2 , CDH10 , CNTNAP4 , DDX3X , DMPK , EIF3G , EP400 , FABP5 , GALNT14 , GALNT2 , GRIA1 , HMGN1 , KDM5C , KDM6A , LAMB1 , LRFN2 , NLGN4X , PCDH10 , PCDH11X , PTCHD1 , PTK7 , RELN , SDC2 , SHANK2 , SHANK3 , STXBP5 , TRAPPC9 , TSPAN7 , ZMYND8	X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
PTSD	1	1	755	32	0	11560		X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
TS	1	1	755	39	0	11560		X4_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OUD	0.23	1	579	123	11	8388	ARPC3 , FAM216A , GPN3 , HYAL2 , OPRM1 , PPTC7 , TIMM10 , TMA7 , TMEM69 , USP19 , VPS29	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
CannabisUseDisorder	0.25	1	579	4	1	8388	CCDC25	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Cannabis	0.41	1	579	20	2	8388	CALM2 , COMT	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Panic	0.42	1	579	34	3	8388	ANXA5 , COMT , TAC1	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Lefthanded	0.5	1	579	24	2	8388	HLA-F , SULT1A1	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AD	0.63	1	579	425	28	8388	ATP5MF , BCHE , CCDC25 , CD46 , CLEC11A , COX7C , ERCC1 , ETHE1 , FIS1 , GSTK1 , HLA-DQB1 , IAH1 , IQCK , ITGB1BP1 , MYADM , NDUFA2 , NDUFAF6 , PCDH11X , PILRB , PYDC1 , RPL17 , RPL4 , RPS18 , SEC61G , TMBIM4 , TMEM126B , TSTD1 , VSNL1	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
GAD	0.77	1	579	40	2	8388	OXT , TAFA2	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BIP	0.79	1	579	226	13	8388	ALAS1 , ANKRD65 , ARL3 , ARPC3 , BTBD1 , GPN1 , NDUFA2 , PLPBP , PSD2 , SAT2 , SPCS1 , TMEM258 , UQCR10	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
AUD	0.91	1	579	153	7	8388	COMT , FN1 , OPRM1 , OXT , SGCE , SLC6A1 , TAC1	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
OCD	0.92	1	579	193	9	8388	COCH , HSPA5 , KDM3B , MAN1C1 , REXO2 , SPCS1 , TIMM10 , USP19 , ZNF23	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
BMI	0.96	1	579	3936	252	8388	ABHD14A , ACOT13 , ACP1 , ACSBG1 , ACYP2 , ADAM9 , ALAS1 , ALS2 , ANAPC10 , ANAPC11 , ANXA5 , ARL3 , ARL6IP5 , ARPC1A , ARPC3 , ATG3 , ATP5MF , ATP5MG , ATP5PF , ATP6V1F , ATXN2L , BBS5 , BCHE , BLOC1S1 , BLVRA , BOLA3 , BTF3 , C1QBP , CA2 , CALM2 , CCDC126 , CCDC25 , CD46 , CHCHD3 , CLDN10 , CMC2 , COMMD6 , COX17 , COX6A1 , COX6C , COX7A2 , COX7B , COX7C , COX8A , CREG1 , CSTB , DAD1 , DBI , DCK , DCTN6 , DDX3X , DPY30 , DSEL , DUSP28 , ECH1 , EIF3H , EIF4A2 , ELMO1 , ERCC1 , EWSR1 , FAM216A , FAU , FEZ1 , FEZ2 , FIS1 , FRS3 , GABARAPL2 , GADD45A , GDE1 , GLRX , GNG11 , GPN1 , GPN3 , GPX4 , GSTK1 , GTF2H5 , GTF3A , H2AFZ , HBQ1 , HDDC3 , HINT1 , HLA-F , HSD17B12 , HSDL2 , HSPA5 , HSPE1 , HYAL2 , IAH1 , IFT20 , IQCK , ISCA1 , ISCU , ITGB1BP1 , ITM2B , JKAMP , JPX , LANCL1 , LEPROTL1 , LGALS3 , LMTK2 , LSM3 , LYRM2 , MAN2A2 , MFSD14A , MGST3 , MPC1 , MPC2 , MRPL14 , MRPL33 , MRPL9 , MRPS18C , MYADM , MYL12A , MYL6 , MYL6B , MYSM1 , NDUFA2 , NDUFA4 , NDUFA6 , NDUFB3 , NDUFS4 , NFU1 , NME5 , NPM1 , NTNG1 , NUDT12 , OAZ1 , OPRM1 , OSTF1 , PACRG , PANK4 , PARK7 , PCBD1 , PCCB , PDCL3 , PFDN5 , PGS1 , PIGF , PIK3R4 , PILRB , PIP4P2 , PLPP1 , PNMA1 , POLR2I , POLR2L , POLR3K , PPTC7 , PSD2 , PSMA5 , PSMA6 , PSMG2 , PTRH2 , PTRHD1 , PTS , PYDC1 , RABGGTB , RAC3 , RAMP2 , RASGEF1B , RBX1 , REEP3 , RESP18 , REXO2 , RPL10A , RPL12 , RPL17 , RPL18 , RPL18A , RPL21 , RPL23 , RPL26 , RPL27 , RPL30 , RPL31 , RPL39 , RPL41 , RPL9 , RPS12 , RPS15A , RPS18 , RPS24 , RPS3A , S100A10 , S100A11 , SAP30 , SCCPDH , SDCBP , SEC61G , SELENOK , SERF2 , SF3B6 , SH3BGRL3 , SKP1 , SLC35G2 , SLC4A10 , SLC6A1 , SLC9A3R2 , SMIM30 , SOD1 , SPACA9 , SPCS1 , SRP14 , SRP19 , STRAP , STS , SUB1 , SUCLA2 , SULT1A1 , SVBP , SYT3 , TAF10 , TCP1 , THOC7 , TM2D1 , TMA7 , TMBIM4 , TMEM126B , TMEM141 , TMEM17 , TMEM256 , TMEM258 , TMEM59 , TMEM69 , TNC , TOMM7 , TPGS2 , TPT1 , TRAPPC8 , TRMT112 , TSPAN13 , TSPAN2 , TSPAN7 , TXNDC17 , UBA52 , UBE2D2 , UNC50 , UQCC2 , UQCR11 , UQCRFS1 , UQCRQ , USP10 , USP19 , VDAC2 , VIM , VMP1 , VPS29 , WASHC3 , XIST , YEATS4 , ZFX , ZNF23 , ZSWIM7	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
SCZ	0.99	1	579	1343	72	8388	ACP1 , ADCYAP1 , ALAS1 , AMACR , ARL3 , ARPC3 , ASAH1 , ATP5MC2 , ATP6V1G2 , AVP , BLOC1S1 , BLOC1S2 , BORCS7 , BTBD1 , CD46 , COMT , COX7A1 , COX8A , CPNE7 , DNAJC19 , DNPH1 , FABP5 , FABP7 , FAM216A , FEZ1 , GPN3 , HDDC3 , HINT1 , HLA-DQB1 , HLA-F , HSPE1 , JKAMP , KDM3B , LPCAT4 , MAN2A2 , MDH1 , MRPL33 , NDUFA2 , NME5 , NTNG1 , OAZ1 , OPRM1 , OXT , PARK7 , PCCB , PPIA , PPTC7 , PSD2 , PSMA6 , RIPPLY2 , RPL10 , RPL12 , SERF2 , SHANK3 , SLC35G2 , SLC4A10 , SLC6A1 , SMDT1 , SPA17 , SPCS1 , SRP14 , TAC1 , THOC7 , TIMM10 , TMSB10 , TPT1 , TSPAN2 , TXNDC5 , UBE2D2 , UQCC2 , VPS29 , VSNL1	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
ADHD	0.99	1	579	414	17	8388	ADAM9 , BLOC1S2 , CA2 , CD9 , CDC26 , COMT , CSTB , FEZ2 , GDE1 , LSM6 , NDUFA12 , NME5 , RPLP2 , RPS20 , STS , TCP1 , VIM	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
Anorexia	0.99	1	579	62	1	8388	USP19	X3_FemUp	BSpace_k20_HARMONYlmbna_nnsvg10
