Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000138758,SEPTIN11,127,1.55654,90,0.96472,3,-3.7528,38,-0.5615,71,0.58228,21,-1.3543,72,0.59382,45,-0.1345
ENSG00000118816,CCNI,200,0.81780,180,0.64911,89,-0.4559,71,-1.0765,127,0.09604,106,-0.2051,282,1.40386,112,-0.1078
ENSG00000138764,CCNG2,28,0.59749,8,-1.2238,20,0.02475,15,-0.4818,9,-1.1016,14,-0.5189,17,-0.1676,63,1.97841
ENSG00000138767,CNOT6L,18,-0.7296,45,0.71854,0,-5.4102,32,0.25127,19,-0.5806,29,0.05696,37,0.42789,34,0.25387
ENSG00000169288,MRPL1,22,-1.1512,29,-0.7343,60,0.40120,55,0.38284,84,0.94497,47,0.02000,26,-0.8719,18,-1.4047
ENSG00000138756,BMP2K,76,1.47651,40,0.39149,19,-0.7173,27,-0.2873,14,-1.2018,13,-1.2995,33,0.08644,57,0.98117
ENSG00000163291,PAQR3,19,-0.8877,35,-0.0058,16,-1.1889,38,0.20575,25,-0.4852,40,0.24373,34,-0.0530,54,0.68907
ENSG00000249307,LINC01088,44,0.78038,61,1.31346,0,-6.8761,1,-4.4957,3,-3.1623,17,-0.7176,37,0.49689,165,3.36259
ENSG00000152784,PRDM8,5,-2.0725,57,1.67621,26,0.33638,22,0.20578,4,-2.1997,21,0.06096,16,-0.3309,4,-2.2859
ENSG00000138670,RASGEF1B,0,-5.9282,44,1.07374,23,2.89739,17,-0.6203,21,-0.1249,41,1.06125,30,0.43066,10,-1.1411
ENSG00000273156,AC124016.2,8,-1.7422,21,-0.3841,38,0.55820,29,0.17656,38,0.53067,26,-0.0711,35,0.39189,13,-1.0429
ENSG00000138668,HNRNPD,81,-0.9679,207,0.48015,158,0.05565,153,0.01397,138,-0.1566,190,0.38403,139,-0.1394,112,-0.4708
ENSG00000152795,HNRNPDL,228,-0.6554,510,0.60505,246,-0.5381,345,-0.0225,292,-0.2742,419,0.32070,339,-0.0426,352,0.01566
ENSG00000145293,ENOPH1,50,-1.1906,59,-0.9362,100,-0.1353,119,0.20727,112,0.03570,104,-0.0836,182,0.81561,114,0.06791
ENSG00000249242,TMEM150C,26,0.22631,15,-0.5559,0,-6.1000,28,0.55101,25,0.18436,26,0.26916,15,-0.6145,17,-0.3726
ENSG00000145284,SCD5,264,-0.8021,221,-1.0686,249,-0.8894,449,0.01517,433,-0.0458,333,-0.4874,864,1.07110,856,1.05424
ENSG00000138674,SEC31A,70,-0.2322,113,0.51941,65,-0.3315,86,0.13763,65,-0.3448,97,0.31739,35,-1.2539,82,0.01096
ENSG00000251022,THAP9-AS1,4,-2.9907,77,1.26212,15,-1.2862,37,0.13754,23,-0.6271,38,0.12662,29,-0.3157,47,0.46289
ENSG00000138663,COPS4,26,-2.3732,87,-0.5917,113,-0.2015,167,0.67658,118,-0.1347,153,0.30018,74,-0.8348,111,-0.2296
ENSG00000163319,MRPS18C,31,-1.8667,88,-0.3161,104,-0.0550,127,0.40795,106,-0.0270,129,0.31422,96,-0.1708,82,-0.4251
ENSG00000163624,CDS1,1,-4.7852,21,-0.7582,26,-0.4380,47,0.76756,40,0.20001,29,-0.2954,20,-0.8599,53,0.65906
ENSG00000163625,WDFY3,40,-0.4742,31,-0.8452,54,-0.0107,58,0.17671,23,-1.2626,67,0.36051,66,0.30579,65,0.29044
ENSG00000109339,MAPK10,67,-0.8491,102,-0.2150,66,-0.8716,130,0.24503,123,0.06409,127,0.13517,123,0.07118,142,0.29307
ENSG00000163629,PTPN13,15,-0.4881,88,2.52144,0,-6.4826,10,-1.3890,1,-4.2419,18,-0.2232,25,0.33349,52,1.51664
ENSG00000172493,AFF1,77,1.53008,90,1.79970,0,-7.0380,14,-1.4438,11,-1.5366,37,0.33672,25,-0.3192,46,0.66086
ENSG00000145332,KLHL8,25,0.58133,14,-0.3730,11,-0.6218,18,0.03552,11,-0.6996,19,0.18599,18,0.05180,20,0.19610
ENSG00000198189,HSD17B11,39,0.54607,17,-0.7053,16,-0.7954,23,-0.4049,19,-0.5532,43,0.79247,19,-0.5458,46,0.83192
ENSG00000170502,NUDT9,18,-1.7630,55,-0.1125,25,-1.2695,74,0.57546,31,-1.0002,86,0.65179,33,-0.8754,64,0.12309
ENSG00000152583,SPARCL1,721,-0.5397,1499,0.60834,664,-0.6637,456,-1.5927,849,-0.2886,1043,0.03346,1344,0.43212,3852,2.29051
ENSG00000118785,SPP1,427,1.08048,348,0.73774,60,-1.9528,82,-1.8915,22,-3.3840,241,0.16451,1056,2.81727,44,-2.3849
ENSG00000163644,PPM1K,80,-0.3182,52,-0.9522,28,-1.8866,110,0.27773,123,0.35880,98,-0.0031,134,0.49733,111,0.20418
ENSG00000138642,HERC6,4,-1.7803,48,1.94455,5,-1.5825,9,-0.9993,8,-0.8514,23,0.70842,5,-1.6122,33,1.28170
ENSG00000145337,PYURF,96,-0.4510,80,-0.7228,116,-0.1615,131,0.03932,123,-0.0787,184,0.62927,79,-0.7468,158,0.31797
ENSG00000138641,HERC3,9,-1.8130,26,-0.3413,13,-1.3414,45,0.86560,50,0.70558,27,-0.2872,25,-0.3753,17,-0.9574
ENSG00000177432,NAP1L5,41,-3.1394,64,-2.4894,323,-0.0732,452,0.75476,372,0.14792,499,0.68871,151,-1.2241,192,-0.8661
ENSG00000138640,FAM13A,4,-2.0408,9,-0.9610,17,0.06974,18,0.24714,14,-0.2356,27,0.85869,14,-0.2343,11,-0.5860
ENSG00000185477,GPRIN3,29,0.72202,9,-0.9708,0,-6.3067,25,0.86058,13,-0.4673,12,-0.6989,20,0.15345,15,-0.3013
ENSG00000145335,SNCA,94,-0.8067,15,-3.4664,144,-0.1524,291,1.91473,140,-0.1962,7,-4.6330,155,-0.0387,52,-1.6938
ENSG00000152208,GRID2,2,-2.9775,0,-7.4400,19,0.36518,25,1.42939,17,0.18915,6,-1.3073,7,-1.0724,14,-0.1145
ENSG00000163104,SMARCAD1,2,-3.8904,16,-1.1928,31,-0.1522,44,0.58360,20,-0.8003,45,0.47219,26,-0.4551,46,0.43829
ENSG00000163110,PDLIM5,95,0.40801,223,1.86843,16,-2.2795,29,-1.8012,35,-1.1236,58,-0.3934,80,0.14435,244,2.04165
ENSG00000138696,BMPR1B,11,-1.2012,28,0.25023,7,-1.8462,9,-1.7924,18,-0.4626,22,-0.1390,39,0.76944,120,2.85550
ENSG00000138698,RAP1GDS1,27,-2.0996,33,-1.8389,153,0.48784,148,0.70651,115,0.03833,115,0.04179,106,-0.0910,58,-1.0167
ENSG00000168785,TSPAN5,44,0.22132,30,-0.3403,13,-1.5578,39,0.03062,33,-0.1946,21,-0.9628,79,1.18138,60,0.71550
ENSG00000151247,EIF4E,39,-1.5357,61,-0.8510,92,-0.2393,126,0.39338,142,0.43561,130,0.32434,67,-0.7113,106,-0.0193
ENSG00000164024,METAP1,14,-0.1899,0,-7.5236,0,-6.1578,27,1.41910,6,-1.4996,15,-0.0956,18,0.14819,10,-0.7872
ENSG00000197894,ADH5,69,-0.8731,108,-0.1911,76,-0.7315,137,0.26290,92,-0.4465,154,0.39967,110,-0.1725,147,0.28527
ENSG00000109270,LAMTOR3,58,-0.2578,71,0.04200,28,-1.3696,69,0.00342,50,-0.5001,122,1.04270,29,-1.3145,71,0.03889
ENSG00000164031,DNAJB14,33,-1.1436,64,-0.1285,47,-0.6011,80,0.33415,64,-0.1447,97,0.58538,53,-0.4297,52,-0.4533
ENSG00000164032,H2AFZ,33,-2.8230,232,0.08224,91,-1.3381,269,0.49744,213,-0.0571,345,0.80179,87,-1.4105,176,-0.3487
ENSG00000138814,PPP3CA,26,-2.5650,75,-0.9899,89,-0.7431,189,0.70275,145,0.01436,175,0.33457,86,-0.7899,157,0.13843
ENSG00000254531,AP001816.1,17,-0.2117,7,-1.4661,30,0.71195,11,-1.0592,28,0.56036,30,0.77189,11,-0.8535,41,1.21750
ENSG00000109323,MANBA,10,-0.7260,11,-0.5885,0,-6.1107,17,0.18495,9,-0.8974,29,1.08722,18,0.17981,15,-0.0348
ENSG00000109332,UBE2D3,179,-0.3777,321,0.53952,210,-0.1267,224,-0.0385,152,-0.6279,250,0.15694,200,-0.2051,283,0.33862
ENSG00000145354,CISD2,53,-0.8516,31,-1.6395,127,0.49284,102,0.23923,83,-0.1660,118,0.42163,69,-0.4592,94,0.02546
ENSG00000164038,SLC9B2,14,-0.5984,21,-0.0315,24,0.16571,22,0.07672,16,-0.4461,25,0.29358,24,0.20960,17,-0.3364
ENSG00000164039,BDH2,71,0.68638,81,0.88679,42,-0.1359,23,-1.3765,27,-0.8419,26,-0.9387,107,1.36462,106,1.35790
ENSG00000168772,CXXC4,3,-3.9456,13,-2.0535,69,0.39095,73,0.78667,45,-0.2936,72,0.50572,17,-1.7472,45,-0.2719
ENSG00000168769,TET2,16,-0.0141,8,-1.0474,7,-1.1975,15,-0.1632,15,-0.1278,26,0.77288,10,-0.7331,30,0.91901
ENSG00000138777,PPA2,12,-2.2940,52,-0.1883,100,0.84355,66,0.29477,45,-0.3996,58,-0.0124,37,-0.7001,69,0.24976
ENSG00000138785,INTS12,7,-1.5482,21,0.12497,16,-0.2827,22,0.31532,13,-0.5494,15,-0.3991,14,-0.5313,40,1.16942
ENSG00000145348,TBCK,8,-1.3960,20,-0.0913,20,-0.0977,26,0.48191,23,0.09900,25,0.27890,5,-2.1125,21,-0.0008
ENSG00000164022,AIMP1,51,0.65349,43,0.38134,31,-0.1387,21,-0.9909,41,0.27975,36,0.11756,32,-0.0846,65,1.04945
ENSG00000138801,PAPSS1,54,-0.4673,31,-1.3151,21,-1.8639,88,0.46982,75,0.02851,65,-0.2075,124,0.84215,76,0.06227
ENSG00000155016,CYP2U1,0,-4.5803,22,0.31697,28,0.67999,15,-0.4152,8,-1.2957,18,-0.0325,13,-0.4920,55,1.80805
ENSG00000138796,HADH,30,-0.9036,58,0.09499,20,-1.4963,57,0.08521,25,-1.1694,90,0.87438,48,-0.2093,68,0.33807
ENSG00000109475,RPL34,1694,0.35837,1711,0.37475,1057,-0.3776,1111,-0.4314,1768,0.42748,1609,0.30490,1357,0.00812,1184,-0.2033
ENSG00000198856,OSTC,45,-0.3207,73,0.41804,80,0.56367,50,-0.2596,57,0.03222,59,0.10211,38,-0.5957,66,0.25658
ENSG00000164089,ETNPPL,179,0.28608,13,-3.6203,204,0.49251,105,-0.7534,151,0.01596,97,-0.7053,315,1.21104,362,1.45398
ENSG00000188517,COL25A1,29,-0.6225,134,1.88395,91,1.19503,45,0.09554,37,-0.2376,23,-1.0046,2,-4.5368,0,-9.4399
ENSG00000138802,SEC24B,17,-1.3996,50,0.27563,15,-1.5831,52,0.53424,36,-0.2581,44,0.06990,30,-0.5057,52,0.32885
ENSG00000123739,PLA2G12A,47,0.30589,44,0.20621,10,-2.0138,42,0.21241,52,0.46519,33,-0.2408,43,0.17431,28,-0.4847
ENSG00000109534,GAR1,13,-0.4975,29,0.75184,17,-0.1153,13,-0.7219,32,0.89542,26,0.57877,14,-0.4158,16,-0.1824
ENSG00000170522,ELOVL6,23,0.49458,18,0.07038,0,-6.2015,15,-0.2780,9,-0.9855,18,0.08775,42,1.49394,18,0.07692
ENSG00000138660,AP1AR,13,-1.6310,26,-0.6298,43,0.16308,54,0.86438,50,0.40187,26,-0.6461,38,-0.0224,13,-1.6410
ENSG00000174720,LARP7,91,1.28491,33,-0.3204,19,-1.1897,27,-0.8900,40,-0.0301,50,0.32929,46,0.17726,72,0.88910
ENSG00000145362,ANK2,207,-0.8029,142,-1.3615,310,-0.1830,440,0.58592,469,0.46589,237,-0.6418,301,-0.2301,439,0.36071
ENSG00000145349,CAMK2D,46,-1.1735,89,-0.1795,56,-0.8739,146,1.02274,92,-0.1258,83,-0.3106,29,-1.8479,93,-0.1146
ENSG00000174607,UGT8,20,-0.0650,5,-1.9242,4,-2.2841,4,-2.8187,1,-4.3677,2,-3.2748,209,5.32172,4,-2.4642
ENSG00000174599,TRAM1L1,0,-6.2884,0,-4.0508,0,-5.8496,15,0.40192,12,-0.0762,28,1.40977,15,0.26148,8,-0.6510
ENSG00000269893,SNHG8,201,-0.2470,342,0.58930,212,-0.1652,166,-0.7523,223,-0.0890,394,0.92461,185,-0.3761,287,0.31001
ENSG00000145388,METTL14,10,-0.9791,33,0.78276,16,-0.3032,19,-0.1373,8,-1.2978,26,0.43560,8,-1.3948,39,1.05480
ENSG00000172403,SYNPO2,88,2.43760,50,1.36166,0,-6.5406,7,-2.0053,4,-2.5241,22,0.05223,34,0.72118,23,0.12497
ENSG00000145390,USP53,50,1.22624,49,1.19041,1,-4.6508,9,-1.7382,6,-1.9354,35,0.68194,43,0.94524,40,0.84952
ENSG00000164096,C4orf3,239,-0.2531,312,0.16332,171,-0.7642,240,-0.3520,362,0.39608,389,0.57155,285,0.02039,309,0.14418
ENSG00000164111,ANXA5,216,1.08406,347,1.93143,50,-1.1947,58,-1.2998,44,-1.3977,94,-0.2703,169,0.67592,132,0.28071
ENSG00000123737,EXOSC9,17,-0.4199,27,0.25097,10,-1.2624,26,0.33605,14,-0.7014,31,0.54414,20,-0.1996,15,-0.6448
ENSG00000138686,BBS7,14,-1.6278,30,-0.5421,80,0.99663,50,0.38944,30,-0.5297,45,0.10771,10,-2.1601,50,0.25051
ENSG00000138688,KIAA1109,33,-1.1031,59,-0.2382,76,0.15358,75,0.20626,80,0.22639,79,0.23978,39,-0.8794,75,0.13738
ENSG00000138685,FGF2,69,0.33793,85,0.67634,13,-2.1331,40,-0.7152,48,-0.2364,56,0.01742,57,0.03437,140,1.51825
ENSG00000151458,ANKRD50,7,-2.0940,7,-2.0700,11,-1.5426,40,0.70823,45,0.60499,37,0.32835,18,-0.7641,33,0.12378
ENSG00000164066,INTU,3,-2.7658,31,0.47371,0,-6.6232,22,-0.0716,30,0.43709,35,0.79230,8,-1.5607,42,0.99064
ENSG00000164070,HSPA4L,34,-1.4364,28,-1.7124,40,-1.1639,125,0.97856,108,0.33631,96,0.16595,31,-1.5460,74,-0.2561
ENSG00000164073,MFSD8,39,0.83423,9,-1.2937,0,-6.6314,32,0.86799,18,-0.3289,23,0.01766,15,-0.5968,10,-1.2354
ENSG00000164074,ABHD18,6,-1.3528,21,0.52075,14,-0.0414,15,0.07462,10,-0.6275,23,0.79395,7,-1.0194,11,-0.3992
ENSG00000138709,LARP1B,9,-1.5236,17,-0.5323,11,-1.2522,31,0.50347,41,0.77219,29,0.28098,19,-0.3701,15,-0.7354
ENSG00000164040,PGRMC2,76,-0.5225,108,0.01289,59,-0.9049,109,0.03634,109,0.02039,144,0.51413,74,-0.5716,136,0.37032
ENSG00000077684,JADE1,8,-2.5825,61,0.42709,21,-1.2075,35,-0.5892,24,-1.0273,85,1.09763,28,-0.7877,117,1.50949
ENSG00000138650,PCDH10,7,-3.1829,18,-1.9396,46,-0.5552,68,0.04949,98,0.60940,88,0.48739,72,0.11910,108,0.76841
ENSG00000151012,SLC7A11,261,3.00493,17,-1.5936,0,-7.7421,17,-2.0212,48,-0.0574,22,-1.3270,54,0.12729,139,1.70249
ENSG00000109381,ELF2,10,-1.0007,23,0.22250,3,-2.7260,22,0.20401,20,-0.0182,30,0.71408,20,-0.0162,15,-0.4237
ENSG00000109390,NDUFC1,72,-2.2693,255,-0.3871,202,-0.7426,349,0.14487,311,-0.0844,579,1.03272,180,-0.9218,345,0.07883
ENSG00000164134,NAA15,14,-0.7998,33,0.54475,17,-0.4623,26,0.21247,12,-0.9614,29,0.35821,25,0.07835,18,-0.4375
ENSG00000172007,RAB33B,11,-0.7966,24,0.41699,14,-0.3884,14,-0.5122,10,-0.9638,31,0.92466,21,0.19089,25,0.49578
ENSG00000145391,SETD7,57,1.18008,29,0.11066,62,1.33693,17,-0.9816,25,-0.1081,18,-0.6495,50,0.95100,10,-1.4338
ENSG00000085871,MGST2,11,-0.9114,26,0.42116,36,0.94018,13,-0.8687,15,-0.3851,44,1.46678,7,-1.4815,10,-0.9657
ENSG00000153130,SCOC,196,-1.0021,99,-2.0136,455,0.29355,495,0.69851,459,0.30784,372,-0.0251,233,-0.7441,251,-0.6290
ENSG00000153132,CLGN,5,-2.1297,12,-0.8637,42,1.08221,27,0.61397,20,-0.1198,23,0.10590,14,-0.6287,3,-2.7022
ENSG00000179387,ELMOD2,10,-0.9360,26,0.46514,22,0.22714,20,0.10439,8,-1.3245,19,-0.0172,13,-0.6430,33,0.83203
ENSG00000109436,TBC1D9,48,-0.9773,30,-1.6545,104,0.21467,120,0.72616,117,0.39906,110,0.32409,14,-2.7600,48,-0.9804
ENSG00000170153,RNF150,1,-4.3410,21,-0.5342,28,-0.1206,43,0.94234,30,0.00875,21,-0.5912,13,-1.2260,42,0.49636
ENSG00000109445,ZNF330,24,-0.2013,33,0.30593,0,-6.8809,25,-0.1650,12,-1.2283,35,0.43430,40,0.62189,48,0.90715
ENSG00000170185,USP38,15,-0.2391,15,-0.1859,0,-5.4212,16,-0.2372,7,-1.2649,22,0.37281,34,1.08898,33,0.99808
ENSG00000109458,GAB1,24,0.09635,39,0.87552,20,-0.1785,7,-2.1264,11,-1.0995,10,-1.3466,80,2.12390,66,1.76901
ENSG00000153147,SMARCA5,69,-0.6132,99,-0.0613,59,-0.8321,107,0.10689,104,0.01649,117,0.22231,90,-0.2019,143,0.52515
ENSG00000164162,ANAPC10,6,-1.5295,29,0.88763,24,0.54681,13,-0.5990,22,0.38851,24,0.60279,9,-0.9022,17,0.06765
ENSG00000164163,ABCE1,17,-1.2760,46,0.17365,28,-0.5720,45,0.23598,47,0.22062,42,0.04865,29,-0.5252,55,0.45029
ENSG00000164164,OTUD4,7,-1.8211,32,0.33821,14,-0.8580,24,-0.1338,21,-0.3272,41,0.80918,21,-0.2808,36,0.51957
ENSG00000170365,SMAD1,47,0.88150,23,-0.2076,12,-1.2409,19,-0.7179,46,0.83789,25,-0.0899,12,-1.2380,64,1.40252
ENSG00000151612,ZNF827,2,-2.9348,16,-0.0693,5,-1.8544,21,0.60627,26,0.69242,17,-0.0197,20,0.29323,9,-0.9213
ENSG00000164167,LSM6,7,-2.4272,24,-0.6732,34,-0.1070,31,-0.3572,66,0.92452,63,0.94456,17,-1.1776,50,0.47846
ENSG00000164168,TMEM184C,1,-4.0186,32,0.55079,31,0.53024,23,0.03698,12,-0.9357,24,0.10226,27,0.27670,26,0.26860
ENSG00000151623,NR3C2,22,0.38505,21,0.28664,1,-3.4130,14,-0.5376,14,-0.3763,19,0.11336,29,0.78374,35,1.09034
ENSG00000170390,DCLK2,144,0.91670,34,-1.3116,72,-0.1901,71,-0.2973,66,-0.3155,59,-0.5135,116,0.57163,149,0.97149
ENSG00000145425,RPS3A,1119,0.43395,1020,0.28494,428,-1.0483,737,-0.3243,1055,0.33926,1118,0.47841,646,-0.4246,874,0.04180
ENSG00000059691,GATB,40,0.61237,22,-0.2836,6,-2.0551,26,-0.0392,28,0.06139,25,-0.1476,43,0.73040,29,0.11191
ENSG00000109670,FBXW7,14,-2.0126,27,-1.1040,13,-2.1295,85,1.18599,66,0.26882,70,0.39592,19,-1.6200,18,-1.6451
ENSG00000164144,ARFIP1,12,-0.9059,34,0.62152,2,-3.4572,26,0.29512,11,-1.0405,34,0.70723,5,-2.1686,34,0.65776
ENSG00000109654,TRIM2,158,-0.5930,66,-1.9022,139,-0.7887,303,0.68093,190,-0.3174,203,-0.2315,318,0.49414,235,0.01190
ENSG00000145428,RNF175,20,-1.0225,12,-1.7704,15,-1.4254,59,1.14722,27,-0.5453,50,0.43502,13,-1.6216,24,-0.7129
ENSG00000171566,PLRG1,23,-0.8931,77,1.00799,12,-1.8257,34,-0.4051,35,-0.2224,48,0.28343,53,0.40295,66,0.74844
ENSG00000185149,NPY2R,3,-2.6439,21,-0.0098,100,2.79433,3,-3.0466,0,-4.5681,58,2.03196,1,-4.4545,10,-0.9996
ENSG00000164114,MAP9,65,-0.4858,42,-1.1280,62,-0.5411,108,0.47843,91,0.04186,112,0.39441,72,-0.3314,62,-0.5608
ENSG00000260244,AC104083.1,7,-1.0759,1,-3.6380,0,-5.3163,22,1.21864,29,1.14016,11,-0.3772,8,-0.8045,7,-1.1114
ENSG00000061918,GUCY1B1,40,-1.9912,15,-3.3787,210,0.53389,250,1.51321,194,0.40282,65,-1.3309,71,-1.1389,39,-2.0336
ENSG00000256043,CTSO,15,-0.5075,30,0.57849,1,-3.5407,15,-0.7073,23,0.16381,21,0.03559,40,1.06303,43,1.18476
ENSG00000109738,GLRB,8,-3.8129,19,-2.7120,90,-0.4015,203,1.69913,112,-0.0661,70,-0.8352,60,-1.0110,70,-0.7767
ENSG00000120251,GRIA2,14,-3.8726,37,-2.5004,76,-1.4724,360,1.83325,231,0.22270,150,-0.4789,94,-1.1534,53,-1.9995
ENSG00000164125,GASK1B,65,1.63773,8,-1.5210,8,-1.6618,15,-0.9877,13,-0.9014,14,-0.8266,59,1.46920,56,1.37186
ENSG00000164124,TMEM144,57,0.14499,24,-1.1563,17,-1.6319,29,-1.2086,14,-1.9739,10,-2.5817,398,4.06146,5,-3.2863
ENSG00000171497,PPID,11,-2.1873,20,-1.3813,36,-0.4709,65,0.70566,40,-0.3088,60,0.33087,41,-0.2724,49,-0.0221
ENSG00000052795,FNIP2,11,-0.8708,27,0.40966,0,-6.4877,27,0.67388,18,-0.1827,16,-0.4143,32,0.69316,13,-0.6823
ENSG00000109756,RAPGEF2,12,-2.3127,21,-1.4562,33,-0.7949,75,0.77970,40,-0.5178,61,0.15525,41,-0.4677,80,0.57422
ENSG00000168843,FSTL5,1,-4.9953,8,-2.3823,68,0.80834,52,0.60960,74,0.95563,25,-0.7746,27,-0.5954,42,0.03577
ENSG00000164128,NPY1R,0,-7.5189,19,-0.3444,2,-3.5281,8,-2.0689,2,-3.1166,115,3.92336,0,-4.7546,17,-0.5290
ENSG00000145416,MARCH1,14,-1.5917,31,-0.4544,0,-6.7746,53,0.62232,60,0.59981,53,0.43939,28,-0.5987,34,-0.3196
ENSG00000170088,TMEM192,13,-0.5963,16,-0.2681,21,0.09966,15,-0.5498,23,0.24227,19,-0.0308,16,-0.3237,51,1.57267
ENSG00000109466,KLHL2,32,-0.9424,102,0.84222,2,-4.8952,70,0.37817,66,0.14757,58,-0.0599,49,-0.3176,64,0.09537
ENSG00000052802,MSMO1,201,-0.3247,145,-0.8222,79,-1.7296,230,-0.1700,125,-1.0467,222,-0.1810,225,-0.1460,851,2.10543
ENSG00000109472,CPE,1754,0.17659,640,-1.3620,1378,-0.2003,1245,-0.5072,1361,-0.2191,1314,-0.2959,2018,0.39942,4374,1.71348
ENSG00000196104,SPOCK3,22,-2.8002,21,-2.8379,55,-1.4533,243,1.55316,127,-0.1932,73,-1.0977,251,0.88831,37,-2.0231
ENSG00000129116,PALLD,73,0.85293,162,2.29394,47,0.15747,11,-2.5020,13,-1.7217,31,-0.5280,22,-0.9944,122,1.74127
ENSG00000145439,CBR4,19,-0.7889,29,-0.1618,45,0.53500,31,-0.0567,38,0.27286,32,0.02132,29,-0.1327,35,0.13229
ENSG00000154447,SH3RF1,9,-1.1893,25,0.33961,4,-2.4362,20,-0.0329,29,0.54322,22,0.13716,26,0.36928,28,0.46040
ENSG00000137601,NEK1,31,0.28482,25,-0.0449,6,-2.0824,21,-0.4581,30,0.25348,30,0.25543,16,-0.7183,62,1.43802
ENSG00000109572,CLCN3,81,-0.7537,85,-0.6956,142,0.10450,136,0.05543,149,0.17362,144,0.13925,149,0.18077,154,0.22828
ENSG00000056050,HPF1,12,-1.8876,21,-1.0405,48,0.18426,38,-0.2676,73,0.85721,58,0.54820,48,0.21002,45,0.09426
ENSG00000198948,MFAP3L,19,-0.5561,15,-0.8757,21,-0.4117,18,-0.8389,7,-2.0135,20,-0.5425,90,1.99839,73,1.62119
ENSG00000164104,HMGB2,20,-1.4530,77,0.59606,23,-1.2703,30,-1.1398,40,-0.4194,81,0.76336,36,-0.5849,177,2.05416
ENSG00000164105,SAP30,32,0.76350,36,0.95253,0,-6.4348,9,-1.5188,13,-0.6078,31,0.78766,32,0.74820,37,1.00942
ENSG00000164106,SCRG1,106,-0.9146,430,1.29948,24,-3.0957,45,-2.6606,65,-1.6366,408,1.39422,304,0.71566,550,1.74219
ENSG00000164117,FBXO8,40,1.28745,24,0.45135,15,-0.3157,10,-1.2020,9,-1.0652,24,0.46344,25,0.49081,26,0.54990
ENSG00000145451,GLRA3,0,-7.8494,9,-2.3416,0,-7.4027,93,2.73878,57,0.40947,10,-2.2158,3,-3.5893,18,-1.3278
ENSG00000150625,GPM6A,176,-2.1849,178,-2.1678,413,-0.9240,1034,0.83120,1187,0.72389,608,-0.3613,483,-0.6848,991,0.43038
ENSG00000150627,WDR17,1,-4.4543,29,-0.2424,2,-4.0223,40,0.44422,45,0.46286,48,0.61507,15,-1.1857,48,0.56207
ENSG00000129128,SPCS3,71,-0.0845,87,0.22400,74,-0.0331,88,0.38349,88,0.24375,61,-0.3472,72,-0.0831,25,-1.6304
ENSG00000038002,AGA,9,-0.9533,45,1.51979,0,-6.2769,11,-1.0285,9,-1.0682,21,0.28787,42,1.38554,31,0.86269
ENSG00000218336,TENM3,0,-7.3370,78,0.61205,26,-1.1015,77,0.99657,26,-1.0663,64,0.32887,9,-2.5548,39,-0.4906
ENSG00000129187,DCTD,61,-0.1517,99,0.62469,52,-0.3882,67,-0.0050,48,-0.5008,88,0.47050,22,-1.6408,78,0.24420
ENSG00000168564,CDKN2AIP,4,-2.4037,26,0.37938,38,0.97834,18,-0.3288,10,-1.0043,26,0.36260,22,0.12211,27,0.42916
ENSG00000168556,ING2,3,-3.0812,44,0.71271,0,-6.9183,22,-0.5139,15,-0.9378,49,1.01659,13,-1.1856,80,1.75066
ENSG00000182552,RWDD4,2,-3.6354,53,1.10787,15,-0.8971,15,-1.1187,24,-0.1406,63,1.62213,10,-1.4308,40,0.65023
ENSG00000168538,TRAPPC11,4,-2.8835,19,-0.8347,25,-0.4056,39,0.47880,20,-0.7259,48,0.67727,22,-0.5908,40,0.31341
ENSG00000173320,STOX2,15,-1.7043,10,-2.2984,8,-2.7037,75,1.20130,57,0.25775,36,-0.5147,52,0.10286,45,-0.1369
ENSG00000164305,CASP3,32,0.90172,18,0.02428,0,-6.2873,22,0.56024,6,-1.5397,24,0.53963,10,-0.8037,5,-1.7591
ENSG00000151726,ACSL1,78,0.27323,119,0.96360,39,-0.7927,58,-0.2475,39,-0.7798,60,-0.1447,110,0.83094,52,-0.3517
ENSG00000151729,SLC25A4,159,-1.0076,217,-0.5336,485,0.73164,357,0.37231,338,0.15052,285,-0.1243,210,-0.5827,226,-0.4722
ENSG00000164323,CFAP97,32,-0.0351,19,-0.8139,40,0.31421,34,0.09894,36,0.14622,34,0.08896,33,0.02323,25,-0.3816
ENSG00000109762,SNX25,5,-2.4812,19,-0.6864,39,0.38592,43,0.96954,22,-0.4572,18,-0.8128,13,-1.1997,40,0.43885
ENSG00000186352,ANKRD37,15,-0.4660,27,0.47638,62,1.89475,11,-1.1102,15,-0.4436,17,-0.2626,8,-1.3023,41,1.15038
ENSG00000109775,UFSP2,14,-1.1206,24,-0.3588,16,-0.9383,33,0.25211,19,-0.6513,32,0.12694,43,0.57098,42,0.53119
ENSG00000154553,PDLIM3,18,-0.1098,42,1.27772,11,-0.7592,7,-1.9671,25,0.45175,4,-2.4674,19,0.03521,92,2.77156
