ensg	z	p	f	symbol	dx	twas_method	twas_citation	method_thresh	tissue
ENSG00000140319	1.18E-02	1.41E-09	NA	SRP14	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000185219	-6.42E+00	1.41E-10	NA	ZNF445	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000281100	NA	1.41E-10	NA	RP11-640L9.2	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Hypothalamus
ENSG00000198225	NA	1.41E-10	NA	FKBP1C	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000100883	-6.20E-03	1.41E-10	NA	SRP54	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000136436	6.41E+00	1.41E-10	NA	CALCOCO2	BMI	PrediXcan	TWASP000056	by_publication	Colon Transverse
ENSG00000100321	6.76E+00	1.41E-11	NA	SYNGR1	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000054;TWASP000056	by_publication	Ovary
ENSG00000181035	NA	1.41E-14	NA	SLC25A42	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000138101	NA	1.41E-19	NA	DTNB	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000145020	-9.05E+00	1.41E-19	NA	AMT	BMI	PrediXcan	TWASP000056	by_publication	Liver
ENSG00000162571	NA	1.41E-21	NA	TTLL10	SCZ	NA	TWASP000194	by_publication	Esophagus Mucosa
ENSG00000260413	NA	1.41E-25	NA	RP11-231C14.6	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000104884	1.26E+01	1.41E-36	NA	ERCC2	AD	Summary-PrediXcan(S-PrediXcan)	TWASP000134	by_publication	Brain Hippocampal
ENSG00000263503	4.34E+00	1.42E-05	NA	MAPK8IP1P2	ASD	FUSION	TWASP000083	by_publication	Brain
ENSG00000137868	NA	1.42E-05	NA	STRA6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Thyroid
ENSG00000213790	NA	1.42E-05	NA	OLA1P1	SCZ	Sherlock	TWASP000100	by_publication	Substantia Nigra
ENSG00000253649	NA	1.42E-05	NA	PRSS51	SCZ	Sherlock	TWASP000100	by_publication	Substantia Nigra
ENSG00000149187	-4.34E+00	1.42E-05	NA	CELF1	AD	FUSION	TWASP000173	by_publication	Artery Tibia
ENSG00000175463	-5.60E-03	1.42E-05	NA	TBC1D10C	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000196547	-5.70E-03	1.42E-05	NA	MAN2A2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000103194	-9.60E-03	1.42E-05	NA	USP10	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000198589	5.90E-03	1.42E-05	NA	LRBA	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000149485	-4.82E+00	1.42E-06	NA	FADS1	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000024048	NA	1.42E-06	NA	UBR2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000101104	NA	1.42E-06	NA	PABPC1L	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000116489	NA	1.42E-06	NA	CAPZA1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000253553	NA	1.42E-06	NA	RP11-586K2.1	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000029725	NA	1.42E-06	NA	RABEP1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000100426	NA	1.42E-06	NA	ZBED4	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Whole Blood
ENSG00000161896	NA	1.42E-06	NA	IP6K3	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cortex
ENSG00000230521	NA	1.42E-06	NA	HCG4P7	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Liver
ENSG00000106261	NA	1.42E-06	NA	ZKSCAN1	AD	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000110906	NA	1.42E-06	NA	KCTD10	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000138079	NA	1.42E-06	NA	SLC3A1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000168405	-4.82E+00	1.42E-06	NA	CMAHP	SCZ	FUSION	TWASP000004	by_publication	Brain
ENSG00000182628	5.30E-03	1.42E-06	NA	SKA2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000160058	NA	1.42E-07	NA	BSDC1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000066933	NA	1.42E-07	NA	MYO9A	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000114738	NA	1.42E-07	NA	MAPKAPK3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000130638	6.20E-03	1.42E-07	NA	ATXN10	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000165948	NA	1.42E-08	NA	IFI27L1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000126775	NA	1.42E-08	NA	ATG14	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000197562	NA	1.42E-08	NA	RAB40C	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000112473	5.67E+00	1.42E-08	NA	SLC39A7	BMI	PrediXcan	TWASP000056	by_publication	Cells Transformed Fibroblast
ENSG00000103855	-6.05E+00	1.42E-09	NA	CD276	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000233633	NA	1.42E-09	NA	AC093326.3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pituitary
ENSG00000238272	NA	1.42E-09	NA	RP3-436N22.3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000124641	NA	1.42E-10	NA	MED20	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000173599	NA	1.42E-10	NA	PC	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000140718	NA	1.42E-10	NA	FTO	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Muscle Skeletal
ENSG00000184924	NA	1.42E-10	NA	PTRHD1	BMI	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Adrenal Gland
ENSG00000186088	6.41E+00	1.42E-10	NA	GSAP	BMI	PrediXcan	TWASP000056	by_publication	Brain Nucleus Accumbens
ENSG00000160870	NA	1.42E-13	NA	CYP3A7	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000153944	9.90E-03	1.42E-14	NA	MSI2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000140403	3.03E-02	1.42E-42	NA	DNAJA4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000023171	NA	1.43E-02	NA	GRAMD1B	AD	TWAS(LASSO)	TWASP000200	by_publication	Whole Blood
ENSG00000286522	NA	1.43E-05	NA	H3C2	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000261033	NA	1.43E-05	NA	RP11-209D14.2	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Muscle Skeletal
ENSG00000272933	NA	1.43E-05	NA	RP11-47A8.5	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000159733	NA	1.43E-05	NA	ZFYVE28	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Sigmoid Colon
ENSG00000253383	NA	1.43E-05	NA	RP11-116B19.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000073060	-5.10E-03	1.43E-05	NA	SCARB1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000124496	-5.90E-03	1.43E-05	NA	TRERF1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000157423	4.34E+00	1.43E-05	NA	HYDIN	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000149485	-4.82E+00	1.43E-06	NA	FADS1	BIP	Element-based TWAS(ETWAS)	TWASP000174	by_publication	Brain Cerebellum
ENSG00000140406	NA	1.43E-06	NA	TLNRD1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000273456	NA	1.43E-06	NA	RP11-686O6.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000228979	NA	1.43E-06	NA	CTD-2501B8.5	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000115138	NA	1.43E-06	NA	POMC	BMI	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Aortic Artery
ENSG00000126062	-5.30E-03	1.43E-06	NA	TMEM115	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000163933	5.26E+00	1.43E-07	NA	RFT1	BIP	Element-based TWAS(ETWAS)	TWASP000174	by_publication	Nucleus Accumbens Basal Ganglia
ENSG00000274758	NA	1.43E-07	NA	RP1-59D14.10	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000158023	NA	1.43E-07	NA	CFAP251	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000196220	NA	1.43E-07	NA	SRGAP3	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000140459	-5.26E+00	1.43E-07	NA	CYP11A1	BMI	PrediXcan	TWASP000056	by_publication	Muscle Skeletal
ENSG00000185658	-5.26E+00	1.43E-07	NA	BRWD1	BMI	PrediXcan	TWASP000056	by_publication	Brain Cortex
ENSG00000167716	5.26E+00	1.43E-07	NA	WDR81	BMI	PrediXcan	TWASP000056	by_publication	Heart Left Ventricle
ENSG00000118972	6.70E-03	1.43E-07	NA	FGF23	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000114054	NA	1.43E-08	NA	PCCB	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000261758	NA	1.43E-08	NA	RP11-102M11.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000196588	NA	1.43E-08	NA	MRTFA	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000163046	NA	1.43E-08	NA	ANKRD30BL	AD	Variance-Component TWAS(VC-TWAS)	TWASP000167	by_publication	Brain
ENSG00000187772	-6.05E+00	1.43E-09	NA	LIN28B	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000131747	NA	1.43E-09	NA	TOP2A	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000132386	NA	1.43E-09	NA	SERPINF1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000172349	NA	1.43E-09	NA	IL16	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000058453	NA	1.43E-09	NA	CROCC	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000033030	NA	1.43E-11	NA	ZCCHC8	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000118260	NA	1.43E-11	NA	CREB1	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000204564	-6.75E+00	1.43E-11	NA	C6orf136	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Artery Coronary
ENSG00000163393	-1.13E-02	1.43E-12	NA	SLC22A15	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000264701	NA	1.43E-13	NA	RP11-6N17.10	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000198176	1.66E-02	1.43E-16	NA	TFDP1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000141577	NA	1.43E-17	NA	CEP131	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000175315	NA	1.43E-17	NA	CST6	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000138031	-8.53E+00	1.43E-17	NA	ADCY3	BMI	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Brain Frontal Cortex
ENSG00000187764	-1.07E-02	1.43E-18	NA	SEMA4D	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000115993	1.58E-02	1.43E-19	NA	TRAK2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000133742	6.41E-02	1.43E-42	NA	CA1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000214575	NA	1.44E-04	NA	CPEB1	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000122025	4.34	1.44E-05	NA	FLT3	TS	FUSION	TWASP000189	by_publication	Cerebellum
ENSG00000187024	5.00E-03	1.44E-05	NA	PTRH1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000157933	NA	1.44E-06	NA	SKI	BIP	NA	TWASP000194	by_publication	Pancreas
ENSG00000185614	NA	1.44E-06	NA	INKA1	SCZ	NA	TWASP000194	by_publication	Small Intestine
ENSG00000162753	NA	1.44E-06	NA	SLC9C2	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000270154	4.82E+00	1.44E-06	NA	RP11-419I17.2	SCZ	FUSION	TWASP000083	by_publication	Brain
ENSG00000196150	NA	1.44E-07	NA	ZNF250	ADHD	NA	TWASP000194	by_publication	Brain Frontal Cortex
ENSG00000173114	NA	1.44E-07	NA	LRRN3	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000104885	NA	1.44E-07	NA	DOT1L	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000198876	NA	1.44E-07	NA	DCAF12	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000128564	NA	1.44E-07	NA	VGF	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Skin Sun Exposed
ENSG00000140365	NA	1.44E-08	NA	COMMD4	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000267481	NA	1.44E-08	NA	CTC-559E9.5	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000204764	-5.67E+00	1.44E-08	NA	RANBP17	BMI	PrediXcan	TWASP000056	by_publication	Liver
ENSG00000158869	NA	1.44E-09	NA	FCER1G	AD	S-PrediXcan	TWASP000172	by_publication	Hypothalamus
ENSG00000233296	NA	1.44E-09	NA	AC092159.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000169851	NA	1.44E-09	NA	PCDH7	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000272871	NA	1.44E-09	NA	RP11-408A13.4	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000158869	-6.05E+00	1.44E-09	NA	FCER1G	AD	S-PrediXcan	TWASP000172	by_publication	Brain Cerebrum Hypothalamus
ENSG00000136381	-6.05E+00	1.44E-09	NA	IREB2	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Skin Not Sun Exposed
ENSG00000161791	NA	1.44E-10	NA	FMNL3	BMI	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Artery Coronary
ENSG00000055147	NA	1.44E-10	NA	FAM114A2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000241878	-1.13E-02	1.44E-10	NA	PISD	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000160097	6.41E+00	1.44E-10	NA	FNDC5	BMI	PrediXcan	TWASP000056	by_publication	Muscle Skeletal
ENSG00000196345	-5.37E+00	1.44E-11	NA	ZKSCAN7	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Cerebellum
ENSG00000254842	NA	1.44E-11	NA	RP11-890B15.2	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000214717	-9.10E-03	1.44E-14	NA	ZBED1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000228834	NA	1.44E-15	NA	RP11-249L21.4	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000179564	NA	1.44E-17	NA	LSMEM2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000273514	9.05E+00	1.44E-19	NA	FOXD4L6	GAD	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Brain Nucleus Accumbens
ENSG00000227207	NA	1.44E-36	NA	RPL31P12	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000163938	4.34E+00	1.45E-05	NA	GNL3	BIP	FUSION	TWASP000083	by_publication	Brain
ENSG00000259900	4.34E+00	1.45E-05	NA	RP11-343C2.7	BIP	FUSION	TWASP000083	by_publication	Brain
ENSG00000108963	NA	1.45E-05	NA	DPH1	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000224043	NA	1.45E-05	NA	CCNT2-AS1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nerve Tibial
ENSG00000215283	NA	1.45E-05	NA	HMGB3P24	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Sigmoid Colon
ENSG00000175550	NA	1.45E-05	NA	DRAP1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellum
ENSG00000109906	-7.50E-03	1.45E-05	NA	ZBTB16	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000180448	4.34E+00	1.45E-05	NA	ARHGAP45	AD	FUSION	TWASP000173	by_publication	Brain Cerebellum
ENSG00000171574	4.82E+00	1.45E-06	NA	ZNF584	BIP	Element-based TWAS(ETWAS)	TWASP000174	by_publication	Brain Spinal Cord
ENSG00000140092	NA	1.45E-06	NA	FBLN5	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000163558	NA	1.45E-06	NA	PRKCI	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000141027	NA	1.45E-06	NA	NCOR1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nucleus Accumbens Basal Ganglia
ENSG00000146047	NA	1.45E-06	NA	H2BC1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000158850	NA	1.45E-06	NA	B4GALT3	AD	S-PrediXcan	TWASP000172	by_publication	Amygdala
ENSG00000125991	NA	1.45E-06	NA	ERGIC3	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000160972	NA	1.45E-07	NA	PPP1R16A	ADHD	NA	TWASP000194	by_publication	Brain Cerebellum
ENSG00000139117	NA	1.45E-07	NA	CPNE8	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000157315	NA	1.45E-07	NA	TMED6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000213654	NA	1.45E-07	NA	GPSM3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellar Hemisphere
ENSG00000236159	NA	1.45E-07	NA	RP3-343K2.4	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000169783	NA	1.45E-07	NA	LINGO1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000148411	-7.50E-03	1.45E-07	NA	NACC2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000163155	NA	1.45E-08	NA	LYSMD1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000213639	NA	1.45E-08	NA	PPP1CB	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000248487	-5.67E+00	1.45E-08	NA	ABHD14A	BMI	PrediXcan	TWASP000056	by_publication	Colon Sigmoid
ENSG00000180353	-8.40E-03	1.45E-08	NA	HCLS1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000100399	4.92E+00	1.45E-09	NA	CHADL	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Caudate Basal Ganglia
ENSG00000156885	NA	1.45E-09	NA	COX6A2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000178401	-6.05E+00	1.45E-09	NA	DNAJC22	BMI	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Artery Tibia
ENSG00000065361	NA	1.45E-10	NA	ERBB3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000232150	1.25E-02	1.45E-11	NA	ST13P4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000105669	NA	1.45E-12	NA	COPE	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000189339	NA	1.45E-14	NA	SLC35E2B	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nucleus Accumbens Basal Ganglia
ENSG00000274164	NA	1.45E-14	NA	RNA5SP439	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000142347	-1.63E-02	1.45E-16	NA	MYO1F	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000250508	NA	1.46E-05	NA	RP11-757G1.6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Aortic Artery
ENSG00000265973	NA	1.46E-05	NA	RP11-163O19.16	ADHD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000139726	NA	1.46E-05	NA	DENR	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000172264	-4.33E+00	1.46E-05	NA	MACROD2	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000185864	-4.33E+00	1.46E-05	NA	NPIPB4	SCZ	FUSION	TWASP000022	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000092330	-4.90E-03	1.46E-05	NA	TINF2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000176788	-8.40E-03	1.46E-05	NA	BASP1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000271755	4.82E+00	1.46E-06	NA	RP1-153G14.4	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000117480	NA	1.46E-06	NA	FAAH	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000136918	NA	1.46E-06	NA	WDR38	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000155893	NA	1.46E-06	NA	PXYLP1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000272092	NA	1.46E-06	NA	RP11-350N15.5	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Sigmoid Colon
ENSG00000170289	NA	1.46E-06	NA	CNGB3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000100351	NA	1.46E-06	NA	GRAP2	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000175489	NA	1.46E-06	NA	LRRC25	AD	UTMOST	TWASP000148	by_publication	Cross-tissue
ENSG00000255237	4.82E+00	1.46E-06	NA	RP13-317D12.3	BMI	FUSION	TWASP000150	by_publication	Brain Cerebellum
ENSG00000111229	NA	1.46E-07	NA	ARPC3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Lung
ENSG00000002822	NA	1.46E-07	NA	MAD1L1	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Heart Atrial Appendage
ENSG00000164588	NA	1.46E-07	NA	HCN1	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000189013	-1.49E-02	1.46E-07	NA	KIR2DL4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000055950	NA	1.46E-08	NA	MRPL43	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000260369	NA	1.46E-08	NA	CTD-2526A2.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000145725	NA	1.46E-08	NA	PPIP5K2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000148483	7.00E-03	1.46E-08	NA	TMEM236	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000140992	NA	1.46E-09	NA	PDPK1	BMI	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Brain Cerebellum
ENSG00000189134	-6.05E+00	1.46E-09	NA	NKAPL	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000054;TWASP000056	by_publication	EBV-Transformed Lymphocyte
ENSG00000078369	-6.20E-03	1.46E-10	NA	GNB1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000262445	NA	1.46E-12	NA	CTD-2545H1.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
