symbol	dx
CTD-2298J14.1	MDD
CTD-2298J14.2	MDD
CTD-2303H24.2	MDD
CTD-2303H24.2	AD
CTD-2308B18.1	MDD
CTD-2308B18.4	MDD
CTD-2316B1.1	MDD
CTD-2316B1.2	MDD
CTD-2320B12.1	SCZ
CTD-2320B12.2	SCZ
CTD-2325M2.1	Anorexia
CTD-2330K9.2	BMI
CTD-2330K9.2	MDD
CTD-2330K9.3	BMI
CTD-2330K9.3	ADHD
CTD-2330K9.3	OUD
CTD-2330K9.3	MDD
CTD-2330K9.3	PTSD
CTD-2334D19.1	MDD
CTD-2337I7.1	BMI
CTD-2350C19.1	MDD
CTD-2366F13.2	MDD
CTD-2373J19.1	MDD
CTD-2373J6.1	MDD
CTD-2374C24.1	MDD
CTD-2377O17.1	BMI
CTD-2378E12.1	ADHD
CTD-2380F24.1	BMI
CTD-2384B9.1	MDD
CTD-2384B9.1	AD
CTD-2501B8.5	BMI
CTD-2501B8.5	SCZ
CTD-2501B8.5	AD
CTD-2507G9.1	MDD
CTD-2517M22.14	MDD
CTD-2526A2.2	BMI
CTD-2531D15.5	MDD
CTD-2534I21.8	AD
CTD-2544L4.1	SCZ
CTD-2545H1.2	BMI
CTD-2547L24.4	BMI
CTD-2555C10.3	MDD
CTD-2561B21.4	BMI
CTD-2561B21.5	BMI
CTD-2574D22.2	SCZ
CTD-2574D22.2	BMI
CTD-2574D22.2	AD
CTD-2574D22.3	SCZ
CTD-2574D22.3	BMI
CTD-2574D22.4	SCZ
CTD-2574D22.4	BMI
CTD-2589M5.5	MDD
CTD-2622I13.3	BMI
CTD-2632K10.1	MDD
CTD-2650P22.1	BMI
CTD-2650P22.2	BMI
CTD-2653B5.1	MDD
CTD-3012A18.1	MDD
CTD-3023L14.2	BMI
CTD-3023L14.2	SCZ
CTD-3025N20.3	MDD
CTD-3035D6.2	BMI
CTD-3046C4.1	MDD
CTD-3065J16.6	AD
CTD-3065J16.9	AD
CTD-3073N11.9	AD
CTD-3074O7.12	MDD
CTD-3074O7.2	BMI
CTD-3074O7.5	BMI
CTD-3074O7.5	MDD
CTD-3094K11.1	MDD
CTD-3138B18.5	MDD
CTD-3187F8.2	BMI
CTD-3187F8.6	BMI
CTD-3187F8.7	BMI
CTD-3193K9.3	BMI
CTD-3194G12.2	BMI
CTD-3224K15.3	SCZ
CTD-3229J4.1	ADHD
CTDNEP1	BMI
CTDNEP1	MDD
CTDP1	BMI
CTDP1	NDD
CTDSP1	BMI
CTDSP2	BMI
CTDSP2	MDD
CTDSPL	BMI
CTDSPL	SCZ
CTDSPL2	BMI
CTF1	BIP
CTF1	MDD
CTF1	SCZ
CTF1	BMI
CTF1	AD
CTF2P	BMI
CTHRC1	BMI
CTLA4	BMI
CTLA4	MDD
CTLA4	SCZ
CTNNA1	BMI
CTNNA1	SCZ
CTNNA2	MDD
CTNNA2	GAD
CTNNA2	ASD
CTNNA2	NDD
CTNNA2	AUD
CTNNA2	SCZ
CTNNA3	MDD
CTNNA3	ASD
CTNNAL1	BMI
CTNNB1	Anorexia
CTNNB1	ASD
CTNNB1	NDD
CTNNB1	SCZ
CTNND1	SCZ
CTNND1	OUD
CTNND1	MDD
CTNND1	PTSD
CTNND1	OCD
CTNND2	ASD
CTNND2	NDD
CTNND2	MDD
CTNND2	SCZ
CTPS2	BMI
CTRL	SCZ
CTRL	BMI
CTSA	BMI
CTSA	MDD
CTSB	BMI
CTSB	ASD
CTSB	AD
CTSD	BMI
CTSD	NDD
CTSF	BMI
CTSF	MDD
CTSG	BMI
CTSH	AD
CTSK	BMI
CTSK	SCZ
CTSL	BMI
CTSL1	BMI
CTSS	SCZ
CTSS	BMI
CTSW	BMI
CTSW	AD
CTSW	MDD
CTTN	BMI
CTTNBP2	MDD
CTTNBP2	ASD
CTU2	NDD
CTXN3	SCZ
CUBN	BMI
CUBN	ADHD
CUEDC2	BMI
CUEDC2	SCZ
CUEDC2	MDD
CUL1	SCZ
CUL3	BMI
CUL3	SCZ
CUL3	ASD
CUL4A	BMI
CUL4A	BIP
CUL4B	NDD
CUL5	BMI
CUL7	ASD
CUL7	NDD
CUL9	SCZ
CUTA	BMI
CUTA	SCZ
CUTA	AD
CUTC	BMI
CUX1	BMI
CUX1	ASD
CUX1	MDD
CUX2	ASD
CUX2	NDD
CUZD1	MDD
CWC25	SCZ
CWC25	BMI
CWC25	AD
CWC27	BMI
CWC27	NDD
CWF19L1	BMI
CWF19L1	MDD
CWF19L1	BIP
CWF19L2	BMI
CWH43	BMI
CX3CR1	BMI
CX3CR1	ASD
CXCL1	BMI
CXCL10	MDD
CXCL16	BMI
CXCL6	BMI
CXCL8	BMI
CXCL8	MDD
CXCR1	BMI
CXCR2P1	BMI
CXCR4	BMI
CXCR6	BMI
CXXC5	SCZ
CXXC5	BMI
CYB561	MDD
CYB561	AD
CYB561A3	MDD
CYB561D1	BMI
CYB561D2	BMI
CYB561D2	SCZ
CYB561D2	MDD
CYB5A	BMI
CYB5B	BMI
CYB5D2	SCZ
CYB5R1	BMI
CYB5R3	BMI
CYB5R3	NDD
CYB5R4	BMI
CYB5R4	SCZ
CYBA	BMI
CYBA	OCD
CYBASC3	BMI
CYBB	BMI
CYBC1	BMI
CYBRD1	BMI
CYBRD1	MDD
CYBRD1	Panic
CYC1	NDD
CYC1	AD
CYCS	BMI
CYCSP25	MDD
CYCSP35	MDD
CYFIP1	BMI
CYFIP1	OCD
CYFIP1	ASD
CYFIP1	SCZ
CYFIP2	BMI
CYFIP2	NDD
CYHR1	ADHD
CYHR1	MDD
CYLC2	ASD
CYLD	BMI
CYP11A1	BMI
CYP11A1	AD
CYP11B1	SCZ
CYP11B1	ASD
CYP17A1	SCZ
CYP17A1	BMI
CYP17A1	MDD
CYP17A1-AS1	BMI
CYP17A1-AS1	SCZ
CYP17A1-AS1	MDD
CYP19A1	BMI
CYP1A2	SCZ
CYP1B1	BMI
CYP20A1	BMI
CYP21A1P	SCZ
CYP21A1P	AD
CYP21A2	SCZ
CYP21A2	BMI
CYP21A2	AD
CYP26B1	BMI
CYP27A1	BMI
CYP27A1	ASD
CYP27A1	NDD
CYP27B1	MDD
CYP2A13	AUD
CYP2AB1P	BMI
CYP2B6	AUD
CYP2C19	MDD
CYP2C9	MDD
CYP2D6	SCZ
CYP2D6	MDD
CYP2D6	AD
CYP2D7	SCZ
CYP2D7	BMI
CYP2D8P	SCZ
CYP2E1	AUD
CYP2E1	SCZ
CYP2E1	BMI
CYP2R1	BMI
CYP2S1	AUD
CYP2U1	BMI
CYP2U1	NDD
CYP2W1	MDD
CYP2W1	Panic
CYP3A4	SCZ
CYP3A5	BMI
CYP3A5	AD
CYP3A5	SCZ
CYP3A54P	MDD
CYP3A7	BMI
CYP3A7	AD
CYP46A1	SCZ
CYP46A1	BMI
CYP46A1	AD
CYP4F11	MDD
CYP4F22	BMI
CYP4F3	BMI
CYP4V2	BMI
CYP4Z2P	MDD
CYP51A1	AD
CYP51A1	MDD
CYP7B1	MDD
CYP7B1	SCZ
CYRIB	SCZ
CYSTM1	BMI
CYSTM1	MDD
CYTH1	BMI
CYTL1	AUD
CYTOR	BMI
CYYR1-AS1	AD
DAAM1	BMI
DAAM1	ADHD
DAAM1	MDD
DAAM2	BMI
DAAM2	SCZ
DAB2	BMI
DACT1	BMI
DACT3	AD
DACT3	BMI
DAD1	BMI
DAG1	BMI
DAG1	MDD
DAG1	OUD
DAG1	Anorexia
DAG1	NDD
DAGLA	ADHD
DAGLA	MDD
DAGLA	BIP
DAGLA	SCZ
DAGLA	ASD
DAGLB	BMI
DAGLB	ADHD
DALRD3	BIP
DALRD3	BMI
DALRD3	OUD
DALRD3	MDD
DALRD3	Anorexia
DAO	SCZ
DAO	BIP
DAOA	MDD
DAOA	SCZ
DAOA-AS1	MDD
DAOA-AS1	SCZ
DAP	BMI
DAP3P2	BMI
DAPK2	BMI
DAPK2	ADHD
DAPK2	MDD
DAPK3	BMI
DAPL1	BMI
DAPP1	BMI
DAPP1	ASD
DARS	BMI
DARS-AS1	MDD
DARS1	BMI
DARS1	NDD
DARS1-AS1	BMI
DARS2	SCZ
DARS2	BMI
DARS2	MDD
DARS2	NDD
DAXX	BMI
DAXX	SCZ
DAXX	OCD
DAZAP1	SCZ
DAZAP2	BMI
DBF4	SCZ
DBF4B	AD
DBH	AUD
DBI	BMI
DBN1	BMI
DBN1	SCZ
DBNDD1	AD
DBNDD1	SCZ
DBNL	BMI
DBT	NDD
DCAF1	BMI
DCAF10	BMI
DCAF10	MDD
DCAF11	BMI
DCAF12	BMI
DCAF12	SCZ
DCAF12	TS
DCAF13	ADHD
DCAF15	BMI
DCAF16	BMI
DCAF17	MDD
DCAF4	BMI
DCAF4L1	MDD
DCAF5	MDD
DCAF6	BMI
DCAF6	OCD
DCAF7	BMI
DCAF8	BMI
DCAKD	ASD
DCANP1	MDD
DCC	MDD
DCC	SCZ
DCC	ADHD
DCC	ASD
DCC	NDD
DCDC1	ADHD
DCDC1	MDD
DCDC2	BMI
DCDC2	MDD
DCDC2	SCZ
DCDC2B	BMI
DCHS1	ADHD
DCHS1	NDD
DCK	BMI
DCLK1	SCZ
DCLK2	AD
DCLK3	BMI
DCLK3	BIP
DCLK3	SCZ
DCP1A	SCZ
DCP1A	BIP
DCP1B	BMI
DCP1B	MDD
DCP2	MDD
DCST2	SCZ
DCST2	BMI
DCTD	ADHD
DCTN2	BMI
DCTN2	MDD
DCTN4	BMI
DCTN6	BMI
DCTPP1	MDD
DCTPP1	BIP
DCTPP1	SCZ
DCTPP1	BMI
DCTPP1	Anorexia
DCUN1D1	BMI
DCUN1D2	BMI
DCUN1D3	BMI
DCUN1D4	BMI
DCX	NDD
DCXR	MDD
DCXR	BMI
DDA1	BMI
DDAH1	BMI
DDAH2	SCZ
DDAH2	BMI
DDAH2	MDD
DDAH2	Lefthanded
DDAH2	AD
DDB1	BMI
DDB1	NDD
DDB2	BMI
DDB2	MDD
DDB2	AD
DDC	ASD
DDC	NDD
DDC	MDD
DDHD1	NDD
DDHD1	ASD
DDHD2	BMI
DDHD2	BIP
DDHD2	SCZ
DDHD2	ASD
DDHD2	MDD
DDHD2	NDD
DDIT3	AD
DDIT3	MDD
DDIT3	BMI
DDIT4	BMI
DDIT4	MDD
DDIT4L	OUD
DDN	BIP
DDO	SCZ
DDOST	NDD
DDR1	SCZ
DDR1	BMI
DDRGK1	BMI
DDRGK1	ADHD
DDT	BMI
DDX10	BMI
DDX11	MDD
DDX11	NDD
DDX17	SCZ
DDX17	BMI
DDX18	MDD
DDX19A	BMI
DDX19B	BMI
DDX20	BMI
DDX20	MDD
DDX23	BMI
DDX23	ASD
DDX27	MDD
DDX27	BMI
DDX28	BMI
DDX39B	SCZ
DDX3X	BMI
DDX3X	ASD
DDX3X	NDD
DDX42	BMI
DDX47	BMI
DDX49	BMI
DDX5	BMI
DDX50P2	BMI
DDX51	BMI
DDX53	ASD
DDX54	BMI
DDX54	AD
DDX55	BMI
DDX56	SCZ
DDX58	MDD
DDX59	BMI
DDX6	BMI
DDX6	NDD
DDX60L	ADHD
DDX60L	SCZ
DEAF1	OCD
DEAF1	ASD
DEAF1	NDD
DEAF1	MDD
DECR1	MDD
DECR2	BMI
DECR2	MDD
DEDD	BMI
DEDD2	BMI
DEF6	BMI
DEF8	BMI
DEF8	MDD
DEF8	SCZ
DEFA4	BMI
DEFB134	BMI
DEGS1	NDD
DEGS2	SCZ
DEGS2	OCD
DEL22Q11.2	SCZ
DELE1	BMI
DENND11	BMI
DENND1A	BMI
DENND1A	MDD
DENND1A	OCD
DENND1B	MDD
DENND3	ADHD
DENND3	BMI
DENND4A	BMI
DENND4B	BMI
DENND4B	SCZ
DENND4C	ADHD
DENND5A	BMI
DENND5A	NDD
DENND6B	BMI
DENR	SCZ
DENR	BMI
DENR	ASD
DEPDC1B	SCZ
DEPDC1B	MDD
DEPDC5	ASD
DEPDC5	NDD
DEPDC7	MDD
DERL2	BMI
DESI1	SCZ
DESI1	BMI
DESI1	AD
DESI1	MDD
DFFA	BMI
DFFB	BMI
DFNA5	MDD
DFNA5	BIP
DFNA5	SCZ
DFNB47	SCZ
DGAT1	BMI
DGCR2	BMI
DGCR2	MDD
DGCR2	SCZ
DGCR6	SCZ
DGCR6L	ADHD
DGCR8	BMI
DGCR8	SCZ
DGKA	BMI
DGKB	MDD
DGKG	BMI
DGKI	SCZ
DGKQ	MDD
DGKQ	AD
DGKZ	SCZ
DGKZ	BMI
DGKZ	MDD
DGLUCY	BMI
DGUOK	BMI
DGUOK	AD
DHCR24	BMI
DHCR24	NDD
DHCR24	ASD
DHCR24	AD
DHCR7	ASD
DHCR7	NDD
DHDDS	NDD
DHFR	NDD
DHFR2	BMI
DHFRP2	SCZ
DHH	BMI
DHODH	BMI
DHODH	MDD
DHPS	NDD
DHRS11	BMI
DHRS11	TS
DHRS11	SCZ
DHRS13	MDD
DHRS4L2	AD
DHRS7	MDD
DHRS7B	BMI
DHRSX	BMI
DHTKD1	BMI
DHTKD1	NDD
DHX15	BMI
DHX16	SCZ
DHX16	BMI
DHX29	BMI
DHX30	BMI
DHX30	ASD
DHX30	NDD
DHX33	BMI
DHX34	BMI
DHX35	SCZ
DHX36	BMI
DHX38	BMI
DHX38	MDD
DHX40	BMI
DHX58	BMI
DHX58	AUD
DHX8	BMI
DIABLO	BMI
DIABLO	MDD
DIAPH1	BMI
DIAPH1	MDD
DIAPH1	NDD
DIAPH3	BMI
DIAPH3	MDD
DICER1	BMI
DICER1	SCZ
DIDO1	BMI
DIMT1	BMI
DIMT1	MDD
DIO2	BMI
DIO2	ASD
DIO3	ASD
DIO3	SCZ
DIP2A	BMI
DIP2A	ASD
DIP2B	SCZ
DIP2B	BMI
DIP2C	ASD
DIPK1A	BMI
DIPK2A	ASD
DIPK2B	ASD
DIRAS1	BMI
DIRAS1	SCZ
DIRAS3	ADHD
DIRC2	BMI
DIRC2	MDD
DIS3	BMI
DIS3L	BMI
DIS3L	MDD
DIS3L2	BMI
DIS3L2	MDD
DISC1	BMI
DISC1	ASD
DISC1	MDD
DISC1	SCZ
DISC1	GAD
DISC1	NDD
DISC2	SCZ
DISP1	Panic
DIXDC1	ASD
DIXDC1	MDD
DIXDC1	SCZ
DIXDC1	GAD
DKC1	BMI
DKC1	NDD
DKFZP434H0512	MDD
DKFZp761E198	BMI
DKK2	AUD
DKK3	BMI
DKK3	SCZ
DKK4	BMI
DKK4	MDD
DKK4	SCZ
DLD	BMI
DLD	NDD
DLEC1	BMI
DLEU2	BMI
DLG1	ASD
DLG1	SCZ
DLG2	AD
DLG2	ASD
DLG2	MDD
DLG2	SCZ
DLG2-AS1	SCZ
DLG3	NDD
DLG3	MDD
DLG3	SCZ
DLG4	BMI
DLG4	ASD
DLG4	NDD
DLG4	MDD
DLG4	SCZ
DLGAP1	ASD
DLGAP1	SCZ
DLGAP2	ASD
DLGAP2	SCZ
DLGAP3	ASD
DLK1	BMI
DLL1	ASD
DLL1	NDD
DLST	MDD
DLST	AD
DLX1	BMI
DLX1	MDD
DLX1	SCZ
DLX1	Panic
DLX1	ASD
DLX2	MDD
DLX2	ASD
DLX2	SCZ
DLX2	Panic
DLX3	ASD
DLX5	BMI
DLX6	ASD
DMAC2L	BMI
DMD	BMI
DMD	OCD
DMD	ASD
DMD	NDD
DMGDH	MDD
DMPK	AD
DMPK	ASD
DMRTA1	ADHD
DMRTA1	OCD
DMTN	BMI
DMTN	MDD
DMWD	AD
DMWD	BMI
DMWD	ASD
DMXL2	BMI
DMXL2	MDD
DMXL2	ASD
DNA2	BMI
DNAAF9	ADHD
DNAH1	BMI
DNAH1	SCZ
DNAH10	SCZ
DNAH10	BMI
DNAH10	ASD
DNAH10OS	SCZ
DNAH10OS	BMI
DNAH10OS	MDD
DNAH14	BMI
DNAH17	ASD
DNAH2	MDD
DNAH3	ASD
DNAJA1	BMI
DNAJA1	SCZ
DNAJA2	BMI
DNAJA3	SCZ
DNAJA3	BMI
DNAJA3	MDD
DNAJA4	BMI
DNAJB1	BMI
DNAJB11	BMI
DNAJB12	BMI
DNAJB14	BMI
DNAJB2	BMI
DNAJB2	MDD
DNAJB4	BMI
DNAJB7	MDD
DNAJB9	SCZ
DNAJB9	MDD
DNAJC1	BMI
DNAJC11	SCZ
DNAJC12	NDD
DNAJC13	BMI
DNAJC14	BMI
DNAJC18	SCZ
DNAJC19	SCZ
DNAJC22	BMI
DNAJC22	TS
DNAJC24	MDD
DNAJC27	BMI
DNAJC27-AS1	BMI
DNAJC27-AS1	MDD
DNAJC3	BMI
DNAJC3-AS1	MDD
DNAJC3-DT	BMI
DNAJC4	MDD
DNAJC4	BMI
DNAJC5	BMI
DNAJC6	BMI
DNAJC6	OUD
DNAJC6	MDD
DNAJC9	MDD
DNAJC9	ADHD
DNAJC9-AS1	MDD
DNAL1	BMI
DNALI1	BMI
DNALI1	MDD
DNASE1	BMI
DNASE1	ADHD
DNASE1L1	SCZ
DNASE1L2	MDD
DNASE2	BMI
DND1	SCZ
DND1	MDD
DND1P1	GAD
DND1P1	ASD
DND1P1	MDD
DND1P1	PTSD
DND1P1	Lefthanded
DND1P1	SCZ
DNER	BMI
DNER	ASD
DNLZ	MDD
DNM1	BMI
DNM1	MDD
DNM1	NDD
DNM1	SCZ
DNM1L	Panic
DNM1P51	SCZ
DNM1P51	BIP
DNM2	BMI
DNM3	MDD
DNM3	SCZ
DNMBP	MDD
DNMT1	BMI
DNMT1	SCZ
DNMT1	GAD
DNMT3A	BMI
DNMT3A	ASD
DNMT3A	SCZ
DNMT3A	NDD
DNMT3B	NDD
DNMT3B	ASD
DNMT3B	SCZ
DNMT3L	SCZ
DNPH1	SCZ
DNTT	AD
DOC2A	BMI
DOC2A	SCZ
DOC2A	AD
DOC2A	OUD
DOC2A	MDD
DOCK1	AD
DOCK1	ASD
DOCK10	BMI
DOCK10	SCZ
DOCK11	BMI
DOCK2	BIP
DOCK3	BMI
DOCK3	MDD
DOCK4	BMI
DOCK4	ADHD
DOCK4	MDD
DOCK4	ASD
DOCK4	SCZ
DOCK5	BMI
DOCK7	NDD
DOCK8	ADHD
DOCK8	ASD
DOCK8	NDD
DOCK9	BMI
DOCK9	MDD
DOCK9-AS1	MDD
DOCK9-AS2	MDD
DOHH	BMI
DOK1	BMI
DOK4	ADHD
DOK5	ASD
DOK6	BMI
DOK7	MDD
DOK7	OCD
DOLK	ASD
DOLK	NDD
DOP1A	SCZ
DOPEY1	MDD
DOT1L	ADHD
DOT1L	BMI
DOT1L	SCZ
DPAGT1	BMI
DPAGT1	NDD
DPCD	BMI
DPCD	SCZ
DPCR1	BIP
DPEP1	SCZ
DPEP2	BMI
DPEP2	SCZ
DPEP3	BMI
DPF1	BMI
DPF2	BMI
DPF2	MDD
DPF2	NDD
DPF3	BMI
DPH1	BMI
DPH1	SCZ
DPH2	ADHD
DPH3	BMI
DPH6	BMI
DPM1	BMI
DPM1	NDD
DPM2	BMI
DPM3	SCZ
DPM3	BMI
DPM3	NDD
DPP10	ASD
DPP3	BIP
DPP3	BMI
DPP3	ASD
DPP4	BMI
DPP4	ASD
DPP4	MDD
DPP6	MDD
DPP6	ASD
DPP7	MDD
DPP8	BMI
DPRXP3	BMI
DPY19L1P1	BMI
DPY19L1P1	MDD
DPY19L2P4	BMI
DPY19L3	BMI
DPY19L4	BMI
DPY30	BMI
DPYD	BMI
DPYD	SCZ
DPYD	MDD
DPYD	ASD
DPYD-AS2	BMI
DPYSL2	BMI
DPYSL2	ASD
DPYSL2	AD
DPYSL2	MDD
DPYSL2	AUD
DPYSL3	ASD
DPYSL4	BMI
DPYSL4	MDD
DPYSL5	SCZ
DPYSL5	BMI
DRAP1	BMI
DRC3	SCZ
DRC3	AD
DRD1	ASD
DRD1	MDD
DRD1	AUD
DRD1	SCZ
DRD2	SCZ
DRD2	MDD
DRD2	OUD
DRD2	ASD
DRD2	ADHD
DRD2	AUD
DRD2	Cannabis
DRD2	GAD
DRD3	ASD
DRD3	AUD
DRD3	SCZ
DRD3	TS
DRD4	BMI
DRD4	ADHD
DRD4	AUD
DRD4	Cannabis
DRD4	SCZ
DRD5	MDD
DRD5	ADHD
DRG2	SCZ
DRG2	MDD
DROSHA	BMI
DSCAM	BMI
DSCAM	ASD
DSCAML1	AUD
DSCR3	MDD
DSCR4	BIP
DSE	BMI
DSEL	BMI
DSN1	BMI
DSP	BMI
DSP	OCD
DST	BMI
DST	SCZ
DST	ASD
DSTN	BMI
DSTYK	SCZ
DSTYK	NDD
DTNB	BMI
DTNB	SCZ
DTNBP1	MDD
DTNBP1	SCZ
DTX1	BMI
DTX2	BMI
DTX2P1	BMI
DTX2P1	MDD
DTX4	OUD
DTX4	MDD
DUPD1	MDD
DUS1L	BMI
DUS2	SCZ
DUS2	BMI
DUS2L	BMI
DUSP1	BMI
DUSP1	MDD
DUSP10	BMI
DUSP11	BMI
DUSP13	BMI
DUSP13	MDD
DUSP14	BMI
DUSP15	ASD
DUSP2	BMI
DUSP28	BMI
DUSP29	BMI
DUSP3	BMI
DUSP3	ADHD
DUSP4	MDD
DUSP6	BMI
DUSP6	ADHD
DUSP6	MDD
DUSP7	BMI
DUSP7	BIP
DUSP8P5	BMI
DUTP6	MDD
DUTP7	BMI
DUX4L27	MDD
DVL1	BIP
DVL3	BMI
DVL3	ASD
DXO	SCZ
DXO	BMI
DYDC1	AD
DYDC1	ASD
DYDC2	AD
DYDC2	ASD
DYM	NDD
DYM	SCZ
DYNC1H1	ASD
DYNC1H1	NDD
DYNC1I2	BMI
DYNC1I2	SCZ
DYNC1I2	MDD
DYNC1I2	NDD
DYNC1I2	Panic
DYNC1I2P1	BMI
DYNC1LI2	SCZ
DYNC2I1	NDD
DYNLL1	BMI
DYNLL1-AS1	MDD
DYNLL2	BMI
DYNLRB1	BMI
DYNLRB2	AUD
DYNLT2B	BMI
DYNLT5	MDD
DYRK1A	MDD
DYRK1A	ASD
DYRK1A	NDD
DYRK2	BMI
DYRK3	BMI
DYSF	MDD
DYTN	BMI
DZIP1	BMI
DZIP1	MDD
DZIP3	BMI
DZIP3	MDD
E2F2	BMI
E2F3	BMI
E2F3	NDD
E2F4	BMI
E2F5	BMI
E2F6	BMI
E4F1	BIP
EAF1	BMI
EBF2	BMI
EBF3	ASD
EBF3	NDD
EBLN3P	MDD
EBLN3P	SCZ
EBLN3P	BMI
EBNA1BP2	BMI
EBP	NDD
ECD	BMI
ECE2	BMI
ECEL1	MDD
ECH1	BMI
ECHDC3	BMI
ECHS1	MDD
ECHS1	NDD
ECHS1	AUD
ECHS1	BMI
ECI1	BIP
ECM1	SCZ
ECM1	BIP
ECM1	NDD
ECM2	MDD
ECPAS	ASD
ECSIT	BMI
EDA	BMI
EDC3	BMI
EDC3	MDD
EDC4	BMI
EDDM3A	BMI
EDEM1	MDD
EDEM2	SCZ
EDEM3	BMI
EDN1	MDD
EDRF1	AD
EED	BMI
EED	AD
EEF1A1P11	BMI
EEF1A1P32	MDD
EEF1A2	SCZ
EEF1A2	ASD
EEF1A2	NDD
EEF1AKMT2	ADHD
EEF1AKMT2	BMI
EEF1AKMT3	MDD
EEF1B2	MDD
EEF1B2	NDD
EEF1DP2	MDD
EEF1DP3	BMI
EEF1DP7	BMI
EEF1G	MDD
EEF1GP7	MDD
EEF2	BMI
EEFSEC	SCZ
EEPD1	BMI
EFCAB10	SCZ
EFCAB11	SCZ
EFCAB13	BMI
EFCAB14	BMI
EFCAB2	ADHD
EFCAB4A	BMI
EFCAB5	BMI
EFCC1	BMI
EFEMP2	BMI
EFEMP2	MDD
EFHD1	MDD
EFHD2	BMI
EFL1P1	SCZ
EFNA1	SCZ
EFNA1	BMI
EFNA3	SCZ
EFNA4	BMI
EFNA5	BMI
EFNA5	MDD
EFNA5	SCZ
EFNA5	TS
EFNB1	BMI
EFNB2	SCZ
EFR3A	ASD
EFR3B	BMI
EFTUD1	BIP
EFTUD1P1	MDD
EFTUD1P1	BIP
EFTUD1P1	SCZ
EFTUD2	NDD
EGF	BMI
EGF	MDD
EGF	AUD
EGFL8	SCZ
EGFR	AD
EGFR	MDD
EGFR	AUD
EGFR	Cannabis
EGLN1P1	SCZ
EGLN2	BMI
EGR1	SCZ
EGR2	SCZ
EGR3	BMI
EGR3	ASD
EGR3	MDD
EGR3	SCZ
EGR4	SCZ
EHBP1	MDD
EHBP1L1	BMI
EHBP1L1	MDD
EHD1	BMI
EHD3	ADHD
EHD3	MDD
EHMT1	ASD
EHMT1	NDD
EHMT2	SCZ
EHMT2	BMI
EHMT2	AD
EI24	BMI
EI24P3	MDD
EID1	BMI
EID3	BMI
EIF1	BMI
EIF1B	BMI
EIF1B	MDD
EIF2A	BMI
EIF2A	NDD
EIF2AK1	BMI
EIF2AK2	AD
EIF2AK2	NDD
EIF2AK3	NDD
EIF2AK4	BMI
EIF2AK4	SCZ
EIF2B1	SCZ
EIF2B2	BMI
EIF2B2	MDD
EIF2B4	BMI
EIF2B4	NDD
EIF2B5	NDD
EIF2C2	BMI
EIF2S1	AD
EIF2S1	SCZ
EIF2S2	SCZ
EIF2S2	BMI
EIF2S3	SCZ
EIF2S3	NDD
EIF3B	BMI
EIF3B	MDD
EIF3B	Panic
EIF3C	BMI
EIF3C	Lefthanded
EIF3CL	BMI
EIF3D	BMI
EIF3F	NDD
EIF3FP3	SCZ
EIF3FP3	MDD
EIF3G	ASD
EIF3H	BMI
EIF3I	BMI
EIF3J	BMI
EIF3K	BMI
EIF3K	ADHD
EIF4A1	BMI
EIF4A2	BMI
EIF4A3	BMI
EIF4A3	NDD
EIF4B	MDD
EIF4E	BMI
EIF4E	ASD
EIF4E2	BMI
EIF4E2	MDD
EIF4E3	MDD
EIF4EBP1	SCZ
EIF4EBP2	BMI
EIF4EBP3	BMI
EIF4EBP3	MDD
EIF4G2	BMI
EIF4H	BMI
EIF5	BMI
EIF5	SCZ
EIF5	MDD
EIF5	Panic
EIF5A	BMI
EIF5A	NDD
EIF5A2	BMI
EIF5AL1	MDD
EIF5AP3	AD
EIF5B	MDD
ELAC2	SCZ
ELAC2	NDD
ELANE	BMI
ELAPOR2	SCZ
ELAVL2	MDD
ELAVL2	ASD
ELAVL2	SCZ
ELAVL3	ASD
ELAVL4	ADHD
ELAVL4	BMI
ELAVL4	MDD
ELAVL4	SCZ
ELF2	BMI
ELF3	BMI
ELFN1	BMI
ELFN1	MDD
ELK2AP	BMI
ELK3	BMI
ELK4	BMI
ELL	BMI
ELL	AD
ELL2	BMI
ELL3	BMI
ELL3	SCZ
ELMO1	BMI
ELMO2	BMI
ELMO2	MDD
ELMO3	SCZ
ELMOD2	BMI
ELN	MDD
ELOA	BMI
ELOB	BMI
ELOB	AD
ELOF1	BMI
ELOF1	ADHD
ELOVL1	ADHD
ELOVL1	SCZ
ELOVL2	ASD
ELOVL2	Panic
ELOVL3	MDD
ELOVL4	BMI
ELOVL4	NDD
ELOVL5	BMI
ELOVL6	BMI
ELOVL7	SCZ
ELP2	ASD
ELP2	NDD
ELP3	AD
ELP3	BMI
ELP4	MDD
ELP4	ASD
ELP4	Panic
ELP5	SCZ
ELP5	BMI
ELP6	MDD
EMB	SCZ
EMB	TS
EMC1	NDD
EMC10	NDD
EMC6	BMI
EMD	BMI
EME2	BIP
EME2	MDD
EMG1	BMI
EMG1	NDD
EML1	BIP
EML2	BMI
EML2	AD
EML2	OUD
EML2-AS1	BMI
EML3	BMI
EML3	MDD
EML5	SCZ
EMP1	MDD
EMR1	BMI
EMR2	BMI
EMSY	ADHD
EMSY	BMI
EMSY	ASD
EMX1	SCZ
EMX1	MDD
EMX2	SCZ
EN1	SCZ
EN2	ASD
EN2	SCZ
ENC1	BMI
ENC1	MDD
ENDOD1	BMI
ENDOG	SCZ
