gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000109133	TMEM33	NA	1568	1242	1351	NA	NA	NA	NA	1387	5
ENSG00000109180	OCIAD1	287	341	770	452	NA	NA	230	456	422.666666666667	2
ENSG00000109184	DCUN1D4	NA	1545	NA	NA	NA	NA	1909	NA	1727	6
ENSG00000109189	USP46	NA	2203	NA	NA	NA	NA	NA	NA	2203	7
ENSG00000109255	NMU	NA	13	156	21	NA	NA	NA	NA	63.3333333333333	5
ENSG00000109270	LAMTOR3	NA	386	1050	NA	NA	NA	NA	NA	718	6
ENSG00000109332	UBE2D3	NA	1367	1637	NA	NA	NA	572	1000	1144	4
ENSG00000109339	MAPK10	NA	NA	NA	NA	NA	NA	NA	1008	1008	7
ENSG00000109390	NDUFC1	260	430	425	316	NA	NA	271	744	407.666666666667	2
ENSG00000109436	TBC1D9	1174	NA	NA	1755	NA	NA	1927	1069	1481.25	4
ENSG00000109466	KLHL2	NA	1707	NA	NA	NA	NA	1589	NA	1648	6
ENSG00000109472	CPE	149	594	118	796	163	NA	198	302	331.428571428571	1
ENSG00000109475	RPL34	667	140	568	454	NA	NA	548	327	450.666666666667	2
ENSG00000109572	CLCN3	NA	NA	822	NA	NA	NA	NA	NA	822	7
ENSG00000109606	DHX15	880	2491	NA	NA	NA	NA	1452	NA	1607.66666666667	5
ENSG00000109654	TRIM2	NA	1163	NA	NA	NA	NA	1609	NA	1386	6
ENSG00000109689	STIM2	NA	NA	1002	NA	NA	NA	NA	NA	1002	7
ENSG00000109738	GLRB	NA	2315	NA	NA	NA	NA	NA	NA	2315	7
ENSG00000109756	RAPGEF2	NA	NA	NA	NA	NA	NA	1343	NA	1343	7
ENSG00000109762	SNX25	NA	913	NA	1668	NA	NA	NA	NA	1290.5	6
ENSG00000109771	LRP2BP	NA	NA	645	NA	NA	NA	NA	NA	645	7
ENSG00000109790	KLHL5	NA	NA	1870	NA	NA	NA	NA	NA	1870	7
ENSG00000109832	DDX25	NA	1020	NA	NA	NA	NA	1584	NA	1302	6
ENSG00000109846	CRYAB	155	95	40	48	214	NA	225	55	118.857142857143	1
ENSG00000109854	HTATIP2	NA	2437	NA	NA	NA	NA	NA	852	1644.5	6
ENSG00000109861	CTSC	103	NA	86	NA	NA	NA	NA	NA	94.5	6
ENSG00000109906	ZBTB16	NA	357	NA	596	NA	NA	1746	NA	899.666666666667	5
ENSG00000109971	HSPA8	500	222	295	121	NA	NA	32	323	248.833333333333	2
ENSG00000110002	VWA5A	588	1227	426	1636	NA	NA	487	365	788.166666666667	2
ENSG00000110013	SIAE	NA	793	990	NA	NA	NA	1170	847	950	4
ENSG00000110066	KMT5B	NA	NA	NA	NA	NA	NA	1166	NA	1166	7
ENSG00000110107	PRPF19	NA	2508	NA	NA	NA	NA	NA	860	1684	6
ENSG00000110108	TMEM109	NA	1108	NA	NA	NA	NA	1822	931	1287	5
ENSG00000110172	CHORDC1	NA	1156	1755	NA	NA	NA	833	NA	1248	5
ENSG00000110195	FOLR1	94	NA	NA	NA	NA	NA	NA	NA	94	7
ENSG00000110237	ARHGEF17	NA	NA	NA	NA	NA	NA	1349	1041	1195	6
ENSG00000110315	RNF141	NA	NA	NA	1413	NA	NA	NA	842	1127.5	6
ENSG00000110318	CEP126	NA	1942	1033	NA	NA	NA	NA	NA	1487.5	6
ENSG00000110321	EIF4G2	1077	807	447	248	NA	NA	508	227	552.333333333333	2
ENSG00000110330	BIRC2	NA	546	1825	1333	NA	NA	NA	NA	1234.66666666667	5
ENSG00000110344	UBE4A	NA	966	NA	NA	NA	NA	1804	NA	1385	6
ENSG00000110367	DDX6	NA	2532	NA	NA	NA	NA	NA	NA	2532	7
ENSG00000110422	HIPK3	NA	2003	NA	NA	NA	NA	NA	NA	2003	7
ENSG00000110429	FBXO3	NA	NA	NA	NA	NA	NA	1961	NA	1961	7
ENSG00000110435	PDHX	NA	NA	NA	NA	NA	NA	1966	NA	1966	7
ENSG00000110436	SLC1A2	80	1341	49	306	128	56	92	93	268.125	0
ENSG00000110492	MDK	378	109	330	242	NA	NA	459	345	310.5	2
ENSG00000110514	MADD	NA	NA	NA	NA	NA	NA	937	NA	937	7
ENSG00000110536	PTPMT1	905	1799	NA	NA	NA	NA	1179	NA	1294.33333333333	5
ENSG00000110619	CARS	NA	2553	NA	1733	NA	NA	NA	NA	2143	6
ENSG00000110651	CD81	624	329	527	554	NA	NA	NA	818	570.4	3
ENSG00000110675	ELMOD1	432	NA	1727	NA	NA	NA	NA	NA	1079.5	6
ENSG00000110696	C11orf58	NA	512	725	341	NA	NA	166	1193	587.4	3
ENSG00000110700	RPS13	740	1962	641	384	236	NA	NA	NA	792.6	3
ENSG00000110717	NDUFS8	847	1573	NA	NA	NA	NA	906	NA	1108.66666666667	5
ENSG00000110768	GTF2H1	NA	1388	NA	NA	NA	NA	NA	NA	1388	7
ENSG00000110786	PTPN5	828	NA	1513	NA	NA	NA	NA	NA	1170.5	6
ENSG00000110799	VWF	NA	688	NA	1412	NA	NA	NA	NA	1050	6
ENSG00000110801	PSMD9	NA	NA	NA	1229	NA	NA	NA	NA	1229	7
ENSG00000110888	CAPRIN2	NA	NA	NA	1122	NA	NA	742	1162	1008.66666666667	5
ENSG00000110906	KCTD10	NA	482	1283	828	NA	NA	257	207	611.4	3
ENSG00000110917	MLEC	NA	NA	NA	NA	NA	NA	NA	1171	1171	7
ENSG00000110955	ATP5F1B	1399	NA	NA	NA	NA	NA	NA	NA	1399	7
ENSG00000110958	PTGES3	NA	NA	NA	1217	213	NA	414	922	691.5	4
ENSG00000111011	RSRC2	NA	1760	NA	NA	NA	NA	NA	NA	1760	7
ENSG00000111142	METAP2	NA	1444	NA	1691	NA	NA	1777	NA	1637.33333333333	5
ENSG00000111229	ARPC3	NA	990	NA	1127	NA	NA	426	1042	896.25	4
ENSG00000111237	VPS29	NA	NA	NA	1758	NA	NA	1212	NA	1485	6
ENSG00000111276	CDKN1B	NA	2101	NA	NA	NA	NA	NA	NA	2101	7
ENSG00000111328	CDK2AP1	229	NA	501	NA	NA	NA	1111	330	542.75	4
ENSG00000111341	MGP	84	NA	160	NA	NA	NA	NA	NA	122	6
ENSG00000111361	EIF2B1	NA	NA	NA	NA	NA	NA	NA	688	688	7
ENSG00000111371	SLC38A1	NA	880	1181	NA	NA	NA	NA	NA	1030.5	6
ENSG00000111481	COPZ1	NA	2247	NA	NA	NA	NA	NA	NA	2247	7
ENSG00000111530	CAND1	NA	2611	NA	1493	NA	NA	765	NA	1623	5
ENSG00000111605	CPSF6	NA	1442	1635	1327	NA	NA	1244	NA	1412	4
ENSG00000111615	KRR1	NA	1698	NA	1517	NA	NA	NA	NA	1607.5	6
ENSG00000111639	MRPL51	NA	439	NA	926	NA	NA	1615	NA	993.333333333333	5
ENSG00000111640	GAPDH	NA	1224	305	216	NA	NA	116	404	453	3
ENSG00000111642	CHD4	NA	1140	NA	NA	NA	NA	NA	NA	1140	7
ENSG00000111652	COPS7A	NA	NA	NA	NA	NA	NA	1353	NA	1353	7
ENSG00000111666	CHPT1	NA	NA	NA	NA	NA	NA	NA	874	874	7
ENSG00000111669	TPI1	NA	NA	NA	NA	NA	NA	1864	1085	1474.5	6
ENSG00000111674	ENO2	272	2624	578	NA	NA	NA	1363	1074	1182.2	3
ENSG00000111676	ATN1	NA	NA	1424	NA	NA	NA	NA	NA	1424	7
ENSG00000111678	C12orf57	256	923	NA	929	NA	NA	767	309	636.8	3
ENSG00000111696	NT5DC3	NA	2074	NA	1223	NA	NA	NA	NA	1648.5	6
ENSG00000111711	GOLT1B	NA	NA	NA	NA	NA	NA	1855	NA	1855	7
ENSG00000111716	LDHB	NA	1411	797	1133	NA	NA	1959	NA	1325	4
ENSG00000111731	C2CD5	NA	1571	NA	1306	NA	NA	927	NA	1268	5
ENSG00000111752	PHC1	NA	399	1475	709	NA	NA	NA	NA	861	5
ENSG00000111775	COX6A1	439	NA	NA	767	260	NA	NA	NA	488.666666666667	5
ENSG00000111786	SRSF9	1318	365	NA	1318	NA	NA	395	NA	849	4
ENSG00000111802	TDP2	1344	1537	NA	1424	NA	NA	NA	NA	1435	5
ENSG00000111832	RWDD1	NA	NA	NA	NA	NA	NA	1624	NA	1624	7
ENSG00000111843	TMEM14C	726	NA	NA	NA	NA	NA	NA	NA	726	7
ENSG00000111885	MAN1A1	NA	2243	NA	845	NA	NA	NA	NA	1544	6
ENSG00000111897	SERINC1	1099	732	764	760	NA	NA	276	768	733.166666666667	2
ENSG00000111907	TPD52L1	319	NA	333	466	NA	NA	621	250	397.8	3
ENSG00000111911	HINT3	NA	NA	NA	NA	NA	NA	1790	NA	1790	7
ENSG00000111961	SASH1	NA	NA	NA	NA	NA	NA	1817	NA	1817	7
ENSG00000111962	UST	NA	NA	1474	NA	NA	NA	NA	NA	1474	7
ENSG00000112038	OPRM1	NA	1033	1144	1599	NA	NA	1643	NA	1354.75	4
ENSG00000112062	MAPK14	NA	1646	NA	NA	NA	NA	1630	NA	1638	6
ENSG00000112081	SRSF3	778	893	888	729	NA	NA	NA	NA	822	4
ENSG00000112096	SOD2	NA	2665	NA	NA	NA	NA	NA	NA	2665	7
ENSG00000112146	FBXO9	NA	NA	NA	1291	NA	NA	1028	NA	1159.5	6
ENSG00000112164	GLP1R	NA	523	NA	693	NA	NA	NA	NA	608	6
ENSG00000112186	CAP2	NA	NA	1219	NA	NA	NA	NA	NA	1219	7
ENSG00000112237	CCNC	NA	775	NA	NA	NA	NA	1328	NA	1051.5	6
ENSG00000112290	WASF1	NA	NA	NA	NA	NA	NA	990	NA	990	7
ENSG00000112306	RPS12	383	2104	308	484	172	NA	991	477	702.714285714286	1
ENSG00000112308	C6orf62	NA	NA	1551	NA	NA	NA	NA	NA	1551	7
ENSG00000112309	B3GAT2	1022	1249	NA	843	NA	NA	374	NA	872	4
ENSG00000112312	GMNN	1264	NA	529	NA	NA	NA	NA	NA	896.5	6
ENSG00000112335	SNX3	620	NA	782	NA	170	NA	1164	NA	684	4
ENSG00000112339	HBS1L	NA	NA	NA	NA	NA	NA	1876	NA	1876	7
ENSG00000112378	PERP	NA	NA	1548	NA	NA	NA	NA	NA	1548	7
ENSG00000112419	PHACTR2	NA	NA	NA	NA	NA	NA	NA	299	299	7
ENSG00000112511	PHF1	NA	NA	NA	829	NA	NA	NA	1018	923.5	6
ENSG00000112514	CUTA	1167	619	NA	589	NA	NA	1531	1057	992.6	3
ENSG00000112530	PACRG	894	899	1844	542	NA	NA	625	NA	960.8	3
ENSG00000112531	QKI	1066	233	498	170	NA	NA	250	88	384.166666666667	2
ENSG00000112584	FAM120B	NA	1913	NA	NA	NA	NA	NA	NA	1913	7
ENSG00000112685	EXOC2	NA	NA	1629	NA	NA	NA	NA	NA	1629	7
ENSG00000112695	COX7A2	245	664	1057	863	NA	NA	443	699	661.833333333333	2
ENSG00000112697	TMEM30A	NA	1975	1747	NA	NA	NA	NA	1077	1599.66666666667	5
ENSG00000112701	SENP6	NA	2614	NA	1563	NA	NA	NA	NA	2088.5	6
ENSG00000112715	VEGFA	NA	NA	357	NA	NA	NA	NA	NA	357	7
ENSG00000112773	TENT5A	NA	NA	NA	NA	NA	NA	1756	282	1019	6
ENSG00000112787	FBRSL1	NA	2184	NA	NA	NA	NA	NA	NA	2184	7
ENSG00000112796	ENPP5	1199	NA	689	NA	NA	NA	NA	NA	944	6
ENSG00000112851	ERBIN	900	2473	NA	NA	207	NA	1639	NA	1304.75	4
ENSG00000112902	SEMA5A	497	1831	1064	608	NA	50	NA	NA	810	3
ENSG00000112972	HMGCS1	NA	2347	979	1582	NA	NA	NA	859	1441.75	4
ENSG00000112977	DAP	NA	2635	NA	NA	NA	NA	NA	NA	2635	7
ENSG00000112981	NME5	939	NA	NA	NA	NA	NA	NA	NA	939	7
ENSG00000112983	BRD8	NA	1957	NA	811	NA	NA	577	NA	1115	5
ENSG00000113013	HSPA9	NA	1910	1417	NA	158	NA	579	623	937.4	3
ENSG00000113068	PFDN1	NA	1549	NA	NA	NA	NA	NA	NA	1549	7
ENSG00000113108	APBB3	NA	NA	NA	1768	NA	NA	NA	NA	1768	7
ENSG00000113140	SPARC	74	107	35	67	183	24	75	44	76.125	0
ENSG00000113141	IK	NA	NA	NA	1435	NA	NA	NA	NA	1435	7
ENSG00000113161	HMGCR	NA	2609	NA	NA	NA	NA	NA	NA	2609	7
ENSG00000113163	CERT1	NA	NA	NA	925	NA	NA	NA	NA	925	7
ENSG00000113194	FAF2	NA	NA	NA	1262	NA	NA	NA	NA	1262	7
ENSG00000113231	PDE8B	NA	1291	1395	NA	NA	NA	1993	NA	1559.66666666667	5
ENSG00000113269	RNF130	NA	2472	NA	NA	NA	NA	NA	NA	2472	7
ENSG00000113327	GABRG2	250	NA	1214	1185	NA	NA	997	NA	911.5	4
ENSG00000113369	ARRDC3	NA	478	1389	483	250	NA	NA	941	708.2	3
ENSG00000113384	GOLPH3	1359	1007	NA	NA	NA	NA	NA	445	937	5
ENSG00000113387	SUB1	NA	583	NA	583	NA	NA	776	NA	647.333333333333	5
ENSG00000113391	FAM172A	NA	921	NA	NA	NA	NA	1794	NA	1357.5	6
ENSG00000113407	TARS	NA	NA	NA	NA	NA	NA	NA	1114	1114	7
ENSG00000113494	PRLR	NA	64	743	66	NA	NA	274	141	257.6	3
ENSG00000113532	ST8SIA4	NA	1155	NA	524	NA	NA	NA	394	691	5
ENSG00000113558	SKP1	NA	1486	1070	NA	NA	NA	408	519	870.75	4
ENSG00000113575	PPP2CA	NA	2210	NA	NA	NA	NA	NA	NA	2210	7
ENSG00000113578	FGF1	997	616	NA	675	NA	NA	NA	1223	877.75	4
ENSG00000113580	NR3C1	509	707	1010	NA	NA	NA	NA	583	702.25	4
ENSG00000113583	C5orf15	NA	1446	NA	1521	NA	NA	NA	NA	1483.5	6
ENSG00000113594	LIFR	NA	NA	NA	NA	NA	NA	NA	839	839	7
ENSG00000113595	TRIM23	NA	1724	NA	NA	NA	NA	NA	NA	1724	7
ENSG00000113638	TTC33	NA	NA	NA	NA	NA	NA	1929	NA	1929	7
ENSG00000113645	WWC1	NA	NA	1370	NA	NA	NA	NA	NA	1370	7
ENSG00000113648	H2AFY	NA	2353	NA	NA	NA	NA	1635	NA	1994	6
ENSG00000113649	TCERG1	NA	NA	1124	NA	NA	NA	NA	NA	1124	7
ENSG00000113657	DPYSL3	NA	NA	726	NA	NA	NA	750	NA	738	6
ENSG00000113658	SMAD5	NA	NA	1377	NA	NA	NA	NA	NA	1377	7
ENSG00000113712	CSNK1A1	NA	2561	NA	NA	NA	NA	702	435	1232.66666666667	5
ENSG00000113732	ATP6V0E1	544	210	790	281	NA	NA	NA	346	434.2	3
ENSG00000113742	CPEB4	NA	836	NA	NA	NA	NA	NA	NA	836	7
ENSG00000113758	DBN1	NA	2232	1146	399	NA	NA	NA	NA	1259	5
ENSG00000113763	UNC5A	NA	2420	NA	463	NA	NA	NA	NA	1441.5	6
ENSG00000113805	CNTN3	NA	320	NA	NA	NA	NA	NA	NA	320	7
ENSG00000113811	SELENOK	NA	2648	NA	NA	NA	NA	NA	NA	2648	7
ENSG00000113845	TIMMDC1	1364	NA	NA	NA	NA	NA	NA	385	874.5	6
ENSG00000113851	CRBN	NA	2661	NA	NA	NA	NA	NA	NA	2661	7
ENSG00000113916	BCL6	NA	NA	526	NA	NA	NA	NA	NA	526	7
ENSG00000113966	ARL6	NA	NA	NA	1092	NA	NA	NA	NA	1092	7
ENSG00000114023	FAM162A	NA	NA	1672	NA	NA	NA	NA	NA	1672	7
ENSG00000114062	UBE3A	NA	799	1572	NA	NA	NA	NA	1216	1195.66666666667	5
ENSG00000114115	RBP1	138	1310	197	NA	NA	NA	1119	NA	691	4
ENSG00000114120	SLC25A36	NA	2712	NA	NA	NA	NA	NA	NA	2712	7
ENSG00000114125	RNF7	NA	1666	1660	NA	NA	NA	479	416	1055.25	4
ENSG00000114166	KAT2B	871	NA	NA	NA	NA	NA	NA	NA	871	7
ENSG00000114209	PDCD10	NA	2143	NA	NA	NA	NA	NA	NA	2143	7
ENSG00000114270	COL7A1	NA	615	978	314	NA	NA	814	1125	769.2	3
ENSG00000114279	FGF12	NA	NA	1850	NA	NA	NA	NA	NA	1850	7
ENSG00000114315	HES1	1003	NA	NA	NA	NA	NA	NA	NA	1003	7
ENSG00000114353	GNAI2	508	1242	NA	NA	NA	NA	293	917	740	4
ENSG00000114354	TFG	NA	NA	815	1286	NA	NA	NA	NA	1050.5	6
ENSG00000114374	USP9Y	NA	NA	NA	NA	NA	NA	1985	724	1354.5	6
ENSG00000114383	TUSC2	NA	NA	NA	NA	NA	NA	NA	1213	1213	7
ENSG00000114391	RPL24	961	625	NA	285	NA	NA	NA	291	540.5	4
ENSG00000114405	C3orf14	NA	2388	1505	NA	NA	NA	NA	NA	1946.5	6
ENSG00000114416	FXR1	NA	1282	1689	NA	108	NA	734	NA	953.25	4
ENSG00000114439	BBX	NA	342	1335	1503	NA	NA	NA	1203	1095.75	4
ENSG00000114446	IFT57	643	1304	991	NA	NA	NA	1327	NA	1066.25	4
ENSG00000114473	IQCG	238	NA	185	NA	NA	NA	NA	NA	211.5	6
ENSG00000114520	SNX4	NA	1280	NA	1651	NA	NA	720	534	1046.25	4
ENSG00000114544	SLC41A3	NA	1699	NA	NA	NA	NA	NA	NA	1699	7
ENSG00000114554	PLXNA1	NA	NA	NA	745	NA	NA	NA	NA	745	7
ENSG00000114573	ATP6V1A	1033	1386	1834	NA	NA	NA	1871	621	1349	3
ENSG00000114631	PODXL2	893	626	1484	1336	NA	NA	463	NA	960.4	3
ENSG00000114646	CSPG5	674	2658	NA	927	NA	NA	NA	NA	1419.66666666667	5
ENSG00000114670	NEK11	429	NA	316	NA	NA	NA	NA	NA	372.5	6
ENSG00000114686	MRPL3	NA	NA	NA	NA	NA	NA	1543	NA	1543	7
ENSG00000114742	WDR48	NA	1177	NA	NA	NA	NA	NA	NA	1177	7
ENSG00000114757	PEX5L	NA	NA	NA	NA	NA	NA	1910	NA	1910	7
ENSG00000114770	ABCC5	NA	2679	NA	NA	NA	NA	1580	NA	2129.5	6
ENSG00000114784	EIF1B	691	580	1364	488	NA	NA	371	646	690	2
ENSG00000114850	SSR3	NA	2641	NA	NA	NA	NA	NA	NA	2641	7
ENSG00000114857	NKTR	NA	1839	1542	514	NA	NA	961	NA	1214	4
ENSG00000114867	EIF4G1	NA	NA	NA	NA	NA	NA	1417	NA	1417	7
ENSG00000114902	SPCS1	502	498	450	904	NA	NA	314	609	546.166666666667	2
ENSG00000114956	DGUOK	1151	1006	NA	805	NA	NA	1008	NA	992.5	4
ENSG00000114978	MOB1A	1047	NA	NA	NA	NA	NA	NA	NA	1047	7
ENSG00000114988	LMAN2L	NA	NA	NA	NA	NA	NA	1369	NA	1369	7
ENSG00000115053	NCL	NA	NA	NA	NA	NA	NA	1065	NA	1065	7
ENSG00000115073	ACTR1B	NA	922	NA	NA	NA	NA	1121	NA	1021.5	6
ENSG00000115084	SLC35F5	NA	1619	1774	NA	NA	NA	NA	NA	1696.5	6
ENSG00000115091	ACTR3	NA	1034	1578	NA	NA	NA	1088	NA	1233.33333333333	5
ENSG00000115128	SF3B6	NA	831	NA	609	NA	NA	399	512	587.75	4
ENSG00000115138	POMC	19	19	19	3	5	2	19	21	13.375	0
ENSG00000115216	NRBP1	NA	NA	NA	NA	NA	NA	1853	NA	1853	7
ENSG00000115234	SNX17	NA	NA	NA	NA	NA	NA	591	NA	591	7
ENSG00000115241	PPM1G	1040	NA	NA	NA	NA	NA	NA	NA	1040	7
ENSG00000115252	PDE1A	NA	2191	NA	NA	NA	NA	NA	1228	1709.5	6
ENSG00000115266	APC2	NA	2235	NA	NA	NA	NA	NA	NA	2235	7
ENSG00000115268	RPS15	281	926	1257	681	NA	NA	NA	NA	786.25	4
ENSG00000115286	NDUFS7	NA	1259	NA	NA	NA	NA	1012	NA	1135.5	6
ENSG00000115295	CLIP4	NA	1183	1312	1488	NA	NA	1604	NA	1396.75	4
ENSG00000115306	SPTBN1	NA	NA	NA	NA	NA	NA	1976	NA	1976	7
ENSG00000115307	AUP1	NA	NA	NA	NA	NA	NA	1698	NA	1698	7
ENSG00000115310	RTN4	569	1052	NA	NA	NA	NA	876	NA	832.333333333333	5
ENSG00000115317	HTRA2	NA	1307	NA	NA	NA	NA	NA	NA	1307	7
ENSG00000115380	EFEMP1	181	697	169	714	NA	NA	NA	307	413.6	3
ENSG00000115414	FN1	1068	2112	1306	NA	NA	NA	NA	NA	1495.33333333333	5
ENSG00000115415	STAT1	NA	377	153	250	NA	NA	440	248	293.6	3
ENSG00000115419	GLS	NA	1849	NA	NA	NA	NA	NA	NA	1849	7
ENSG00000115446	UNC50	NA	1497	1247	544	NA	NA	NA	NA	1096	5
ENSG00000115461	IGFBP5	938	NA	642	NA	NA	NA	233	909	680.5	4
ENSG00000115464	USP34	NA	530	NA	NA	NA	NA	NA	NA	530	7
ENSG00000115468	EFHD1	NA	NA	767	NA	NA	NA	NA	NA	767	7
ENSG00000115484	CCT4	NA	2189	NA	NA	NA	NA	837	NA	1513	6
ENSG00000115524	SF3B1	NA	2509	1502	NA	NA	NA	NA	1238	1749.66666666667	5
ENSG00000115540	MOB4	NA	NA	NA	NA	NA	NA	888	NA	888	7
ENSG00000115541	HSPE1	187	NA	1310	1751	65	NA	979	246	756.333333333333	2
ENSG00000115548	KDM3A	NA	NA	1631	NA	NA	NA	NA	NA	1631	7
ENSG00000115561	CHMP3	NA	2456	NA	NA	NA	NA	NA	NA	2456	7
ENSG00000115604	IL18R1	NA	78	NA	NA	NA	NA	NA	NA	78	7
ENSG00000115652	UXS1	NA	407	NA	1063	NA	NA	NA	NA	735	6
ENSG00000115657	ABCB6	NA	NA	NA	NA	NA	NA	494	NA	494	7
ENSG00000115694	STK25	NA	545	NA	NA	NA	NA	NA	682	613.5	6
ENSG00000115738	ID2	NA	NA	1780	NA	NA	NA	NA	NA	1780	7
ENSG00000115756	HPCAL1	382	2402	993	1778	NA	NA	1588	NA	1428.6	3
ENSG00000115758	ODC1	815	NA	NA	NA	NA	NA	NA	NA	815	7
ENSG00000115762	PLEKHB2	NA	2439	NA	NA	NA	NA	NA	NA	2439	7
ENSG00000115806	GORASP2	NA	1654	NA	NA	NA	NA	NA	NA	1654	7
ENSG00000115828	QPCT	995	204	690	189	NA	NA	524	221	470.5	2
ENSG00000115839	RAB3GAP1	NA	NA	NA	NA	NA	NA	531	NA	531	7
ENSG00000115840	SLC25A12	1361	1277	NA	1295	NA	NA	NA	NA	1311	5
ENSG00000115866	DARS	NA	2021	NA	NA	NA	NA	NA	NA	2021	7
ENSG00000115875	SRSF7	NA	2019	NA	856	NA	NA	1155	NA	1343.33333333333	5
ENSG00000115896	PLCL1	NA	1920	NA	254	NA	NA	NA	NA	1087	6
ENSG00000115902	SLC1A4	NA	NA	NA	NA	NA	NA	306	NA	306	7
ENSG00000115944	COX7A2L	1153	458	NA	393	NA	NA	836	476	663.2	3
ENSG00000115947	ORC4	NA	2500	NA	NA	NA	NA	1093	NA	1796.5	6
ENSG00000115963	RND3	NA	2489	1700	NA	NA	NA	NA	NA	2094.5	6
ENSG00000115977	AAK1	1365	NA	1354	NA	NA	NA	NA	NA	1359.5	6
ENSG00000116001	TIA1	NA	249	958	445	NA	NA	NA	NA	550.666666666667	5
ENSG00000116005	PCYOX1	NA	297	1772	1004	NA	NA	400	889	872.4	3
ENSG00000116030	SUMO1	NA	NA	588	552	NA	NA	1527	NA	889	5
ENSG00000116106	EPHA4	NA	NA	NA	840	NA	NA	NA	NA	840	7
ENSG00000116120	FARSB	NA	NA	NA	NA	NA	NA	1430	NA	1430	7
ENSG00000116133	DHCR24	NA	1457	NA	766	NA	NA	NA	321	848	5
ENSG00000116161	CACYBP	927	NA	NA	NA	NA	NA	780	NA	853.5	6
ENSG00000116171	SCP2	825	NA	1299	NA	NA	NA	NA	627	917	5
ENSG00000116209	TMEM59	NA	295	448	442	NA	NA	227	284	339.2	3
ENSG00000116251	RPL22	NA	673	901	NA	NA	NA	NA	NA	787	6
ENSG00000116254	CHD5	NA	NA	1626	NA	NA	NA	NA	NA	1626	7
ENSG00000116260	QSOX1	NA	NA	NA	NA	NA	NA	1836	NA	1836	7
ENSG00000116288	PARK7	969	NA	NA	NA	NA	NA	634	NA	801.5	6
ENSG00000116299	KIAA1324	NA	339	750	303	NA	NA	151	139	336.4	3
ENSG00000116337	AMPD2	NA	NA	NA	NA	NA	NA	663	NA	663	7
ENSG00000116406	EDEM3	NA	2546	NA	NA	NA	NA	NA	NA	2546	7
ENSG00000116489	CAPZA1	NA	2511	NA	NA	NA	NA	NA	NA	2511	7
ENSG00000116497	S100PBP	NA	1061	NA	NA	NA	NA	1262	NA	1161.5	6
ENSG00000116539	ASH1L	NA	NA	1468	NA	NA	NA	NA	NA	1468	7
ENSG00000116560	SFPQ	NA	998	1677	NA	NA	NA	1096	NA	1257	5
ENSG00000116586	LAMTOR2	NA	NA	NA	NA	NA	NA	1960	NA	1960	7
ENSG00000116604	MEF2D	1402	NA	NA	NA	NA	NA	NA	NA	1402	7
ENSG00000116649	SRM	NA	NA	NA	1776	NA	NA	NA	NA	1776	7
ENSG00000116661	FBXO2	420	747	1092	446	NA	NA	1465	1036	867.666666666667	2
ENSG00000116667	C1orf21	NA	1045	NA	636	NA	NA	NA	NA	840.5	6
ENSG00000116675	DNAJC6	280	2330	602	NA	NA	NA	NA	NA	1070.66666666667	5
ENSG00000116678	LEPR	NA	2072	1295	NA	NA	NA	NA	NA	1683.5	6
ENSG00000116685	KIAA2013	NA	1767	NA	NA	NA	NA	NA	NA	1767	7
ENSG00000116690	PRG4	15	151	8	NA	NA	NA	NA	NA	58	5
ENSG00000116729	WLS	NA	2031	564	NA	NA	NA	NA	641	1078.66666666667	5
ENSG00000116741	RGS2	NA	844	NA	832	193	NA	871	678	683.6	3
ENSG00000116750	UCHL5	NA	2027	NA	NA	NA	NA	NA	NA	2027	7
ENSG00000116752	BCAS2	1307	1844	NA	NA	NA	NA	NA	NA	1575.5	6
ENSG00000116754	SRSF11	NA	330	984	429	NA	NA	1573	NA	829	4
ENSG00000116791	CRYZ	NA	NA	NA	NA	NA	NA	NA	919	919	7
ENSG00000116833	NR5A2	NA	157	NA	471	NA	NA	NA	NA	314	6
ENSG00000116857	TMEM9	NA	1974	NA	NA	NA	NA	841	NA	1407.5	6
ENSG00000116871	MAP7D1	NA	NA	NA	1688	NA	NA	NA	NA	1688	7
ENSG00000116898	MRPS15	NA	NA	NA	NA	NA	NA	1570	NA	1570	7
ENSG00000116906	GNPAT	NA	NA	NA	NA	NA	NA	1688	840	1264	6
ENSG00000116918	TSNAX	NA	660	913	1026	NA	NA	NA	NA	866.333333333333	5
ENSG00000116983	HPCAL4	NA	NA	1183	657	NA	NA	NA	NA	920	6
ENSG00000116991	SIPA1L2	NA	2267	NA	NA	NA	NA	NA	NA	2267	7
ENSG00000117054	ACADM	NA	764	NA	NA	NA	NA	1493	NA	1128.5	6
ENSG00000117114	ADGRL2	1291	NA	744	NA	NA	NA	NA	NA	1017.5	6
ENSG00000117152	RGS4	NA	93	971	99	NA	NA	1629	1196	797.6	3
ENSG00000117153	KLHL12	NA	NA	NA	NA	NA	NA	1659	1065	1362	6
ENSG00000117155	SSX2IP	NA	NA	1358	NA	NA	NA	NA	NA	1358	7
ENSG00000117318	ID3	958	NA	545	NA	NA	NA	NA	NA	751.5	6
ENSG00000117335	CD46	NA	167	618	290	NA	NA	580	668	464.6	3
