gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	nsigsamps	meanrank
ENSG00000101180	HRH3	308	419	259	171	245		657			6	343.166666666667
ENSG00000101182	PSMA7		193		427						2	310
ENSG00000101191	DIDO1		303								1	303
ENSG00000101198	NKAIN4				554			705		810	3	689.666666666667
ENSG00000101200	AVP	8	3	2	1		26	532	62	264	8	112.25
ENSG00000101204	CHRNA4		1173								1	1173
ENSG00000101210	EEF1A2	71	542	245			285			270	5	282.6
ENSG00000101220	C20orf27								401	1009	2	705
ENSG00000101222	SPEF1	927									1	927
ENSG00000101246	ARFRP1							617			1	617
ENSG00000101247	NDUFAF5	334									1	334
ENSG00000101298	SNPH						441				1	441
ENSG00000101327	PDYN	547	330	226	93	51			51		6	216.333333333333
ENSG00000101333	PLCB4	473			429					376	3	426
ENSG00000101335	MYL9		198		453						2	325.5
ENSG00000101336	HCK									401	1	401
ENSG00000101350	KIF3B				1020						1	1020
ENSG00000101353	MROH8	398									1	398
ENSG00000101361	NOP56									1038	1	1038
ENSG00000101405	OXT		294	30	27		28		402	57	6	139.666666666667
ENSG00000101413	RPRD1B				568						1	568
ENSG00000101421	CHMP4B									1133	1	1133
ENSG00000101438	SLC32A1		859					577	69	41	4	386.5
ENSG00000101439	CST3	203	26	44	12	50	194	31		51	8	76.375
ENSG00000101444	AHCY							572		588	2	580
ENSG00000101489	CELF4						461				1	461
ENSG00000101542	CDH20				409						1	409
ENSG00000101558	VAPA		1133		413						2	773
ENSG00000101665	SMAD7	481									1	481
ENSG00000101746	NOL4	125		135			259	233			4	188
ENSG00000101752	MIB1						371				1	371
ENSG00000101849	TBL1X						418				1	418
ENSG00000101856	PGRMC1	66	257	184	108					564	5	235.8
ENSG00000101901	ALG13			400							1	400
ENSG00000101938	CHRDL1				517						1	517
ENSG00000101940	WDR13	857									1	857
ENSG00000101958	GLRA2		723							558	2	640.5
ENSG00000101966	XIAP		857								1	857
ENSG00000101977	MCF2					548					1	548
ENSG00000102003	SYP	479			970		291		249	402	5	478.2
ENSG00000102024	PLS3									606	1	606
ENSG00000102030	NAA10							740			1	740
ENSG00000102038	SMARCA1	634	129		336					148	4	311.75
ENSG00000102109	PCSK1N	317	74	54	71	63	32	22	131	76	9	93.3333333333333
ENSG00000102144	PGK1					519					1	519
ENSG00000102178	UBL4A	626									1	626
ENSG00000102226	USP11			263				277			2	270
ENSG00000102241	HTATSF1	431	219		1080	181	209		250	1057	7	489.571428571429
ENSG00000102265	TIMP1								214		1	214
ENSG00000102287	GABRE	237	64	50	120	234	21	27	82	734	9	174.333333333333
ENSG00000102290	PCDH11X							496			1	496
ENSG00000102309	PIN4		1132								1	1132
ENSG00000102316	MAGED2			544			357	625		854	4	595
ENSG00000102401	ARMCX3				745						1	745
ENSG00000102409	BEX4		164	239						857	3	420
ENSG00000102445	RUBCNL									1175	1	1175
ENSG00000102466	FGF14				562			220		517	3	433
ENSG00000102468	HTR2A				701						1	701
ENSG00000102531	FNDC3A		510		286						2	398
ENSG00000102543	CDADC1						414				1	414
ENSG00000102580	DNAJC3							674			1	674
ENSG00000102606	ARHGEF7	185								951	2	568
ENSG00000102678	FGF9				544						1	544
ENSG00000102710	SUPT20H		642								1	642
ENSG00000102738	MRPS31			401							1	401
ENSG00000102804	TSC22D1				643						1	643
ENSG00000102878	HSF4		1118								1	1118
ENSG00000102901	CENPT		902								1	902
ENSG00000102924	CBLN1	320	823		101		155	218	263	64	7	277.714285714286
ENSG00000102934	PLLP		609							617	2	613
ENSG00000102984	ZNF821								134		1	134
ENSG00000102996	MMP15	202									1	202
ENSG00000103005	USB1				1050						1	1050
ENSG00000103018	CYB5B									843	1	843
ENSG00000103034	NDRG4					383					1	383
ENSG00000103043	VAC14					491					1	491
ENSG00000103051	COG4				406						1	406
ENSG00000103061	SLC7A6OS		580								1	580
ENSG00000103089	FA2H			525							1	525
ENSG00000103126	AXIN1		957								1	957
ENSG00000103145	HCFC1R1									434	1	434
ENSG00000103152	MPG									748	1	748
ENSG00000103154	NECAB2	365				493					2	429
ENSG00000103168	TAF1C									930	1	930
ENSG00000103187	COTL1							604		227	2	415.5
ENSG00000103245	CIAO3		1011								1	1011
ENSG00000103248	MTHFSD	186									1	186
ENSG00000103266	STUB1						339				1	339
ENSG00000103275	UBE2I	357									1	357
ENSG00000103316	CRYM			564	138			696	14	50	5	292.4
ENSG00000103319	EEF2K		458								1	458
ENSG00000103326	CAPN15									712	1	712
ENSG00000103363	ELOB	245		574		258	421	271		706	6	412.5
ENSG00000103365	GGA2	347		434							2	390.5
ENSG00000103404	USP31								320		1	320
ENSG00000103460	TOX3			286	815						2	550.5
ENSG00000103479	RBL2			258							1	258
ENSG00000103494	RPGRIP1L								349		1	349
ENSG00000103495	MAZ	294									1	294
ENSG00000103512	NOMO1		1149							477	2	813
ENSG00000103528	SYT17				254						1	254
ENSG00000103653	CSK	858					125				2	491.5
ENSG00000103657	HERC1	928									1	928
ENSG00000103710	RASL12			327							1	327
ENSG00000103740	ACSBG1		1181								1	1181
ENSG00000103769	RAB11A		658	223						632	3	504.333333333333
ENSG00000103811	CTSH				793		484				2	638.5
ENSG00000103932	RPAP1		777	141							2	459
ENSG00000103942	HOMER2		682								1	682
ENSG00000103994	ZNF106						278				1	278
ENSG00000104112	SCG3	910	899			147	111		331	809	6	534.5
ENSG00000104164	BLOC1S6				722			367			2	544.5
ENSG00000104219	ZDHHC2									1109	1	1109
ENSG00000104221	BRF2		1021								1	1021
ENSG00000104228	TRIM35	780									1	780
ENSG00000104267	CA2		340								1	340
ENSG00000104290	FZD3		1060								1	1060
ENSG00000104312	RIPK2						148				1	148
ENSG00000104320	NBN						176				1	176
ENSG00000104327	CALB1		93	75	382	35		60	162	25	7	118.857142857143
ENSG00000104341	LAPTM4B		829								1	829
ENSG00000104343	UBE2W				824						1	824
ENSG00000104388	RAB2A		205		700		346				3	417
ENSG00000104408	EIF3E		674		502						2	588
ENSG00000104435	STMN2	57		69	283	229	343		42	268	7	184.428571428571
ENSG00000104450	SPAG1						252				1	252
ENSG00000104490	NCALD	338	582	97	877	207		118	391	354	8	370.5
ENSG00000104529	EEF1D					507					1	507
ENSG00000104635	SLC39A14				683						1	683
ENSG00000104660	LEPROTL1				686						1	686
ENSG00000104722	NEFM	845	209	148	144	233		83	247	207	8	264.5
ENSG00000104723	TUSC3	196	1057	350	175						4	444.5
ENSG00000104756	KCTD9							354			1	354
ENSG00000104763	ASAH1		236								1	236
ENSG00000104805	NUCB1									1211	1	1211
ENSG00000104823	ECH1							120			1	120
ENSG00000104833	TUBB4A							653			1	653
ENSG00000104904	OAZ1	825		495							2	660
ENSG00000104964	TLE5					529				794	2	661.5
ENSG00000104967	NOVA2									659	1	659
ENSG00000104979	C19orf53				428					263	2	345.5
ENSG00000105171	POP4							475			1	475
ENSG00000105185	PDCD5		778		697			394		287	4	539
ENSG00000105193	RPS16		242							663	2	452.5
ENSG00000105202	FBL	968									1	968
ENSG00000105220	GPI				1087						1	1087
ENSG00000105223	PLD3	115	576	70	161		354	450		205	7	275.857142857143
ENSG00000105229	PIAS4								414		1	414
ENSG00000105254	TBCB	865						744		1007	3	872
ENSG00000105255	FSD1									676	1	676
ENSG00000105258	POLR2I		401		819			193			3	471
ENSG00000105270	CLIP3							434	230		2	332
ENSG00000105290	APLP1				826			376		229	3	477
ENSG00000105323	HNRNPUL1			222		199				372	3	264.333333333333
ENSG00000105325	FZR1		763							591	2	677
ENSG00000105372	RPS19				172			585		917	3	558
ENSG00000105373	NOP53					512		611			2	561.5
ENSG00000105376	ICAM5	418									1	418
ENSG00000105401	CDC37							307			1	307
ENSG00000105402	NAPA		1078								1	1078
ENSG00000105404	RABAC1				702			197			2	449.5
ENSG00000105409	ATP1A3		933		436			337		222	4	482
ENSG00000105443	CYTH2						450	615			2	532.5
ENSG00000105472	CLEC11A							312			1	312
ENSG00000105509	HAS1		869								1	869
ENSG00000105514	RAB3D		1116								1	1116
ENSG00000105519	CAPS			62						1214	2	638
ENSG00000105520	PLPPR2		1071								1	1071
ENSG00000105568	PPP2R1A					160					1	160
ENSG00000105576	TNPO2				730						1	730
ENSG00000105583	WDR83OS	725	908				250	662			4	636.25
ENSG00000105613	MAST1	774									1	774
ENSG00000105618	PRPF31			424							1	424
ENSG00000105619	TFPT		333								1	333
ENSG00000105640	RPL18A		725		226						2	475.5
ENSG00000105649	RAB3A	206									1	206
ENSG00000105656	ELL					204					1	204
ENSG00000105677	TMEM147		546								1	546
ENSG00000105695	MAG			301		518			199	428	4	361.5
ENSG00000105696	TMEM59L		128	376	187	480		399		42	6	268.666666666667
ENSG00000105698	USF2				904						1	904
ENSG00000105700	KXD1									1016	1	1016
ENSG00000105701	FKBP8						86			891	2	488.5
ENSG00000105737	GRIK5					274					1	274
ENSG00000105750	ZNF85									1204	1	1204
ENSG00000105793	GTPBP10							698			1	698
ENSG00000105835	NAMPT							652			1	652
ENSG00000105854	PON2					490	471	441			3	467.333333333333
ENSG00000105887	MTPN		479	60	1149					694	4	595.5
ENSG00000105894	PTN								256	547	2	401.5
ENSG00000105926	MPP6				887						1	887
ENSG00000105939	ZC3HAV1	923									1	923
ENSG00000105989	WNT2									802	1	802
ENSG00000105993	DNAJB6				183						1	183
ENSG00000106028	SSBP1		939								1	939
ENSG00000106070	GRB10									389	1	389
ENSG00000106077	ABHD11									1167	1	1167
ENSG00000106089	STX1A	705			530						2	617.5
ENSG00000106105	GARS						235				1	235
ENSG00000106123	EPHB6	749					137		383		3	423
ENSG00000106153	CHCHD2					330	456				2	393
ENSG00000106211	HSPB1		486			41				531	3	352.666666666667
ENSG00000106236	NPTX2	39	78	40	54	74	56	56	64	35	9	55.1111111111111
ENSG00000106245	BUD31			330							1	330
ENSG00000106278	PTPRZ1		772		196						2	484
ENSG00000106290	TAF6									1095	1	1095
ENSG00000106299	WASL	945									1	945
ENSG00000106330	MOSPD3						167				1	167
ENSG00000106346	USP42					388					1	388
ENSG00000106355	LSM5		884					226			2	555
ENSG00000106443	PHF14	374									1	374
ENSG00000106460	TMEM106B				770						1	770
ENSG00000106477	CEP41					323					1	323
ENSG00000106536	POU6F2									1030	1	1030
ENSG00000106537	TSPAN13		1038							791	2	914.5
ENSG00000106554	CHCHD3				558						1	558
ENSG00000106591	MRPL32		388								1	388
ENSG00000106608	URGCP		1142								1	1142
ENSG00000106624	AEBP1		539				216				2	377.5
ENSG00000106633	GCK									1000	1	1000
ENSG00000106638	TBL2						308				1	308
ENSG00000106665	CLIP2						359				1	359
ENSG00000106689	LHX2					185					1	185
ENSG00000106723	SPIN1		651		984						2	817.5
ENSG00000106771	TMEM245		1099							535	2	817
ENSG00000106780	MEGF9		724								1	724
ENSG00000106799	TGFBR1	247			342		287	272			4	287
ENSG00000106829	TLE4								363		1	363
ENSG00000106948	AKNA		648								1	648
ENSG00000106976	DNM1	542					302				2	422
ENSG00000106992	AK1		503								1	503
ENSG00000107104	KANK1									691	1	691
ENSG00000107105	ELAVL2	873				647					2	760
ENSG00000107147	KCNT1							743		958	2	850.5
ENSG00000107164	FUBP3				821						1	821
ENSG00000107186	MPDZ							303			1	303
ENSG00000107262	BAG1		830								1	830
ENSG00000107281	NPDC1								356		1	356
ENSG00000107282	APBA1	513								1046	2	779.5
ENSG00000107295	SH3GL2	810	863		549			388		196	5	561.2
ENSG00000107317	PTGDS	415	36	52	34			48			5	117
ENSG00000107362	ABHD17B		451	555							2	503
ENSG00000107372	ZFAND5	692	230		633					835	4	597.5
ENSG00000107518	ATRNL1		978							103	2	540.5
ENSG00000107551	RASSF4							704			1	704
ENSG00000107560	RAB11FIP2		288		744						2	516
ENSG00000107581	EIF3A	899				627					2	763
ENSG00000107669	ATE1	217				513					2	365
ENSG00000107738	VSIR						219				1	219
ENSG00000107742	SPOCK2	360			443			548		861	4	553
ENSG00000107758	PPP3CB	265	301								2	283
ENSG00000107796	ACTA2	76	54	394							3	174.666666666667
ENSG00000107833	NPM3						479				1	479
ENSG00000107863	ARHGAP21						467				1	467
ENSG00000107872	FBXL15	663	803				372				3	612.666666666667
ENSG00000107937	GTPBP4						303				1	303
ENSG00000107954	NEURL1									896	1	896
ENSG00000107957	SH3PXD2A						348				1	348
ENSG00000107960	STN1				366						1	366
ENSG00000108018	SORCS1									464	1	464
ENSG00000108055	SMC3					652					1	652
ENSG00000108107	RPL28		569		204						2	386.5
ENSG00000108179	PPIF				1051						1	1051
ENSG00000108231	LGI1		329		393						2	361
ENSG00000108256	NUFIP2									669	1	669
ENSG00000108262	GIT1								318		1	318
ENSG00000108298	RPL19	929	527		743			372	447		5	603.6
ENSG00000108309	RUNDC3A				684						1	684
ENSG00000108312	UBTF			489			304				2	396.5
ENSG00000108379	WNT3									1102	1	1102
ENSG00000108384	RAD51C	629									1	629
ENSG00000108389	MTMR4				507	623					2	565
ENSG00000108406	DHX40			431							1	431
ENSG00000108439	PNPO		996								1	996
ENSG00000108551	RASD1		143		48			401		577	4	292.25
ENSG00000108559	NUP88			418							1	418
ENSG00000108561	C1QBP									380	1	380
ENSG00000108590	MED31						453				1	453
ENSG00000108592	FTSJ3					616					1	616
ENSG00000108641	B9D1	716									1	716
ENSG00000108654	DDX5					209					1	209
ENSG00000108679	LGALS3BP		190	452	999			474			4	528.75
ENSG00000108691	CCL2					26					1	26
ENSG00000108774	RAB5C									465	1	465
ENSG00000108788	MLX							570			1	570
ENSG00000108797	CNTNAP1			371	936						2	653.5
ENSG00000108826	MRPL27					469					1	469
ENSG00000108828	VAT1		196	381			266	82		99	5	204.8
ENSG00000108840	HDAC5									1058	1	1058
ENSG00000108852	MPP2	902								1187	2	1044.5
ENSG00000108854	SMURF2					78					1	78
ENSG00000108861	DUSP3				426					849	2	637.5
ENSG00000108946	PRKAR1A		287		365					407	3	353
ENSG00000108947	EFNB3	445	574	163	797			174		135	6	381.333333333333
ENSG00000108953	YWHAE									702	1	702
ENSG00000108960	MMD				594				72		2	333
ENSG00000109016	DHRS7B								210		1	210
ENSG00000109046	WSB1				335						1	335
ENSG00000109107	ALDOC	227			75			651			3	317.666666666667
ENSG00000109118	PHF12			386			417				2	401.5
ENSG00000109133	TMEM33		1040								1	1040
ENSG00000109158	GABRA4								89		1	89
ENSG00000109180	OCIAD1	318	322		132					686	4	364.5
ENSG00000109255	NMU		16		28					36	3	26.6666666666667
ENSG00000109270	LAMTOR3				657						1	657
ENSG00000109332	UBE2D3									846	1	846
ENSG00000109381	ELF2					318	196				2	257
ENSG00000109390	NDUFC1		1080		401			447			3	642.666666666667
ENSG00000109445	ZNF330								148		1	148
ENSG00000109466	KLHL2								59		1	59
ENSG00000109472	CPE	87	136	68	869	107	151		153	181	8	219
ENSG00000109475	RPL34	43	120	375	53	97		150	161		7	142.714285714286
ENSG00000109501	WFS1		1156				241		123	323	4	460.75
ENSG00000109534	GAR1								333		1	333
ENSG00000109536	FRG1	890									1	890
ENSG00000109572	CLCN3				937						1	937
ENSG00000109606	DHX15		1005							713	2	859
ENSG00000109610	SOD3					552					1	552
ENSG00000109654	TRIM2						362				1	362
ENSG00000109680	TBC1D19			566							1	566
ENSG00000109738	GLRB		298								1	298
ENSG00000109756	RAPGEF2				754						1	754
ENSG00000109790	KLHL5								438		1	438
ENSG00000109794	FAM149A		1092								1	1092
ENSG00000109814	UGDH	592									1	592
ENSG00000109846	CRYAB	226		268	1070	164				304	5	406.4
ENSG00000109854	HTATIP2									876	1	876
ENSG00000109861	CTSC									741	1	741
ENSG00000109906	ZBTB16									770	1	770
ENSG00000109929	SC5D	386			853						2	619.5
ENSG00000109956	B3GAT1		824								1	824
ENSG00000109971	HSPA8	48	297		96	109	38	43		83	7	102
ENSG00000110002	VWA5A		454		461			588		78	4	395.25
ENSG00000110013	SIAE									1101	1	1101
ENSG00000110025	SNX15									455	1	455
ENSG00000110066	KMT5B				681						1	681
ENSG00000110074	FOXRED1		1059								1	1059
ENSG00000110076	NRXN2	647									1	647
ENSG00000110107	PRPF19									1076	1	1076
ENSG00000110172	CHORDC1						270				1	270
ENSG00000110200	ANAPC15			541							1	541
ENSG00000110218	PANX1	793	677								2	735
ENSG00000110318	CEP126							727			1	727
ENSG00000110321	EIF4G2		926		803			692			3	807
ENSG00000110330	BIRC2					524					1	524
ENSG00000110422	HIPK3			351							1	351
ENSG00000110429	FBXO3		956								1	956
ENSG00000110436	SLC1A2	800	180		86	586		159	155	56	7	288.857142857143
ENSG00000110492	MDK		342		244		405	274		269	5	306.8
ENSG00000110497	AMBRA1			266							1	266
ENSG00000110536	PTPMT1				1075						1	1075
ENSG00000110651	CD81				584						1	584
ENSG00000110675	ELMOD1	371			472			600		827	4	567.5
ENSG00000110700	RPS13		567								1	567
ENSG00000110711	AIP									1202	1	1202
ENSG00000110768	GTF2H1		699								1	699
ENSG00000110786	PTPN5				529						1	529
ENSG00000110811	P3H3				704						1	704
ENSG00000110876	SELPLG							709			1	709
ENSG00000110881	ASIC1	665	1068								2	866.5
ENSG00000110931	CAMKK2				1120						1	1120
ENSG00000110955	ATP5F1B		871								1	871
ENSG00000110958	PTGES3	841						718		1146	3	901.666666666667
ENSG00000110987	BCL7A							567			1	567
ENSG00000111057	KRT18			514	301					116	3	310.333333333333
ENSG00000111058	ACSS3			551							1	551
ENSG00000111231	GPN3						236				1	236
ENSG00000111269	CREBL2		1098								1	1098
ENSG00000111341	MGP		27			626					2	326.5
ENSG00000111361	EIF2B1	414									1	414
ENSG00000111371	SLC38A1				512						1	512
ENSG00000111445	RFC5				662						1	662
ENSG00000111530	CAND1				726						1	726
ENSG00000111639	MRPL51				900						1	900
ENSG00000111640	GAPDH		125		288		379	47		224	5	212.6
ENSG00000111666	CHPT1									481	1	481
ENSG00000111669	TPI1			221							1	221
ENSG00000111674	ENO2	370		421						133	3	308
ENSG00000111676	ATN1					344					1	344
ENSG00000111678	C12orf57		885					580		746	3	737
ENSG00000111696	NT5DC3	310	155		246					45	4	189
ENSG00000111716	LDHB					642					1	642
ENSG00000111726	CMAS									923	1	923
ENSG00000111737	RAB35						99				1	99
ENSG00000111775	COX6A1	343			1041	449					3	611
ENSG00000111786	SRSF9		844								1	844
ENSG00000111799	COL12A1				855						1	855
ENSG00000111885	MAN1A1	307	188		307						3	267.333333333333
ENSG00000111897	SERINC1	99			91						2	95
ENSG00000111906	HDDC2					606					1	606
ENSG00000111907	TPD52L1	49	847	94	354		356	144			6	307.333333333333
ENSG00000111912	NCOA7			346				428			2	387
ENSG00000111913	RIPOR2								60		1	60
ENSG00000111961	SASH1		746								1	746
ENSG00000112033	PPARD							726			1	726
ENSG00000112038	OPRM1		92		665						2	378.5
ENSG00000112110	MRPL18					321					1	321
ENSG00000112137	PHACTR1				602				96		2	349
ENSG00000112139	MDGA1	329									1	329
ENSG00000112149	CD83				654						1	654
ENSG00000112164	GLP1R		848								1	848
ENSG00000112186	CAP2	312			608					1170	3	696.666666666667
ENSG00000112232	KHDRBS2					279					1	279
ENSG00000112237	CCNC		1179								1	1179
ENSG00000112238	PRDM13	103		304							2	203.5
ENSG00000112276	BVES									132	1	132
ENSG00000112280	COL9A1									1166	1	1166
ENSG00000112290	WASF1								266		1	266
ENSG00000112304	ACOT13									238	1	238
ENSG00000112305	SMAP1					236					1	236
ENSG00000112306	RPS12	606	96	176	349		289				5	303.2
ENSG00000112309	B3GAT2		929		334	158		184			4	401.25
ENSG00000112335	SNX3			92						924	2	508
ENSG00000112365	ZBTB24									716	1	716
ENSG00000112419	PHACTR2		619								1	619
ENSG00000112531	QKI		923	142				374		1178	4	654.25
ENSG00000112576	CCND3		362				455				2	408.5
ENSG00000112667	DNPH1	583									1	583
ENSG00000112685	EXOC2									1027	1	1027
ENSG00000112695	COX7A2				1003	520	255	190			4	492
ENSG00000112697	TMEM30A	941			487						2	714
ENSG00000112701	SENP6					503					1	503
ENSG00000112739	PRPF4B					612					1	612
ENSG00000112769	LAMA4		490					439			2	464.5
ENSG00000112796	ENPP5		713								1	713
ENSG00000112851	ERBIN				1046						1	1046
ENSG00000112874	NUDT12		726								1	726
ENSG00000112902	SEMA5A	120	930				373				3	474.333333333333
ENSG00000112972	HMGCS1		665						159		2	412
ENSG00000112977	DAP				1107						1	1107
ENSG00000113140	SPARC	191	47	81	67	54	34	40	2	75	9	65.6666666666667
ENSG00000113141	IK		1072								1	1072
ENSG00000113161	HMGCR				477		182				2	329.5
ENSG00000113209	PCDHB5		237								1	237
ENSG00000113231	PDE8B	657						513			2	585
ENSG00000113240	CLK4		447								1	447
ENSG00000113269	RNF130				790						1	790
ENSG00000113296	THBS4		734				239				2	486.5
ENSG00000113319	RASGRF2	523	282	90	173						4	267
ENSG00000113327	GABRG2	272			249		269			381	4	292.75
ENSG00000113360	DROSHA	285									1	285
ENSG00000113361	CDH6									1145	1	1145
ENSG00000113387	SUB1				738					1193	2	965.5
ENSG00000113494	PRLR				248			331	441	93	4	278.25
ENSG00000113558	SKP1		989		348	231	72				4	410
ENSG00000113569	NUP155			169							1	169
ENSG00000113621	TXNDC15				680						1	680
ENSG00000113638	TTC33			397							1	397
ENSG00000113645	WWC1					252					1	252
ENSG00000113649	TCERG1					460					1	460
ENSG00000113657	DPYSL3								451		1	451
ENSG00000113734	BNIP1					611					1	611
ENSG00000113742	CPEB4									1173	1	1173
ENSG00000113845	TIMMDC1							626			1	626
ENSG00000113966	ARL6				652						1	652
ENSG00000114062	UBE3A		562								1	562
ENSG00000114098	ARMC8		638								1	638
ENSG00000114115	RBP1		698							797	2	747.5
ENSG00000114120	SLC25A36		894								1	894
ENSG00000114127	XRN1		1150								1	1150
ENSG00000114209	PDCD10		1036								1	1036
ENSG00000114302	PRKAR2A					361					1	361
ENSG00000114315	HES1				1005						1	1005
ENSG00000114316	USP4								209		1	209
ENSG00000114353	GNAI2									1165	1	1165
ENSG00000114391	RPL24				275	137		201	312		4	231.25
ENSG00000114405	C3orf14									845	1	845
ENSG00000114473	IQCG									1062	1	1062
ENSG00000114503	NCBP2		1103								1	1103
ENSG00000114520	SNX4		1090								1	1090
ENSG00000114554	PLXNA1	464									1	464
ENSG00000114573	ATP6V1A	254		218	764						3	412
ENSG00000114631	PODXL2									648	1	648
ENSG00000114646	CSPG5	861			397					540	3	599.333333333333
ENSG00000114686	MRPL3									604	1	604
ENSG00000114742	WDR48		1112								1	1112
ENSG00000114770	ABCC5	554			1078						2	816
ENSG00000114784	EIF1B		274						264		2	269
ENSG00000114867	EIF4G1									934	1	934
ENSG00000114902	SPCS1		974			566					2	770
ENSG00000114904	NEK4		728								1	728
ENSG00000114933	INO80D		958								1	958
ENSG00000114956	DGUOK								397		1	397
ENSG00000115084	SLC35F5		1126								1	1126
ENSG00000115128	SF3B6		436							349	2	392.5
ENSG00000115129	TP53I3				603						1	603
ENSG00000115138	POMC	46	21	17	23	85	11	12	19	47	9	31.2222222222222
ENSG00000115145	STAM2							581			1	581
ENSG00000115155	OTOF								73		1	73
ENSG00000115207	GTF3C2						386				1	386
ENSG00000115241	PPM1G					651					1	651
ENSG00000115252	PDE1A		468								1	468
ENSG00000115268	RPS15	765	181		162						3	369.333333333333
ENSG00000115286	NDUFS7	363									1	363
ENSG00000115289	PCGF1			447							1	447
ENSG00000115295	CLIP4							556			1	556
ENSG00000115306	SPTBN1					424					1	424
ENSG00000115310	RTN4							310			1	310
ENSG00000115350	POLE4	752	705								2	728.5
ENSG00000115368	WDR75								319		1	319
ENSG00000115380	EFEMP1	811							413		2	612
ENSG00000115392	FANCL			559							1	559
ENSG00000115414	FN1				431						1	431
ENSG00000115415	STAT1		252					195		125	3	190.666666666667
ENSG00000115461	IGFBP5	26	81	66	37	33	43	35			7	45.8571428571429
ENSG00000115464	USP34									1122	1	1122
ENSG00000115468	EFHD1		904								1	904
ENSG00000115484	CCT4		670								1	670
ENSG00000115539	PDCL3						483				1	483
ENSG00000115541	HSPE1	508		427	930	82		514		936	6	566.166666666667
ENSG00000115568	ZNF142									993	1	993
ENSG00000115657	ABCB6			430							1	430
ENSG00000115694	STK25									451	1	451
ENSG00000115756	HPCAL1		291		268	498	80	57	129	526	7	264.142857142857
ENSG00000115762	PLEKHB2		1058								1	1058
ENSG00000115828	QPCT	353	197		243			78			4	217.75
ENSG00000115875	SRSF7						117				1	117
ENSG00000115902	SLC1A4						279			391	2	335
ENSG00000115942	ORC2				724						1	724
ENSG00000115944	COX7A2L									638	1	638
ENSG00000115963	RND3					470					1	470
ENSG00000115966	ATF2				950						1	950
ENSG00000116001	TIA1					393					1	393
ENSG00000116005	PCYOX1				976	405	274			519	4	543.5
ENSG00000116014	KISS1R	89		216						565	3	290
ENSG00000116044	NFE2L2		808			487					2	647.5
ENSG00000116095	PLEKHA3	786									1	786
ENSG00000116133	DHCR24	584								371	2	477.5
ENSG00000116147	TNR	888	432								2	660
ENSG00000116161	CACYBP				843						1	843
ENSG00000116171	SCP2		1137								1	1137
ENSG00000116209	TMEM59							410			1	410
ENSG00000116213	WRAP73		743								1	743
ENSG00000116251	RPL22		867								1	867
ENSG00000116260	QSOX1	505	1177								2	841
ENSG00000116288	PARK7				1136						1	1136
ENSG00000116299	KIAA1324									1119	1	1119
ENSG00000116337	AMPD2				713					523	2	618
ENSG00000116353	MECR	480									1	480
ENSG00000116574	RHOU			411							1	411
ENSG00000116604	MEF2D							640		491	2	565.5
ENSG00000116641	DOCK7	707									1	707
ENSG00000116649	SRM				1030					838	2	934
ENSG00000116661	FBXO2	85			148			550		440	4	305.75
ENSG00000116675	DNAJC6	652	750		313	594					4	577.25
ENSG00000116691	MIIP		850								1	850
ENSG00000116698	SMG7		558								1	558
ENSG00000116729	WLS		273							70	2	171.5
ENSG00000116731	PRDM2			191							1	191
ENSG00000116741	RGS2									881	1	881
ENSG00000116752	BCAS2									969	1	969
ENSG00000116793	PHTF1		710								1	710
ENSG00000116857	TMEM9							747		404	2	575.5
ENSG00000116863	ADPRHL2									998	1	998
ENSG00000116871	MAP7D1			242							1	242
ENSG00000116962	NID1	746									1	746
ENSG00000116983	HPCAL4	29	572	212	689	489			158		6	358.166666666667
ENSG00000117016	RIMS3		1130							399	2	764.5
ENSG00000117020	AKT3						322				1	322
ENSG00000117054	ACADM				306						1	306
ENSG00000117069	ST6GALNAC5									882	1	882
ENSG00000117152	RGS4		1101		588	337				230	4	564
ENSG00000117153	KLHL12	600								726	2	663
ENSG00000117154	IGSF21	263			239						2	251
ENSG00000117318	ID3					425				435	2	430
ENSG00000117335	CD46	537	645								2	591
ENSG00000117362	APH1A									943	1	943
ENSG00000117395	EBNA1BP2					399					1	399
ENSG00000117410	ATP6V0B		389	182						895	3	488.666666666667
ENSG00000117411	B4GALT2		1107								1	1107
ENSG00000117448	AKR1A1		817								1	817
ENSG00000117450	PRDX1						464	283			2	373.5
ENSG00000117461	PIK3R3							729			1	729
ENSG00000117569	PTBP2						485				1	485
ENSG00000117598	PLPPR5		1110					438			2	774
ENSG00000117600	PLPPR4		898		157						2	527.5
ENSG00000117602	RCAN3				552						1	552
ENSG00000117616	RSRP1	493			668						2	580.5
ENSG00000117632	STMN1		1051		841					619	3	837
ENSG00000117640	MTFR1L						380				1	380
ENSG00000117676	RPS6KA1									583	1	583
ENSG00000117707	PROX1				884						1	884
ENSG00000117713	ARID1A		878								1	878
ENSG00000117899	MESD									352	1	352
ENSG00000117906	RCN2	277	145		200						3	207.333333333333
ENSG00000117984	CTSD	518	1094								2	806
ENSG00000118058	KMT2A							424			1	424
ENSG00000118160	SLC8A2									302	1	302
ENSG00000118181	RPS25		402		296			147		627	4	368
ENSG00000118200	CAMSAP2	609				293					2	451
ENSG00000118217	ATF6	630									1	630
