symbol	dx
PTTG1IP	MDD
ITGB2	MDD
C21orf67	MDD
LL21NC02-1C16.2	MDD
FAM207A	MDD
LINC00163	MDD
AP001505.9	MDD
LINC00162	MDD
SSR4P1	MDD
AP001579.1	MDD
PRED58	MDD
COL18A1-AS1	MDD
PRED62	MDD
AP001476.2	MDD
AP001471.1	MDD
COL6A2	MDD
GTPBP1	MDD
RP3-508I15.22	MDD
APOBEC3C	MDD
SYNGR1	MDD
TAB1	MDD
MIEF1	MDD
ATF4	MDD
RPS19BP1	MDD
RP3-496C20.1	MDD
TNRC6B	MDD
ADSL	MDD
SGSM3	MDD
RP5-1042K10.13	MDD
AL031594.1	MDD
GAPDHP37	MDD
MIR4766	MDD
ST13	MDD
DNAJB7	MDD
RNU6-379P	MDD
RP11-12M9.3	MDD
RP11-12M9.4	MDD
MIR1281	MDD
RP1-85F18.6	MDD
RP1-85F18.5	MDD
LRRC37A14P	MDD
AL035681.1	MDD
RNU6-495P	MDD
PHF5A	MDD
C22orf46	MDD
CTA-250D10.23	MDD
TNFRSF13C	MDD
CENPM	MDD
LINC00634	MDD
WBP2NL	MDD
NAGA	MDD
NDUFA6	MDD
CYP2D6	MDD
UPK3A	MDD
CITF22-92A6.1	MDD
RP6-109B7.4	MDD
MIR3619	MDD
MIRLET7A3	MDD
MIR4763	MDD
MIRLET7B	MDD
PPARA	MDD
CERK	MDD
RP5-864K19.4	MDD
RP5-1109J22.2	MDD
RP4-657D16.3	MDD
RP5-1024G6.5	MDD
RP4-598G3.1	MDD
RP4-612J11.1	MDD
RP11-296O14.3	MDD
RP11-309H21.2	MDD
RP11-22M7.2	MDD
SF3B14	MDD
AC007682.1	MDD
AC007131.1	MDD
AC007381.2	MDD
AC008074.4	MDD
AC016910.1	MDD
AC093375.1	MDD
AC009961.3	MDD
AC009299.3	MDD
AC104801.1	MDD
AC013401.2	MDD
AC013264.2	MDD
AC093590.1	MDD
AC007879.7	MDD
AC106876.2	MDD
AC097713.4	MDD
RP11-148G20.1	MDD
RP11-493K19.3	MDD
XXcos-LUCA11.4	MDD
RP11-768G7.2	MDD
RP11-538P18.2	MDD
RP11-67M1.1	MDD
CTD-2296D1.2	MDD
CTD-2037K23.2	MDD
CTC-467M3.1	MDD
AC093510.1	MDD
RP11-756H20.1	MDD
PCDHB17	MDD
CTD-2024I7.13	MDD
AC091969.1	MDD
AC091962.3	MDD
NOL5BP	MDD
XXbac-BPG308K3.6	MDD
RP11-35J1.1	MDD
C6orf3	MDD
RP11-458K10.2	MDD
AC009365.3	MDD
RP11-45K10.2	MDD
RP11-32K4.1	MDD
RP11-21C4.1	MDD
hsa-mir-3149	MDD
RP11-37B2.1	MDD
RP11-509J21.1	MDD
RP11-87N24.2	MDD
RP11-536O18.2	MDD
RP11-53B5.1	MDD
RP11-500B12.1	MDD
RP11-360A18.2	MDD
RP11-85O21.2	MDD
RP11-121A14.2	MDD
RP11-498B4.5	MDD
RP11-501J20.2	MDD
RP11-430L3.1	MDD
RP5-1027O15.1	MDD
RP5-1024C24.1	MDD
RP11-159D8.1	MDD
RP11-17G12.3	MDD
AP001258.4	MDD
RP11-855O10.2	MDD
RP11-810P12.5	MDD
RP11-783K16.5	MDD
RP11-399J13.3	MDD
RP11-867G23.8	MDD
SNORA43	MDD
AP002884.2	MDD
RP11-65M17.3	MDD
RP11-629G13.1	MDD
RP11-778H2.1	MDD
RP11-923I11.5	MDD
RP11-620J15.2	MDD
SNORA3	MDD
RP11-163M18.1	MDD
RP11-624J12.1	MDD
RP11-973N13.4	MDD
RP5-1021I20.2	MDD
CTD-2555C10.3	MDD
RP11-1008C21.1	MDD
CTD-2632K10.1	MDD
RP11-387D10.3	MDD
RP11-368J21.3	MDD
RP11-7O14.1	MDD
RP11-140I24.1	MDD
RP11-142I20.1	MDD
RP11-202D1.2	MDD
CTD-2171N6.1	MDD
RP11-619L19.1	MDD
RP11-456O19.2	MDD
RP11-465L10.10	MDD
RP4-569M23.2	MDD
RP1-155G6.4	MDD
PRED57	MDD
AL133493.2	MDD
AL592528.1	MDD
RP5-1104E15.6	MDD
RP4-591N18.2	MDD
RP4-756G23.5	MDD
SOX6	PTSD
SELENOH	PTSD
CTNND1	PTSD
MIF4GD	PTSD
NUP85	PTSD
RGMB	PTSD
LRGUK	PTSD
PHF2	PTSD
MED19	PTSD
TMX2	PTSD
WNT3	PTSD
KANSL1	PTSD
LRRC37A4P	PTSD
PLEKHM1	PTSD
ARL17B	PTSD
LINC02210	PTSD
CRHR1	PTSD
GGA3	PTSD
FAM120AOS	PTSD
RPS26P8	PTSD
RP11-259G18.1	PTSD
DND1P1	PTSD
CRHR1-IT1	PTSD
ARL17A	PTSD
RP11-707O23.5	PTSD
RP11-259G18.3	PTSD
ARHGAP27	PTSD
RP11-259G18.2	PTSD
SPPL2C	PTSD
FMNL1	PTSD
LRRC37A2	PTSD
MAPT	PTSD
RP11-798G7.8	PTSD
LRRC37A17P	PTSD
NSF	PTSD
RP11-995C19.2	PTSD
RP11-798G7.6	PTSD
RNF123	PTSD
MST1R	PTSD
UBA7	PTSD
MAU2	PTSD
CTD-2330K9.3	PTSD
RBM6	PTSD
ACTBP13	PTSD
FAM212A	PTSD
IP6K1	PTSD
AMT	PTSD
IK	PTSD
RBM5	PTSD
CAMKV	PTSD
TCEA2	PTSD
KHK	PTSD
CRLF1	PTSD
SEMA3F	PTSD
LRRC37A	PTSD
GMPPB	PTSD
WDR55	PTSD
RAB27B	PTSD
SORT1	AD
ITGB1BP1	AD
CPSF3	AD
IAH1	AD
ADAM17	AD
RP11-214N9.1	AD
EIF2AK2	AD
CEBPZOS	AD
NDUFAF7	AD
PRKD3	AD
NCK2	AD
BMPR2	AD
FAM117B	AD
ICA1L	AD
KRT8P15	AD
WDR12	AD
CARF	AD
NBEAL1	AD
MME	AD
PCGF3	AD
GAK	AD
TMEM175	AD
DGKQ	AD
SLC26A1	AD
IDUA	AD
CRIPAK	AD
N4BP2	AD
RHOH	AD
OTULIN	AD
ANKH	AD
COX7C	AD
TNIP1	AD
RASGEF1C	AD
HS3ST5	AD
UMAD1	AD
ICA1	AD
TMEM106B	AD
JAZF1	AD
JAZF1-AS1	AD
SEC61G	AD
EGFR	AD
CTSB	AD
RP11-481A20.10	AD
ZNF707	AD
GRINA	AD
SHARPIN	AD
ABCA1	AD
CCDC6	AD
ANK3	AD
RP11-182L21.6	AD
ANXA11	AD
MAT1A	AD
DYDC1	AD
DYDC2	AD
FAM213A	AD
TSPAN14	AD
BLNK	AD
DNTT	AD
OPALIN	AD
PLEKHA1	AD
HTRA1	AD
DDX54	AD
RITA1	AD
IQCD	AD
TPCN1	AD
RP11-545P7.9	AD
SLC8B1	AD
C14orf80	AD
LACTB	AD
RPS27L	AD
RAB8B	AD
APH1B	AD
HERC1	AD
FAM96A	AD
SNX1	AD
SNX22	AD
CSNK1G1	AD
CTSH	AD
RP11-426C22.4	AD
NPIPB11	AD
SMG1P6	AD
BOLA2	AD
NPIPB12	AD
SMG1P2	AD
MAZ	AD
SEZ6L2	AD
ASPHD1	AD
KCTD13	AD
CTD-2574D22.2	AD
TMEM219	AD
TAOK2	AD
HIRIP3	AD
INO80E	AD
DOC2A	AD
C16orf92	AD
FAM57B	AD
PPP4C	AD
TBX6	AD
YPEL3	AD
RP11-455F5.3	AD
GDPD3	AD
RP11-455F5.4	AD
RP11-455F5.6	AD
MAPK3	AD
SLX1A	AD
NPIPB13	AD
SMG1P5	AD
MYLPF	AD
AC002310.14	AD
ZNF764	AD
ZNF689	AD
PRR14	AD
SRCAP	AD
CCDC189	AD
ZNF629	AD
SETD1A	AD
HSD3B7	AD
STX1B	AD
MAF	AD
FOXF1	AD
CDK10	AD
DBNDD1	AD
PRDM7	AD
TUBB8P7	AD
FAM157C	AD
TLCD2	AD
WDR81	AD
SERPINF2	AD
DRC3	AD
MYO15A	AD
ALKBH5	AD
LLGL1	AD
MIEF2	AD
TOP3A	AD
SHMT1	AD
FLJ35934	AD
USP32P2	AD
CTD-2303H24.2	AD
FAM106A	AD
CCDC144B	AD
RUNDC3A	AD
GRN	AD
FAM171A2	AD
ITGA2B	AD
GFAP	AD
PLCD3	AD
TMEM259	AD
CNN2	AD
ABCA7	AD
HMHA1	AD
POLR2E	AD
TCF3	AD
ATP8B3	AD
REXO1	AD
KLF16	AD
CTB-31O20.2	AD
SIGLEC11	AD
SIGLEC16	AD
VRK3	AD
MYADM	AD
LILRB2	AD
RBCK1	AD
RTEL1	AD
LIME1	AD
SLC2A4RG	AD
APP	AD
AP000230.1	AD
AP001596.6	AD
CYYR1-AS1	AD
IGHG1	AD
IGHG3	AD
IGHGP	AD
IGHG4	AD
AL928768.3	AD
IGHV1-67	AD
IGHG2	AD
NCKIPSD	Anorexia
CELSR3	Anorexia
IP6K2	Anorexia
SLC26A6	Anorexia
QRICH1	Anorexia
LAMB2	Anorexia
USP19	Anorexia
QARS	Anorexia
SLC25A20	Anorexia
PRKAR2A	Anorexia
KLHDC8B	Anorexia
ARIH2	Anorexia
	Anorexia
C3orf62	Anorexia
CCDC36	Anorexia
TMEM89	Anorexia
CADM1	Anorexia
ARIH2OS	Anorexia
C3orf84	Anorexia
DALRD3	Anorexia
IMPDH2	Anorexia
USP4	Anorexia
DAG1	Anorexia
P4HTM	Anorexia
UQCRC1	Anorexia
BSN	Anorexia
CCDC71	Anorexia
RHOA	Anorexia
FAM212A	Anorexia
RNF123	Anorexia
CDHR4	Anorexia
AMIGO3	Anorexia
GMPPB	Anorexia
GPX1	Anorexia
MST1	Anorexia
NDUFAF3	Anorexia
IP6K1	Anorexia
UBA7	Anorexia
WDR6	Anorexia
RBM6	Anorexia
NICN1	Anorexia
TRAIP	Anorexia
AMT	Anorexia
COL7A1	Anorexia
RBM5	Anorexia
CAMKV	Anorexia
MON1A	Anorexia
SEMA3F	Anorexia
MGMT	Anorexia
NCAM1	Anorexia
ERLEC1	Anorexia
CHAC2	Anorexia
NEFH	Anorexia
APEH	Anorexia
ZNF804A	Anorexia
ADK	Anorexia
UCN2	Anorexia
TCTA	Anorexia
PLXNB1	Anorexia
FAM19A2	Anorexia
RFPL1	Anorexia
GPR75-ASB3	Anorexia
CDC73	Anorexia
EXOC4	Anorexia
VAMP2	Anorexia
AP1B1	Anorexia
SPATS2	Anorexia
TMEM107	Anorexia
C17orf59	Anorexia
B3GALT2	Anorexia
PTBP2	Anorexia
PER1	Anorexia
GNAT1	Anorexia
CTNNB1	Anorexia
PFKFB4	Anorexia
FOXP1	Anorexia
FBXW12	Anorexia
GPR75	Anorexia
SHISA5	Anorexia
RP11-572O6.1	Anorexia
RP11-3B7.1	Anorexia
BSN-AS2	Anorexia
MST1R	Anorexia
TUSC2	Anorexia
ARL17B	Lefthanded
PLEKHM1	Lefthanded
ARL17A	Lefthanded
LRRC37A	Lefthanded
FMNL1	Lefthanded
LRRC37A2	Lefthanded
NSF	Lefthanded
CRHR1	Lefthanded
SPPL2C	Lefthanded
MAPT	Lefthanded
DND1P1	Lefthanded
KANSL1	Lefthanded
CDK10	Lefthanded
NSFP1	Lefthanded
CRHR1-IT1	Lefthanded
ZSCAN23	Lefthanded
ARHGAP27	Lefthanded
SH2B1	Lefthanded
ZSCAN9	Lefthanded
PPP1R18	Lefthanded
ZKSCAN8	Lefthanded
TUFM	Lefthanded
ZNF184	Lefthanded
NPIPB9	Lefthanded
CHMP1A	Lefthanded
NUPR1	Lefthanded
RPS26P8	Lefthanded
TUBA1C	Lefthanded
NMT1	Lefthanded
SULT1A2	Lefthanded
DDAH2	Lefthanded
HLA-F	Lefthanded
ZKSCAN3	Lefthanded
BAG6	Lefthanded
SULT1A1	Lefthanded
LRRC37A17P	Lefthanded
CENPBD1	Lefthanded
FLOT1	Lefthanded
ZSCAN31	Lefthanded
AMIGO1	Lefthanded
NAP1L5	Lefthanded
NPIPB7	Lefthanded
ZNF192P2	Lefthanded
EIF3C	Lefthanded
HLA-DQA1	Lefthanded
BCR	Lefthanded
HLA-G	Lefthanded
ATP2A1	Lefthanded
KCTD19	Lefthanded
FES	Lefthanded
TMEM258	BIP
FADS2	BIP
CACNA1C	BIP
FADS1	BIP
BTN2A1	BIP
HIST1H4L	BIP
RP5-966M1.6	BIP
HIST1H2BN	BIP
HIST1H1B	BIP
DOCK2	BIP
ITIH4	BIP
GNL3	BIP
MYRF	BIP
FAM196B	BIP
TMEM110-MUSTN1	BIP
GLT8D1	BIP
TMEM110	BIP
TRIM26	BIP
SFTA2	BIP
OR2B2	BIP
NEK4	BIP
PBRM1	BIP
RP11-451M19.3	BIP
BTN3A2	BIP
SMIM4	BIP
MSRA	BIP
SPCS1	BIP
ITIH3	BIP
NMB	BIP
HIST1H2BL	BIP
STAB1	BIP
MUSTN1	BIP
ZNF592	BIP
UBTF	BIP
ADD3	BIP
NT5DC2	BIP
WDR73	BIP
SP4	BIP
TLR9	BIP
RBPJL	BIP
SFMBT1	BIP
TRIM31	BIP
TRANK1	BIP
RPS6KA2	BIP
PACS1	BIP
BCL11B	BIP
ITIH1	BIP
CACNB2	BIP
HIST1H2AJ	BIP
CUL4A	BIP
KCNB1	BIP
ZSCAN2	BIP
PLEC	BIP
SSBP2	BIP
SUMO2	BIP
PARP10	BIP
ZKSCAN4	BIP
WFDC5	BIP
OSBPL2	BIP
GRIN2A	BIP
FKBP2	BIP
SEC11A	BIP
PGBD1	BIP
ZKSCAN8	BIP
ALAS1	BIP
DPCR1	BIP
STK4	BIP
CERS6	BIP
NT5C	BIP
PALM2-AKAP2	BIP
AKAP2	BIP
GABBR1	BIP
PRM2	BIP
ZSCAN16	BIP
C17orf53	BIP
HIST1H3I	BIP
ASB16	BIP
RBMS3	BIP
LRRC57	BIP
MACROD1	BIP
ALOX5AP	BIP
SYNE1	BIP
PACSIN2	BIP
MAD1L1	BIP
ZSCAN31	BIP
HTR6	BIP
CNTN5	BIP
FEN1	BIP
TRPT1	BIP
STARD9	BIP
FURIN	BIP
STARD7	BIP
MSH5-SAPCD1	BIP
MSH5	BIP
MRPS33	BIP
C11orf80	BIP
RCOR2	BIP
ZNF445	BIP
WSCD2	BIP
PCID2	BIP
XPNPEP1	BIP
TMUB2	BIP
UBE2E3	BIP
ZNF165	BIP
EML1	BIP
CADM2	BIP
PRKCB	BIP
HAPLN4	BIP
ZNF365	BIP
MARK2	BIP
SH3RF3	BIP
VWA7	BIP
YWHAE	BIP
VPS45	BIP
TRIM38	BIP
CD47	BIP
PLEKHO1	BIP
MATN4	BIP
AGPAT1	BIP
HIST1H2AL	BIP
ADCY2	BIP
SLC22A7	BIP
TMEM127	BIP
SPTBN2	BIP
C15orf53	BIP
GRINA	BIP
DFNA5	BIP
TBC1D21	BIP
SEMG1	BIP
HIST1H3J	BIP
CLIC1	BIP
SLC17A1	BIP
PRRC2A	BIP
SLC4A1	BIP
TERF2	BIP
AC005609.1	BIP
RP11-894J14.5	BIP
ZSCAN12	BIP
DSCR4	BIP
TMEM108	BIP
GAL3ST3	BIP
KIAA1143	BIP
KIF15	BIP
HDAC5	BIP
HIST1H4A	BIP
TMED6	BIP
PI3	BIP
ZNF501	BIP
ARNTL	BIP
SEMG2	BIP
PROZ	BIP
HN1	BIP
PLEKHA8	BIP
SHANK2	BIP
CLCN2	BIP
ZNF318	BIP
ANK3	BIP
PLEKHA2	BIP
CWF19L1	BIP
PCDHA6	BIP
NCAM1	BIP
RP11-776H12.1	BIP
HNRNPA1P46	BIP
AC012307.3	BIP
ITPRIPL1	BIP
ARID5A	BIP
LMAN2L	BIP
ZNF804A	BIP
DCLK3	BIP
AC011816.1	BIP
LYZL4	BIP
WDR82	BIP
GLYCTK	BIP
RP5-1157M23.2	BIP
AC092661.1	BIP
HOMER1	BIP
MSH3	BIP
PCDHA13	BIP
PCDHB15	BIP
CMAHP	BIP
FTSJ2	BIP
WIPF3	BIP
C10orf137	BIP
RP11-755F10.1	BIP
PELI3	BIP
RP11-629G13.1	BIP
NDFIP2	BIP
RGS6	BIP
CINP	BIP
C15orf40	BIP
BTBD1	BIP
EFTUD1P1	BIP
RP11-182J1.16	BIP
RP13-262C2.3	BIP
RP11-182J1.14	BIP
CSPG4P11	BIP
AC103965.1	BIP
RP11-182J1.10	BIP
RP11-182J1.13	BIP
CSPG4P5	BIP
LINC00933	BIP
CSPG4P12	BIP
RP11-473I1.9	BIP
RP11-231C14.3	BIP
RP11-231C14.4	BIP
HSD11B2	BIP
GOSR1	BIP
ASB16-AS1	BIP
RP5-882C2.2	BIP
HLF	BIP
MMD	BIP
NPLOC4	BIP
SLPI	BIP
CSE1L	BIP
MCHR1	BIP
XPNPEP3	BIP
PSMB4	BIP
ADRA2B	BIP
PSD2	BIP
CTC-329D1.3	BIP
PCDHA9	BIP
PCDHB7	BIP
PCDHGA2	BIP
AC110781.3	BIP
TTYH3	BIP
AC007285.6	BIP
DAGLA	BIP
C11orf95	BIP
RCOR1	BIP
BAG5	BIP
RP11-73M18.6	BIP
CAPN3	BIP
EFTUD1	BIP
CSPG4P8	BIP
RN7SL61P	BIP
CSPG4P9	BIP
RP11-345J4.5	BIP
ASPHD1	BIP
TMEM219	BIP
INO80E	BIP
MAPK3	BIP
UNC119	BIP
PIGS	BIP
TWF1P1	BIP
CPD	BIP
TSSK6	BIP
STAU1	BIP
AL022476.2	BIP
CHD8	OCD
SCUBE1	OCD
KCNB1	OCD
TUBGCP5	OCD
CYFIP1	OCD
NIPA2	OCD
NIPA1	OCD
WHAMMP3	OCD
GOLGA8	OCD
AEN	OCD
ISG20	OCD
ICAN	OCD
HAPLN3	OCD
MFGE8	OCD
OPRL1	GAD
LRRC37A	GAD
KANSL1	GAD
RP11-123K3.4	GAD
PLEKHM1	GAD
CRHR1	GAD
ARL17B	GAD
CGREF1	GAD
RGS19	GAD
TRAF3	GAD
ESR1	GAD
WNT3	GAD
RNF123	GAD
PHF2	GAD
STH	GAD
NSF	GAD
IP6K1	GAD
CDHR4	GAD
LRRC37A2	GAD
ARNTL	GAD
C20orf201	GAD
ARHGAP27	GAD
SPPL2C	GAD
TCEA2	GAD
MAPT	GAD
FLOT2	GAD
NUP85	GAD
AGBL5	GAD
CTNNA2	GAD
ANKS1B	GAD
STX1B	GAD
FTSJ2	GAD
SETD1A	SCZ
CUL1	SCZ
XPO7	SCZ
TRIO	SCZ
CACNA1G	SCZ
SP4	SCZ
GRIA3	SCZ
GRIN2A	SCZ
HERC1	SCZ
RB1CC1	SCZ
HCN4	SCZ
AKAP11	SCZ
ZNF136	SCZ
SRRM2	SCZ
NR3C2	SCZ
ZMYM2	SCZ
FAM120A	SCZ
FAM178A	SCZ
KDM6B	SCZ
DNM3	SCZ
ASH1L	SCZ
STAG1	SCZ
HIST1H1E	SCZ
PREP	SCZ
MAGEC1	SCZ
MAGI2	SCZ
DAGLA	SCZ
OR4P4	SCZ
SLC22A11	SCZ
ANKRD12	SCZ
SV2A	SCZ
EIF2S3	SCZ
TES	OCD
GIMAP2	OCD
KRT1	OCD
PCMTD2	OCD
RAPGEF5	OCD
ZNF235	OCD
CALML4	OCD
MAD1L1	OCD
RBL2	OCD
KCNH8	OCD
SLC27A4	OCD
CLCA4	OCD
TNFRSF9	OCD
MFSD12	OCD
LRRC30	OCD
COG8	OCD
PTGS1	OCD
RTCB	OCD
AQP4	OCD
NPEPL1	OCD
HIPK1	OCD
LRRC15	OCD
SMPD1	OCD
DEAF1	OCD
SEL1L3	OCD
SLC25A12	OCD
NARFL	OCD
CCT6A	OCD
KIR3DL1	OCD
NRXN3	OCD
PIGR	OCD
TFCP2L1	OCD
TMEM133	OCD
TMOD3	OCD
WEE1	OCD
PTPRC	OCD
RNF181	OCD
CDC14A	OCD
RNPEP	OCD
PXDNL	OCD
COCH	OCD
NCAPD2	OCD
ACADM	OCD
SELE	OCD
SFRP2	OCD
TMPRSS13	OCD
OR6K6	OCD
RFWD3	OCD
DOK7	OCD
SPARCL1	OCD
INPP5K	OCD
RFC4	OCD
MSANTD4	OCD
TAS2R16	OCD
SLC9B1	OCD
RGS4	OCD
CLCN1	OCD
ZFYVE26	OCD
RNF148	OCD
SLC16A6	OCD
RABEP1	OCD
OR52I2	OCD
AIMP1	OCD
DSP	OCD
GPATCH2L	OCD
MYO18A	OCD
IZUMO3	OCD
CHRAC1	OCD
SLITRK5	OCD
GPSM1	OCD
NADK2	OCD
GBGT1	OCD
LPIN1	OCD
TOB1	OCD
ZFR2	OCD
C2orf42	OCD
OR7E24	OCD
YIPF3	OCD
FKBP8	OCD
CDC42EP1	OCD
SSTR4	OCD
CORO1C	OCD
PIGH	OCD
FOCAD	OCD
NLRP14	OCD
PCBP4	OCD
LPAR6	OCD
MKL2	OCD
FOXI1	OCD
IGF2R	OCD
SYNPO2L	OCD
IREB2	OCD
OR2D2	OCD
RAB31	OCD
ASMTL	OCD
MRPL39	OCD
MFSD9	OCD
ATP2B1	OCD
PTDSS1	OCD
MMP17	OCD
REXO2	OCD
FBXW5	OCD
ABCA4	OCD
TIPRL	OCD
TMEM86B	OCD
ZNF23	OCD
TMEM33	OCD
LAMB2	OCD
BCL9L	OCD
LSAMP	OCD
ABCC12	OCD
OR10A5	OCD
C18orf21	OCD
ASGR2	OCD
MAN1C1	OCD
SLC39A1	OCD
PBX2	OCD
RANBP17	OCD
ZNF521	OCD
FSCB	OCD
C2CD3	OCD
TM4SF19	OCD
SEC22C	OCD
CYBA	OCD
COL18A1	OCD
C16orf62	OCD
CRB2	OCD
PKP1	OCD
DMD	OCD
SLC30A7	OCD
SLC9C2	OCD
TRIM72	OCD
BEX4	OCD
LCE1C	OCD
YEATS2	OCD
ALX4	OCD
BACE2	OCD
PATZ1	OCD
ZCCHC10	OCD
PDCD6IP	OCD
CLGN	OCD
PYGO2	OCD
KCNU1	OCD
NDUFS7	OCD
YARS2	OCD
OPRL1	OCD
RABL2B	OCD
UBASH3B	OCD
KNOP1	OCD
PCDHB6	OCD
OR52N4	OCD
MCM4	OCD
SNCAIP	OCD
RNF144A	OCD
RARS2	OCD
CACNA2D3	OCD
ZNF573	OCD
GPRIN1	OCD
CCS	OCD
LONRF1	OCD
TRPA1	OCD
TSPAN17	OCD
KIAA1462	OCD
CHD4	OCD
DCAF6	OCD
PAM	OCD
MYT1	OCD
DMRTA1	OCD
FAM135B	OCD
PLAU	OCD
TMOD4	OCD
RRP1B	OCD
C6orf47	OCD
RABGAP1L	OCD
GPR149	OCD
LEP	OCD
FBXW4	OCD
TSHZ3	OCD
NAE1	OCD
TMEM248	OCD
SYNRG	OCD
RHBDL2	OCD
TENM1	OCD
MSL2	OCD
LZTR1	OCD
CMTM2	OCD
SPANXN4	OCD
ZNF2	OCD
APEH	OCD
BRCA2	OCD
CCNB1IP1	OCD
GABRB1	OCD
KCNK16	OCD
SGSM1	OCD
SPAG17	OCD
MAGED1	OCD
KDM3B	OCD
MAPK7	OCD
AGO3	OCD
U2SURP	OCD
SETD5	OCD
TOP3A	OCD
ZNF418	OCD
IKBKE	OCD
INPP4B	OCD
ASAP1	OCD
ZNF77	OCD
ASXL3	OCD
HLA-A	OCD
PRPF38B	OCD
SLC35F5	OCD
C19orf44	OCD
SPCS1	OCD
NEK4	OCD
TMEM110	OCD
SFMBT1	OCD
RPL35	OCD
HSPA5	OCD
TIMM10	OCD
LOC101928274	OCD
VSIG10	OCD
MEDAG	OCD
POSTN	OCD
ACAP1	OCD
PER1	OCD
TMEM107	OCD
SNORD118	OCD
BORCS6	OCD
CTC1	OCD
NEFH	OCD
ITIH4	OCD
DENND1A	OCD
TMEM110-MUSTN1	OCD
STIMATE	OCD
CADM2	OCD
SERPING1	OCD
ACO2	OCD
ACSF2	OCD
ARHGEF15	OCD
MLLT3	OCD
RFT1	OCD
CIT	OCD
ZC3H7B	OCD
ZDHHC5	OCD
ANO4	OCD
MUSTN1	OCD
IP6K2	OCD
CHAD	OCD
TMX2	OCD
TOB2	OCD
TBL1XR1	OCD
COX10	OCD
BTN3A2	OCD
SELENOH	OCD
CTNND1	OCD
PHF5A	OCD
CASTOR3	OCD
PEX5L	OCD
YWHAB	OCD
SEMA6D	OCD
COBL	OCD
POLR3H	OCD
TAOK3	OCD
TEF	OCD
FOXP1	OCD
KIFC1	OCD
IGSF11	OCD
VAMP2	OCD
AURKB	OCD
QARS	OCD
HFM1	OCD
ACP4	OCD
NRXN1	OCD
ETFDH	OCD
TAPBP	OCD
RANGAP1	OCD
STAG3	OCD
MED19	OCD
TTC7A	OCD
ARIH2	OCD
PRKAR2A	OCD
LRCH1	OCD
XRCC6	OCD
ZNF804B	OCD
MCHR2	OCD
NCKIPSD	OCD
RARS	OCD
HIST1H4A	OCD
CSNK1A1L	OCD
KIAA0556	OCD
SERTAD2	OCD
LCE1E	OCD
PVRIG	OCD
SPATS2	OCD
RHEBL1	OCD
PAF1	OCD
CCDC171	OCD
GTF3C1	OCD
MAGI2	OCD
SLC25A20	OCD
VCL	OCD
SLC6A11	OCD
OR13C8	OCD
SIVA1	OCD
CELSR3	OCD
WDR46	OCD
PTBP2	OCD
KRBA2	OCD
EVL	OCD
USP19	OCD
UBE2G1	OCD
PPP6C	OCD
PRG4	OCD
C17orf51	OCD
USP13	OCD
TFPI	OCD
YPEL3	OCD
SLC35G6	OCD
INTS4	OCD
DEGS2	OCD
SIRPA	OCD
SSBP3	OCD
ASB13	OCD
RABEPK	OCD
APRT	OCD
DAXX	OCD
CSDC2	OCD
P4HTM	OCD
NOS1	OCD
PSMD6	OCD
LRFN5	OCD
STXBP5	OCD
ZBTB4	OCD
C4orf46	OCD
QRICH1	OCD
BAG6	OCD
PHOSPHO2	OCD
MT1G	OCD
ZKSCAN3	OCD
POU5F1	OCD
ZBTB41	OCD
KLHL3	OCD
ZSCAN12	OCD
ABAT	ASD
ABCA10	ASD
ABCA13	ASD
ABCA7	ASD
ABCE1	ASD
ACE	ASD
ACHE	ASD
ACTB	ASD
ACTL6B	ASD
ACTN4	ASD
ACY1	ASD
ADA	ASD
ADCY3	ASD
ADCY5	ASD
ADK	ASD
ADNP	ASD
ADORA3	ASD
ADSL	ASD
ADSS2	ASD
AFF2	ASD
AGAP1	ASD
AGAP2	ASD
AGBL4	ASD
AGMO	ASD
AGO1	ASD
AGO2	ASD
AGO3	ASD
AGO4	ASD
AGTR2	ASD
AHDC1	ASD
AHI1	ASD
AHNAK	ASD
AKAP9	ASD
ALDH1A3	ASD
ALDH5A1	ASD
ALG6	ASD
AMPD1	ASD
AMT	ASD
ANK2	ASD
ANK3	ASD
ANKRD11	ASD
ANKRD17	ASD
ANKS1B	ASD
ANP32A	ASD
ANXA1	ASD
AP1S2	ASD
AP2S1	ASD
APBA2	ASD
APBB1	ASD
APH1A	ASD
ARF3	ASD
ARHGAP11B	ASD
ARHGAP32	ASD
ARHGAP5	ASD
ARHGEF10	ASD
ARHGEF9	ASD
ARID1B	ASD
ARID2	ASD
ARNT2	ASD
ARX	ASD
ADORA2A	ASD
ADRB2	ASD
AR	ASD
ASAP2	ASD
ASB14	ASD
ASH1L	ASD
ASMT	ASD
ASPM	ASD
ASTN2	ASD
ASXL3	ASD
ATP10A	ASD
ATP1A1	ASD
ATP1A3	ASD
ATP2B2	ASD
ATP6V0A2	ASD
ATRX	ASD
AUTS2	ASD
AVPR1A	ASD
AZGP1	ASD
BAZ2B	ASD
BBS4	ASD
BCAS1	ASD
BCKDK	ASD
BCL11A	ASD
BCORL1	ASD
BICRA	ASD
BIRC6	ASD
BRAF	ASD
BRCA2	ASD
BRD4	ASD
BRSK2	ASD
BRWD3	ASD
BST1	ASD
BTAF1	ASD
BTRC	ASD
C12orf57	ASD
C15orf62	ASD
C4B	ASD
CA6	ASD
CACNA1A	ASD
AVPR1B	ASD
BICDL1	ASD
CACNA1B	ASD
CACNA1C	ASD
