NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
TAVOR_CEBPA_TARGETS_DN	32	17		
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	45	41		
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	26	22		
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	76	52		
KANG_IMMORTALIZED_BY_TERT_UP	88	48		
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	162	114		
ROETH_TERT_TARGETS_UP	14		Rejected!	
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	131	75		
VERNELL_RETINOBLASTOMA_PATHWAY_UP	69	38		
NGUYEN_NOTCH1_TARGETS_DN	83	64		
PETROVA_PROX1_TARGETS_DN	56	35		
HOEGERKORP_CD44_TARGETS_DIRECT_DN	14		Rejected!	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	29	17		
MENSE_HYPOXIA_UP	100	83		
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	174	153		
BASSO_CD40_SIGNALING_UP	103	61		
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN	14		Rejected!	
PETROVA_PROX1_TARGETS_UP	25		Rejected!	
KIM_HYPOXIA	17	17		
LIANG_SILENCED_BY_METHYLATION_2	58	21		
LY_AGING_PREMATURE_DN	30	18		
BROWNE_HCMV_INFECTION_20HR_UP	235	193		
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	87	77		
URS_ADIPOCYTE_DIFFERENTIATION_UP	66	47		
BROWNE_HCMV_INFECTION_16HR_UP	223	188		
ABE_VEGFA_TARGETS_2HR	35	19		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	21		Rejected!	
NATSUME_RESPONSE_TO_INTERFERON_BETA_UP	70	44		
WEBER_METHYLATED_IN_COLON_CANCER	18		Rejected!	
WHITESIDE_CISPLATIN_RESISTANCE_UP	11		Rejected!	
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2	36	29		
ZHOU_TNF_SIGNALING_4HR	50	44		
GENTILE_UV_LOW_DOSE_UP	25	17		
BROWNE_HCMV_INFECTION_16HR_DN	83	55		
WESTON_VEGFA_TARGETS_6HR	50	24		
RHODES_CANCER_META_SIGNATURE	65	55		
HARRIS_HYPOXIA	81	55		
BROWNE_HCMV_INFECTION_10HR_DN	57	41		
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	87	64		
SU_TESTIS	80	37		
RODWELL_AGING_KIDNEY_NO_BLOOD_DN	148	123		
ZHANG_RESPONSE_TO_CANTHARIDIN_UP	15		Rejected!	
CHANG_IMMORTALIZED_BY_HPV31_DN	60	33		
BROWNE_HCMV_INFECTION_24HR_DN	145	105		
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	11		Rejected!	
BROWNE_HCMV_INFECTION_14HR_DN	290	195		
BROWNE_INTERFERON_RESPONSIVE_GENES	67	45		
BROWNE_HCMV_INFECTION_8HR_UP	105	70		
MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP	71	60		
WESTON_VEGFA_TARGETS_12HR	27		Rejected!	
KRASNOSELSKAYA_ILF3_TARGETS_UP	40	26		
BROWNE_HCMV_INFECTION_20HR_DN	102	71		
MEDINA_SMARCA4_TARGETS	36	28		
LEONARD_HYPOXIA	41	32		
KAYO_AGING_MUSCLE_DN	124	100		
INGA_TP53_TARGETS	16		Rejected!	
LINDVALL_IMMORTALIZED_BY_TERT_DN	73	47		
RODWELL_AGING_KIDNEY_DN	148	113		
KANG_DOXORUBICIN_RESISTANCE_UP	54		Rejected!	
BROWNE_HCMV_INFECTION_48HR_DN	482	315		
BROWNE_HCMV_INFECTION_48HR_UP	180	127		
WESTON_VEGFA_TARGETS	95	51		
BROWNE_HCMV_INFECTION_8HR_DN	48	22		
VERRECCHIA_RESPONSE_TO_TGFB1_C2	21	16		
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN	33	20		
RHODES_UNDIFFERENTIATED_CANCER	69	44		
BROWNE_HCMV_INFECTION_14HR_UP	156	114		
VERRECCHIA_RESPONSE_TO_TGFB1_C1	19		Rejected!	
DAZARD_RESPONSE_TO_UV_NHEK_UP	223	158		
ZHU_CMV_ALL_UP	107	83		
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	54	42		
ZHU_CMV_8_HR_DN	50	37		
ZHU_CMV_24_HR_DN	84	56		
BROWNE_HCMV_INFECTION_18HR_DN	182	120		
YIH_RESPONSE_TO_ARSENITE_C4	17		Rejected!	
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	28	18		
KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	261	208		
GENTILE_UV_RESPONSE_CLUSTER_D6	35	30		
BROWNE_HCMV_INFECTION_18HR_UP	172	133		
ZHANG_RESPONSE_TO_CANTHARIDIN_DN	67	59		
ZHOU_TNF_SIGNALING_30MIN	51	44		
ZHU_CMV_ALL_DN	119	82		
GENTILE_UV_HIGH_DOSE_UP	23		Rejected!	
SU_LIVER	58		Rejected!	
CHIBA_RESPONSE_TO_TSA_DN	21		Rejected!	
SONG_TARGETS_OF_IE86_CMV_PROTEIN	55	33		
GEISS_RESPONSE_TO_DSRNA_UP	39	28		
ABE_VEGFA_TARGETS	19		Rejected!	
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	36	30		
LIANG_SILENCED_BY_METHYLATION_DN	11		Rejected!	
MOREIRA_RESPONSE_TO_TSA_DN	18		Rejected!	
BROWNE_HCMV_INFECTION_10HR_UP	98	73		
LIU_SMARCA4_TARGETS	50	32		
WHITESIDE_CISPLATIN_RESISTANCE_DN	13		Rejected!	
KALMA_E2F1_TARGETS	11		Rejected!	
ZHU_CMV_24_HR_UP	82	72		
BROWNE_HCMV_INFECTION_12HR_UP	112	79		
RAMASWAMY_METASTASIS_UP	66	52		
DAZARD_RESPONSE_TO_UV_SCC_UP	105	80		
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	94	63		
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	32	19		
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5	23	19		
BROWNE_HCMV_INFECTION_6HR_UP	63	35		
DAZARD_UV_RESPONSE_CLUSTER_G1	62	49		
LY_AGING_OLD_DN	56	35		
SEMENZA_HIF1_TARGETS	36	26		
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	185	105		
YIH_RESPONSE_TO_ARSENITE_C3	31	18		
XU_GH1_AUTOCRINE_TARGETS_DN	131	95		
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	160	93		
LY_AGING_MIDDLE_DN	16		Rejected!	
BROWNE_HCMV_INFECTION_24HR_UP	146	112		
SESTO_RESPONSE_TO_UV_C3	22	17		
JI_RESPONSE_TO_FSH_UP	68	57		
ABE_VEGFA_TARGETS_30MIN	29	15		
BROWNE_HCMV_INFECTION_6HR_DN	164	117		
ZHU_CMV_8_HR_UP	41	23		
WELCSH_BRCA1_TARGETS_DN	141	121		
DASU_IL6_SIGNALING_SCAR_DN	16		Rejected!	
URS_ADIPOCYTE_DIFFERENTIATION_DN	31	19		
BROWNE_HCMV_INFECTION_12HR_DN	100	70		
MAHAJAN_RESPONSE_TO_IL1A_UP	77	39		
DAZARD_UV_RESPONSE_CLUSTER_G2	30	18		
WESTON_VEGFA_TARGETS_3HR	66	38		
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46	37		
BILD_MYC_ONCOGENIC_SIGNATURE	210	135		
BILD_HRAS_ONCOGENIC_SIGNATURE	251	147		
KIM_LRRC3B_TARGETS	30	24		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534	396		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	471	292		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	223		
SINGH_NFE2L2_TARGETS	14		Rejected!	
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	64	59		
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	49	47		
HILLION_HMGA1_TARGETS	84	63		
HILLION_HMGA1B_TARGETS	86	64		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	55		
MARSON_BOUND_BY_E2F4_UNSTIMULATED	713	427		
YEGNASUBRAMANIAN_PROSTATE_CANCER	135	67		
RIGGINS_TAMOXIFEN_RESISTANCE_DN	221	176		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	30	19		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	41	22		
STEIN_ESRRA_TARGETS_UP	385	320		
STEIN_ESRRA_TARGETS_DN	105	84		
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15		Rejected!	
WONG_MITOCHONDRIA_GENE_MODULE	218	199		
WONG_PROTEASOME_GENE_MODULE	50	46		
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	74	47		
FINETTI_BREAST_CANCER_KINOME_RED	16		Rejected!	
FINETTI_BREAST_CANCER_KINOME_GREEN	16		Rejected!	
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	256	166		
MASSARWEH_RESPONSE_TO_ESTRADIOL	62	42		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	166	80		
MARZEC_IL2_SIGNALING_UP	115	66		
MARZEC_IL2_SIGNALING_DN	36	26		
FUJII_YBX1_TARGETS_DN	194	112		
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	18		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	38		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	97		
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20		Rejected!	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	59	17		
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	354	274		
ACEVEDO_LIVER_CANCER_DN	540	370		
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	274	173		
MITSIADES_RESPONSE_TO_APLIDIN_DN	250	177		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	82	54		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	99	47		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38	16		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10		Rejected!	
SMID_BREAST_CANCER_LUMINAL_B_UP	169	102		
SMID_BREAST_CANCER_LUMINAL_A_UP	85	40		
SMID_BREAST_CANCER_LUMINAL_A_DN	18		Rejected!	
SMID_BREAST_CANCER_ERBB2_UP	151	78		
SMID_BREAST_CANCER_BASAL_DN	699	438		
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	9		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_UP	8		Rejected!	
MOSERLE_IFNA_RESPONSE	31	20		
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	20		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP	6		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	43		Rejected!	
WEBER_METHYLATED_HCP_IN_SPERM_DN	29		Rejected!	
WEBER_METHYLATED_HCP_IN_SPERM_UP	20		Rejected!	
GAURNIER_PSMD4_TARGETS	73	25		
AUJLA_IL22_AND_IL17A_SIGNALING	11		Rejected!	
HONMA_DOCETAXEL_RESISTANCE	35	34		
MATZUK_OVULATION	15		Rejected!	
MATZUK_MEIOTIC_AND_DNA_REPAIR	39	19		
CHUNG_BLISTER_CYTOTOXICITY_UP	136	107		
WHITEFORD_PEDIATRIC_CANCER_MARKERS	117	53		
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	31	15		
WEST_ADRENOCORTICAL_TUMOR_UP	298	231		
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	25	18		
DONATO_CELL_CYCLE_TRETINOIN	6		Rejected!	
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	122	73		
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	76	52		
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	18		Rejected!	
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	22		Rejected!	
LU_TUMOR_ANGIOGENESIS_UP	25	16		
CHEN_HOXA5_TARGETS_6HR_UP	10		Rejected!	
HUANG_DASATINIB_RESISTANCE_DN	70	52		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	54	50		
MALONEY_RESPONSE_TO_17AAG_DN	77	67		
BLUM_RESPONSE_TO_SALIRASIB_DN	341	227		
WINTER_HYPOXIA_METAGENE	243	172		
CROMER_TUMORIGENESIS_UP	58	22		
MUELLER_PLURINET	299	207		
ISHIKAWA_STING_SIGNALING	10		Rejected!	
MIKI_COEXPRESSED_WITH_CYP19A1	7		Rejected!	
BEIER_GLIOMA_STEM_CELL_DN	67	59		
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	163	72		
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	134	57		
MOOTHA_HUMAN_MITODB_6_2002	432	372		
MOOTHA_PGC	421	373		
MOOTHA_TCA	16	15		
LEE_LIVER_CANCER_SURVIVAL_DN	180	145		
LEE_LIVER_CANCER_SURVIVAL_UP	187	95		
MOOTHA_MITOCHONDRIA	451	379		
MOOTHA_ROS	7		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	22		Rejected!	
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	77	53		
REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS	8		Rejected!	
GU_PDEF_TARGETS_UP	71	47		
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	46	30		
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	52	44		
PALOMERO_GSI_SENSITIVITY_UP	7		Rejected!	
RAY_ALZHEIMERS_DISEASE	13		Rejected!	
HUNSBERGER_EXERCISE_REGULATED_GENES	31	23		
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	23	18		
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	49	23		
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	61	23		
LINDSTEDT_DENDRITIC_CELL_MATURATION_B	49	30		
MARTINELLI_IMMATURE_NEUTROPHIL_DN	13		Rejected!	
NUTT_GBM_VS_AO_GLIOMA_DN	46	42		
ZHANG_INTERFERON_RESPONSE	24		Rejected!	
MIZUKAMI_HYPOXIA_DN	6		Rejected!	
YOSHIMURA_MAPK8_TARGETS_UP	1277		Rejected!	
RUIZ_TNC_TARGETS_DN	143	74		
VANTVEER_BREAST_CANCER_ESR1_UP	149	115		
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	84	46		
HINATA_NFKB_TARGETS_FIBROBLAST_UP	81	52		
LEE_EARLY_T_LYMPHOCYTE_UP	111	35		
LI_WILMS_TUMOR	27		Rejected!	
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	459	272		
MELLMAN_TUT1_TARGETS_UP	20	18		
HSIAO_HOUSEKEEPING_GENES	397	375		
CROONQUIST_IL6_DEPRIVATION_DN	95	38		
CROONQUIST_STROMAL_STIMULATION_UP	56	36		
CROONQUIST_NRAS_SIGNALING_DN	70	26		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	97	52		
VALK_AML_CLUSTER_7	27		Rejected!	
VALK_AML_CLUSTER_8	25	17		
JISON_SICKLE_CELL_DISEASE_UP	182	142		
JISON_SICKLE_CELL_DISEASE_DN	186	150		
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	190	162		
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN	53	39		
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	53	36		
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	47	38		
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	51	33		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	179	83		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	179	85		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP	26		Rejected!	
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	194	172		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	138	96		
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN	70	43		
HOSHIDA_LIVER_CANCER_SURVIVAL_DN	113	80		
KAPOSI_LIVER_CANCER_MET_DN	6		Rejected!	
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	53	44		
YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN	17		Rejected!	
YAMASHITA_LIVER_CANCER_STEM_CELL_UP	47	24		
YAMASHITA_LIVER_CANCER_STEM_CELL_DN	76	26		
WOO_LIVER_CANCER_RECURRENCE_UP	105	76		
WOO_LIVER_CANCER_RECURRENCE_DN	78	44		
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP	12		Rejected!	
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN	6		Rejected!	
SCHOEN_NFKB_SIGNALING	34	15		
NGO_MALIGNANT_GLIOMA_1P_LOH	15	15		
TSAI_DNAJB4_TARGETS_UP	13		Rejected!	
UROSEVIC_RESPONSE_TO_IMIQUIMOD	19		Rejected!	
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	45		Rejected!	
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD	21		Rejected!	
WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP	13		Rejected!	
WEBER_METHYLATED_ICP_IN_FIBROBLAST	21		Rejected!	
WEBER_METHYLATED_ICP_IN_SPERM_UP	8		Rejected!	
WEBER_METHYLATED_ICP_IN_SPERM_DN	13		Rejected!	
WEBER_METHYLATED_LCP_IN_SPERM_UP	15		Rejected!	
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	55	32		
STEIN_ESR1_TARGETS	83	55		
STEIN_ESRRA_TARGETS	529	432		
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	18		Rejected!	
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP	82	70		
KOBAYASHI_EGFR_SIGNALING_24HR_DN	253	121		
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	281	212		
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	266	170		
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	194	117		
CAIRO_HEPATOBLASTOMA_DN	267	136		
CAIRO_HEPATOBLASTOMA_CLASSES_UP	612	484		
CAIRO_HEPATOBLASTOMA_CLASSES_DN	214	143		
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	162	102		
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	36	24		
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	49	29		
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	19		Rejected!	
ZHAN_MULTIPLE_MYELOMA_LB_DN	40	27		
DANG_REGULATED_BY_MYC_UP	68	58		
DANG_REGULATED_BY_MYC_DN	251	187		
DANG_MYC_TARGETS_UP	130	106		
DANG_MYC_TARGETS_DN	31	23		
DORN_ADENOVIRUS_INFECTION_12HR_UP	28	17		
DORN_ADENOVIRUS_INFECTION_12HR_DN	33	21		
DORN_ADENOVIRUS_INFECTION_24HR_UP	12		Rejected!	
DORN_ADENOVIRUS_INFECTION_24HR_DN	42	28		
DORN_ADENOVIRUS_INFECTION_32HR_UP	11		Rejected!	
DORN_ADENOVIRUS_INFECTION_32HR_DN	38	26		
DORN_ADENOVIRUS_INFECTION_48HR_UP	14		Rejected!	
DORN_ADENOVIRUS_INFECTION_48HR_DN	39	26		
TIAN_TNF_SIGNALING_VIA_NFKB	26		Rejected!	
TIAN_TNF_SIGNALING_NOT_VIA_NFKB	22	15		
WONG_EMBRYONIC_STEM_CELL_CORE	335	256		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	89	31		
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	85	41		
MOOTHA_PYR	8		Rejected!	
MOOTHA_FFA_OXYDATION	24	21		
MOOTHA_GLUCONEOGENESIS	31	22		
MOOTHA_GLYCOGEN_METABOLISM	21	17		
MOOTHA_GLYCOLYSIS	21	15		
NAKAMURA_ADIPOGENESIS_EARLY_DN	35	24		
NAKAMURA_ADIPOGENESIS_LATE_DN	35	25		
DAZARD_UV_RESPONSE_CLUSTER_G5	12		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G28	20		Rejected!	
DASU_IL6_SIGNALING_DN	7		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN	9		Rejected!	
HOFFMAN_CLOCK_TARGETS_UP	10		Rejected!	
WHITFIELD_CELL_CYCLE_LITERATURE	44	15		
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	53	29		
WU_APOPTOSIS_BY_CDKN1A_NOT_VIA_TP53	11		Rejected!	
BROWNE_HCMV_INFECTION_30MIN_UP	54	32		
BROWNE_HCMV_INFECTION_30MIN_DN	145	71		
BROWNE_HCMV_INFECTION_1HR_UP	51	31		
BROWNE_HCMV_INFECTION_1HR_DN	218	134		
BROWNE_HCMV_INFECTION_2HR_UP	40	26		
BROWNE_HCMV_INFECTION_2HR_DN	48	26		
BROWNE_HCMV_INFECTION_4HR_UP	50	27		
BROWNE_HCMV_INFECTION_4HR_DN	252	175		
WHITFIELD_CELL_CYCLE_G1_S	133	86		
WHITFIELD_CELL_CYCLE_S	150	92		
WHITFIELD_CELL_CYCLE_G2	168	103		
WHITFIELD_CELL_CYCLE_G2_M	198	129		
WHITFIELD_CELL_CYCLE_M_G1	126	104		
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	22	17		
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	51	35		
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	371	227		
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	145	94		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	228	149		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	323	130		
WIERENGA_STAT5A_TARGETS_UP	202	122		
WIERENGA_STAT5A_TARGETS_GROUP1	127	77		
WIERENGA_STAT5A_TARGETS_GROUP2	54	31		
WIERENGA_PML_INTERACTOME	42	36		
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	116	80		
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP	211	132		
BHAT_ESR1_TARGETS_VIA_AKT1_UP	281	187		
JOHNSTONE_PARVB_TARGETS_2_UP	144	122		
ZHU_SKIL_TARGETS_DN	9		Rejected!	
KIM_PTEN_TARGETS_UP	18	15		
KIM_PTEN_TARGETS_DN	5		Rejected!	
WANG_TNF_TARGETS	26		Rejected!	
DELPUECH_FOXO3_TARGETS_DN	40	28		
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	57	30		
DORMOY_ELAVL1_TARGETS	18		Rejected!	
FEVR_CTNNB1_TARGETS_DN	555	391		
FARDIN_HYPOXIA_9	7		Rejected!	
FARDIN_HYPOXIA_11	32	30		
WINZEN_DEGRADED_VIA_KHSRP	100	47		
WACKER_HYPOXIA_TARGETS_OF_VHL	13		Rejected!	
LIU_TOPBP1_TARGETS	14		Rejected!	
WANG_THOC1_TARGETS_UP	5		Rejected!	
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	46	27		
LE_NEURONAL_DIFFERENTIATION_DN	19		Rejected!	
STEINER_ERYTHROCYTE_MEMBRANE_GENES	14		Rejected!	
KRIEG_HYPOXIA_VIA_KDM3A	53	28		
KRIEG_KDM3A_TARGETS_NOT_HYPOXIA	200	159		
LIU_IL13_PRIMING_MODEL	15		Rejected!	
PHONG_TNF_TARGETS_UP	63	36		
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	164	103		
PHONG_TNF_RESPONSE_NOT_VIA_P38	341	252		
ABDELMOHSEN_ELAVL4_TARGETS	16		Rejected!	
YU_BAP1_TARGETS	29	16		
BOUDOUKHA_BOUND_BY_IGF2BP2	108	97		
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	150	86		
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	78	47		
PECE_MAMMARY_STEM_CELL_UP	140	124		
ABRAMSON_INTERACT_WITH_AIRE	44	38		
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	28	26		
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	23	18		
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	125	49		
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	64	30		
SMIRNOV_RESPONSE_TO_IR_2HR_UP	53	39		
SMIRNOV_RESPONSE_TO_IR_2HR_DN	57	36		
SMIRNOV_RESPONSE_TO_IR_6HR_UP	168	122		
SMIRNOV_RESPONSE_TO_IR_6HR_DN	114	59		
GHANDHI_DIRECT_IRRADIATION_UP	105	38		
GHANDHI_BYSTANDER_IRRADIATION_UP	84	34		
WARTERS_RESPONSE_TO_IR_SKIN	82	47		
WARTERS_IR_RESPONSE_5GY	50	27		
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_2HR	8		Rejected!	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	84	37		
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	127	58		
ZWANG_EGF_PERSISTENTLY_UP	34	27		
ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF	54	27		
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	232	143		
ZWANG_EGF_INTERVAL_DN	239	144		
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	20		Rejected!	
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN	5		Rejected!	
HECKER_IFNB1_TARGETS	95	44		
FARMER_BREAST_CANCER_CLUSTER_5	19	15		
HUANG_DASATINIB_SENSITIVITY_UP	80	58		
BIOCARTA_FEEDER_PATHWAY	9		Rejected!	
BIOCARTA_PROTEASOME_PATHWAY	19	19		
BIOCARTA_KREB_PATHWAY	8		Rejected!	
BIOCARTA_RELA_PATHWAY	15		Rejected!	
BIOCARTA_NO1_PATHWAY	28	17		
BIOCARTA_CSK_PATHWAY	22		Rejected!	
BIOCARTA_SRCRPTP_PATHWAY	11		Rejected!	
BIOCARTA_AMI_PATHWAY	20		Rejected!	
BIOCARTA_ARAP_PATHWAY	17	17		
BIOCARTA_AGR_PATHWAY	33	22		
BIOCARTA_AKAP95_PATHWAY	11		Rejected!	
BIOCARTA_AKT_PATHWAY	22	19		
BIOCARTA_ALK_PATHWAY	37	22		
BIOCARTA_AT1R_PATHWAY	27	26		
BIOCARTA_ACE2_PATHWAY	13		Rejected!	
BIOCARTA_ASBCELL_PATHWAY	15		Rejected!	
BIOCARTA_DNAFRAGMENT_PATHWAY	10		Rejected!	
BIOCARTA_CHEMICAL_PATHWAY	18	15		
BIOCARTA_SPPA_PATHWAY	16		Rejected!	
BIOCARTA_ATM_PATHWAY	20	15		
BIOCARTA_AGPCR_PATHWAY	11		Rejected!	
