H369 clusters	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
124	LEF1	3.96E-289	1.46607778	0.873	0.114	2.35E-284
124	GPC3	2.07E-169	1.55302981	0.544	0.075	1.23E-164
124	TCF7L2	1.51E-144	1.46378564	0.886	0.268	8.98E-140
124	CCN3	8.77E-128	1.04305906	0.623	0.128	5.22E-123
124	RSPO2	5.46E-121	1.27260427	0.684	0.158	3.25E-116
124	IL1RAPL2	3.66E-116	2.55321027	0.706	0.184	2.18E-111
124	LUZP2	3.85E-105	1.94015521	0.987	0.67	2.29E-100
124	KCNC2	2.72E-101	1.57248871	0.991	0.659	1.62E-96
124	BICC1	3.44E-100	1.47784238	0.838	0.327	2.05E-95
124	STK32B	1.20E-95	1.27158553	0.68	0.191	7.15E-91
124	HTR2C	9.33E-95	1.77277354	0.987	0.523	5.55E-90
124	CNTNAP3	5.66E-81	0.86481113	0.807	0.33	3.37E-76
124	LINGO2	8.76E-77	1.39914459	0.996	0.894	5.21E-72
124	SULF1	1.01E-76	0.82798275	0.64	0.177	6.03E-72
124	AC022433.1	1.81E-73	0.91845428	0.408	0.081	1.08E-68
124	MAML2	4.12E-73	1.47802045	0.943	0.689	2.45E-68
124	ZFHX3	2.97E-71	1.27834268	0.996	0.831	1.77E-66
124	TRPC5	1.09E-69	1.34591309	0.803	0.361	6.51E-65
124	SAMD3	1.22E-69	0.84620646	0.816	0.293	7.26E-65
124	NECTIN3	5.90E-66	0.97812731	0.811	0.349	3.51E-61
124	PLCE1	2.54E-64	1.23636355	0.618	0.228	1.51E-59
124	RASGEF1B	7.27E-61	1.08914152	0.772	0.339	4.33E-56
124	VWC2	1.22E-59	1.11474336	0.807	0.372	7.24E-55
124	EPHA3	4.65E-57	1.02972299	0.737	0.301	2.77E-52
124	SCN9A	7.54E-57	0.85251423	0.978	0.793	4.48E-52
124	SEMA6D	4.90E-56	0.94158414	0.952	0.541	2.91E-51
124	HECW1	7.70E-54	1.08711558	0.939	0.745	4.58E-49
124	UNC5D	2.36E-51	1.22671291	0.965	0.734	1.40E-46
124	TBL1X	1.73E-50	0.86879875	0.807	0.434	1.03E-45
124	MMP16	2.55E-47	0.87490513	0.961	0.838	1.51E-42
124	NPAS3	3.64E-47	0.95479591	0.991	0.84	2.17E-42
124	DPP10	6.27E-47	0.92205298	0.978	0.764	3.73E-42
124	AC110023.1	3.63E-46	0.88412569	0.807	0.419	2.16E-41
124	TMEFF2	6.48E-46	1.04107721	0.965	0.856	3.85E-41
124	TENM3-AS1	8.20E-46	1.2557213	0.754	0.404	4.87E-41
124	NYAP2	2.13E-42	0.9773423	0.882	0.724	1.27E-37
124	XACT	8.70E-42	0.81145792	0.741	0.336	5.17E-37
124	MAML3	1.72E-39	0.85550815	0.895	0.54	1.02E-34
124	CRB1	8.12E-34	0.8708509	0.689	0.424	4.83E-29
124	CTNNA3	1.73E-29	0.88364668	0.816	0.597	1.03E-24
124	AC027288.3	2.12E-28	0.82285527	0.763	0.514	1.26E-23
124	TENM3	2.80E-26	0.82570833	0.947	0.874	1.67E-21
124	AC139720.1	7.46E-26	0.91799288	0.513	0.259	4.44E-21
124	INPP4B	5.37E-23	0.96937965	0.886	0.708	3.19E-18
124	SLIT2	1.52E-22	0.95597573	0.917	0.798	9.05E-18
124	CDH12	1.42E-21	0.97449552	0.737	0.495	8.45E-17
124	CNTN5	2.30E-21	1.04118253	0.882	0.696	1.37E-16
124	LINC01505	1.05E-20	0.95081894	0.728	0.517	6.24E-16
124	FSTL5	1.62E-19	0.9553556	0.855	0.637	9.65E-15
125	EYA1	7.61E-189	1.70244505	0.652	0.093	4.53E-184
125	SIM1	1.26E-107	1.19396456	0.733	0.184	7.49E-103
125	RND3	7.79E-106	1.08404882	0.681	0.173	4.63E-101
125	NFIB	6.12E-103	1.23735494	0.843	0.22	3.64E-98
125	SPON1	2.04E-101	1.80620166	0.848	0.322	1.21E-96
125	AC007091.1	4.78E-98	1.41349182	0.533	0.11	2.84E-93
125	ANGPT1	3.83E-97	1.47229162	0.676	0.178	2.28E-92
125	MIR99AHG	5.80E-95	1.54878417	0.99	0.9	3.45E-90
125	ONECUT2	1.01E-90	1.04631601	0.838	0.269	6.02E-86
125	CACNA2D1	7.64E-84	1.44111349	0.995	0.839	4.55E-79
125	DCC	4.81E-81	1.68362793	0.976	0.696	2.86E-76
125	PLPPR1	7.55E-79	1.81735899	0.871	0.452	4.49E-74
125	TCF4	9.31E-78	1.29628329	0.981	0.571	5.54E-73
125	PTPRK	1.76E-77	1.89174866	0.867	0.419	1.05E-72
125	GHR	2.40E-76	1.82795941	0.838	0.426	1.43E-71
125	KCNIP4	2.92E-72	1.79931173	0.986	0.944	1.74E-67
125	CHODL	7.29E-71	1.03660972	0.652	0.203	4.34E-66
125	NCKAP5	1.99E-68	1.52944658	0.829	0.416	1.18E-63
125	NELL2	4.69E-68	1.24184423	0.971	0.766	2.79E-63
125	RAB27B	2.91E-65	1.53846907	0.867	0.627	1.73E-60
125	NFIA	2.78E-61	1.28070026	0.8	0.353	1.66E-56
125	PTPRG-AS1	6.55E-57	1.15205478	0.771	0.405	3.90E-52
125	GRIK1	9.90E-57	1.62726403	0.886	0.521	5.89E-52
125	LMO3	2.65E-55	1.2204246	0.752	0.339	1.58E-50
125	SPOCK1	3.16E-55	1.29964584	0.905	0.626	1.88E-50
125	MGST1	3.88E-54	1.06435294	0.567	0.191	2.31E-49
125	CNTN3	4.34E-53	1.12730118	0.871	0.502	2.58E-48
125	BACH1	5.93E-49	1.39925031	0.795	0.479	3.53E-44
125	RNF220	1.55E-48	2.06186361	0.6	0.275	9.20E-44
125	AC109466.1	4.64E-48	2.25435986	0.648	0.283	2.76E-43
125	CNTN4	1.75E-47	1.27457559	0.943	0.714	1.04E-42
125	TMEFF2	2.72E-47	1.17750036	0.948	0.856	1.62E-42
125	AC110296.1	6.64E-47	1.54955351	0.714	0.416	3.95E-42
125	AC008415.1	1.61E-46	1.98829668	0.586	0.228	9.55E-42
125	CDH8	7.88E-46	1.0289321	0.91	0.712	4.69E-41
125	LAMA2	1.15E-45	1.35409776	0.514	0.198	6.83E-41
125	STARD13	2.24E-45	1.05868212	0.714	0.364	1.33E-40
125	PTPRG	1.03E-44	1.06025535	0.962	0.805	6.13E-40
125	AC096576.3	6.88E-44	1.30693697	0.519	0.206	4.09E-39
125	PRKG1	3.53E-43	1.06151829	0.976	0.81	2.10E-38
125	GLRA3	1.67E-42	1.0984889	0.819	0.574	9.93E-38
125	AC096576.2	1.29E-41	1.33289978	0.51	0.205	7.66E-37
125	PDE7B	1.62E-37	1.18069684	0.824	0.563	9.61E-33
125	CASC15	1.79E-37	1.16338801	0.776	0.535	1.07E-32
125	PDGFD	1.20E-36	1.10060452	0.562	0.234	7.14E-32
125	SDK1	2.02E-28	1.15529517	0.776	0.546	1.20E-23
125	PDZRN4	6.81E-27	1.28373588	0.514	0.238	4.05E-22
125	PLCH1	1.74E-26	1.24424841	0.586	0.333	1.04E-21
125	GRM3	2.90E-24	1.08931331	0.662	0.437	1.73E-19
125	AL359232.1	9.85E-23	1.05813595	0.676	0.502	5.86E-18
126	FAM9B	1.64E-108	1.02294039	0.561	0.098	9.77E-104
126	SLC17A6	2.41E-57	1.31588858	0.852	0.465	1.43E-52
126	ANKRD30A	4.71E-41	0.62396902	0.233	0.041	2.80E-36
126	PRLR	1.17E-40	0.96922522	0.751	0.352	6.97E-36
126	ZFHX3	3.40E-38	1.02824176	0.958	0.831	2.02E-33
126	STMN2	4.29E-32	0.89425256	0.952	0.913	2.55E-27
126	NPTX2	2.49E-30	0.66039558	0.46	0.172	1.48E-25
126	HS3ST4	1.20E-28	0.69337814	0.651	0.3	7.14E-24
126	AC055839.2	1.52E-28	0.71035517	0.905	0.675	9.02E-24
126	PEG10	1.63E-28	0.89347359	0.942	0.748	9.71E-24
126	GAP43	3.75E-28	0.70296615	0.926	0.863	2.23E-23
126	DIRAS3	5.14E-28	0.86727811	0.794	0.52	3.06E-23
126	TUBA1B	2.08E-26	0.76873031	0.952	0.865	1.24E-21
126	LINC01568	3.70E-25	0.71163084	0.508	0.23	2.20E-20
126	ZCCHC12	6.81E-25	1.3117178	0.751	0.466	4.05E-20
126	ARHGAP24	3.45E-23	0.75963515	0.741	0.443	2.05E-18
126	TMEM59L	4.40E-23	0.69721978	0.984	0.9	2.62E-18
126	CALB1	5.97E-23	0.78901272	0.55	0.264	3.55E-18
126	HACD3	7.77E-23	0.63586895	0.915	0.86	4.62E-18
126	TUBB2A	2.67E-22	1.01621866	0.926	0.803	1.59E-17
126	CALY	1.04E-21	0.72986326	0.979	0.957	6.18E-17
126	LINGO2	2.08E-21	0.64873987	0.942	0.895	1.24E-16
126	ARHGDIG	4.40E-21	0.61292816	0.772	0.543	2.61E-16
126	PCSK1N	1.74E-20	0.78900965	0.958	0.904	1.04E-15
126	LINC01515	2.39E-20	0.59984684	0.28	0.092	1.42E-15
126	TUBA1A	3.80E-20	0.86183592	0.905	0.82	2.26E-15
126	SPARCL1	1.02E-19	0.62538608	0.545	0.285	6.09E-15
126	FTL	1.17E-19	0.70998018	0.873	0.708	6.96E-15
126	TUBB	2.68E-19	0.62703982	0.899	0.736	1.60E-14
126	CALB2	8.21E-19	0.62876606	0.81	0.621	4.88E-14
126	PGRMC1	2.01E-18	0.62071881	0.905	0.783	1.20E-13
126	RASGEF1B	2.33E-18	0.82291639	0.587	0.34	1.39E-13
126	SNCG	4.25E-18	0.64632501	0.857	0.664	2.53E-13
126	RPL10	1.64E-17	0.66032888	0.815	0.657	9.76E-13
126	MAN1A1	3.88E-17	0.60756629	0.661	0.428	2.31E-12
126	SARAF	4.37E-16	0.62045029	0.937	0.904	2.60E-11
126	RPL7A	4.38E-16	0.65775711	0.772	0.618	2.60E-11
126	NTNG1	5.06E-16	0.83613223	0.714	0.483	3.01E-11
126	NNAT	6.48E-16	0.6558257	0.804	0.567	3.85E-11
126	NDN	7.18E-16	0.62216037	0.794	0.582	4.27E-11
126	HSPA8	2.32E-15	0.7486894	0.794	0.623	1.38E-10
126	UBC	2.45E-15	0.61045891	0.81	0.67	1.46E-10
126	LUZP2	3.30E-15	0.60804132	0.847	0.67	1.96E-10
126	HSP90AB1	6.70E-15	0.6516293	0.952	0.902	3.99E-10
126	CLSTN2	3.27E-14	0.72203788	0.772	0.635	1.95E-09
126	RPL13	3.49E-14	0.61870817	0.772	0.661	2.07E-09
126	SPOCK3	3.61E-14	0.72397656	0.942	0.769	2.15E-09
126	SDK1	1.20E-13	0.71392917	0.751	0.546	7.13E-09
126	FTH1	1.40E-13	0.61570852	0.921	0.821	8.35E-09
126	GAPDH	2.48E-12	0.65209919	0.915	0.866	1.47E-07
127	AC244258.1	2.42E-191	1.22671454	0.902	0.163	1.44E-186
127	MYO5B	1.76E-183	1.33707435	0.981	0.207	1.05E-178
127	AC018467.1	5.82E-161	1.33101117	0.935	0.231	3.46E-156
127	CFAP299	4.49E-141	1.26933245	0.967	0.241	2.67E-136
127	TANC1	6.74E-137	1.21888484	0.986	0.293	4.01E-132
127	ACTN2	9.61E-125	1.18404352	0.986	0.325	5.71E-120
127	MAMDC2	1.98E-119	1.15287382	0.958	0.321	1.18E-114
127	LHFPL6	3.58E-115	1.41859001	0.995	0.334	2.13E-110
127	SLC4A4	1.10E-113	1.62025442	1	0.446	6.54E-109
127	LTBP1	3.40E-113	1.27066385	0.926	0.276	2.02E-108
127	NEAT1	2.82E-111	1.97951415	1	0.446	1.68E-106
127	PPARGC1A	9.83E-108	1.28929669	0.986	0.421	5.85E-103
127	CDH6	9.28E-104	1.14431599	0.981	0.374	5.52E-99
127	AC138305.1	1.36E-103	1.36409623	0.772	0.2	8.11E-99
127	PLXDC2	4.27E-100	1.6019472	1	0.791	2.54E-95
127	DIAPH2	1.89E-98	1.44541264	1	0.608	1.12E-93
127	FRAS1	7.11E-98	1.43877635	1	0.549	4.23E-93
127	PCSK5	1.09E-97	1.26833552	0.991	0.411	6.51E-93
127	GALNTL6	1.99E-94	1.71006977	1	0.834	1.19E-89
127	AC120193.1	6.25E-92	1.34306564	0.995	0.487	3.72E-87
127	TAFA1	1.38E-91	1.61367239	1	0.597	8.24E-87
127	ADARB2	1.78E-91	1.73616408	1	0.568	1.06E-86
127	ASTN2	3.03E-91	1.25930806	1	0.853	1.80E-86
127	ARPP21	5.07E-91	1.49336742	1	0.675	3.02E-86
127	KIAA1217	3.15E-90	1.35875885	0.995	0.64	1.87E-85
127	TNR	3.32E-89	1.30181671	1	0.713	1.98E-84
127	HS6ST3	1.39E-87	1.32069585	1	0.84	8.29E-83
127	CELF2	2.75E-87	1.40034087	1	0.893	1.64E-82
127	ADGRL2	4.14E-86	1.29578271	0.995	0.783	2.46E-81
127	UTRN	7.77E-86	1.34660878	1	0.602	4.62E-81
127	ADCY2	2.63E-85	1.36196387	0.995	0.557	1.56E-80
127	MGAT5	5.34E-85	1.2855584	1	0.752	3.17E-80
127	KCTD8	1.28E-83	1.29538268	1	0.552	7.63E-79
127	UNC13C	1.37E-83	1.36338314	1	0.594	8.14E-79
127	DGKB	1.36E-82	1.28209409	1	0.89	8.10E-78
127	RYR3	3.26E-81	1.3335544	0.991	0.632	1.94E-76
127	DPP6	2.13E-80	1.1546146	1	0.928	1.27E-75
127	NKAIN2	3.84E-80	1.30266345	1	0.825	2.28E-75
127	GABRB2	4.06E-80	1.2497739	1	0.666	2.41E-75
127	FAT3	8.27E-80	1.32609616	1	0.735	4.92E-75
127	FRMD5	1.58E-79	1.14294591	1	0.835	9.39E-75
127	RAPGEF5	1.95E-78	1.16917328	0.991	0.569	1.16E-73
127	TMEM132B	6.65E-77	1.14544324	1	0.727	3.96E-72
127	TOX	2.25E-76	1.24848639	1	0.692	1.34E-71
127	NTM	3.40E-76	1.23379433	1	0.806	2.02E-71
127	RBMS3	6.22E-76	1.22626575	1	0.818	3.70E-71
127	CALN1	1.92E-75	1.14150825	1	0.795	1.14E-70
127	PLCL1	1.54E-72	1.196638	0.995	0.727	9.15E-68
127	RGS6	4.45E-71	1.20418807	0.995	0.504	2.64E-66
127	PCDH9	4.91E-68	1.15703634	1	0.972	2.92E-63
128	PGR	9.07E-142	1.43619461	0.652	0.105	5.40E-137
128	MCTP2	1.18E-111	1.32219708	0.631	0.126	7.01E-107
128	AC012459.1	5.09E-109	0.94547042	0.652	0.14	3.03E-104
128	KCNK2	8.59E-104	1.29480968	0.823	0.249	5.11E-99
128	ESR1	1.02E-95	1.34577338	0.833	0.264	6.07E-91
128	LINC01568	1.62E-95	0.98480968	0.783	0.229	9.62E-91
128	SPARCL1	3.33E-92	1.33302346	0.859	0.284	1.98E-87
128	DCHS2	2.51E-83	1.4260305	0.874	0.36	1.49E-78
128	AC139720.1	9.44E-83	1.33964872	0.768	0.258	5.61E-78
128	AASS	1.08E-81	1.26551035	0.732	0.25	6.43E-77
128	AC079298.3	5.13E-81	1.53351318	0.803	0.309	3.05E-76
128	ANKRD30A	2.07E-79	1.52475306	0.303	0.041	1.23E-74
128	PRLR	1.91E-78	1.25516632	0.894	0.351	1.14E-73
128	SPATS2L	1.13E-75	1.41464526	0.965	0.621	6.69E-71
128	ADAMTS6	9.33E-75	1.64438791	0.652	0.193	5.55E-70
128	NPY1R	2.71E-74	0.94248389	0.843	0.346	1.61E-69
128	RPS6KA3	1.37E-73	1.33296513	0.934	0.597	8.17E-69
128	FGF13	2.53E-69	1.6061751	0.955	0.704	1.51E-64
128	INPP4B	4.40E-69	1.63650058	0.975	0.708	2.61E-64
128	ENOX2	1.15E-68	1.65800049	0.788	0.352	6.83E-64
128	GLRA2	4.13E-68	1.47013451	0.919	0.492	2.45E-63
128	RASGEF1B	2.18E-65	1.23874038	0.833	0.339	1.30E-60
128	ZCCHC12	3.32E-65	1.27708854	0.955	0.466	1.97E-60
128	SPOCK3	7.77E-65	1.46446956	0.975	0.769	4.62E-60
128	AC068587.4	9.99E-63	1.36978502	0.97	0.764	5.94E-58
128	ZFHX3	1.56E-60	1.19545907	0.995	0.831	9.26E-56
128	MDGA2	2.73E-53	0.98294235	0.995	0.982	1.62E-48
128	PDE4D	9.36E-52	0.91687926	1	0.968	5.57E-47
128	EDA	6.15E-51	1.0677161	0.641	0.236	3.66E-46
128	CAVIN2-AS1	1.12E-50	1.01810043	0.722	0.317	6.68E-46
128	MARCHF1	1.17E-49	1.07658327	1	0.92	6.94E-45
128	NAV3	2.04E-49	0.95987214	0.995	0.956	1.22E-44
128	EFNA5	1.26E-48	1.02638391	0.985	0.853	7.48E-44
128	AKAP13	1.96E-47	0.95869214	0.874	0.576	1.17E-42
128	TENM1	1.30E-44	1.1312915	0.939	0.7	7.72E-40
128	OLFM3	3.90E-44	1.01376995	0.98	0.773	2.32E-39
128	TMEM108	5.08E-44	1.31194647	0.949	0.791	3.02E-39
128	SLC44A5	1.79E-42	1.02430709	0.919	0.559	1.07E-37
128	LINGO2	4.55E-42	0.9427408	0.99	0.895	2.71E-37
128	PBX3	6.27E-40	0.93055907	0.798	0.42	3.73E-35
128	DAB1	1.07E-37	1.08525403	0.975	0.89	6.37E-33
128	PRKD1	4.08E-37	1.30159899	0.803	0.533	2.43E-32
128	AC117461.1	2.74E-33	0.94223939	0.606	0.28	1.63E-28
128	TMEFF2	4.23E-33	0.91288148	0.98	0.856	2.52E-28
128	ZNF804B	1.27E-29	1.30446032	0.854	0.517	7.58E-25
128	LINC01725	9.44E-28	1.01265119	0.712	0.397	5.62E-23
128	CTNNA3	1.91E-27	0.96001158	0.838	0.597	1.14E-22
128	RALGAPA2	2.66E-21	0.977198	0.854	0.701	1.58E-16
128	LINC01505	1.25E-16	1.01275341	0.732	0.517	7.46E-12
128	SDK1	9.93E-15	0.92644253	0.727	0.546	5.91E-10
129	SOX1-OT	1.12E-46	0.92089666	0.591	0.237	6.64E-42
129	AC110023.1	1.71E-45	1.11193849	0.747	0.42	1.01E-40
129	FAM9B	8.03E-44	0.75848787	0.36	0.099	4.77E-39
129	RMST	1.38E-42	0.8776577	0.978	0.806	8.20E-38
129	CACNA2D1	1.00E-33	0.7710097	0.973	0.839	5.97E-29
129	PTPRD	7.11E-33	0.77388951	0.996	0.97	4.23E-28
129	SLC17A6	8.27E-29	0.8673971	0.707	0.465	4.92E-24
129	CDH12	4.77E-28	1.22304834	0.756	0.495	2.84E-23
129	WIF1	5.41E-28	0.91295843	0.373	0.133	3.22E-23
129	AC091078.1	3.82E-27	0.85557924	0.627	0.385	2.27E-22
129	PCSK1N	1.26E-26	0.88655676	0.987	0.904	7.50E-22
129	HTR2C	2.32E-25	1.01426725	0.796	0.523	1.38E-20
129	DAB1	1.20E-24	0.70644485	0.973	0.89	7.12E-20
129	LINC02885	4.22E-24	0.7071591	0.627	0.358	2.51E-19
129	CNR1	8.90E-23	0.70666006	0.658	0.435	5.29E-18
129	PRLR	7.30E-22	0.73413019	0.609	0.352	4.34E-17
129	PCLO	2.13E-21	0.61795643	0.969	0.952	1.27E-16
129	LINC01579	1.01E-20	0.6846162	0.391	0.18	5.99E-16
129	SLIT2	1.15E-20	0.74005935	0.938	0.798	6.82E-16
129	RFTN1	1.73E-20	0.60757718	0.511	0.294	1.03E-15
129	SYT10	8.60E-19	0.77212063	0.538	0.305	5.12E-14
129	DPYD	1.07E-18	0.62368004	0.911	0.754	6.39E-14
129	DMD	2.31E-18	0.63676561	0.933	0.779	1.37E-13
129	MAML2	5.82E-18	0.70979821	0.831	0.69	3.46E-13
129	SCN9A	7.20E-18	0.57402863	0.853	0.793	4.28E-13
129	MYO16	1.37E-17	0.87103428	0.671	0.517	8.17E-13
129	KCND2	2.30E-17	0.6369848	0.938	0.916	1.37E-12
129	ZCCHC12	2.43E-17	0.93902047	0.644	0.466	1.45E-12
129	ATRNL1	8.40E-17	0.60770698	0.902	0.847	5.00E-12
129	SNTG1	9.29E-17	0.56051845	0.978	0.914	5.53E-12
129	XACT	1.65E-16	0.70078877	0.578	0.336	9.80E-12
129	MAML3	2.64E-16	0.64129606	0.724	0.541	1.57E-11
129	ADCYAP1	3.90E-16	0.68036745	0.524	0.324	2.32E-11
129	FMNL2	8.45E-16	0.63336465	0.84	0.835	5.03E-11
129	NPTX2	2.05E-15	0.65211033	0.351	0.172	1.22E-10
129	SOX4	2.50E-15	0.84217173	0.538	0.341	1.49E-10
129	ANKFN1	3.16E-15	0.57435309	0.716	0.547	1.88E-10
129	TOX3	6.79E-15	0.6692071	0.582	0.395	4.04E-10
129	NNAT	8.82E-15	0.5651493	0.778	0.567	5.25E-10
129	EFNA5	4.12E-13	0.59341827	0.853	0.854	2.45E-08
129	RANBP17	6.98E-13	0.57417845	0.796	0.782	4.15E-08
129	TUBA1A	9.57E-13	0.60825124	0.893	0.82	5.69E-08
129	TUBB2A	2.21E-11	0.65076711	0.867	0.803	1.31E-06
129	RIT2	1.24E-10	0.63837451	0.782	0.722	7.38E-06
129	SERPINI1	1.57E-09	0.75726496	0.689	0.678	9.33E-05
129	AP000462.1	2.81E-09	0.60486119	0.684	0.578	0.00016742
129	ARHGAP24	3.08E-09	0.62640976	0.578	0.443	0.00018313
129	SDK1	3.93E-09	0.63400412	0.658	0.546	0.00023372
129	LNC-LBCS	1.02E-08	0.58403641	0.502	0.369	0.00060572
129	C1orf56	1.07E-08	0.59534932	0.538	0.424	0.00063689
130	PLPP4	3.42E-132	0.83464924	0.54	0.125	2.04E-127
130	AC117453.1	1.64E-122	0.73153186	0.449	0.093	9.74E-118
130	TMEM132C	4.66E-117	1.0768972	0.884	0.39	2.77E-112
130	SAMD3	2.12E-107	1.15134557	0.764	0.292	1.26E-102
130	PCSK1	1.19E-81	0.6918549	0.622	0.224	7.07E-77
130	EBF2	7.05E-81	1.8278895	0.236	0.04	4.19E-76
130	EPHA3	1.03E-73	1.4221964	0.696	0.3	6.13E-69
130	LINC01414	2.80E-68	0.77045773	0.835	0.414	1.67E-63
130	RASGEF1B	3.35E-67	0.92014566	0.741	0.338	2.00E-62
130	NEFM	1.42E-66	0.79866866	0.778	0.392	8.47E-62
130	ST8SIA6	6.83E-66	1.1774997	0.602	0.242	4.06E-61
130	UBA6-AS1	1.78E-64	0.83260865	0.983	0.812	1.06E-59
130	SLC17A6	9.69E-64	0.66849911	0.878	0.464	5.77E-59
130	NEAT1	5.88E-61	0.82679677	0.847	0.445	3.50E-56
130	CDH8	6.22E-61	1.0748257	0.955	0.711	3.70E-56
130	EPB41L4A	1.36E-57	0.70829355	0.418	0.137	8.12E-53
130	ZFHX3	2.87E-56	0.82322807	0.989	0.83	1.71E-51
130	AC120193.1	1.74E-55	0.8411439	0.847	0.487	1.03E-50
130	LINC02389	2.81E-55	0.6593711	0.889	0.542	1.67E-50
130	CDH18	5.67E-55	1.05926429	0.997	0.893	3.37E-50
130	HCRTR2	3.88E-54	0.67712188	0.543	0.221	2.31E-49
130	NR2F2-AS1	4.58E-54	0.86393802	0.571	0.228	2.72E-49
130	AP1S2	6.78E-54	0.78399536	0.801	0.48	4.03E-49
130	SLIT1	1.12E-53	0.8823624	0.881	0.629	6.66E-49
130	OXR1	7.89E-51	0.74833669	0.983	0.834	4.69E-46
130	AC007389.1	4.42E-50	0.65935984	0.795	0.456	2.63E-45
130	FRAS1	8.41E-50	0.76827594	0.901	0.548	5.00E-45
130	ZFHX4	1.63E-49	0.65587336	0.926	0.633	9.72E-45
130	VWC2	1.10E-48	0.65203319	0.759	0.372	6.54E-44
130	HS6ST2	1.30E-48	0.75717373	0.801	0.449	7.75E-44
130	TMEM132D	4.95E-46	0.76545338	0.861	0.538	2.94E-41
130	MIR325HG	7.03E-46	0.68731385	0.952	0.742	4.18E-41
130	NDST4	6.24E-45	0.95652378	0.543	0.256	3.71E-40
130	PHACTR2	5.64E-37	0.70348291	0.668	0.405	3.35E-32
130	DMD	2.69E-35	0.66397122	0.974	0.779	1.60E-30
130	FHIT	4.23E-35	0.66015505	0.946	0.823	2.52E-30
130	AC009081.2	2.32E-33	0.84434007	0.111	0.02	1.38E-28
130	IL1RAPL2	4.12E-30	1.01288737	0.406	0.184	2.45E-25
130	MGAT4C	4.73E-30	0.82542146	0.932	0.706	2.81E-25
130	GRM1	1.56E-25	0.92382021	0.739	0.543	9.28E-21
130	SHISA6	1.04E-23	0.85467152	0.71	0.477	6.21E-19
130	NELL1	3.96E-22	0.96745353	0.673	0.474	2.35E-17
130	RELN	4.73E-21	1.05333619	0.409	0.221	2.81E-16
130	ST6GALNAC5	5.03E-21	0.91123789	0.628	0.43	2.99E-16
130	MT-RNR2	9.37E-21	0.82963397	0.94	0.84	5.57E-16
130	GPC5	1.32E-20	0.81647689	0.764	0.578	7.82E-16
130	MSI2	3.42E-20	0.84452937	0.901	0.753	2.04E-15
130	EPS8	1.68E-18	0.65201182	0.543	0.359	9.99E-14
130	TENM1	3.11E-15	0.72943902	0.753	0.7	1.85E-10
130	VGF	1.20E-10	0.71390713	0.486	0.342	7.16E-06
131	ADGRG4	0	0.89870236	0.393	0.013	0
131	NFIB	3.85E-192	2.20553524	0.99	0.22	2.29E-187
131	AC099792.1	4.36E-147	0.88765977	0.398	0.041	2.59E-142
131	OTP	1.18E-140	1.00859453	0.578	0.088	7.03E-136
131	STK32B	3.78E-140	1.80558621	0.786	0.191	2.25E-135
131	NFIA	1.01E-139	2.16804432	0.981	0.352	5.99E-135
131	SIM1	1.63E-137	1.27601231	0.811	0.184	9.70E-133
131	CDH20	6.93E-137	2.22853724	0.869	0.238	4.12E-132
131	ZEB2	1.68E-133	1.20916333	0.67	0.118	1.00E-128
131	DPF3	1.17E-106	0.97242055	0.587	0.118	6.96E-102
131	ST18	8.51E-106	1.26050632	0.612	0.128	5.06E-101
131	NFIX	2.10E-101	0.89943853	0.631	0.135	1.25E-96
131	AL589740.1	1.21E-96	2.10462024	0.966	0.52	7.21E-92
131	CHD7	1.94E-96	1.09229815	0.655	0.165	1.15E-91
131	MEGF10	4.61E-89	1.08245394	0.519	0.111	2.74E-84
131	CACNA2D1	4.74E-87	1.51606607	1	0.839	2.82E-82
131	TCF4	1.84E-82	1.48939151	0.971	0.571	1.09E-77
131	BMPR1B	4.67E-81	0.95402239	0.379	0.063	2.78E-76
131	NDST4	1.06E-80	1.41249174	0.748	0.256	6.31E-76
131	ZFPM2-AS1	2.39E-72	1.42248077	0.738	0.257	1.42E-67
131	ZFPM2	1.71E-68	1.63349972	0.917	0.515	1.01E-63
131	SATB1-AS1	5.97E-65	0.98203255	0.597	0.176	3.55E-60
131	EBF1	7.41E-64	1.73817946	0.529	0.152	4.41E-59
131	RMST	1.75E-60	1.17419766	0.995	0.806	1.04E-55
131	SATB1	6.37E-59	1.02781252	0.743	0.329	3.79E-54
131	SST	5.86E-55	2.56269002	0.597	0.224	3.48E-50
131	PDE1C	7.96E-55	1.55308692	0.738	0.331	4.74E-50
131	PDGFC	8.69E-51	0.92708807	0.631	0.244	5.17E-46
131	TRHDE	1.32E-49	1.48037026	0.709	0.321	7.84E-45
131	GUCY1A1	1.47E-46	1.02208723	0.84	0.526	8.74E-42
131	NAV3	1.76E-45	0.9549279	0.99	0.956	1.05E-40
131	CALB2	4.54E-42	1.26073621	0.845	0.621	2.70E-37
131	NELL2	1.07E-38	1.11243353	0.913	0.766	6.38E-34
131	SEMA6D	6.83E-37	1.06618184	0.864	0.542	4.06E-32
131	THRB	1.31E-36	0.97199766	0.864	0.605	7.78E-32
131	ROBO1	2.81E-36	0.88410193	0.971	0.939	1.67E-31
131	CDH18	3.80E-36	0.88901302	0.981	0.894	2.26E-31
131	SOX5	7.00E-36	1.19467232	0.879	0.648	4.16E-31
131	PARM1	1.35E-34	0.88784755	0.68	0.358	8.04E-30
131	THSD7B	1.38E-31	1.02063815	0.65	0.315	8.21E-27
