Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to11,Feature log2 fold change topic 4to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000162729,IGSF8,105,-0.4690,119,-0.2766,102,-0.5109,151,0.23488,236,0.81302,79,-0.8993
ENSG00000018625,ATP1A2,700,0.71966,433,-0.0441,192,-1.2812,302,-1.1629,761,0.85891,1295,1.78700
ENSG00000162734,PEA15,1009,0.39397,437,-0.8994,453,-0.8445,767,-0.0940,1213,0.69141,979,0.34546
ENSG00000132716,DCAF8,59,-0.2480,112,0.77888,41,-0.7712,64,-0.2398,86,0.34154,82,0.28047
ENSG00000162735,PEX19,57,-0.6754,68,-0.4014,54,-0.7517,103,0.62800,55,-0.7316,97,0.13961
ENSG00000122218,COPA,80,-0.5932,143,0.30715,108,-0.1242,120,0.08846,117,-0.0072,117,-0.0024
ENSG00000162736,NCSTN,30,-1.1085,103,0.80597,63,0.02979,62,-0.0180,55,-0.1958,62,0.00126
ENSG00000162738,VANGL2,7,-1.4872,19,0.08840,0,-6.3305,21,0.58742,22,0.26072,22,0.27673
ENSG00000215845,TSTD1,3,-4.7132,94,0.21261,38,-1.1624,101,1.00671,24,-1.8352,93,0.19904
ENSG00000162755,KLHDC9,11,-1.7878,32,-0.1935,33,-0.1579,42,0.59781,9,-2.1250,54,0.60570
ENSG00000143256,PFDN2,53,-1.7132,184,0.17994,157,-0.0675,187,0.53285,110,-0.6125,139,-0.2549
ENSG00000158793,NIT1,15,-1.1706,38,0.16614,14,-1.2938,41,0.83920,18,-0.9130,27,-0.3233
ENSG00000158796,DEDD,24,0.12548,29,0.37784,0,-5.1658,23,0.01642,28,0.36340,30,0.44286
ENSG00000143222,UFC1,105,-0.5157,155,0.07371,135,-0.1340,152,0.11347,107,-0.4950,200,0.47904
ENSG00000143224,PPOX,11,-1.3023,32,0.32743,11,-1.3036,30,0.62663,11,-1.3263,32,0.34957
ENSG00000158850,B4GALT3,37,0.08477,68,1.07535,10,-1.8062,38,0.38759,10,-1.7915,21,-0.7911
ENSG00000158859,ADAMTS4,59,1.17851,156,3.08543,3,-3.0178,1,-5.4019,143,2.87960,0,-8.5289
ENSG00000158864,NDUFS2,72,-1.0701,133,-0.1456,156,0.09850,161,0.38859,132,-0.1551,120,-0.3004
ENSG00000158869,FCER1G,84,1.86197,135,2.82000,0,-6.9046,14,-1.7336,14,-0.9597,11,-1.4086
ENSG00000248485,PCP4L1,0,-6.8296,7,-1.9457,10,-1.5490,41,2.30028,18,-0.6435,4,-2.7349
ENSG00000143252,SDHC,78,-0.5249,86,-0.3846,111,0.01575,112,0.06783,129,0.25271,130,0.26077
ENSG00000143226,FCGR2A,91,2.40094,99,2.58092,7,-1.7453,9,-2.2488,6,-1.9543,19,-0.2727
ENSG00000081721,DUSP12,12,-1.1146,24,-0.0635,31,0.34702,28,0.50111,9,-1.4067,22,-0.1667
ENSG00000118217,ATF6,25,-0.6717,57,0.63024,22,-0.8141,40,0.12429,36,-0.0795,41,0.10266
ENSG00000198929,NOS1AP,2,-3.2976,2,-3.4016,0,-6.4461,31,2.37018,12,-0.8251,13,-0.7976
ENSG00000152332,UHMK1,73,-1.1178,58,-1.4594,147,-0.0692,192,1.08078,80,-0.9902,95,-0.7294
ENSG00000117143,UAP1,49,0.15339,56,0.34636,72,0.76559,39,-0.4056,27,-0.7466,59,0.42952
ENSG00000132196,HSD17B7,14,-0.6831,32,0.59513,5,-2.2099,21,-0.1602,22,-0.0161,45,1.15192
ENSG00000117152,RGS4,29,-1.7993,367,2.27445,134,0.49848,85,-0.4618,17,-2.5819,42,-1.2952
ENSG00000143248,RGS5,126,1.93979,130,1.99873,68,0.85560,16,-2.1939,42,0.09981,18,-1.1660
ENSG00000185630,PBX1,49,-0.5533,85,0.28309,16,-2.2141,77,0.32932,73,0.05034,82,0.23500
ENSG00000143171,RXRG,4,-3.3614,14,-1.6769,4,-3.5033,61,1.93791,7,-2.7455,49,0.19764
ENSG00000143198,MGST3,162,-1.2630,429,0.22503,422,0.20073,401,0.30872,278,-0.4486,329,-0.1892
ENSG00000143149,ALDH9A1,84,0.02453,75,-0.1465,108,0.41639,71,-0.5197,95,0.20751,148,0.92471
ENSG00000143183,TMCO1,77,-0.1971,108,0.32692,46,-0.9741,88,-0.0072,89,0.01743,120,0.49229
ENSG00000143179,UCK2,34,0.33394,23,-0.2825,65,1.42522,26,-0.1171,10,-1.4556,11,-1.3121
ENSG00000143157,POGK,17,-0.7684,21,-0.3973,19,-0.5832,25,-0.3884,64,1.36632,41,0.63094
ENSG00000152382,TADA1,2,-3.2559,9,-1.4767,22,-0.2221,32,1.23712,22,-0.1783,12,-1.1339
ENSG00000143195,ILDR2,3,-3.2581,44,0.40814,27,-0.3623,36,0.23637,10,-1.8619,69,1.13986
ENSG00000143190,POU2F1,5,-2.3462,44,0.93025,42,0.83952,22,-0.3516,16,-0.6161,35,0.55657
ENSG00000143162,CREG1,106,0.96999,59,0.02712,46,-0.3415,53,-0.2791,47,-0.3356,67,0.23044
ENSG00000197965,MPZL1,25,-1.2763,153,1.60818,36,-0.7209,53,-0.2772,34,-0.7956,76,0.43440
ENSG00000143158,MPC2,110,-0.4703,136,-0.1465,108,-0.4905,169,0.52255,112,-0.4433,121,-0.3172
ENSG00000143164,DCAF6,36,0.59144,27,0.14244,0,-6.7514,29,0.66145,8,-1.6427,19,-0.3674
ENSG00000143155,TIPRL,22,-1.2897,32,-0.7469,52,-0.0098,63,0.82233,26,-1.0584,45,-0.2385
ENSG00000213064,SFT2D2,8,-1.8886,41,0.57244,0,-6.9349,31,0.33364,34,0.28488,39,0.51505
ENSG00000143153,ATP1B1,266,-1.9104,200,-2.3243,1049,0.16539,1195,1.13825,773,-0.3092,425,-1.2167
ENSG00000143156,NME7,21,0.21471,8,-1.2144,1,-3.3125,19,0.20078,3,-2.4536,49,1.63933
ENSG00000117477,CCDC181,4,-2.3470,26,0.25039,1,-4.3863,25,0.58840,11,-1.0240,42,1.01327
ENSG00000117479,SLC19A2,19,0.22660,75,2.61959,10,-0.7281,9,-1.5605,6,-1.5506,32,1.02791
ENSG00000075945,KIFAP3,57,-1.9548,104,-1.0501,245,0.25789,259,1.02523,85,-1.3564,143,-0.5722
ENSG00000116132,PRRX1,74,2.12338,30,0.55855,22,0.08088,9,-2.1946,32,0.67354,46,1.26643
ENSG00000117523,PRRC2C,103,0.63527,87,0.36190,5,-3.8756,73,0.23642,63,-0.1430,53,-0.3980
ENSG00000117533,VAMP4,24,-0.8709,31,-0.4954,31,-0.5266,49,0.52820,47,0.13842,36,-0.2792
ENSG00000010165,EEF1AKNMT,4,-2.3176,24,0.34375,2,-3.0912,22,0.50291,18,-0.1617,29,0.64044
ENSG00000197959,DNM3,21,-2.7426,52,-1.4498,100,-0.4604,179,1.43770,100,-0.4634,55,-1.3586
ENSG00000135845,PIGC,26,-0.2320,28,-0.1312,23,-0.4417,32,0.17566,26,-0.2337,38,0.33778
ENSG00000094975,SUCO,65,0.38433,37,-0.4567,68,0.47936,45,-0.3932,58,0.20991,68,0.46975
ENSG00000117592,PRDX6,454,0.94633,680,1.64856,163,-0.6660,169,-1.1871,359,0.56023,270,0.10909
ENSG00000234741,GAS5,87,-0.3163,170,0.74773,52,-1.0927,113,0.25203,85,-0.3397,82,-0.4020
ENSG00000135870,RC3H1,15,-0.4953,46,1.25123,26,0.35611,18,-0.5061,17,-0.3216,25,0.24716
ENSG00000152061,RABGAP1L,44,-0.8656,28,-1.5259,73,-0.1040,92,0.66280,75,-0.0660,67,-0.2497
ENSG00000116161,CACYBP,62,-1.7599,69,-1.5935,185,-0.1113,244,0.94098,142,-0.5129,175,-0.1936
ENSG00000120333,MRPS14,64,0.64036,53,0.33131,20,-1.1737,40,-0.2633,42,-0.0347,60,0.53765
ENSG00000116147,TNR,60,-0.4115,14,-2.5869,21,-1.9668,82,0.20450,186,1.41979,77,-0.0221
ENSG00000143207,COP1,14,-1.1558,25,-0.3223,16,-0.9897,36,0.55303,21,-0.6141,44,0.54328
ENSG00000152092,ASTN1,34,-1.8355,59,-1.0094,86,-0.4358,135,0.73245,56,-1.0835,171,0.63975
ENSG00000198797,BRINP2,11,-1.4591,9,-1.7324,56,0.97007,32,0.27713,46,0.64813,12,-1.4034
ENSG00000075391,RASAL2,17,-0.6273,66,1.56658,0,-6.6187,26,0.19190,24,-0.1024,10,-1.3518
ENSG00000116199,FAM20B,18,-1.6183,53,-4.2507,3,-4.0658,65,0.89929,40,-0.4475,59,0.15864
ENSG00000186283,TOR3A,15,-1.0107,56,0.98940,0,-7.0410,30,0.00607,25,-0.3240,55,0.95280
ENSG00000143322,ABL2,22,-0.1285,19,-0.3343,4,-2.4327,27,0.54342,16,-0.6213,32,0.42654
ENSG00000057252,SOAT1,21,-0.1402,48,1.19250,36,0.69148,18,-0.8260,20,-0.1956,33,0.55220
ENSG00000169905,TOR1AIP2,34,-1.3269,132,0.76317,47,-0.8498,89,0.32512,61,-0.4383,79,-0.0467
ENSG00000143337,TOR1AIP1,44,-0.4118,95,0.79891,8,-2.9058,51,-0.3893,49,-0.2544,142,1.47684
ENSG00000135837,CEP350,19,-0.6130,50,0.89355,8,-1.7869,24,-0.6146,35,0.29949,70,1.46173
ENSG00000116260,QSOX1,51,-0.8564,201,1.33417,58,-0.6589,93,0.15609,75,-0.2594,30,-1.6141
ENSG00000230124,ACBD6,23,-0.7250,35,-0.1016,50,0.45673,40,0.27610,18,-1.1239,39,0.07903
ENSG00000143324,XPR1,8,-2.7184,47,-0.1919,45,-0.2578,66,0.97661,22,-1.3397,44,-0.2968
ENSG00000135823,STX6,37,0.22247,19,-0.7544,24,-0.4286,35,0.41022,40,0.34272,12,-1.4147
ENSG00000162783,IER5,16,-0.9778,109,2.12878,25,-0.3100,25,-0.6536,10,-1.6786,40,0.41035
ENSG00000198216,CACNA1E,10,-2.0770,0,-6.6262,62,0.69901,53,1.46656,19,-1.1045,4,-3.4137
ENSG00000135821,GLUL,996,-0.2455,1245,0.10154,889,-0.4203,801,-1.1282,2407,1.17725,3225,1.69467
ENSG00000143333,RGS16,59,0.90312,20,-0.7862,34,0.01159,33,-0.0785,14,-1.3511,47,0.53189
ENSG00000135829,DHX9,22,-2.1955,142,0.60587,73,-0.4232,106,0.36528,52,-0.9545,121,0.35861
ENSG00000135862,LAMC1,11,-0.7509,128,3.69067,0,-6.3403,11,-1.5149,6,-1.5272,11,-0.7738
ENSG00000157064,NMNAT2,28,-1.8386,16,-2.6530,91,-0.0687,121,1.15178,61,-0.6804,75,-0.3678
ENSG00000116698,SMG7,52,0.56605,39,0.12188,10,-1.8259,35,-0.0965,43,0.25758,44,0.31709
ENSG00000162704,ARPC5,73,-0.7310,159,0.46401,76,-0.6779,127,0.27804,133,0.17802,82,-0.5583
ENSG00000143344,RGL1,38,-0.7435,57,-0.1157,56,-0.1337,53,-0.4985,76,0.33632,148,1.43914
ENSG00000198756,COLGALT2,10,-1.3839,25,-0.0150,0,-6.7684,21,-0.5843,115,2.66790,9,-1.4481
ENSG00000198860,TSEN15,31,-0.5234,32,-0.5008,40,-0.1213,49,0.48667,37,-0.2489,35,-0.3503
ENSG00000116667,C1orf21,37,-0.2509,44,-0.0041,81,0.96576,39,-0.4024,30,-0.6054,68,0.68724
ENSG00000116406,EDEM3,12,-1.3668,30,0.06522,7,-2.0128,33,0.49182,39,0.47926,27,-0.1054
ENSG00000121481,RNF2,19,-0.4200,13,-0.9793,14,-0.8799,31,0.92986,23,-0.1555,11,-1.2037
ENSG00000121486,TRMT1L,8,-1.3615,11,-0.8880,24,0.24287,24,0.62932,11,-0.9821,22,0.11994
ENSG00000116679,IVNS1ABP,78,1.08016,75,1.01854,43,0.10878,32,-0.6630,46,0.22704,16,-1.3414
ENSG00000047410,TPR,48,-0.0175,72,0.61698,27,-0.8766,49,0.01531,47,-0.0354,47,-0.0582
ENSG00000157181,ODR4,35,0.68856,37,0.75441,0,-6.6355,22,-0.0929,18,-0.3444,29,0.34795
ENSG00000162670,BRINP3,6,-2.6183,2,-4.0517,32,-0.2783,52,1.52530,20,-1.0155,28,-0.4869
ENSG00000090104,RGS1,126,1.48121,151,1.81717,0,-6.6781,37,-0.9859,43,-0.2713,48,-0.1029
ENSG00000116741,RGS2,88,-0.0947,99,0.08935,31,-1.6739,103,0.40540,67,-0.5158,105,0.17983
ENSG00000116750,UCHL5,25,-1.0972,15,-1.7934,20,-1.3775,65,1.15241,42,-0.3050,43,-0.2797
ENSG00000116747,RO60,29,0.45685,23,0.12466,20,-0.1485,14,-1.1807,47,1.23141,47,1.26375
ENSG00000023572,GLRX2,26,-0.4740,14,-1.4025,32,-0.1611,42,0.74096,34,-0.0563,19,-0.9458
ENSG00000134371,CDC73,36,0.35423,51,0.91678,20,-0.5278,24,-0.5524,31,0.09319,41,0.56509
ENSG00000177888,ZBTB41,17,-1.0454,17,-1.0084,8,-2.0117,40,0.83350,29,-0.2244,41,0.32044
ENSG00000151414,NEK7,91,0.85365,59,0.14396,41,-0.3923,46,-0.5347,79,0.62053,60,0.18845
ENSG00000162702,ZNF281,11,-0.6966,14,-0.3390,13,-0.4657,22,0.98363,11,-0.7069,5,-1.7625
ENSG00000118200,CAMSAP2,65,-0.8622,60,-0.9895,68,-0.7905,133,0.63491,125,0.12949,109,-0.0738
ENSG00000116852,KIF21B,17,-1.0394,10,-1.8662,34,-0.0427,42,0.80540,17,-1.0545,40,0.22394
ENSG00000116857,TMEM9,188,-0.4956,196,-0.4369,192,-0.4647,303,0.66446,137,-0.9769,241,-0.1149
ENSG00000174307,PHLDA3,80,-0.1086,105,0.31764,83,-0.0587,79,-0.2978,171,1.10976,47,-0.9210
ENSG00000159176,CSRP1,710,1.29456,702,1.27381,90,-1.9216,133,-2.2216,1110,2.11473,504,0.71629
ENSG00000134369,NAV1,39,-0.0040,16,-1.3090,12,-1.7804,41,0.17944,60,0.68839,53,0.48260
ENSG00000198700,IPO9,40,-0.6541,82,0.46150,26,-1.2809,65,0.22742,52,-0.2497,77,0.35245
ENSG00000198892,SHISA4,135,-0.1064,88,-0.7656,115,-0.3568,149,0.10668,186,0.39952,167,0.22164
ENSG00000134375,TIMM17A,54,-1.0616,116,0.08967,139,0.36811,122,0.43001,59,-0.9509,83,-0.4204
ENSG00000176393,RNPEP,11,-0.9262,41,1.14993,9,-1.1676,21,0.16607,14,-0.5256,18,-0.1646
ENSG00000170075,GPR37L1,126,-0.0771,30,-2.2179,48,-1.5433,107,-0.6959,343,1.57199,321,1.45463
ENSG00000143862,ARL8A,159,0.15468,79,-0.9165,156,0.12433,141,-0.0729,257,0.93268,91,-0.6946
ENSG00000133067,LGR6,0,-4.7788,203,4.61986,17,-0.4278,5,-3.3575,13,-0.8477,26,0.19965
ENSG00000077152,UBE2T,0,-7.5562,12,-1.3789,7,-2.1964,43,1.85633,8,-1.8994,31,-0.0186
ENSG00000077157,PPP1R12B,64,1.55191,26,0.05820,0,-4.8425,19,-0.7870,29,0.23099,49,1.09025
ENSG00000117139,KDM5B,15,-0.4665,29,0.55197,1,-4.3029,24,0.74700,4,-2.3222,23,0.15678
ENSG00000183155,RABIF,27,-0.3705,27,-0.4123,53,0.65149,37,0.20292,10,-1.9005,43,0.33048
ENSG00000117153,KLHL12,11,-2.1644,30,-0.7762,45,-0.1675,61,0.90588,32,-0.6599,43,-0.2306
ENSG00000159346,ADIPOR1,53,-0.7477,49,-0.8831,71,-0.3096,92,0.18950,87,-0.0016,141,0.76015
ENSG00000159348,CYB5R1,77,-0.4436,109,0.09049,198,1.05328,102,-0.0325,52,-1.0460,86,-0.2732
ENSG00000163444,TMEM183A,33,-0.8414,27,-1.1290,31,-0.9028,72,1.10174,40,-0.5357,35,-0.7448
ENSG00000143847,PPFIA4,12,-0.6211,3,-2.3762,0,-6.3363,24,1.28261,5,-1.8173,27,0.61343
ENSG00000163485,ADORA1,44,0.71361,12,-1.2600,23,-0.2803,17,-1.4054,88,1.93149,60,1.23708
ENSG00000133048,CHI3L1,33,-0.9764,606,5.04963,31,-1.0948,10,-3.8496,64,0.03042,7,-3.1272
ENSG00000159388,BTG2,397,1.08244,639,1.93029,133,-0.6561,57,-2.9261,272,0.45728,748,2.23786
ENSG00000188783,PRELP,120,1.93935,239,3.46784,0,-7.3543,6,-3.8766,6,-2.6960,83,1.26290
ENSG00000058668,ATP2B4,100,-0.6572,72,-1.1540,204,0.45041,174,0.52610,109,-0.5187,118,-0.4057
ENSG00000182004,SNRPE,46,-1.4866,133,0.11843,92,-0.4515,139,0.49937,63,-1.0187,157,0.37949
ENSG00000143845,ETNK2,0,-6.8994,27,0.59043,0,-6.3270,22,0.89881,9,-1.0096,24,0.38411
ENSG00000174567,GOLT1A,3,-3.2574,10,-1.5588,0,-5.5300,42,2.20765,14,-1.0819,16,-0.8786
ENSG00000143850,PLEKHA6,45,-0.1641,46,-0.1264,8,-2.7393,65,1.34049,25,-1.0601,4,-3.5534
ENSG00000158615,PPP1R15B,21,-0.7863,56,0.74420,42,0.30193,31,-0.4112,53,0.65820,34,-0.0202
ENSG00000198625,MDM4,37,0.12746,78,1.36744,9,-1.8740,29,-0.5427,38,0.17526,47,0.53793
ENSG00000170382,LRRN2,9,-3.1689,25,-1.6672,43,-0.8743,101,1.47217,19,-2.0694,85,0.17809
ENSG00000163531,NFASC,176,0.73101,90,-0.3348,50,-1.2049,107,-0.1497,197,0.91435,80,-0.5084
ENSG00000184144,CNTN2,99,0.14548,36,-1.3826,35,-1.4183,47,-1.7776,617,3.70726,17,-2.4474
ENSG00000117222,RBBP5,8,-1.2890,31,0.81571,8,-1.1397,21,0.62661,12,-0.6072,9,-1.0397
ENSG00000133059,DSTYK,13,-1.6827,13,-1.6770,0,-7.4080,51,1.22639,59,0.63744,23,-0.8272
ENSG00000133069,TMCC2,49,0.40904,2,-3.9612,31,-0.2843,39,0.12478,86,1.32777,11,-1.8645
ENSG00000162873,KLHDC8A,3,-3.9821,214,2.56180,3,-3.9587,49,-0.0328,15,-1.8069,17,-1.6198
ENSG00000117266,CDK18,77,0.80124,22,-1.0902,4,-3.4585,30,-1.3012,260,3.16443,4,-3.6255
ENSG00000174514,MFSD4A,2,-4.6928,3,-3.8125,25,-0.9953,70,2.20063,24,-1.0801,20,-1.3090
ENSG00000069275,NUCKS1,380,0.31451,235,-0.4333,92,-1.8385,310,-0.0186,440,0.55029,421,0.47985
ENSG00000117280,RAB29,57,1.96428,30,0.84031,0,-6.2717,11,-1.3445,18,0.00426,37,1.19318
ENSG00000133065,SLC41A1,48,1.11949,59,1.45842,11,-1.2071,17,-0.9610,20,-0.2556,34,0.55619
ENSG00000266028,SRGAP2,73,1.67189,30,0.20940,19,-0.5255,24,-0.3772,22,-0.2421,10,-1.4391
ENSG00000162889,MAPKAPK2,75,0.95320,147,2.15540,0,-7.4853,24,-1.5105,57,0.50557,68,0.77046
ENSG00000123836,PFKFB2,108,2.15009,41,0.45385,0,-7.0393,17,-1.6264,27,-0.1676,86,1.72953
ENSG00000196352,CD55,168,1.34761,103,0.53227,145,1.08836,57,-0.8037,61,-0.2839,23,-1.7206
ENSG00000117335,CD46,42,-0.9203,89,0.23928,23,-1.8188,90,0.69391,57,-0.4614,67,-0.2190
ENSG00000076356,PLXNA2,19,0.26915,21,0.41647,0,-4.4115,18,0.52190,15,-0.0776,7,-1.2073
ENSG00000008118,CAMK1G,3,-3.5894,7,-2.4378,15,-1.4467,57,2.14759,16,-1.3475,21,-0.9915
ENSG00000117597,UTP25,9,-1.1908,25,0.36648,10,-1.0486,23,0.74564,12,-0.6606,13,-0.6476
ENSG00000143469,SYT14,8,-1.3203,9,-1.1961,6,-1.7491,27,1.19034,11,-0.9843,22,0.11916
ENSG00000117625,RCOR3,21,-1.3964,42,-0.4112,0,-5.9954,63,0.67063,59,0.13119,76,0.52918
ENSG00000170385,SLC30A1,32,-0.2757,69,0.94541,0,-7.1219,34,-0.4253,29,-0.4046,97,1.52845
ENSG00000123684,LPGAT1,7,-3.0073,32,-0.8284,85,0.65375,63,0.50875,77,0.51320,20,-1.5368
ENSG00000066027,PPP2R5A,17,-0.6892,16,-0.7754,7,-1.9807,20,-0.9457,56,1.16118,97,2.17131
ENSG00000065600,PACC1,16,-0.5750,18,-0.3407,21,-0.1633,21,-0.2918,63,1.66507,12,-0.9825
ENSG00000117691,NENF,298,-0.2745,484,0.48458,302,-0.2556,352,-0.0493,476,0.45800,259,-0.4929
ENSG00000162772,ATF3,90,0.44340,291,2.56033,0,-8.1841,12,-3.6712,45,-0.6344,359,3.03510
ENSG00000117697,NSL1,14,-1.2381,25,-0.4392,48,0.58030,34,0.16070,34,0.06207,32,-0.0237
ENSG00000203705,TATDN3,26,-0.3840,14,-1.3237,30,-0.1866,39,0.64342,17,-1.0615,38,0.19188
ENSG00000162769,FLVCR1,4,-3.0536,27,-0.4160,79,1.27938,39,0.30952,13,-1.4881,32,-0.1595
ENSG00000174606,ANGEL2,3,-3.0575,25,-0.0713,0,-6.8589,33,0.99298,19,-0.5518,35,0.43225
ENSG00000136643,RPS6KC1,22,-0.5511,21,-0.5935,26,-0.3210,37,0.59300,27,-0.2668,24,-0.3974
ENSG00000143499,SMYD2,5,-2.7670,28,-0.1828,21,-0.6375,41,1.20207,19,-0.8136,15,-1.1158
ENSG00000082482,KCNK2,13,-0.2797,43,1.59828,0,-6.1556,17,0.11453,10,-0.7350,11,-0.6196
ENSG00000136636,KCTD3,28,-0.7627,69,0.65528,32,-0.5540,38,-0.6195,45,-0.0150,118,1.55893
ENSG00000092978,GPATCH2,22,0.17191,28,0.56852,1,-3.6844,23,0.78963,7,-1.5665,9,-1.1609
ENSG00000067533,RRP15,0,-7.0045,29,0.88828,6,-1.5598,20,0.74726,11,-0.6212,12,-0.4327
ENSG00000143353,LYPLAL1,32,-0.2679,25,-0.6288,27,-0.4926,38,-0.0118,33,-0.1926,73,1.04610
ENSG00000136628,EPRS,48,-0.5324,54,-0.3729,62,-0.1449,76,0.41551,46,-0.5990,73,0.09845
ENSG00000067704,IARS2,35,-0.2070,33,-0.2950,50,0.32933,41,0.03288,39,-0.0589,42,0.05059
ENSG00000118873,RAB3GAP2,26,-1.1409,40,-0.4795,67,0.33239,57,0.14965,38,-0.5584,85,0.69744
ENSG00000116141,MARK1,7,-2.1790,6,-2.4450,37,0.20875,39,0.84638,7,-2.2668,50,0.70961
ENSG00000117791,MARC2,8,-1.4040,17,-0.3573,36,0.80360,23,0.35278,6,-1.7688,24,0.17768
ENSG00000186205,MARC1,4,-2.8159,109,2.16385,13,-1.2845,30,-0.0720,0,-7.9113,31,0.05138
ENSG00000154305,MIA3,30,-1.2294,61,-0.1758,65,-0.0823,78,0.56076,56,-0.3082,52,-0.4216
ENSG00000186063,AIDA,83,0.92679,48,0.04223,42,-0.1484,42,-0.3578,37,-0.3529,59,0.37897
ENSG00000162819,BROX,34,-0.5501,40,-0.3387,70,0.54932,45,-0.3126,59,0.27616,78,0.72407
ENSG00000143502,SUSD4,8,-3.2747,51,-0.6864,71,-0.1950,104,1.32049,24,-1.8291,54,-0.6144
ENSG00000162909,CAPN2,111,0.85537,136,1.20514,13,-2.3487,48,-0.9015,83,0.38547,112,0.87019
ENSG00000143514,TP53BP2,57,-0.0680,71,0.28716,25,-1.3279,34,-1.5437,93,0.70456,255,2.55036
ENSG00000143756,FBXO28,14,-1.1423,40,0.44386,41,0.48202,32,0.20496,29,-0.0373,13,-1.2419
ENSG00000143753,DEGS1,59,-1.2432,147,0.14914,102,-0.4201,155,0.63432,89,-0.6265,102,-0.4201
ENSG00000143771,CNIH4,16,-1.6010,100,1.25087,11,-2.0842,48,0.13142,43,-0.0914,48,0.04654
ENSG00000162923,WDR26,61,0.05302,98,0.80782,5,-3.6005,57,-0.1516,61,0.04078,90,0.67070
ENSG00000143815,LBR,33,-0.0001,93,1.68753,27,-0.3204,24,-1.0232,31,-0.1220,60,0.93356
ENSG00000154380,ENAH,154,0.71939,64,-0.6509,31,-1.7152,100,0.08416,126,0.40024,97,-0.0184
ENSG00000143742,SRP9,125,-1.4025,238,-0.4365,262,-0.2891,330,0.17643,294,-0.1106,542,0.86844
ENSG00000143819,EPHX1,224,1.03380,226,1.05030,10,-3.6307,96,-0.6579,124,0.07489,178,0.65799
ENSG00000143811,PYCR2,49,-0.7626,117,0.59752,54,-0.6066,79,-0.0449,70,-0.2137,120,0.63088
ENSG00000143751,SDE2,13,-0.7216,37,0.85333,20,-0.1215,20,-0.3372,19,-0.2299,35,0.77452
ENSG00000163041,H3F3A,265,-0.2709,510,0.76876,150,-1.1322,286,-0.3419,368,0.24507,519,0.79833
ENSG00000182827,ACBD3,42,0.45940,32,0.01515,39,0.34383,30,-0.2034,28,-0.1455,29,-0.0964
ENSG00000143799,PARP1,132,0.95595,58,-0.3584,86,0.26455,56,-0.8086,139,1.03733,81,0.16358
ENSG00000203685,STUM,7,-1.8650,35,0.53134,16,-0.6194,25,0.02308,37,0.61403,28,0.18264
ENSG00000143772,ITPKB,241,1.96901,45,-0.7683,15,-2.3644,24,-2.6885,251,2.04787,232,1.89278
ENSG00000143801,PSEN2,17,-1.3047,26,-0.7142,31,-0.4306,52,1.09830,20,-1.0892,26,-0.6915
ENSG00000163050,COQ8A,43,0.19851,19,-1.0686,27,-0.5461,43,0.52628,29,-0.4252,32,-0.2683
ENSG00000143776,CDC42BPA,37,-0.4895,52,0.01430,3,-4.1849,61,0.72821,63,0.32060,27,-0.9463
ENSG00000143740,SNAP47,15,-1.7945,51,0.05641,17,-1.5467,61,1.02573,30,-0.7547,36,-0.4666
ENSG00000081692,JMJD4,39,0.43474,38,0.39595,47,0.73350,25,-0.5559,17,-0.8579,44,0.61437
ENSG00000143761,ARF1,184,-1.3602,372,-0.2992,277,-0.7466,548,0.88323,271,-0.7826,379,-0.2685
ENSG00000143793,C1orf35,30,0.71734,7,-1.4259,2,-2.9095,20,0.08413,25,0.40107,28,0.57195
ENSG00000162910,MRPL55,128,0.09276,139,0.21916,102,-0.2647,129,0.25419,92,-0.4197,79,-0.6539
ENSG00000143774,GUK1,481,0.33020,391,0.00287,242,-0.7329,402,0.11848,371,-0.0780,368,-0.0909
ENSG00000154358,OBSCN,22,0.12267,17,-0.2944,1,-3.5565,26,1.17090,6,-1.7261,10,-1.0432
ENSG00000154370,TRIM11,0,-4.7488,26,0.19602,1,-4.2254,29,1.00930,22,-0.0564,21,-0.1902
ENSG00000181218,HIST3H2A,22,-0.1592,10,-1.2544,23,-0.0921,28,0.69827,4,-2.4689,27,0.20338
ENSG00000168159,RNF187,264,-0.4163,166,-1.1139,327,-0.0869,391,0.52647,310,-0.1704,292,-0.2600
ENSG00000116574,RHOU,92,0.86955,103,1.05038,15,-1.9024,23,-2.1262,249,2.72374,53,-0.0264
ENSG00000168118,RAB4A,121,0.09948,82,-0.4923,109,-0.0649,115,0.06712,139,0.31502,100,-0.1904
ENSG00000154429,CCSAP,2,-4.0539,20,-0.8275,8,-2.1536,43,0.95642,48,0.48763,32,-0.1298
ENSG00000143632,ACTA1,0,-7.2688,18,-0.1263,21,0.07097,24,0.92752,10,-1.0309,14,-0.4853
ENSG00000069248,NUP133,11,-1.7792,43,0.29916,24,-0.5874,40,0.48130,25,-0.5270,40,0.16291
ENSG00000143641,GALNT2,11,-2.3756,98,0.96499,26,-1.1231,56,0.15801,37,-0.5898,80,0.62689
ENSG00000177614,PGBD5,11,-1.9740,13,-1.7236,61,0.63307,50,0.96886,23,-0.8895,21,-1.0319
