Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to13,Feature log2 fold change topic 4to13
ENSG00000163704,PRRT3,5,-2.1260,18,-0.2479,25,0.20957,23,0.52824
ENSG00000125037,EMC3,57,-0.9937,83,-0.4266,147,0.46782,114,0.24607
ENSG00000254999,BRK1,112,-1.1178,170,-0.4909,191,-0.3139,257,0.70114
ENSG00000157014,TATDN2,13,-1.3174,28,-0.2340,22,-0.6241,36,0.76766
ENSG00000157020,SEC13,57,-0.3080,116,0.82147,104,0.65236,62,-0.5639
ENSG00000157087,ATP2B2,8,-2.8955,8,-2.9101,51,-0.2700,72,1.66038
ENSG00000132164,SLC6A11,11,-3.0431,27,-1.6909,69,-0.3018,99,1.45735
ENSG00000157103,SLC6A1,120,0.26943,65,-0.6680,94,-0.1162,103,0.15283
ENSG00000197548,ATG7,26,0.45331,21,0.13309,2,-3.2182,20,0.30834
ENSG00000144560,VGLL4,71,0.90499,111,1.68408,39,-0.0261,30,-1.2822
ENSG00000157152,SYN2,17,-3.2624,12,-3.7611,105,-0.5770,186,2.04837
ENSG00000075975,MKRN2,29,0.17155,17,-0.6034,40,0.68718,25,-0.1985
ENSG00000132155,RAF1,36,-0.0604,100,1.61181,31,-0.2799,32,-0.7879
ENSG00000144712,CAND2,0,-6.4142,11,-1.1770,18,-0.5074,29,1.56780
ENSG00000144713,RPL32,1902,0.67781,1489,0.28397,755,-0.7658,1202,-0.2013
ENSG00000144711,IQSEC1,61,-1.2629,60,-1.2959,67,-1.1269,164,1.38331
ENSG00000132182,NUP210,11,-0.7475,27,0.65287,0,-6.2999,20,0.61083
ENSG00000163517,HDAC11,59,-0.1604,38,-0.8173,90,0.49500,67,0.09201
ENSG00000163528,CHCHD4,16,-0.3260,22,0.19439,30,0.65234,19,-0.2666
ENSG00000170876,TMEM43,22,-1.1181,169,2.19929,28,-0.7517,39,-0.9125
ENSG00000154767,XPC,5,-2.9540,80,1.14706,38,-0.0499,39,-0.0814
ENSG00000170860,LSM3,84,-0.2023,108,0.19183,99,0.04681,95,-0.0237
ENSG00000131389,SLC6A6,0,-6.3254,42,1.67601,0,-5.8037,16,0.15012
ENSG00000225733,FGD5-AS1,150,0.28519,151,0.29280,53,-1.3025,127,0.11014
ENSG00000177463,NR2C2,17,-1.2181,28,-0.4204,5,-2.9458,44,1.37155
ENSG00000131368,MRPS25,27,-1.5360,97,0.41717,100,0.45949,75,-0.0008
ENSG00000131381,RBSN,11,-1.5367,32,-0.0408,25,-0.3773,35,0.62185
ENSG00000131375,CAPN7,11,-1.3262,52,1.02654,0,-6.8493,29,0.47018
ENSG00000131370,SH3BP5,74,0.71639,40,-0.2416,60,0.37058,44,-0.3995
ENSG00000144597,EAF1,20,-1.2254,53,0.23085,69,0.66383,45,-0.0749
ENSG00000169814,BTD,20,0.36666,12,-0.3583,19,0.28743,15,-0.1549
ENSG00000206560,ANKRD28,28,0.23306,32,0.40038,28,0.18791,23,-0.3383
ENSG00000131386,GALNT15,241,3.82907,10,-1.8312,0,-7.1928,19,-2.1180
ENSG00000154813,DPH3,28,-0.4259,47,0.34846,68,0.93141,35,-0.4554
ENSG00000131378,RFTN1,25,0.28714,46,1.28956,0,-6.2487,20,-0.2476
ENSG00000131374,TBC1D5,63,0.36008,66,0.43361,46,-0.1351,48,-0.2896
ENSG00000182568,SATB1,19,-0.2991,4,-2.5065,0,-6.6704,28,1.81226
ENSG00000144566,RAB5A,35,-1.6709,126,0.27157,114,0.11215,110,0.26727
ENSG00000114166,KAT2B,33,-0.4056,87,1.14852,12,-1.8657,42,-0.0539
ENSG00000182247,UBE2E2,16,-2.3903,52,-0.6341,57,-0.5109,91,1.11236
ENSG00000170142,UBE2E1,55,-0.3913,37,-1.0168,68,-0.0756,77,0.52441
ENSG00000197885,NKIRAS1,5,-3.6791,36,-0.8834,62,-0.0477,73,1.07978
ENSG00000174748,RPL15,773,-0.5208,1174,0.12597,766,-0.5343,1137,0.33019
ENSG00000174738,NR1D2,14,-1.5183,38,0.02544,15,-1.3308,42,0.89977
ENSG00000151090,THRB,0,-5.5116,27,-0.0816,0,-6.9237,34,1.87697
ENSG00000077097,TOP2B,73,-0.3841,92,-0.0187,35,-1.4954,101,0.60516
ENSG00000151092,NGLY1,1,-3.7904,21,0.16069,15,-0.3342,21,0.72960
ENSG00000179796,LRRC3B,8,-1.2580,0,-6.2088,20,0.02731,22,1.23461
ENSG00000187118,CMC1,16,-1.4336,44,0.09914,39,-0.0751,43,0.40062
ENSG00000163512,AZI2,21,-1.6186,36,-0.8459,31,-1.0308,72,1.28061
ENSG00000144642,RBMS3,32,0.51451,21,-0.1350,0,-6.6653,25,0.47290
ENSG00000163527,STT3B,28,-1.3233,91,0.45314,42,-0.7216,72,0.42411
ENSG00000152642,GPD1L,8,-2.0310,24,-0.3323,33,0.14930,33,0.58502
ENSG00000091317,CMTM6,52,1.51280,52,1.51204,0,-6.4632,16,-1.0618
ENSG00000144635,DYNC1LI1,26,-1.6583,25,-1.7463,137,0.86921,85,0.43053
ENSG00000182973,CNOT10,21,0.26923,7,-1.2411,0,-6.2508,20,1.05187
ENSG00000170266,GLB1,29,-0.4117,74,1.07756,35,-0.1250,35,-0.3708
ENSG00000170275,CRTAP,230,2.39659,78,0.47114,12,-2.3130,43,-1.3010
ENSG00000153558,FBXL2,3,-4.1886,28,-0.9038,47,-0.1094,58,1.15268
ENSG00000153560,UBP1,20,-1.2808,85,0.95421,9,-2.3924,50,0.37569
ENSG00000163539,CLASP2,72,-1.4846,92,-1.1108,117,-0.7613,221,1.23671
ENSG00000170248,PDCD6IP,63,0.06581,87,0.57766,47,-0.3721,59,-0.1622
ENSG00000172995,ARPP21,12,-1.2173,0,-8.2032,6,-2.1669,33,2.41947
ENSG00000168016,TRANK1,6,-1.6758,11,-0.8151,12,-0.6905,21,1.14107
ENSG00000178567,EPM2AIP1,55,-1.3484,53,-1.4056,133,-0.0066,150,0.89658
ENSG00000076242,MLH1,10,-1.9470,40,0.06441,31,-0.3185,42,0.61338
ENSG00000093167,LRRFIP2,29,-0.8748,59,0.21196,59,0.20278,52,0.09735
ENSG00000144674,GOLGA4,115,1.57937,37,-0.2468,14,-1.6603,41,-0.4500
ENSG00000144677,CTDSPL,6,-1.9760,57,1.33839,12,-1.0791,25,-0.0159
ENSG00000060971,ACAA1,62,-0.4233,116,0.54349,65,-0.3650,82,0.02603
ENSG00000172939,OXSR1,12,-0.9127,14,-0.6947,26,0.27959,23,0.41947
ENSG00000157036,EXOG,4,-2.0974,26,0.71805,5,-1.6916,18,0.60439
ENSG00000114742,WDR48,19,-1.5901,36,-0.6590,37,-0.6307,63,1.02950
ENSG00000114745,GORASP1,59,0.64716,30,-0.3897,18,-1.1283,40,0.15748
ENSG00000144655,CSRNP1,205,1.58285,264,2.06153,42,-0.9591,51,-1.7309
ENSG00000144659,SLC25A38,19,-1.3865,33,-0.6280,69,0.52033,52,0.36609
ENSG00000168028,RPSA,599,0.13627,727,0.44373,429,-0.3826,539,-0.1194
ENSG00000168314,MOBP,270,1.13221,9,-4.0041,22,-2.6688,144,0.52467
ENSG00000170011,MYRIP,27,0.19130,27,0.18362,16,-0.6626,24,0.06096
ENSG00000114784,EIF1B,183,-0.6432,213,-0.4077,457,0.79705,276,-0.0440
ENSG00000168032,ENTPD3,1,-4.3592,10,-1.4297,11,-1.2244,31,2.02880
ENSG00000188846,RPL14,668,0.23078,622,0.11752,484,-0.2721,572,-0.0465
ENSG00000168036,CTNNB1,183,-0.8514,755,1.41705,55,-2.6214,315,-0.0703
ENSG00000182606,TRAK1,61,-0.0370,37,-0.7865,43,-0.5733,68,0.50768
ENSG00000187094,CCK,1,-6.3416,62,-1.2766,19,-2.9526,178,2.67298
ENSG00000093183,SEC22C,52,-0.3021,61,-0.0580,49,-0.3967,66,0.29071
ENSG00000008324,SS18L2,34,-0.6155,57,0.17655,52,0.03187,51,0.12144
ENSG00000114857,NKTR,12,-2.0204,90,1.08409,17,-1.4378,48,0.26201
ENSG00000114853,ZBTB47,81,1.34791,37,0.06342,4,-2.9831,34,-0.2691
ENSG00000010282,HHATL,118,2.10252,4,-2.9940,0,-6.2252,32,-0.3385
ENSG00000181061,HIGD1A,179,-0.6411,198,-0.4868,303,0.16982,285,0.33109
ENSG00000144647,POMGNT2,28,-1.1502,37,-0.7681,19,-1.7489,70,1.32366
ENSG00000163788,SNRK,33,-0.4293,50,0.18804,26,-0.7928,46,0.34676
ENSG00000160746,ANO10,56,1.21645,21,-0.3448,10,-1.5040,26,-0.1700
ENSG00000179152,TCAIM,1,-4.1676,11,-1.2085,15,-0.6997,29,1.63250
ENSG00000185219,ZNF445,17,0.09268,16,0.00787,6,-1.3310,17,0.34576
ENSG00000163807,KIAA1143,34,0.06428,22,-0.5874,35,0.11376,33,0.12791
ENSG00000169964,TMEM42,34,-0.4891,31,-0.6360,12,-2.0149,53,1.04233
ENSG00000163812,ZDHHC3,68,1.08632,23,-0.5966,50,0.58473,31,-0.6072
ENSG00000075914,EXOSC7,32,-0.4974,55,0.34304,18,-1.3178,47,0.41493
ENSG00000249992,TMEM158,2,-5.5994,44,-1.6402,73,-0.9011,159,1.98445
ENSG00000011376,LARS2,2,-2.8787,21,0.29745,8,-1.1645,19,0.88258
ENSG00000211456,SACM1L,42,-0.5205,49,-0.2953,80,0.46819,60,0.07347
ENSG00000163818,LZTFL1,7,-2.2973,37,0.02934,23,-0.6666,40,0.82374
ENSG00000181585,TMIE,5,-1.9882,12,-0.7541,6,-1.8388,24,1.59351
ENSG00000160799,CCDC12,12,-2.0607,87,0.93598,26,-0.9400,51,0.27459
ENSG00000181555,SETD2,33,-0.2805,28,-0.5347,25,-0.6779,43,0.57007
ENSG00000088727,KIF9,4,-3.6810,74,0.63867,39,-0.3663,53,0.43101
ENSG00000114648,KLHL18,11,-1.7121,39,0.10618,22,-0.7343,40,0.71172
ENSG00000076201,PTPN23,41,-0.5757,49,-0.3051,69,0.24457,61,0.20961
ENSG00000114650,SCAP,30,-0.8398,84,0.74237,39,-0.4559,53,0.05465
ENSG00000163832,ELP6,13,-1.4683,68,1.00437,16,-1.2475,37,0.20626
ENSG00000114646,CSPG5,6,-4.6425,25,-2.6954,52,-1.6272,190,2.76411
ENSG00000173473,SMARCC1,26,0.19464,27,0.24559,23,0.02169,22,-0.1900
ENSG00000132153,DHX30,60,-1.1171,164,0.41411,105,-0.2853,131,0.25456
ENSG00000047849,MAP4,608,0.59389,230,-0.9143,301,-0.5079,430,0.17947
ENSG00000164050,PLXNB1,112,0.34619,118,0.43077,27,-1.7736,91,0.08424
ENSG00000232112,TMA7,349,-0.9649,628,-0.0677,426,-0.6622,712,0.60628
ENSG00000164054,SHISA5,96,-0.6471,292,1.10919,68,-1.1706,146,-0.0629
ENSG00000114270,COL7A1,15,-1.8128,98,1.07986,47,-0.0966,49,-0.1151
ENSG00000010256,UQCRC1,194,-0.0045,198,0.02745,172,-0.1948,197,0.06517
ENSG00000008300,CELSR3,1,-4.3573,37,0.78657,13,-0.7457,24,0.47944
ENSG00000213672,NCKIPSD,24,-1.6872,113,0.66240,32,-1.2455,80,0.49309
ENSG00000068745,IP6K2,53,-1.1271,204,0.95620,81,-0.4938,112,-0.0083
ENSG00000114302,PRKAR2A,35,-0.5422,46,-0.1265,55,0.17335,51,0.16625
ENSG00000178537,SLC25A20,16,0.05841,20,0.40345,17,0.14605,15,-0.2544
ENSG00000177479,ARIH2,20,-1.4191,92,0.90720,43,-0.2985,52,0.01575
ENSG00000178467,P4HTM,74,-1.0784,105,-0.5616,116,-0.4021,167,0.75732
ENSG00000178252,WDR6,94,-0.6008,221,0.74317,116,-0.2774,137,-0.0647
ENSG00000178149,DALRD3,1,-3.9076,45,1.07862,22,-0.0746,23,0.01841
ENSG00000178057,NDUFAF3,136,-0.4336,293,0.77508,126,-0.5543,179,-0.0471
ENSG00000178035,IMPDH2,52,-0.7674,123,0.56542,91,0.07918,86,-0.0530
ENSG00000198218,QRICH1,48,-0.4642,76,0.25826,31,-1.0872,68,0.39906
ENSG00000172053,QARS,42,-0.2427,82,0.80859,86,0.90656,43,-0.7039
ENSG00000172046,USP19,9,-1.9252,36,0.12752,7,-2.2372,38,1.10665
ENSG00000172037,LAMB2,94,1.16850,311,3.68090,0,-7.6266,19,-2.7901
ENSG00000185909,KLHDC8B,18,-2.0042,106,0.64609,71,0.00623,72,0.14901
ENSG00000114316,USP4,29,0.28712,41,0.83450,18,-0.4447,22,-0.3698
ENSG00000067560,RHOA,534,1.00235,439,0.67664,290,0.01776,247,-0.7697
ENSG00000145022,TCTA,52,0.07604,35,-0.5368,87,0.91964,47,-0.3110
ENSG00000145020,AMT,21,0.32711,53,1.86778,15,-0.1697,13,-1.1329
ENSG00000145029,NICN1,32,0.08116,14,-1.0991,19,-0.6734,33,0.56998
ENSG00000173402,DAG1,61,-0.2549,90,0.33501,19,-2.0021,77,0.44313
ENSG00000164061,BSN,20,-1.3601,7,-2.8266,65,0.39307,56,0.86179
ENSG00000164062,APEH,31,-1.2837,120,0.77142,81,0.13934,73,-0.0873
ENSG00000164068,RNF123,11,-1.1060,33,0.61505,20,-0.1451,23,0.08450
ENSG00000173540,GMPPB,20,-0.0843,49,1.36381,12,-0.7820,19,-0.4848
ENSG00000176095,IP6K1,31,-1.3273,67,-0.1755,40,-0.9631,83,0.85988
ENSG00000164076,CAMKV,34,-2.1625,24,-2.6477,35,-2.1154,177,2.50297
ENSG00000164077,MON1A,17,-0.5006,23,-0.0829,16,-0.5863,25,0.43951
ENSG00000004534,RBM6,30,-0.7152,109,1.32661,21,-1.2826,47,-0.1849
ENSG00000003756,RBM5,35,-1.2406,155,1.08469,42,-0.9712,80,0.04701
ENSG00000114353,GNAI2,504,1.15560,356,0.57987,87,-1.5792,227,-0.4764
ENSG00000012171,SEMA3B,262,3.08754,85,0.91629,0,-7.6969,28,-2.0319
ENSG00000214706,IFRD2,7,-1.2572,54,2.04392,6,-1.3165,14,-0.6615
ENSG00000243477,NAA80,29,0.41046,20,-0.1538,0,-4.9836,24,0.52997
ENSG00000068001,HYAL2,117,1.80846,213,3.05279,0,-7.4188,19,-2.5373
ENSG00000114383,TUSC2,64,-0.5925,65,-0.5524,115,0.31655,97,0.26160
ENSG00000068028,RASSF1,32,0.67807,77,2.23244,2,-3.3563,16,-1.1947
ENSG00000004838,ZMYND10,1,-3.5266,31,0.81990,0,-6.3393,21,0.92494
ENSG00000114388,NPRL2,35,-0.2527,22,-0.9554,32,-0.4002,45,0.59226
ENSG00000114395,CYB561D2,30,0.54303,31,0.58783,10,-1.1566,21,-0.1948
ENSG00000126062,TMEM115,39,-0.4152,97,1.03071,84,0.78844,45,-0.7160
ENSG00000007402,CACNA2D2,16,-2.0202,18,-1.8199,30,-1.1064,74,1.77783
ENSG00000088543,C3orf18,14,-1.0649,25,-0.2222,47,0.73308,29,0.03377
ENSG00000088538,DOCK3,4,-3.7963,39,-0.5120,53,-0.0408,62,0.92913
ENSG00000145050,MANF,74,0.50365,112,1.18647,103,1.04647,41,-1.2234
ENSG00000259956,RBM15B,34,-0.0883,34,-0.1000,16,-1.2316,38,0.45948
ENSG00000145041,DCAF1,3,-2.1523,22,0.44212,15,-0.1541,17,0.35709
ENSG00000164081,TEX264,55,0.04805,58,0.12839,49,-0.1156,53,-0.0279
ENSG00000041880,PARP3,9,-1.2973,12,-0.8931,19,-0.2252,24,0.85480
ENSG00000090097,PCBP4,61,-0.1782,78,0.21171,38,-0.8801,71,0.26371
ENSG00000248487,ABHD14A,51,-1.6983,92,-0.8153,97,-0.7253,179,1.16178
ENSG00000243989,ACY1,10,-0.7792,53,1.87248,0,-6.2320,16,-0.3830
ENSG00000162244,RPL29,1147,0.98600,1020,0.79038,255,-1.3548,567,-0.5090
ENSG00000023330,ALAS1,10,-1.9795,42,0.11623,10,-1.9228,44,1.06984
ENSG00000247596,TWF2,25,-0.4593,55,0.77305,61,0.95222,30,-0.6538
ENSG00000164091,WDR82,32,-2.1868,95,-0.5521,51,-1.4817,160,1.42140
ENSG00000163930,BAP1,36,-0.2036,93,1.31392,39,-0.1035,37,-0.5899
ENSG00000010322,NISCH,90,-1.4263,263,0.19624,176,-0.4256,249,0.49362
ENSG00000168268,NT5DC2,39,-0.0192,84,1.22229,12,-1.7433,38,-0.2507
ENSG00000168273,SMIM4,21,-1.7703,486,3.75418,0,-8.2366,41,-2.0463
ENSG00000163939,PBRM1,11,-1.5489,47,0.59393,29,-0.1592,33,0.18443
ENSG00000163938,GNL3,20,-1.0115,59,0.60710,16,-1.3956,42,0.42124
ENSG00000016864,GLT8D1,12,-2.1943,80,0.59658,44,-0.3337,57,0.33801
ENSG00000114902,SPCS1,115,-1.2838,223,-0.2823,191,-0.5180,295,0.74066
ENSG00000114904,NEK4,15,-0.8274,35,0.48654,0,-4.8784,28,0.74047
ENSG00000163931,TKT,137,0.02168,151,0.17483,117,-0.2248,135,0.00186
ENSG00000272886,DCP1A,5,-1.7395,51,1.74062,0,-6.2681,17,-0.0995
ENSG00000016391,CHDH,9,-0.8526,8,-0.9078,0,-6.0961,19,1.63910
ENSG00000056736,IL17RB,1,-4.2643,16,-0.1493,21,0.26153,19,0.60207
ENSG00000113812,ACTR8,9,-0.8427,5,-1.7998,19,0.24579,18,0.68014
ENSG00000113811,SELENOK,134,-0.1955,263,0.87680,140,-0.1271,144,-0.3125
ENSG00000157445,CACNA2D3,0,-8.2571,7,-2.5810,0,-6.8308,51,4.32583
ENSG00000187672,ERC2,1,-4.0018,6,-2.0832,13,-1.0287,32,2.14057
ENSG00000163946,TASOR,5,-2.5621,46,0.71247,7,-2.0422,32,0.72196
ENSG00000163947,ARHGEF3,5,-2.6410,77,1.51714,0,-7.0401,31,0.20599
ENSG00000157500,APPL1,32,-0.4666,51,0.23158,28,-0.6996,46,0.31033
ENSG00000174840,PDE12,23,-0.3547,27,-0.1303,5,-2.5725,33,0.81428
ENSG00000168374,ARF4,69,-1.2139,203,0.43130,147,-0.0720,159,0.18189
ENSG00000174839,DENND6A,11,-0.9427,34,0.84429,0,-6.4508,22,0.52369
ENSG00000163681,SLMAP,20,-0.7060,66,1.21762,5,-2.6161,31,0.05267
ENSG00000136068,FLNB,29,0.43609,86,2.38015,0,-6.5595,17,-1.1806
ENSG00000163686,ABHD6,17,-0.3317,17,-0.3307,41,1.01879,21,-0.2925
ENSG00000163684,RPP14,17,-0.3924,13,-0.7922,10,-1.1854,24,0.87058
ENSG00000168297,PXK,29,-0.2889,24,-0.5886,35,0.01713,37,0.31656
ENSG00000168291,PDHB,53,-0.9105,65,-0.6259,128,0.43363,102,0.30992
ENSG00000168301,KCTD6,13,-0.7273,16,-0.3734,19,-0.1015,22,0.44641
ENSG00000168309,FAM107A,1479,2.84010,322,0.09021,47,-2.7707,210,-1.5477
ENSG00000144724,PTPRG,63,0.64925,17,-1.3418,156,2.26260,31,-1.3484
ENSG00000114405,C3orf14,32,-1.3904,19,-2.1125,90,0.18246,90,0.92910
ENSG00000163618,CADPS,24,-2.5777,37,-1.9343,124,-0.1353,157,1.34493
ENSG00000163630,SYNPR,14,-2.4418,11,-2.7911,289,2.42436,62,-0.7547
ENSG00000163634,THOC7,19,-2.0360,55,-0.4896,92,0.30502,82,0.55794
ENSG00000163636,PSMD6,23,-1.8846,73,-0.1807,84,0.04247,88,0.55476
ENSG00000163637,PRICKLE2,25,-0.6772,55,0.56312,30,-0.3894,39,0.09769
ENSG00000151276,MAGI1,6,-3.2014,32,-0.8355,41,-0.4546,64,1.26589
ENSG00000144741,SLC25A26,17,-0.9726,16,-1.0356,14,-1.2430,37,1.22409
ENSG00000144749,LRIG1,113,0.19428,85,-0.2526,78,-0.3860,102,0.15400
ENSG00000144747,TMF1,26,-0.3822,59,0.91756,48,0.57526,30,-0.5592
ENSG00000144744,UBA3,18,-1.6041,42,-0.3852,58,0.12526,58,0.55084
ENSG00000144746,ARL6IP5,152,-0.8555,150,-0.8798,172,-0.6743,299,0.91851
ENSG00000163412,EIF4E3,26,-0.9643,30,-0.7511,14,-1.8944,57,1.27845
ENSG00000170837,GPR27,1,-5.0701,67,0.31410,10,-2.4869,64,1.26467
ENSG00000163602,RYBP,12,-1.6887,51,0.43400,0,-7.3892,44,1.04568
ENSG00000163605,PPP4R2,57,0.38227,52,0.23067,24,-0.9216,45,0.01291
ENSG00000185008,ROBO2,13,-0.2878,0,-6.9605,15,-0.1194,18,0.93278
ENSG00000169855,ROBO1,15,-1.5845,71,0.79792,49,0.20571,43,-0.0839
ENSG00000114480,GBE1,41,0.65188,51,0.98298,27,0.01193,24,-0.7458
ENSG00000175161,CADM2,125,0.27780,21,-2.3767,60,-0.8540,116,0.74728
ENSG00000083937,CHMP2B,54,-0.3242,40,-0.8009,52,-0.3971,73,0.57562
ENSG00000163320,CGGBP1,59,-0.3240,50,-0.5688,49,-0.6039,79,0.57545
ENSG00000184500,PROS1,27,0.22925,99,2.47608,3,-2.7634,18,-1.2588
ENSG00000269028,MTRNR2L12,2514,0.77854,259,-2.6706,624,-1.3786,1670,0.56041
ENSG00000113966,ARL6,2,-3.6417,20,-0.4490,30,0.17362,30,0.76464
ENSG00000170854,RIOX2,9,-1.3493,27,0.30069,26,0.25439,23,0.12989
ENSG00000080822,CLDND1,202,0.04075,75,-1.4510,119,-0.7701,217,0.70843
ENSG00000080819,CPOX,5,-2.1429,6,-1.9435,17,-0.5064,28,1.51267
ENSG00000057019,DCBLD2,0,-5.4809,75,2.05209,6,-1.7768,21,-0.3917
ENSG00000184220,CMSS1,17,-1.9357,50,-0.3111,45,-0.4587,68,0.86494
ENSG00000036054,TBC1D23,10,-0.9293,20,0.13868,2,-3.0866,20,0.93451
ENSG00000114021,NIT2,34,-0.5516,56,0.22151,68,0.54536,47,-0.1580
ENSG00000154174,TOMM70,50,-0.9075,27,-1.8272,94,0.04786,101,0.82533
ENSG00000206535,LNP1,2,-2.9669,5,-1.9261,8,-1.2529,22,2.09087
ENSG00000114354,TFG,101,-0.0285,129,0.35681,111,0.12122,100,-0.1906
ENSG00000138468,SENP7,1,-4.3006,46,1.18891,0,-6.5723,24,0.60508
ENSG00000174173,TRMT10C,11,-1.4348,8,-1.9613,56,1.00533,31,0.31626
ENSG00000081154,PCNP,113,-0.6746,182,0.05107,164,-0.1099,183,0.25607
ENSG00000066422,ZBTB11,9,-2.0829,36,-0.0064,29,-0.3392,40,0.68024
ENSG00000114391,RPL24,661,-0.2382,1016,0.43763,603,-0.3784,774,0.02547
ENSG00000182504,CEP97,8,-1.3561,13,-0.6906,27,0.39659,22,0.45578
ENSG00000144815,NXPE3,11,-1.7442,48,0.48387,10,-1.8879,39,0.75801
ENSG00000170017,ALCAM,21,-3.0817,135,-0.3310,9,-4.2166,200,1.85991
ENSG00000114439,BBX,62,0.55016,45,0.04367,9,-2.2946,45,0.22233
ENSG00000196776,CD47,44,-1.4686,100,-0.2260,132,0.20382,123,0.41848
ENSG00000114446,IFT57,26,-1.2336,124,1.22980,35,-0.7658,57,-0.1088
ENSG00000198919,DZIP3,22,-2.0430,48,-0.9256,82,-0.1277,100,0.97121
ENSG00000177707,NECTIN3,2,-3.0010,6,-1.3832,0,-6.1501,20,2.75923
ENSG00000144827,ABHD10,34,-0.9495,40,-0.7012,26,-1.3580,73,1.11569
ENSG00000144834,TAGLN3,92,-1.9884,99,-1.8851,460,0.44455,386,0.82888
ENSG00000091972,CD200,10,-4.4274,81,-1.4600,180,-0.2637,250,1.46270
ENSG00000144848,ATG3,78,0.16624,67,-0.0712,48,-0.5817,72,0.15937
ENSG00000138459,SLC35A5,51,-0.1008,54,0.01093,51,-0.1020,55,0.07542
ENSG00000091986,CCDC80,99,1.71994,75,1.22446,0,-7.2500,28,-1.0241
ENSG00000163608,NEPRO,11,-1.6202,27,-0.2343,37,0.23454,34,0.43281
ENSG00000072858,SIDT1,39,0.51550,2,-3.5226,0,-6.9144,32,1.21654
ENSG00000121579,NAA50,44,-0.2863,41,-0.4053,1,-5.0514,60,1.06168
ENSG00000114573,ATP6V1A,97,-1.6933,90,-1.8033,383,0.40500,329,0.79041
ENSG00000181722,ZBTB20,77,2.54401,0,-6.0430,0,-6.2779,15,-0.7112
ENSG00000172020,GAP43,9,-6.0984,160,-2.0095,165,-1.9636,756,2.76001
ENSG00000185565,LSAMP,75,-1.2397,54,-1.7399,165,-0.0494,192,0.96828
ENSG00000144847,IGSF11,14,-0.3191,15,-0.2660,19,0.08101,18,0.18821
ENSG00000163389,POGLUT1,8,-1.5635,20,-0.2301,15,-0.6021,26,0.81366
ENSG00000113845,TIMMDC1,46,-0.6011,68,-0.0275,70,0.02385,71,0.21165
ENSG00000138495,COX17,124,-0.7087,221,0.17526,228,0.22655,199,0.06092
ENSG00000183833,MAATS1,0,-6.9808,17,0.06451,0,-6.1467,19,1.74796
ENSG00000082701,GSK3B,22,-2.0050,58,-0.5537,55,-0.6420,95,1.07365
ENSG00000163428,LRRC58,40,0.63654,47,0.90077,18,-0.6122,24,-0.5216
ENSG00000163430,FSTL1,111,1.83762,201,3.09391,18,-1.0468,15,-2.8509
ENSG00000065518,NDUFB4,194,-0.8572,356,0.07309,292,-0.2326,357,0.34743
ENSG00000144840,RABL3,49,0.56851,37,0.14085,0,-7.2043,36,0.31128
ENSG00000145087,STXBP5L,17,-0.1631,4,-2.1848,3,-2.5805,22,1.41693
ENSG00000173230,GOLGB1,144,1.45594,86,0.59883,4,-3.7300,53,-0.5445
ENSG00000163406,SLC15A2,35,0.96074,11,-0.8645,8,-1.2837,19,0.11929
ENSG00000114023,FAM162A,65,-0.9491,137,0.18826,94,-0.3909,128,0.37522
ENSG00000114030,KPNA1,15,-1.8883,67,0.32363,50,-0.1253,57,0.37916
ENSG00000138463,SLC49A4,36,0.74311,24,0.08364,1,-4.1770,23,0.19075
ENSG00000173175,ADCY5,18,-1.6791,57,0.08915,2,-4.7577,63,1.28139
ENSG00000206527,HACD2,63,0.82851,19,-0.9948,1,-4.8987,40,0.53194
ENSG00000065534,MYLK,143,2.54557,29,-0.1882,0,-7.1691,26,-1.1280
ENSG00000175455,CCDC14,26,0.68559,37,1.24754,0,-6.2017,16,-0.4064
ENSG00000160145,KALRN,3,-2.8630,37,0.75950,0,-6.6185,25,0.93284
ENSG00000082781,ITGB5,82,1.57167,43,0.48866,2,-3.9172,28,-0.5738
ENSG00000163848,ZNF148,16,-1.3794,55,0.44358,38,-0.1391,43,0.23455
ENSG00000114520,SNX4,76,0.46101,53,-0.1093,52,-0.1441,56,-0.1112
ENSG00000144909,OSBPL11,51,1.26683,16,-0.5083,0,-6.2975,23,0.06029
ENSG00000114544,SLC41A3,61,-0.8255,53,-1.0352,112,0.09679,114,0.59392
ENSG00000144908,ALDH1L1,105,1.40045,56,0.36936,25,-0.8775,39,-0.6554
ENSG00000163884,KLF15,31,0.59354,18,-0.2607,0,-6.5344,23,0.47395
ENSG00000159685,CHCHD6,32,-1.4152,20,-2.0722,35,-1.2744,98,1.72817
ENSG00000114554,PLXNA1,1,-5.3918,22,-1.1629,20,-1.2999,57,1.98159
ENSG00000163870,TPRA1,27,-0.5621,87,1.31957,18,-1.1638,37,-0.2389
ENSG00000114631,PODXL2,117,-1.3270,129,-1.1777,335,0.28214,306,0.65874
ENSG00000114626,ABTB1,27,-0.6173,68,0.84574,27,-0.5797,40,-0.0309
ENSG00000074416,MGLL,86,1.93504,18,-0.5804,21,-0.3861,23,-0.8715
ENSG00000058262,SEC61A1,104,-0.1024,337,1.87068,175,0.73550,82,-1.3153
ENSG00000175792,RUVBL1,4,-3.0721,50,0.73382,29,-0.1014,32,0.23074
