gene	t_stat_ARCboundary-VMHboundary	p_value_ARCboundary-VMHboundary	fdr_ARCboundary-VMHboundary	logFC_ARCboundary-VMHboundary
TRPC5	4.09436710302719	0.00020784328476433	0.00390762431891435	0.467386653986274
TRPC6	0.171597763969135	0.864646269537771	0.981556167325222	0.031447008528751
TSHZ2	4.25893933735748	0.00012634853629781	0.00272020966382343	0.300220522757046
TTYH1	0.395786693525335	0.694431984961172	0.930137804422314	0.0174634835438212
UGT8	0.28286003869346	0.778788855410484	0.960724289733938	0.0446100051185656
UNC5B	-0.75078675529767	0.457313696804667	0.827300267982451	-0.0892730670306854
VCAN	1.15097273335245	0.25679241135725	0.659301986841455	0.124871412429894
VGF	0.552119222648512	0.584035514704623	0.901191923016293	0.075938675458481
VIP	1.43886512833135	0.158213253492548	0.503530876332806	0.31131345546939
VSNL1	-2.91381987608365	0.00589956995888421	0.0462579300851512	-0.304673723373277
VWC2L	0.98558280042449	0.330448729824462	0.720026057485074	0.113564158354237
WIF1	0.0279861602594329	0.977816748258217	0.993009681547916	0.00624633474501124
ZBBX	1.03941507153475	0.305050555141894	0.702181085323221	0.125146693386434
ZCCHC12	-1.64917296829163	0.107192590236666	0.386980522380005	-0.158819984245218
ZDHHC23	2.29106650266321	0.0274798436848737	0.135913821468429	0.415727147828465
