Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000185129,PURA,28,-1.2754,59,-0.1606,57,-0.2119,50,-0.4190,108,0.80611,46,-0.5330,83,0.37414,85,0.41638,46,-0.5587,99,0.65038,69,0.07589,57,-0.2321
ENSG00000182700,IGIP,65,-0.8599,105,-0.1244,97,-0.2555,145,0.38338,149,0.42428,109,-0.0784,167,0.60361,152,0.45722,109,-0.0742,89,-0.3813,88,-0.4038,95,-0.2902
ENSG00000120306,CYSTM1,195,0.96965,179,0.82358,127,0.26313,135,0.36600,98,-0.1355,74,-0.5815,79,-0.4667,77,-0.5176,55,-1.0323,119,0.16087,61,-0.8673,90,-0.2806
ENSG00000113068,PFDN1,89,-0.1133,135,0.55716,107,0.18890,135,0.55567,69,-0.5001,140,0.62021,98,0.04397,89,-0.1140,62,-0.6500,77,-0.3378,87,-0.1452,56,-0.8277
ENSG00000131503,ANKHD1,38,-0.2109,37,-0.2708,50,0.20732,44,0.03390,94,1.25485,38,-0.1992,33,-0.4266,39,-0.1751,26,-0.7749,39,-0.1814,35,-0.3561,50,0.23233
ENSG00000213523,SRA1,54,0.15180,102,1.20296,51,0.06326,56,0.20670,28,-0.8412,44,-0.1670,24,-1.0861,51,0.07629,29,-0.8135,42,-0.2288,31,-0.6929,75,0.68315
ENSG00000113108,APBB3,43,0.29826,54,0.64114,46,0.40100,25,-0.5529,31,-0.2307,57,0.74277,22,-0.7706,35,-0.0570,22,-0.7189,22,-0.7285,33,-0.1416,41,0.19703
ENSG00000176087,SLC35A4,35,1.03260,14,-0.4363,4,-2.1186,14,-0.3636,6,-1.5512,15,-0.2844,32,0.86799,22,0.25887,28,0.64451,36,1.07602,10,-0.9383,5,-1.9343
ENSG00000170458,CD14,18,-0.5334,28,0.14291,62,1.49369,41,0.76268,9,-1.5767,16,-0.6425,37,0.61621,17,-0.5912,9,-1.5604,29,0.23316,12,-1.0640,24,-0.0583
ENSG00000131495,NDUFA2,317,0.23701,347,0.38074,279,0.03475,256,-0.1018,307,0.18772,265,-0.0476,228,-0.2811,203,-0.4606,208,-0.4220,310,0.20196,318,0.24256,237,-0.2169
ENSG00000113141,IK,68,-0.3054,76,-0.1380,98,0.26262,89,0.11313,61,-0.4709,77,-0.1096,81,-0.0362,79,-0.0686,81,-0.0224,90,0.14009,115,0.52800,77,-0.1090
ENSG00000120314,WDR55,21,0.26744,33,1.02898,10,-0.8533,21,0.26669,20,0.21031,30,0.84212,24,0.53224,19,0.14351,5,-1.8307,15,-0.2067,3,-2.3789,8,-1.1058
ENSG00000170445,HARS,82,0.21097,111,0.68923,68,-0.0852,71,-0.0186,79,0.14878,87,0.30314,80,0.16202,68,-0.0929,56,-0.3969,53,-0.4671,58,-0.3432,51,-0.5299
ENSG00000112855,HARS2,14,-0.7966,36,0.61518,21,-0.2418,30,0.34591,57,1.42073,20,-0.3123,20,-0.2583,27,0.16872,14,-0.8597,5,-2.2425,36,0.62768,10,-1.2814
ENSG00000146007,ZMAT2,64,-1.0889,107,-0.3079,133,0.02250,151,0.22838,143,0.13927,107,-0.3095,126,-0.0563,162,0.33747,228,0.89710,89,-0.5861,164,0.36151,95,-0.4957
ENSG00000178913,TAF7,116,-0.0703,134,0.15011,124,0.03145,93,-0.4056,144,0.26657,138,0.20134,149,0.32854,132,0.12545,109,-0.1675,115,-0.0868,96,-0.3619,107,-0.1910
ENSG00000131504,DIAPH1,14,-1.6193,55,0.49028,39,-0.0576,45,0.16603,57,0.55963,35,-0.2131,34,-0.2554,43,0.11815,41,0.01849,38,-0.0875,30,-0.4627,52,0.42343
ENSG00000171720,HDAC3,42,0.13923,36,-0.0902,32,-0.2670,38,-0.0238,38,-0.0247,58,0.65769,64,0.81407,27,-0.5507,52,0.47540,28,-0.4975,27,-0.5327,19,-1.0354
ENSG00000164620,RELL2,53,0.45520,40,0.03428,28,-0.5363,37,-0.1141,46,0.23185,77,1.08136,41,0.06213,42,0.09968,23,-0.8287,23,-0.8102,28,-0.4981,36,-0.1475
ENSG00000081791,DELE1,2,-3.3114,35,0.41871,36,0.49541,36,0.47991,33,0.35670,20,-0.4165,23,-0.2129,17,-0.6799,28,0.11182,37,0.53716,23,-0.2342,27,0.01726
ENSG00000013561,RNF14,68,0.39192,84,0.73343,50,-0.0806,68,0.38030,48,-0.1439,72,0.47225,38,-0.5311,50,-0.0810,30,-0.8784,44,-0.3057,34,-0.7028,52,-0.0198
ENSG00000113552,GNPDA1,38,-0.2013,50,0.20760,48,0.15949,42,-0.0495,32,-0.4958,62,0.54597,41,-0.0991,43,-0.0105,39,-0.1597,45,0.05452,24,-0.9289,60,0.48611
ENSG00000131507,NDFIP1,699,-0.1063,935,0.35468,660,-0.1957,922,0.33103,786,0.07747,1020,0.49563,906,0.30388,1016,0.48873,538,-0.5113,477,-0.6946,536,-0.5184,483,-0.6759
ENSG00000113578,FGF1,67,-0.7650,56,-1.0313,156,0.55613,170,0.69617,68,-0.7358,47,-1.3005,64,-0.8304,54,-1.0842,69,-0.7173,321,1.81611,135,0.32415,114,0.05284
ENSG00000145819,ARHGAP26,26,-0.8782,29,-0.7246,57,0.30647,23,-1.0750,37,-0.3608,87,0.99822,46,-0.0226,60,0.37981,100,1.22382,33,-0.5489,33,-0.5649,33,-0.5348
ENSG00000113580,NR3C1,9,-2.2794,73,0.83989,50,0.23953,106,1.49818,17,-1.3753,34,-0.3584,47,0.12357,17,-1.3718,48,0.16033,55,0.39398,23,-0.9281,37,-0.2337
ENSG00000145817,YIPF5,62,-0.3384,120,0.71591,89,0.22015,81,0.06889,83,0.12336,66,-0.2332,65,-0.2744,100,0.41016,74,-0.0538,46,-0.7846,77,0.00814,61,-0.3589
ENSG00000183775,KCTD16,7,-2.5129,29,-0.5652,48,0.24873,30,-0.4705,62,0.64567,46,0.15621,77,1.01382,76,0.98088,37,-0.1883,20,-1.1076,39,-0.1046,25,-0.7484
ENSG00000133706,LARS,63,-0.4873,77,-0.1714,117,0.49005,66,-0.4029,118,0.50351,85,-0.0197,91,0.08538,143,0.82051,66,-0.4016,76,-0.1885,83,-0.0490,46,-0.9465
ENSG00000091009,RBM27,22,-0.6742,28,-0.3507,27,-0.3853,35,-0.0043,66,1.04047,30,-0.2118,54,0.71907,35,0.02247,23,-0.6181,29,-0.2761,41,0.28129,25,-0.4814
ENSG00000113649,TCERG1,40,-0.4317,43,-0.3439,46,-0.2371,63,0.26685,35,-0.6475,54,0.02526,96,0.94895,64,0.27560,62,0.22700,37,-0.5845,37,-0.5807,65,0.30908
ENSG00000156475,PPP2R2B,91,-0.5326,132,0.03980,184,0.57289,99,-0.4123,121,-0.1008,116,-0.1641,112,-0.2150,161,0.35638,190,0.61939,85,-0.6471,124,-0.0594,131,0.02425
ENSG00000169302,STK32A,16,-1.8096,45,-0.2213,46,-0.2134,80,0.67972,210,2.44066,17,-1.6984,53,0.01841,96,0.97086,1,-4.9809,27,-0.9823,3,-3.9044,35,-0.6041
ENSG00000113657,DPYSL3,258,0.36808,169,-0.3020,158,-0.4025,355,0.89021,294,0.57992,150,-0.4778,314,0.69004,173,-0.2625,44,-2.3058,252,0.33131,72,-1.5812,217,0.09192
ENSG00000176049,JAKMIP2,31,-0.0775,32,-0.0365,62,1.04218,19,-0.8354,35,0.13488,46,0.53956,32,-0.0246,24,-0.4571,19,-0.8266,25,-0.4124,36,0.14596,30,-0.1162
ENSG00000145868,FBXO38,13,-0.8248,23,0.02043,29,0.41386,34,0.67405,19,-0.2055,25,0.19148,30,0.43894,17,-0.4466,24,0.10832,15,-0.6205,8,-1.4746,31,0.52848
ENSG00000173210,ABLIM3,35,0.08957,51,0.68830,37,0.18435,30,-0.1756,18,-0.8912,39,0.24544,28,-0.2834,56,0.83199,8,-2.0647,41,0.34651,38,0.22833,16,-1.0528
ENSG00000164284,GRPEL2,14,-0.8643,21,-0.3049,13,-1.0332,28,0.11938,51,1.10234,22,-0.2201,42,0.78265,37,0.57257,12,-1.1586,18,-0.5652,15,-0.8089,35,0.51693
ENSG00000145882,PCYOX1L,28,0.11463,21,-0.3509,30,0.18381,19,-0.4608,17,-0.6643,40,0.66640,24,-0.1132,46,0.88599,20,-0.4211,10,-1.4362,24,-0.1179,36,0.48995
ENSG00000113712,CSNK1A1,136,-0.3655,233,0.47961,181,0.07539,227,0.44031,128,-0.4576,181,0.08176,172,-0.0060,249,0.59342,107,-0.7286,163,-0.0853,163,-0.0873,126,-0.4816
ENSG00000183111,ARHGEF37,25,0.44806,21,0.21022,17,-0.1699,28,0.64386,7,-1.4365,12,-0.6233,8,-1.1533,10,-0.9583,18,-0.0548,41,1.30827,25,0.47487,10,-0.8898
ENSG00000113716,HMGXB3,8,-0.8218,5,-1.3113,2,-2.3112,10,-0.4035,10,-0.3766,36,1.64208,14,0.09982,14,0.06427,28,1.22641,14,0.04735,4,-1.8145,13,0.03018
ENSG00000182578,CSF1R,8,-1.8766,22,-0.4173,80,1.73423,10,-1.4732,1,-4.1623,5,-2.4238,15,-0.9974,9,-1.6900,35,0.32031,62,1.28741,61,1.25444,32,0.18636
ENSG00000113721,PDGFRB,21,0.29283,13,-0.3985,14,-0.3267,40,1.37163,1,-3.9749,2,-3.0097,9,-0.9237,10,-0.8614,8,-1.0661,38,1.30042,10,-0.8352,41,1.40395
ENSG00000070808,CAMK2A,29,-1.6338,52,-0.7878,60,-0.5842,61,-0.5462,29,-1.6577,135,0.70859,101,0.23248,63,-0.4964,286,2.04173,42,-1.1166,124,0.55862,63,-0.4931
ENSG00000070814,TCOF1,23,0.29998,14,-0.4544,16,-0.3103,28,0.57635,2,-2.8586,22,0.21949,38,1.10511,33,0.86779,18,-0.0595,17,-0.2201,12,-0.6602,6,-1.6333
ENSG00000019582,CD74,38,-1.8328,73,-0.8780,429,2.06347,101,-0.3785,49,-1.4602,61,-1.1487,49,-1.4622,27,-2.3278,69,-0.9682,459,2.19752,87,-0.6211,111,-0.2353
ENSG00000164587,RPS14,670,-0.2215,918,0.27518,993,0.40202,958,0.34393,855,0.16141,436,-0.8792,673,-0.2145,622,-0.3358,626,-0.3253,894,0.23274,744,-0.0581,872,0.19364
ENSG00000070614,NDST1,21,-1.1464,20,-1.2100,54,0.33806,50,0.19684,75,0.86431,45,0.03984,23,-0.9882,49,0.17125,32,-0.4852,77,0.90860,35,-0.3546,46,0.08635
ENSG00000171992,SYNPO,9,-2.5137,17,-1.6861,28,-0.8952,44,-0.2498,85,0.81826,47,-0.1316,43,-0.2707,38,-0.4776,167,2.02621,50,-0.0406,52,0.02853,35,-0.5940
ENSG00000086589,RBM22,28,-0.7754,36,-0.3921,41,-0.1988,38,-0.2941,48,0.06652,51,0.14876,64,0.51849,59,0.39251,45,-0.0533,40,-0.2133,34,-0.4711,71,0.68159
ENSG00000132912,DCTN4,32,-1.3647,99,0.37480,127,0.78835,69,-0.1891,68,-0.2056,108,0.52711,100,0.39596,83,0.09707,58,-0.4669,85,0.12925,39,-1.0663,68,-0.2118
ENSG00000211445,GPX3,266,0.32780,508,1.41884,322,0.63696,274,0.37588,99,-1.1958,370,0.86817,208,-0.0580,72,-1.6690,87,-1.3854,143,-0.6328,62,-1.8893,184,-0.2478
ENSG00000145901,TNIP1,69,1.44446,40,0.51592,14,-1.0703,24,-0.2668,17,-0.8188,29,0.02501,22,-0.4166,32,0.17861,17,-0.7781,32,0.17833,21,-0.4371,27,-0.1117
ENSG00000197043,ANXA6,354,0.59362,330,0.48252,272,0.16991,191,-0.3834,233,-0.0716,403,0.80990,216,-0.1952,256,0.07469,257,0.08076,149,-0.7611,129,-0.9818,141,-0.8476
ENSG00000196743,GM2A,8,-1.3456,17,-0.2686,29,0.54768,20,-0.0302,2,-3.3359,17,-0.2776,28,0.47923,11,-0.9449,19,-0.0972,49,1.41895,21,0.06273,25,0.28003
ENSG00000113140,SPARC,1131,-0.5719,1091,-0.6272,3915,1.45349,4249,1.60266,1068,-0.6600,370,-2.2429,1922,0.25512,765,-1.1641,91,-4.2788,2869,0.91243,267,-2.7192,1897,0.23397
ENSG00000177556,ATOX1,310,0.48324,353,0.69410,265,0.23088,189,-0.2988,209,-0.1453,175,-0.4132,205,-0.1707,259,0.19507,159,-0.5644,177,-0.4007,200,-0.2109,247,0.11812
ENSG00000145907,G3BP1,63,0.27551,54,0.02291,48,-0.1336,105,1.11911,48,-0.1627,35,-0.6408,37,-0.5574,48,-0.1438,43,-0.3113,57,0.12566,37,-0.5582,59,0.18776
ENSG00000155511,GRIA1,38,-1.8072,111,-0.2178,98,-0.4046,125,-0.0230,139,0.13821,211,0.81903,159,0.35475,146,0.22166,207,0.78555,78,-0.7610,131,0.04772,83,-0.6613
ENSG00000055147,FAM114A2,41,1.22638,36,1.04082,17,-0.1659,19,0.03154,12,-0.7479,23,0.30960,16,-0.2893,10,-0.9176,8,-1.2488,18,-0.0844,2,-3.1035,26,0.48691
ENSG00000164574,GALNT10,20,-0.2602,29,0.34708,14,-0.7164,56,1.44671,17,-0.4423,14,-0.7222,24,0.03589,32,0.52926,12,-0.9968,28,0.26606,22,-0.0606,10,-1.2704
ENSG00000164576,SAP30L,7,-2.0155,35,0.26363,25,-0.2241,30,0.04727,41,0.52284,35,0.25635,35,0.25894,15,-1.0263,22,-0.4591,40,0.48681,31,0.08633,37,0.35529
ENSG00000155506,LARP1,227,0.11333,219,0.05641,180,-0.2468,186,-0.1988,213,0.01630,328,0.70683,258,0.31550,231,0.14040,117,-0.9122,182,-0.2349,174,-0.3007,220,0.06623
ENSG00000170271,FAXDC2,19,-0.4690,29,0.16299,42,0.77053,17,-0.6500,4,-2.5997,9,-1.5276,22,-0.2155,21,-0.3083,15,-0.8465,74,1.77109,46,0.94111,11,-1.2390
ENSG00000155508,CNOT8,20,-0.8057,27,-0.3260,54,0.77189,30,-0.1797,17,-1.0014,52,0.70185,31,-0.1403,40,0.29176,44,0.41549,29,-0.1957,19,-0.8697,39,0.23449
ENSG00000082516,GEMIN5,11,-0.6547,16,-0.0160,22,0.41585,9,-0.8661,13,-0.3241,21,0.34304,30,0.95210,30,0.96940,12,-0.4322,14,-0.2716,11,-0.6116,9,-0.9090
ENSG00000082515,MRPL22,36,-0.2629,88,1.19713,40,-0.0816,59,0.53178,21,-1.0695,51,0.28651,34,-0.3398,55,0.39381,33,-0.3800,31,-0.4773,15,-1.5659,46,0.12840
ENSG00000155868,MED7,15,-0.2322,29,0.77424,19,0.07363,17,-0.0352,12,-0.5701,32,0.96092,16,-0.1668,15,-0.2451,10,-0.8277,11,-0.7290,8,-1.1898,28,0.73675
ENSG00000055163,CYFIP2,187,-0.2481,196,-0.1768,200,-0.1438,225,0.03590,192,-0.2070,293,0.45735,184,-0.2786,292,0.45278,381,0.89087,178,-0.3232,147,-0.6177,160,-0.4870
ENSG00000172568,FNDC9,35,-0.9223,169,1.63078,120,1.02424,149,1.39950,34,-0.9724,65,0.01708,85,0.44898,27,-1.3006,13,-2.3005,26,-1.3371,9,-2.8591,34,-0.9371
ENSG00000113282,CLINT1,36,-0.1850,34,-0.2740,54,0.43507,61,0.64813,72,0.92550,33,-0.3292,47,0.22625,56,0.50830,43,0.07945,12,-1.8256,8,-2.3723,32,-0.3485
ENSG00000145860,RNF145,49,-0.5701,99,0.52203,55,-0.3840,78,0.14582,48,-0.6084,94,0.43856,96,0.48198,90,0.37733,130,0.97186,33,-1.1684,43,-0.7809,39,-0.9268
ENSG00000164332,UBLCP1,52,-0.2087,40,-0.5977,29,-1.1075,30,-1.0620,112,1.03056,96,0.77618,55,-0.1347,127,1.24898,54,-0.1597,48,-0.3272,25,-1.3185,46,-0.3935
ENSG00000113312,TTC1,153,0.54020,125,0.20876,152,0.52696,74,-0.5891,119,0.13059,125,0.21561,82,-0.4364,90,-0.3011,63,-0.8503,94,-0.2303,123,0.19068,110,0.00822
ENSG00000170234,PWWP2A,12,-0.9248,19,-0.2329,14,-0.7413,14,-0.6474,33,0.64295,22,0.01774,40,0.96177,29,0.43862,26,0.24883,29,0.42652,8,-1.5597,19,-0.2486
ENSG00000170231,FABP6,34,-0.8334,98,0.80487,177,1.85259,52,-0.2224,26,-1.2612,57,-0.0661,46,-0.3839,25,-1.3055,27,-1.2166,57,-0.0778,56,-0.0889,59,-0.0209
ENSG00000164609,SLU7,70,-0.5187,130,0.45045,68,-0.5652,86,-0.2045,78,-0.3446,126,0.40474,137,0.54024,138,0.55459,94,-0.0545,73,-0.4480,81,-0.2861,91,-0.1099
ENSG00000145864,GABRB2,6,-3.8612,1,-6.3204,2,-4.9451,5,-4.1403,61,-0.4301,182,1.33543,43,-0.9701,175,1.26652,125,0.69918,57,-0.5493,248,1.90614,68,-0.2786
ENSG00000022355,GABRA1,19,-2.9357,7,-4.3423,8,-4.1486,12,-3.5978,191,0.54522,354,1.60351,51,-1.4869,433,1.98471,78,-0.8539,101,-0.4652,235,0.88533,144,0.08955
ENSG00000113327,GABRG2,123,-1.0746,249,0.00853,220,-0.1818,291,0.25528,299,0.30002,508,1.18048,347,0.54151,302,0.31737,131,-0.9726,137,-0.9103,191,-0.4009,171,-0.5670
ENSG00000113328,CCNG1,16,-0.5650,28,0.24445,9,-1.3489,19,-0.3019,30,0.37751,28,0.27846,26,0.12156,30,0.38656,14,-0.8333,41,0.86198,19,-0.3680,24,0.02089
ENSG00000170584,NUDCD2,23,-0.3208,17,-0.7684,23,-0.3054,26,-0.1452,18,-0.7228,47,0.79754,46,0.76812,8,-1.8781,23,-0.3408,50,0.90540,33,0.23024,28,-0.0384
ENSG00000038274,MAT2B,53,-1.0696,127,0.27939,101,-0.0849,150,0.55418,108,0.03004,146,0.50379,124,0.24235,140,0.44233,70,-0.6341,67,-0.7174,86,-0.3357,104,-0.0384
ENSG00000145934,TENM2,3,-4.0719,40,-0.3019,25,-0.9721,23,-1.1541,38,-0.3780,52,0.10687,61,0.35609,212,2.64212,43,-0.1983,23,-1.1118,28,-0.8492,35,-0.5159
ENSG00000113645,WWC1,28,-0.5781,34,-0.3057,54,0.42839,89,1.25039,12,-1.8123,27,-0.6785,25,-0.8005,22,-0.9868,43,0.03987,60,0.58989,53,0.38615,51,0.33394
ENSG00000113643,RARS,34,-0.4290,44,-0.0165,51,0.21098,47,0.09506,38,-0.2635,59,0.44897,62,0.53202,60,0.46254,34,-0.4274,49,0.15364,24,-0.9621,33,-0.4465
ENSG00000188573,FBLL1,105,-0.3735,202,0.66355,118,-0.2007,156,0.24112,146,0.13902,146,0.13863,180,0.47016,189,0.55272,85,-0.7045,62,-1.1825,110,-0.2999,107,-0.3485
ENSG00000120137,PANK3,18,-1.7277,71,0.29993,58,-0.0246,55,-0.0909,75,0.39546,42,-0.5002,85,0.58869,63,0.10840,58,-0.0127,57,-0.0352,50,-0.2613,71,0.29880
ENSG00000184347,SLIT3,116,1.80533,27,-0.5685,38,-0.0798,54,0.47995,9,-2.1541,32,-0.3598,69,0.87103,25,-0.6898,47,0.26723,31,-0.3731,9,-2.1987,21,-0.9928
ENSG00000182132,KCNIP1,0,-7.6412,40,0.23016,24,-0.5254,29,-0.2787,11,-1.7079,76,1.30928,19,-0.8848,37,0.10706,73,1.24314,27,-0.3441,37,0.13649,38,0.16086
ENSG00000181163,NPM1,239,-0.1388,341,0.42577,438,0.83807,276,0.08794,197,-0.4386,300,0.22027,291,0.17368,199,-0.4171,188,-0.5059,209,-0.3449,171,-0.6481,281,0.11867
ENSG00000072803,FBXW11,94,-0.4733,147,0.22116,111,-0.2143,143,0.18241,160,0.35653,155,0.30955,169,0.44480,96,-0.4357,133,0.05799,118,-0.1288,102,-0.3550,105,-0.3088
ENSG00000168246,UBTD2,2,-3.0926,17,0.05858,6,-1.3878,20,0.32035,8,-1.0516,12,-0.4149,30,0.96294,18,0.14259,31,1.02253,15,-0.1373,31,1.02317,6,-1.4739
ENSG00000120129,DUSP1,48,1.57711,7,-1.4285,17,-0.1288,20,0.12804,18,-0.0254,25,0.46271,17,-0.1169,12,-0.6328,5,-1.8714,32,0.87219,14,-0.4398,7,-1.5041
ENSG00000113719,ERGIC1,48,0.15960,37,-0.2651,58,0.45331,47,0.10353,39,-0.1707,40,-0.1379,46,0.08905,62,0.56627,35,-0.3421,42,-0.0684,35,-0.3211,34,-0.3767
ENSG00000037241,RPL26L1,30,-0.5490,78,0.93131,51,0.24199,44,0.01849,36,-0.3055,52,0.27843,31,-0.5378,42,-0.0410,46,0.09514,33,-0.4236,52,0.26707,28,-0.6765
ENSG00000113732,ATP6V0E1,215,1.32971,221,1.37492,136,0.54832,191,1.11622,58,-0.7897,38,-1.3926,49,-1.0273,27,-1.9320,39,-1.3806,90,-0.1051,52,-0.9298,40,-1.3414
ENSG00000164463,CREBRF,37,-0.3191,57,0.33765,57,0.34862,84,0.97503,18,-1.4122,54,0.25044,68,0.61977,36,-0.3803,23,-1.0342,51,0.15084,38,-0.3051,29,-0.7143
ENSG00000113734,BNIP1,26,0.85339,18,0.31370,22,0.59683,11,-0.5204,1,-3.2822,30,1.11739,5,-1.5910,17,0.16802,5,-1.5005,10,-0.5721,28,1.00589,7,-1.2089
ENSG00000145919,BOD1,46,-0.2455,83,0.70211,77,0.57600,77,0.56709,39,-0.4898,73,0.47768,48,-0.1797,41,-0.4166,41,-0.4117,47,-0.2127,26,-1.0994,47,-0.2016
ENSG00000113742,CPEB4,53,-1.0193,91,-0.2051,98,-0.0900,101,-0.0475,196,1.02719,113,0.13026,161,0.70171,72,-0.5791,54,-1.0125,88,-0.2530,112,0.11583,110,0.08213
ENSG00000170091,NSG2,505,-0.3105,621,0.01120,403,-0.6568,462,-0.4490,547,-0.1857,979,0.74729,729,0.26579,730,0.26981,1235,1.14030,250,-1.3735,524,-0.2538,410,-0.6314
ENSG00000184845,DRD1,14,-1.4525,0,-8.8320,0,-8.9966,0,-8.8487,0,-7.4229,13,-1.4876,0,-8.7776,0,-6.1545,357,5.59356,0,-7.3076,52,0.56627,0,-8.8879
ENSG00000164466,SFXN1,88,-0.0685,69,-0.4516,105,0.20219,86,-0.1163,97,0.08113,115,0.35488,117,0.38069,142,0.69395,97,0.07917,60,-0.6556,68,-0.4626,62,-0.6202
ENSG00000145920,CPLX2,360,0.81811,23,-3.3418,23,-3.3531,14,-4.0742,245,0.19187,270,0.34594,79,-1.5354,219,0.01797,511,1.42522,176,-0.3265,554,1.56891,130,-0.7825
ENSG00000051596,THOC3,12,-0.4923,23,0.44111,15,-0.2180,14,-0.3502,17,-0.0284,36,1.19236,9,-0.9772,6,-1.5329,33,1.03447,3,-2.3384,18,0.06078,21,0.30028
ENSG00000122203,KIAA1191,94,-0.5290,129,-0.0387,105,-0.3572,168,0.38073,140,0.09732,170,0.40158,177,0.47145,112,-0.2526,94,-0.5184,134,0.02363,127,-0.0604,133,0.01613
ENSG00000175414,ARL10,16,-0.6798,36,0.53499,40,0.70972,49,1.05443,13,-1.0312,53,1.20012,36,0.53834,8,-1.7115,17,-0.6013,21,-0.2745,3,-3.1241,14,-0.9186
ENSG00000048162,NOP16,22,0.04421,42,1.08334,13,-0.7578,26,0.30533,27,0.32537,35,0.76255,10,-1.0913,19,-0.1789,25,0.22216,16,-0.4721,11,-1.0625,13,-0.7721
ENSG00000146066,HIGD2A,144,0.29566,160,0.46252,187,0.72189,117,-0.0359,95,-0.3565,113,-0.0798,113,-0.0877,57,-1.1214,125,0.06821,97,-0.3164,106,-0.1809,119,-0.0110
ENSG00000175416,CLTB,126,-0.6984,287,0.59834,141,-0.5276,178,-0.1687,313,0.74048,222,0.17853,207,0.07314,242,0.32205,151,-0.4211,157,-0.3561,142,-0.5113,208,0.07691
ENSG00000113194,FAF2,21,-0.9077,35,-0.1058,37,-0.0249,40,0.10114,74,1.10625,43,0.22037,61,0.77452,37,-0.0318,28,-0.4457,39,0.07700,12,-1.7006,23,-0.7276
ENSG00000146083,RNF44,30,-0.5875,26,-0.8302,38,-0.2399,27,-0.7490,85,1.03343,79,0.92790,27,-0.7806,56,0.36901,63,0.55462,39,-0.2009,32,-0.4923,32,-0.5085
ENSG00000169258,GPRIN1,17,-1.3442,55,0.45090,25,-0.7460,56,0.46927,54,0.42153,69,0.82408,63,0.67123,54,0.40585,20,-1.1290,38,-0.1272,18,-1.2642,28,-0.5792
ENSG00000074317,SNCB,124,-1.0441,82,-1.6678,71,-1.8733,73,-1.8347,388,0.73771,453,0.99659,252,0.03822,582,1.43326,124,-1.0420,160,-0.6620,328,0.45970,311,0.37532
ENSG00000048140,TSPAN17,23,0.35420,21,0.26240,26,0.57714,27,0.65498,0,-4.3590,33,0.95751,26,0.57465,4,-2.2394,23,0.38497,12,-0.5919,18,-0.0383,3,-2.4831
ENSG00000113763,UNC5A,1,-4.2169,35,0.65611,18,-0.3954,33,0.55613,14,-0.7669,36,0.69778,19,-0.2482,29,0.38212,48,1.20742,6,-2.0101,13,-0.8833,24,0.09469
ENSG00000113761,ZNF346,9,-0.8122,10,-0.6803,40,1.48898,23,0.57197,19,0.29226,15,-0.0459,15,-0.1316,11,-0.5057,12,-0.4464,20,0.36483,13,-0.2643,3,-2.2203
ENSG00000165671,NSD1,16,-0.6750,29,0.20377,29,0.19808,28,0.11391,18,-0.5540,29,0.17382,46,0.94611,34,0.42358,21,-0.3341,37,0.57343,7,-1.9809,15,-0.8079
ENSG00000169228,RAB24,13,-0.2164,28,1.03713,15,-0.0037,22,0.63155,0,-5.5984,30,1.15643,19,0.41188,13,-0.2299,12,-0.3084,12,-0.2387,9,-0.7825,4,-1.9307
ENSG00000169230,PRELID1,79,-0.0180,90,0.18608,114,0.57091,90,0.19167,57,-0.5198,139,0.89171,67,-0.2749,89,0.16648,63,-0.3614,58,-0.5083,46,-0.8395,67,-0.2739
ENSG00000169223,LMAN2,49,-0.0772,91,0.90427,34,-0.6498,67,0.40141,75,0.59445,60,0.21767,35,-0.6029,64,0.32969,50,-0.0682,44,-0.2536,27,-0.9860,27,-1.0008
ENSG00000169220,RGS14,6,-2.3966,11,-1.4499,19,-0.6427,5,-2.6224,0,-7.1208,20,-0.6170,9,-1.7540,12,-1.3847,233,4.32563,4,-2.7524,31,0.06892,6,-2.2589
ENSG00000198055,GRK6,27,0.07947,22,-0.2158,26,0.00578,19,-0.4642,43,0.82481,39,0.68332,21,-0.2983,44,0.86655,16,-0.7446,20,-0.3644,17,-0.6136,13,-0.9923
ENSG00000131188,PRR7,12,-1.6412,49,0.52527,36,0.04030,22,-0.7546,27,-0.4328,49,0.50278,28,-0.3772,27,-0.3990,103,1.79194,15,-1.3049,26,-0.4804,32,-0.1412
ENSG00000113758,DBN1,92,0.52053,100,0.65536,49,-0.4702,53,-0.3425,47,-0.5221,75,0.19189,84,0.37708,50,-0.4321,126,1.03446,47,-0.5314,49,-0.4753,24,-1.5047
ENSG00000196923,PDLIM7,49,0.36277,71,0.97937,67,0.89436,38,-0.0073,12,-1.7009,44,0.20065,28,-0.4789,28,-0.5031,45,0.23257,27,-0.5451,20,-0.9662,34,-0.2087
ENSG00000183258,DDX41,33,-0.3142,30,-0.4865,69,0.84438,44,0.12109,32,-0.3821,60,0.62264,40,-0.0386,65,0.73259,48,0.25168,18,-1.2247,20,-1.0603,31,-0.4296
