mouse_subclass	human_domain	pcc	spearmancor
x067_PVT_PT_Ntrk1_Glut	X7	-0.0684899528890646	-0.0902735960570001
x106_PVR_Six3_Gaba	X7	-0.10489389940421	-0.104342622371708
x073_MM_ant_Foxb1_Glut	X7	-0.127012629100155	-0.113194444587743
x120_ARH_PVp_Tbx3_Gaba	X7	-0.103407935615287	-0.117723324827045
x087_DMH_Prdm13_Gaba	X7	-0.112050158540086	-0.124516069374722
x083_MEA_BST_Sox6_Gaba	X7	-0.0509042640729409	-0.0687470210314494
x118_MPO_MPN_Glut	X7	-0.0171823453123481	-0.0228718987159514
x080_GPi_Skor1_Gaba_Glut	X7	0.0287013242510129	0.0648428670116655
x143_PM_LHA_Foxb1_Glut	X7	-0.0863031692120745	-0.0953860017380523
x286_Astro_NT_NN	X7	-0.0352317946460924	-0.0740964896903455
x101_PVpo_VMPO_SFO_Tbr1_Glut	X7	-0.0388440277352897	-0.0504216997857972
x138_STN_PSTN_Pitx2_Glut	X7	-0.163396467257936	-0.124336823092926
x290_Tanycyte_NN	X7	-0.123416676563796	-0.126340234735094
x076_PMv_TMv_Tbx3_Hist_Gaba	X7	-0.0186895065162592	-0.0686607852185766
x084_MEA_BST_Lhx6_Sp9_Gaba	X7	-0.087158995043175	-0.112393431570292
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X7	0.00983324060975843	0.0110748392555043
x147_PH_an_Pitx2_Glut	X7	-0.102618878075342	-0.113656104588728
x122_DMH_LHA_Vgll2_Glut	X7	-0.0187430096272262	-0.0285292216029996
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X7	-0.0695575222237439	-0.097745517588758
x082_SCH_Gaba	X7	-0.00110854097659297	-0.0683732987067992
x106a_BST_MPN_Six3_Gaba	X7	-0.0970235485746593	-0.1094799868046
x134_PVa_AHN_LHA_Otp_Glut	X7	-0.0915185876947254	-0.113720062633397
x300_SMC_NN	X7	-0.118433000077895	-0.132035343000427
x126_LGv_Otx2_Gaba	X7	-0.0307132847447296	-0.0532577265265577
x133_LHA_MEA_Otp_Glut	X7	0.0739973672357305	0.0825115663129684
x142_PH_LHA_Foxb1_Glut	X7	-0.123646507493719	-0.116294788250468
x214_LGv_SPFp_SPFm_Gata3_Gaba	X7	0.0503969454236129	0.0675512233442205
x291_Ependymal_NN	X7	-0.0147777094002505	-0.0124867276923144
x124_VMH_Nr5a1_Glut	X7	-0.0771083609760929	-0.0591250600224973
x112_DMH_LHA_Gsx1_Gaba	X7	-0.165574290797919	-0.169687966285931
x137_PH_ant_Otp_Glut	X7	-0.0952216874007555	-0.082755950277042
x108_AHN_SBPV_Gaba	X7	-0.0258187358466753	-0.0534216944382171
x110_AHN_Onecut3_Gaba	X7	-0.0565628894984878	-0.0927088131472655
x294_OPC_NN	X7	-0.068244325843785	-0.102496704942967
x135_AHN_RCH_TU_SBPV_Otp_Glut	X7	0.00323854299088452	-0.0432081038880431
x054_STR_PAL_Chst9_Gaba	X7	-0.186961026125704	-0.200256615733552
x114_TU_ARH_Otp_Six6_Gaba	X7	-0.119092295868934	-0.0973350155295739
x097_PVHd_Gsc_Gaba	X7	-0.041058609288207	-0.0421171090512629
x136_PVH_PVHd_SO_Otp_Glut	X7	-0.0672424032486199	-0.00042800336078984
x074_MM_Foxb1_Glut	X7	-0.138669253824899	-0.122402213356555
x140_PH_Pitx2_Glut	X7	-0.0884009068129478	-0.0933932489358861
x119_DMH_Hmx2_Glut	X7	-0.0238426578248593	-0.0452955567732726
x117_DMH_Hmx2_Gaba	X7	-0.0712074712072387	-0.101722238321611
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X7	-0.106611496625189	-0.11745321017239
x081_RT_ZI_Gnb3_Gaba	X7	-0.0243132211680885	-0.0505184783138211
x103_MPO_LPO_Lhx8_Gaba	X7	0.0276655020530707	0.0190483118189433
x128_ADP_MPO_Trp73_Glut	X7	-0.0139253106050419	0.0300406030988653
x109_SBPV_PVi_Six3_Gaba	X7	-0.0114533589821702	-0.0542703145777447
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X7	0.0264548427653778	-0.0266745417277489
x295_Oligo_NN	X7	-0.0053894223397965	-0.020701105180796
x299_Peri_NN	X7	-0.0795243242975702	-0.0847034221110257
x111_ZI_Pax6_Gaba	X7	-0.150495956558304	-0.151324075152515
x049_PAL_STR_Gaba_Chol	X7	-0.0564287807862999	-0.0692206871004231
x100_MS_SF_Bsx_Glut	X7	-0.0544652545876812	-0.0451263524627498
x102_SI_MPO_LPO_Lhx8_Gaba	X7	-0.0356540395793143	-0.0463715737608253
x303_BAM_NN	X7	-0.0127295860805784	-0.0162359139384507
x086_MEA_BST_Lhx6_Nfib_Gaba	X7	0.0498492544203027	0.0212711378568289
x180_MB_HB_Lhx1_Glut	X7	-0.0218228334899586	-0.034546694614841
x113_PVHd_DMH_Lhx6_Gaba	X7	-0.116065989471766	-0.132236791766866
x302_Microglia_NN	X7	0.0248831089933886	0.0104664468956304
x125_LHA_Pmch_Glut	X7	-0.00962592267748338	-0.0129721758100855
x105_BST_Tac2_Gaba	X7	-0.00052645996923553	-0.00947567885556135
x127_PVH_LHA_Barhl2_Glut	X7	0.022844294964972	0.0530938637635522
x096_SI_MA_NDB_Six3_Meis2_Gaba	X7	0.0402844140975056	0.0390481062456228
x048_GPe_Sox6_Cyp26b1_Gaba	X7	-0.127562987075749	-0.146089783227516
x129_SI_MA_LPO_Skor1_Glut	X7	-0.0915529976921868	-0.039975186703691
x250_SNc_VTA_RAmb_Foxa1_Dopa	X7	-0.177509892728564	-0.189052979963533
x301_Endo_NN	X1	0.109497554357956	0.0975594779620483
x298_VLMC_NN	X1	-0.0810673706651745	-0.0167401073389557
x045_STRv_Lhx8_Gaba	X1	-0.0409567671808862	-0.0668702825924064
x123_VMH_Fezf1_Glut	X1	0.0202501586059059	0.0503481787273084
x070_RE_Xi_Nox4_Glut	X1	-0.0725546294573438	-0.0635905825857364
x069_TH_Prkcd_Grin2c_Glut	X1	-0.0421233436651027	-0.027201183329599
x115_TMd_Foxd2_Gaba	X1	-0.134334518827761	-0.0686553778268876
x149_IPN_IF_RL_Foxa1_Glut	X1	0.0757396481279855	0.0856484250814096
x107_PVH_Six3_Prox1_Gaba	X1	-0.0586261398327671	-0.0379607796139139
x075_PVa_ARH_Six3_Dopa_Gaba	X1	0.0177235999825981	0.0359504139334103
x139_PM_Pitx2_Glut	X1	-0.0512092361835642	0.0389974611891512
x121_ARH_PVp_Tbx3_Glut	X1	-0.0544177462125344	-0.0444564665159557
x088_DMH_Nkx2_4_Glut	X1	-0.0545946723736758	-0.0331903732679486
x148_PH_SUM_Foxa1_Glut	X1	-0.0186095058394447	0.0229579775362554
x067_PVT_PT_Ntrk1_Glut	X1	-0.0451835729953237	-0.0655120650293137
x106_PVR_Six3_Gaba	X1	-0.0451183614795343	-0.0192568420372849
x073_MM_ant_Foxb1_Glut	X1	-0.0976352515841891	-0.0260786086182757
x120_ARH_PVp_Tbx3_Gaba	X1	-0.0655463589788212	-0.0275388734771415
x087_DMH_Prdm13_Gaba	X1	-0.0395663759752701	-0.0151014386106815
x083_MEA_BST_Sox6_Gaba	X1	-0.022303131629028	-0.0345104725239776
x118_MPO_MPN_Glut	X1	0.0212102862915256	0.0459053675054466
x080_GPi_Skor1_Gaba_Glut	X1	-0.00702533143586938	0.0139962327427047
x143_PM_LHA_Foxb1_Glut	X1	-0.0619022933221453	-0.0278035117841835
x286_Astro_NT_NN	X1	0.0232750880127598	-0.00589773105843876
x101_PVpo_VMPO_SFO_Tbr1_Glut	X1	-0.00634695736902075	0.0257933993444363
x138_STN_PSTN_Pitx2_Glut	X1	-0.12790825721015	-0.0263136231471651
x290_Tanycyte_NN	X1	-0.0478184077086536	-0.0133760340883597
x076_PMv_TMv_Tbx3_Hist_Gaba	X1	0.0265451269044492	0.0272902399448227
x084_MEA_BST_Lhx6_Sp9_Gaba	X1	-0.11803964618474	-0.123289325739656
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X1	0.045938666867908	0.106149895008467
x147_PH_an_Pitx2_Glut	X1	-0.0110835411073634	-0.0048031365231326
x122_DMH_LHA_Vgll2_Glut	X1	-0.0248600925363039	-0.0252531423468155
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X1	-0.0265978490887363	-0.0452566371600937
x082_SCH_Gaba	X1	0.0714605478693705	0.0383681806857109
x106a_BST_MPN_Six3_Gaba	X1	-0.103247324602073	-0.0528932138728025
x134_PVa_AHN_LHA_Otp_Glut	X1	-0.0990280887515455	-0.0873114751631403
x300_SMC_NN	X1	-0.0215112611538269	-0.0128649878485053
x126_LGv_Otx2_Gaba	X1	0.0154763133711229	0.0264274310001048
x133_LHA_MEA_Otp_Glut	X1	0.0722566836208315	0.0898102370550008
x142_PH_LHA_Foxb1_Glut	X1	-0.0560112629778421	-0.0301022203400396
x214_LGv_SPFp_SPFm_Gata3_Gaba	X1	0.00938509124305272	0.00459055064844371
x291_Ependymal_NN	X1	0.000264080231159586	-0.00380099055157631
x124_VMH_Nr5a1_Glut	X1	-0.0393276830751066	0.0594251993322991
x112_DMH_LHA_Gsx1_Gaba	X1	-0.150241377127058	-0.107612586943609
x137_PH_ant_Otp_Glut	X1	-0.0650088709343926	0.00838607977243833
x108_AHN_SBPV_Gaba	X1	0.00568499765582929	0.0261226023483458
x110_AHN_Onecut3_Gaba	X1	-0.0295453313814469	-0.030987586817993
x294_OPC_NN	X1	-0.0191833659709875	-0.0275533447711666
x135_AHN_RCH_TU_SBPV_Otp_Glut	X1	0.00601730070281494	0.0259291303416871
x054_STR_PAL_Chst9_Gaba	X1	-0.144659181450408	-0.14225358250827
x114_TU_ARH_Otp_Six6_Gaba	X1	-0.0622303986437858	0.0105203572958135
x097_PVHd_Gsc_Gaba	X1	-0.0805426662120352	-0.0774161712522073
x136_PVH_PVHd_SO_Otp_Glut	X1	-0.093182838789428	0.0062073235925056
x074_MM_Foxb1_Glut	X1	-0.137726041877645	-0.0485802905506419
x140_PH_Pitx2_Glut	X1	-0.0162922441971595	0.0214212163310687
x119_DMH_Hmx2_Glut	X1	0.0236304515202481	0.0229818642923841
x117_DMH_Hmx2_Gaba	X1	0.0153412273045901	0.0320098489623875
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X1	0.00371487094299935	0.0269173189907278
x081_RT_ZI_Gnb3_Gaba	X1	0.0541164385488643	0.0141420006372383
x103_MPO_LPO_Lhx8_Gaba	X1	0.0756420865250865	0.0759823856505718
x128_ADP_MPO_Trp73_Glut	X1	-0.0258990653895475	0.0120576426669657
x109_SBPV_PVi_Six3_Gaba	X1	0.0185536072853667	0.0292524219154907
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X1	-0.0224099210753046	-0.0689189590193303
x295_Oligo_NN	X1	0.0362320260588928	0.0379898191289255
x299_Peri_NN	X1	-0.0398052271790507	-0.0442704759492192
x111_ZI_Pax6_Gaba	X1	-0.135070787826798	-0.101393155406478
x049_PAL_STR_Gaba_Chol	X1	-0.0872148931758285	-0.116532668878604
x100_MS_SF_Bsx_Glut	X1	-0.0179652781365225	-0.0303978026829915
x102_SI_MPO_LPO_Lhx8_Gaba	X1	0.044044825611481	0.0713523125496865
x303_BAM_NN	X1	0.0295022859891589	0.0321466370743548
x086_MEA_BST_Lhx6_Nfib_Gaba	X1	0.0261676325470307	0.0332026848020277
x180_MB_HB_Lhx1_Glut	X1	0.0829168652722949	0.0893240393784826
x113_PVHd_DMH_Lhx6_Gaba	X1	-0.077504620384278	-0.0742910026447733
x302_Microglia_NN	X1	0.0687477491148099	0.0843296238305748
x125_LHA_Pmch_Glut	X1	0.100632618376973	0.0864028796253134
x105_BST_Tac2_Gaba	X1	0.00468043520493086	0.0268701838005916
x127_PVH_LHA_Barhl2_Glut	X1	0.0967597590519707	0.0979753969445706
x096_SI_MA_NDB_Six3_Meis2_Gaba	X1	0.116262314103468	0.130014054642825
x048_GPe_Sox6_Cyp26b1_Gaba	X1	-0.099087993680488	-0.104192013785695
x129_SI_MA_LPO_Skor1_Glut	X1	-0.174536839653024	-0.0923167073607576
x250_SNc_VTA_RAmb_Foxa1_Dopa	X1	-0.169741121500814	-0.155206009646585
x301_Endo_NN	X14	0.104899894904726	0.118399474797871
x298_VLMC_NN	X14	-0.0796214262141456	-0.0720175906923811
x045_STRv_Lhx8_Gaba	X14	-0.0625030537626758	-0.0856048819581545
x123_VMH_Fezf1_Glut	X14	-0.103757838998857	-0.0914405244584963
x070_RE_Xi_Nox4_Glut	X14	-0.149722664968147	-0.149464513317254
x069_TH_Prkcd_Grin2c_Glut	X14	-0.117623627041728	-0.133666264211568
x115_TMd_Foxd2_Gaba	X14	-0.161719699143977	-0.183107886226931
x149_IPN_IF_RL_Foxa1_Glut	X14	-0.0833064896993509	-0.0806136891413916
x107_PVH_Six3_Prox1_Gaba	X14	-0.101594638417586	-0.134560904466581
x075_PVa_ARH_Six3_Dopa_Gaba	X14	-0.0121525482285159	-0.0435857369105563
x139_PM_Pitx2_Glut	X14	-0.0763856394566942	-0.0723346555410912
x121_ARH_PVp_Tbx3_Glut	X14	-0.119220103558414	-0.136940647311536
x088_DMH_Nkx2_4_Glut	X14	-0.140045740535259	-0.1687630056849
x148_PH_SUM_Foxa1_Glut	X14	-0.111362133995556	-0.116156745031542
x067_PVT_PT_Ntrk1_Glut	X14	-0.0999163704413756	-0.136671621146454
x106_PVR_Six3_Gaba	X14	-0.140600421217154	-0.143098626902921
x073_MM_ant_Foxb1_Glut	X14	-0.112029039772079	-0.134785303074624
x120_ARH_PVp_Tbx3_Gaba	X14	-0.123494499968019	-0.162101745413628
x087_DMH_Prdm13_Gaba	X14	-0.157498880119755	-0.173090326258389
x083_MEA_BST_Sox6_Gaba	X14	-0.0920989909848531	-0.102949672300462
x118_MPO_MPN_Glut	X14	-0.0188482497463096	-0.0310577872603779
x080_GPi_Skor1_Gaba_Glut	X14	0.0636141294146492	0.0741454754915529
x143_PM_LHA_Foxb1_Glut	X14	-0.144830836560283	-0.15465123895797
x286_Astro_NT_NN	X14	-0.0876475975530143	-0.125263574413629
x101_PVpo_VMPO_SFO_Tbr1_Glut	X14	-0.0631151925184667	-0.106250185648926
x138_STN_PSTN_Pitx2_Glut	X14	-0.0870037968195755	-0.107608006741662
x290_Tanycyte_NN	X14	-0.0969399148776596	-0.105828564040612
x076_PMv_TMv_Tbx3_Hist_Gaba	X14	-0.090937419205774	-0.120157365472486
x084_MEA_BST_Lhx6_Sp9_Gaba	X14	-0.130118331916227	-0.148584161140963
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X14	-0.00644338582741376	-0.00977824143388843
x147_PH_an_Pitx2_Glut	X14	-0.137415154653586	-0.141778911105037
x122_DMH_LHA_Vgll2_Glut	X14	-0.0734475200103656	-0.097236264992013
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X14	-0.0853454987167963	-0.0903825768687028
x082_SCH_Gaba	X14	-0.10786771717583	-0.131826340012214
x106a_BST_MPN_Six3_Gaba	X14	-0.112828148704877	-0.139189315516567
x134_PVa_AHN_LHA_Otp_Glut	X14	-0.173869633498731	-0.209867321722289
x300_SMC_NN	X14	-0.113878885550941	-0.126139966770997
x126_LGv_Otx2_Gaba	X14	-0.0647915932305328	-0.100136529797548
x133_LHA_MEA_Otp_Glut	X14	0.0564588131033785	0.0536344162736789
x142_PH_LHA_Foxb1_Glut	X14	-0.103483841790515	-0.129896504286767
x214_LGv_SPFp_SPFm_Gata3_Gaba	X14	0.0877842094385048	0.08522102758763
x291_Ependymal_NN	X14	0.0431990666029574	0.0596959869487355
x124_VMH_Nr5a1_Glut	X14	-0.0271342394654762	-0.05612853856527
x112_DMH_LHA_Gsx1_Gaba	X14	-0.190558871435388	-0.235190116540555
x137_PH_ant_Otp_Glut	X14	-0.0858579902337747	-0.110154963965217
x108_AHN_SBPV_Gaba	X14	-0.0708785134595706	-0.108332474828371
x110_AHN_Onecut3_Gaba	X14	-0.0755206615478963	-0.0986106457116291
x294_OPC_NN	X14	-0.144129223397841	-0.177121390056117
x135_AHN_RCH_TU_SBPV_Otp_Glut	X14	-0.0516949176945078	-0.112190346051997
x054_STR_PAL_Chst9_Gaba	X14	-0.180274767305128	-0.181295619157239
x114_TU_ARH_Otp_Six6_Gaba	X14	-0.0848625801505271	-0.103931061188029
x097_PVHd_Gsc_Gaba	X14	-0.0094035625942444	0.0020756555782764
x136_PVH_PVHd_SO_Otp_Glut	X14	-0.00594565756328971	-0.0331359299207261
x074_MM_Foxb1_Glut	X14	-0.105759638971137	-0.124171571331286
x140_PH_Pitx2_Glut	X14	-0.0944128248927777	-0.100607831741885
x119_DMH_Hmx2_Glut	X14	-0.12059570304448	-0.131844325512571
x117_DMH_Hmx2_Gaba	X14	-0.102998931032297	-0.127565983909993
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X14	-0.125978500164895	-0.14039139006085
x081_RT_ZI_Gnb3_Gaba	X14	-0.0972208241934133	-0.119970804206068
x103_MPO_LPO_Lhx8_Gaba	X14	-0.0118885500740407	-0.0133636321206627
x128_ADP_MPO_Trp73_Glut	X14	-0.0358388046331778	-0.0218843567945098
x109_SBPV_PVi_Six3_Gaba	X14	-0.0944244460075433	-0.126820035600606
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X14	-0.0390497929186043	-0.0931706479196018
x295_Oligo_NN	X14	-0.055796649753959	-0.0758184009430409
x299_Peri_NN	X14	-0.0929242268805912	-0.108758272286512
x111_ZI_Pax6_Gaba	X14	-0.147898400964094	-0.185174014864496
x049_PAL_STR_Gaba_Chol	X14	-0.0635659170681026	-0.0881700495268795
x100_MS_SF_Bsx_Glut	X14	-0.0951529062293598	-0.0880768160249333
x102_SI_MPO_LPO_Lhx8_Gaba	X14	-0.0763269542055918	-0.0727781591461535
x303_BAM_NN	X14	-0.0241321770225174	-0.0330038129163979
x086_MEA_BST_Lhx6_Nfib_Gaba	X14	-0.0081194696274272	-0.0235368269407719
x180_MB_HB_Lhx1_Glut	X14	-0.0276222103037994	-0.0358544045381247
x113_PVHd_DMH_Lhx6_Gaba	X14	-0.163200816772329	-0.182544719047871
x302_Microglia_NN	X14	0.0482521800436432	0.046021403997993
x125_LHA_Pmch_Glut	X14	-0.0140801911842275	-0.008199805122665
x105_BST_Tac2_Gaba	X14	-0.0319408062996992	-0.0456590875551836
x127_PVH_LHA_Barhl2_Glut	X14	0.0163809816716313	0.0380837573464555
x096_SI_MA_NDB_Six3_Meis2_Gaba	X14	0.023208688874306	0.0269598169372038
x048_GPe_Sox6_Cyp26b1_Gaba	X14	-0.162546729046725	-0.164989091603545
x129_SI_MA_LPO_Skor1_Glut	X14	-0.0101878577010716	-0.0785834051373548
x250_SNc_VTA_RAmb_Foxa1_Dopa	X14	-0.1667561060747	-0.168114909667738
x301_Endo_NN	X12	0.0383983220816699	0.0503691177670653
x298_VLMC_NN	X12	-0.0717184794896646	-0.0753211646002409
x045_STRv_Lhx8_Gaba	X12	-0.00674171405928556	-0.0220912854505883
x123_VMH_Fezf1_Glut	X12	-0.122317341722245	-0.1831952653914
x070_RE_Xi_Nox4_Glut	X12	-0.162812216487945	-0.190012000996194
x069_TH_Prkcd_Grin2c_Glut	X12	-0.121675572747051	-0.150015389687082
x115_TMd_Foxd2_Gaba	X12	-0.154408373564138	-0.180258795953072
x149_IPN_IF_RL_Foxa1_Glut	X12	-0.0639121618591398	-0.0900858650816124
x107_PVH_Six3_Prox1_Gaba	X12	-0.116034174134786	-0.154862501685483
x075_PVa_ARH_Six3_Dopa_Gaba	X12	-0.0570434730240176	-0.0846745391497376
x139_PM_Pitx2_Glut	X12	-0.122725102019166	-0.16765060382763
x121_ARH_PVp_Tbx3_Glut	X12	-0.108210049034584	-0.172294402338021
x088_DMH_Nkx2_4_Glut	X12	-0.129017092056875	-0.180083974545459
x148_PH_SUM_Foxa1_Glut	X12	-0.166665470768457	-0.190188067803436
x067_PVT_PT_Ntrk1_Glut	X12	-0.0949674812625794	-0.112281024661208
x106_PVR_Six3_Gaba	X12	-0.141404953121062	-0.171918968037885
x073_MM_ant_Foxb1_Glut	X12	-0.141788834085658	-0.170320620596261
x120_ARH_PVp_Tbx3_Gaba	X12	-0.129641181819993	-0.160851683444072
x087_DMH_Prdm13_Gaba	X12	-0.180154559232948	-0.207383681216021
x083_MEA_BST_Sox6_Gaba	X12	-0.0811947854531192	-0.101108917690318
x118_MPO_MPN_Glut	X12	-0.0722103954427869	-0.12225825123027
x080_GPi_Skor1_Gaba_Glut	X12	0.0775675461633342	0.0909940387996066
x143_PM_LHA_Foxb1_Glut	X12	-0.161784520328831	-0.174610689781295
x286_Astro_NT_NN	X12	-0.106439568764246	-0.131799381431157
x101_PVpo_VMPO_SFO_Tbr1_Glut	X12	-0.111512890108323	-0.14547993932796
x138_STN_PSTN_Pitx2_Glut	X12	-0.13707802929221	-0.167997756002404
x290_Tanycyte_NN	X12	-0.145304065603086	-0.158216860432192
x076_PMv_TMv_Tbx3_Hist_Gaba	X12	-0.103296752002144	-0.148692898027757
x084_MEA_BST_Lhx6_Sp9_Gaba	X12	-0.0999601921157431	-0.119317562399702
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X12	-0.061837431986452	-0.109462260935243
x147_PH_an_Pitx2_Glut	X12	-0.148947348190571	-0.171557902353348
x122_DMH_LHA_Vgll2_Glut	X12	0.00769079622302444	-0.0215581554417834
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X12	-0.0392122325568148	-0.0702636149159702
x082_SCH_Gaba	X12	-0.0882595786055899	-0.131978491600167
x106a_BST_MPN_Six3_Gaba	X12	-0.103652620445103	-0.151757846747971
x134_PVa_AHN_LHA_Otp_Glut	X12	-0.0610841674326522	-0.11034779156817
x300_SMC_NN	X12	-0.127626949140162	-0.146337432686154
x126_LGv_Otx2_Gaba	X12	-0.076015885882464	-0.0996888386579914
x133_LHA_MEA_Otp_Glut	X12	0.0343795103975054	0.0332210713037192
x142_PH_LHA_Foxb1_Glut	X12	-0.112182983371734	-0.152784796254212
x214_LGv_SPFp_SPFm_Gata3_Gaba	X12	0.0980715041758253	0.118163818436598
x291_Ependymal_NN	X12	0.0375154501946362	0.0461269754343695
x124_VMH_Nr5a1_Glut	X12	-0.0998097111436994	-0.157998260382698
x112_DMH_LHA_Gsx1_Gaba	X12	-0.104968925035803	-0.156566155849404
x137_PH_ant_Otp_Glut	X12	-0.0913067270936992	-0.142958905649496
x108_AHN_SBPV_Gaba	X12	-0.0826280947240261	-0.123184982938542
x110_AHN_Onecut3_Gaba	X12	-0.0703359807628983	-0.10577369006156
x294_OPC_NN	X12	-0.0980387637367074	-0.12781300801222
x135_AHN_RCH_TU_SBPV_Otp_Glut	X12	-0.0633259582045894	-0.103473085403039
x054_STR_PAL_Chst9_Gaba	X12	-0.17406904405074	-0.186609870879598
x114_TU_ARH_Otp_Six6_Gaba	X12	-0.127957696699957	-0.179819206479127
x097_PVHd_Gsc_Gaba	X12	0.007893890650041	0.000875403747043069
x136_PVH_PVHd_SO_Otp_Glut	X12	-0.0424294632879777	-0.0648753838441934
x074_MM_Foxb1_Glut	X12	-0.134216261743412	-0.171203497284351
x140_PH_Pitx2_Glut	X12	-0.102220242333659	-0.137471663497632
x119_DMH_Hmx2_Glut	X12	-0.0907541489679699	-0.131620859962721
x117_DMH_Hmx2_Gaba	X12	-0.0871818488077174	-0.143659662167545
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X12	-0.145127948220527	-0.173913653492726
x081_RT_ZI_Gnb3_Gaba	X12	-0.0721507429706046	-0.0868859475268069
x103_MPO_LPO_Lhx8_Gaba	X12	-0.0213814917471361	-0.0432481294800489
x128_ADP_MPO_Trp73_Glut	X12	-0.0220818547168422	-0.0283051103170835
x109_SBPV_PVi_Six3_Gaba	X12	-0.0893953122162357	-0.140432722513733
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X12	-0.000282583430125034	-0.019787297893396
x295_Oligo_NN	X12	-0.0304864558107227	-0.0591395075481266
x299_Peri_NN	X12	-0.079095421983979	-0.0989088029795318
x111_ZI_Pax6_Gaba	X12	-0.118237217101415	-0.15351694883477
x049_PAL_STR_Gaba_Chol	X12	-0.0381328273229588	-0.0431237764972703
x100_MS_SF_Bsx_Glut	X12	-0.0537470190519111	-0.0694369714420353
x102_SI_MPO_LPO_Lhx8_Gaba	X12	-0.100560324072361	-0.120156342664427
x303_BAM_NN	X12	-0.0228327357541117	-0.049385737176501
x086_MEA_BST_Lhx6_Nfib_Gaba	X12	-0.0645807373099386	-0.0743491757703477
x180_MB_HB_Lhx1_Glut	X12	-0.0663436696500661	-0.0877350286824563
x113_PVHd_DMH_Lhx6_Gaba	X12	-0.087683626122678	-0.124566452804965
x302_Microglia_NN	X12	-0.0321624214145161	-0.0554170135759572
x125_LHA_Pmch_Glut	X12	-0.0519664359856675	-0.0742961614450028
x105_BST_Tac2_Gaba	X12	-0.0114450293653103	-0.03453924215186
x127_PVH_LHA_Barhl2_Glut	X12	0.0178865461781325	0.0365481906011974
x096_SI_MA_NDB_Six3_Meis2_Gaba	X12	-0.00861853472632329	-0.019440469011263
x048_GPe_Sox6_Cyp26b1_Gaba	X12	-0.137469864570768	-0.154497395487762
x129_SI_MA_LPO_Skor1_Glut	X12	-0.0209915394475194	-0.0297488516249663
x250_SNc_VTA_RAmb_Foxa1_Dopa	X12	-0.138544841758664	-0.154219101363849
x301_Endo_NN	X15	0.0597032427459252	0.0636677099296209
x298_VLMC_NN	X15	-0.0219796661511979	-0.0181745715857821
x045_STRv_Lhx8_Gaba	X15	-0.00952256612525492	-0.0257687941459378
x123_VMH_Fezf1_Glut	X15	-0.0625412296548897	-0.065833420937894
x070_RE_Xi_Nox4_Glut	X15	-0.0924609017133535	-0.0962302312640106
x069_TH_Prkcd_Grin2c_Glut	X15	-0.0452240360953102	-0.0466455550563517
x115_TMd_Foxd2_Gaba	X15	-0.104410560838107	-0.095070814763252
x149_IPN_IF_RL_Foxa1_Glut	X15	-0.0379625178425142	-0.0414573292659476
x107_PVH_Six3_Prox1_Gaba	X15	-0.0775856043505943	-0.0865531959512778
x075_PVa_ARH_Six3_Dopa_Gaba	X15	-0.049036738381111	-0.0732478314809893
x139_PM_Pitx2_Glut	X15	-0.0143088611202259	-0.0147486661592268
x121_ARH_PVp_Tbx3_Glut	X15	-0.0501260837668893	-0.0673533442988683
x088_DMH_Nkx2_4_Glut	X15	-0.101145146037653	-0.110096627287499
x148_PH_SUM_Foxa1_Glut	X15	-0.0687918038375236	-0.0568002993888937
x067_PVT_PT_Ntrk1_Glut	X15	-0.0291947453662738	-0.0518962150553392
x106_PVR_Six3_Gaba	X15	-0.0916145249848231	-0.0948112038919943
x073_MM_ant_Foxb1_Glut	X15	-0.0968909172382059	-0.085304001255669
x120_ARH_PVp_Tbx3_Gaba	X15	-0.112355644384144	-0.101245262510928
x087_DMH_Prdm13_Gaba	X15	-0.0701281348680386	-0.0779695504789534
x083_MEA_BST_Sox6_Gaba	X15	-0.0425609464325259	-0.0528541474101163
x118_MPO_MPN_Glut	X15	-0.0526152978704281	-0.0480464407921945
x080_GPi_Skor1_Gaba_Glut	X15	0.0283455084546477	0.0295368959618048
x143_PM_LHA_Foxb1_Glut	X15	-0.0799851202222736	-0.0899013140913308
x286_Astro_NT_NN	X15	-0.0575549410558014	-0.0732658327308483
x101_PVpo_VMPO_SFO_Tbr1_Glut	X15	-0.0554087336296291	-0.056891782353334
x138_STN_PSTN_Pitx2_Glut	X15	-0.0727618501107666	-0.0568017567158505
x290_Tanycyte_NN	X15	-0.0512591607479945	-0.0546043576661237
x076_PMv_TMv_Tbx3_Hist_Gaba	X15	-0.0715846958133066	-0.0838357198372994
