Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000114279,FGF12,19,-2.3948,7,-3.8174,96,0.00665,220,1.37038,74,-0.3972,216,1.33426,127,0.50637,141,0.61656,53,-0.8881,38,-1.3898,95,0.00185,26,-1.9301
ENSG00000127249,ATP13A4,22,-0.4522,75,1.52308,0,-7.0041,14,-1.0705,5,-2.4210,25,-0.2840,8,-1.9792,15,-1.0222,27,-0.1418,23,-0.3601,40,0.46912,122,2.45122
ENSG00000198836,OPA1,30,-1.6890,60,-0.6871,84,-0.1607,198,1.21489,94,0.00879,135,0.57497,104,0.17947,78,-0.2803,89,-0.0847,87,-0.1226,87,-0.1172,68,-0.4875
ENSG00000114315,HES1,88,0.62432,184,1.90184,13,-2.1934,25,-1.3116,35,-0.8099,30,-1.0115,7,-3.1225,72,0.30672,24,-1.3782,25,-1.3134,53,-0.1794,207,2.13035
ENSG00000133657,ATP13A3,29,-0.0645,85,1.70912,24,-0.3636,13,-1.2585,36,0.26359,39,0.40222,24,-0.3692,18,-0.7519,12,-1.4272,38,0.37208,28,-0.1059,23,-0.4465
ENSG00000041802,LSG1,30,0.46743,29,0.40467,23,0.07083,20,-0.1568,13,-0.7835,28,0.37183,15,-0.6284,9,-1.3120,34,0.66066,32,0.55118,12,-0.8772,28,0.37388
ENSG00000114331,ACAP2,10,-1.5761,77,1.57796,21,-0.5389,29,-0.0182,30,0.02364,24,-0.3064,24,-0.3070,34,0.21923,28,-0.0900,17,-0.7940,22,-0.4548,42,0.56494
ENSG00000184203,PPP1R2,17,-2.5843,58,-0.8273,69,-0.5512,111,0.16730,185,1.00156,113,0.20169,115,0.24982,97,-0.0371,125,0.36330,122,0.31894,83,-0.2744,82,-0.3023
ENSG00000189058,APOD,767,0.99184,1611,2.35290,48,-3.2032,156,-1.4769,194,-1.1589,225,-0.9356,113,-2.0454,182,-1.2517,109,-2.0112,180,-1.2658,1636,2.38450,56,-2.9693
ENSG00000061938,TNK2,26,-1.5396,73,0.00357,28,-1.4530,79,0.11441,110,0.65091,62,-0.2678,84,0.24465,117,0.74638,61,-0.2780,65,-0.1912,79,0.11729,83,0.19684
ENSG00000072274,TFRC,77,0.12446,145,1.14383,85,0.28395,54,-0.4291,91,0.38441,60,-0.2561,52,-0.5336,38,-0.9708,53,-0.4542,74,0.06095,61,-0.2360,85,0.27728
ENSG00000161217,PCYT1A,28,-0.2892,33,-0.0569,14,-1.3542,35,0.06872,36,0.08370,36,0.10727,31,-0.1216,27,-0.3166,24,-0.5253,40,0.27090,55,0.75892,49,0.58272
ENSG00000213123,TCTEX1D2,16,-2.2361,30,-1.3214,54,-0.4155,68,-0.0620,109,0.68312,70,-0.0189,99,0.57444,53,-0.4584,85,0.27610,104,0.59899,60,-0.2653,78,0.15308
ENSG00000163960,UBXN7,13,-1.0475,9,-1.5601,9,-1.5042,19,-0.4940,56,1.24938,23,-0.1479,27,0.10558,30,0.22802,19,-0.4499,29,0.20295,29,0.17621,44,0.84797
ENSG00000163961,RNF168,26,-0.4802,47,0.41278,5,-2.8089,36,0.00040,23,-0.6795,43,0.27342,48,0.50855,44,0.30809,23,-0.6620,45,0.35868,47,0.40334,32,-0.1637
ENSG00000174013,FBXO45,8,-1.3683,3,-2.5752,0,-5.0458,15,-0.4495,23,0.16889,21,0.05454,27,0.52180,26,0.36536,20,0.00905,33,0.78484,32,0.71468,27,0.45351
ENSG00000163964,PIGX,36,-0.7820,48,-0.3300,26,-1.2583,58,-0.0321,69,0.22319,57,-0.0723,98,0.89776,48,-0.3341,72,0.30369,66,0.16922,43,-0.4862,54,-0.1387
ENSG00000180370,PAK2,51,-0.1855,64,0.16953,42,-0.4755,86,0.63788,46,-0.3606,64,0.16236,53,-0.1262,45,-0.3739,50,-0.2327,76,0.42488,62,0.12611,56,-0.0387
ENSG00000119231,SENP5,19,-1.4568,47,-0.1312,32,-0.7201,51,0.00608,83,0.79141,46,-0.1642,73,0.65025,43,-0.2401,41,-0.3386,76,0.63586,34,-0.5968,41,-0.3197
ENSG00000114503,NCBP2,86,0.28827,86,0.28796,58,-0.3209,75,0.07561,78,0.13331,63,-0.2013,76,0.09760,42,-0.7940,86,0.28393,65,-0.1547,61,-0.2514,79,0.15281
ENSG00000270170,NCBP2AS2,40,-0.8536,72,0.05687,73,0.06777,73,0.07494,60,-0.2210,49,-0.5355,99,0.61254,54,-0.3911,113,0.77733,85,0.32031,41,-0.8142,47,-0.5946
ENSG00000119227,PIGZ,27,-0.6416,26,-0.7041,18,-1.2072,57,0.50260,64,0.69066,52,0.35675,45,0.14891,26,-0.7171,53,0.38764,75,0.94524,17,-1.3250,32,-0.3734
ENSG00000075711,DLG1,40,-0.5487,43,-0.4503,15,-2.0102,48,-0.2718,76,0.44488,57,0.00465,50,-0.2114,38,-0.6183,79,0.50088,78,0.49558,127,1.29983,42,-0.4716
ENSG00000161267,BDH1,4,-2.5260,27,0.09354,18,-0.4692,16,-0.6806,46,0.94842,47,0.99940,37,0.66198,33,0.39320,10,-1.3039,29,0.22964,5,-2.2193,18,-0.5111
ENSG00000145016,RUBCN,35,-0.9346,92,0.55351,32,-1.0396,68,0.09011,151,1.39332,104,0.76414,68,0.09202,70,0.11946,51,-0.3616,34,-0.9679,37,-0.8501,28,-1.2461
ENSG00000122068,FYTTD1,25,-1.5449,107,0.65535,54,-0.4108,63,-0.1670,91,0.40433,70,-0.0159,65,-0.1375,60,-0.2594,93,0.43966,90,0.39077,43,-0.7472,90,0.38904
ENSG00000186001,LRCH3,34,0.69758,21,-0.0544,0,-6.5714,13,-0.7948,35,0.72898,21,-0.0308,17,-0.3704,14,-0.6443,39,0.89982,25,0.19196,29,0.46318,18,-0.2681
ENSG00000114473,IQCG,12,-0.6099,46,1.50267,0,-6.2047,8,-1.2468,9,-1.0150,5,-1.7945,21,0.26033,13,-0.5242,14,-0.4384,18,-0.0194,10,-0.9402,60,1.99969
ENSG00000182899,RPL35A,791,-0.1153,1210,0.55796,567,-0.6260,503,-0.8068,1079,0.37340,617,-0.4967,757,-0.1990,877,0.04558,1074,0.36618,1366,0.75614,498,-0.8208,975,0.21220
ENSG00000182903,ZNF721,8,-1.8854,29,0.08852,18,-0.6364,21,-0.4364,16,-0.8429,36,0.40264,47,0.94132,15,-0.9367,27,-0.0199,24,-0.1921,29,0.07901,43,0.69258
ENSG00000174227,PIGG,30,0.01994,43,0.57883,42,0.54203,18,-0.7418,10,-1.6269,29,-0.0088,32,0.15738,33,0.19095,41,0.51429,20,-0.5704,21,-0.5419,32,0.13571
ENSG00000273238,TMEM271,4,-3.7719,22,-1.3434,37,-0.5678,45,-0.2674,95,0.92843,74,0.52240,80,0.70961,40,-0.4513,73,0.49704,68,0.39038,31,-0.8328,45,-0.2534
ENSG00000169020,ATP5ME,692,-0.0450,683,-0.0660,788,0.15737,772,0.12561,571,-0.3440,625,-0.2032,677,-0.0881,742,0.06199,774,0.12905,776,0.13287,957,0.46678,532,-0.4512
ENSG00000215375,MYL5,14,-0.3984,29,0.76309,26,0.59853,14,-0.3969,10,-0.8178,26,0.59343,13,-0.5207,15,-0.3030,29,0.75420,14,-0.3955,12,-0.6189,18,0.02586
ENSG00000185619,PCGF3,31,-0.2515,48,0.43371,0,-6.7576,27,-0.4844,86,1.40648,49,0.46292,41,0.18635,46,0.37553,37,0.03980,25,-0.5618,28,-0.4221,15,-1.3070
ENSG00000168993,CPLX1,32,-0.1324,4,-2.9779,76,1.27384,137,2.36520,10,-1.8289,10,-1.8334,20,-0.9198,31,-0.1800,22,-0.6848,32,-0.1187,41,0.27491,16,-1.1301
ENSG00000178950,GAK,14,-2.1164,100,0.81407,69,0.21880,54,-0.1585,60,-0.0027,67,0.17552,92,0.74928,53,-0.2031,43,-0.5290,62,0.04887,40,-0.6211,36,-0.7984
ENSG00000127419,TMEM175,38,-0.5239,64,0.28163,31,-0.8238,65,0.30935,56,0.07181,56,0.07168,72,0.50705,38,-0.5222,48,-0.1599,51,-0.0816,39,-0.4915,66,0.33434
ENSG00000145214,DGKQ,0,-5.7684,19,-1.0663,27,-0.5081,47,0.30590,71,0.99774,48,0.35606,88,1.58215,35,-0.1283,27,-0.5489,20,-0.9469,10,-1.9094,16,-1.3315
ENSG00000159692,CTBP1,58,-1.8136,202,0.06947,121,-0.7190,196,0.02602,266,0.51062,289,0.64007,211,0.15020,215,0.16677,287,0.63039,182,-0.0881,123,-0.6880,149,-0.4001
ENSG00000090316,MAEA,29,-2.0896,71,-0.7669,97,-0.2904,187,0.74871,145,0.33891,111,-0.0730,188,0.85200,105,-0.1677,133,0.20228,115,-0.0254,61,-0.9902,90,-0.4063
ENSG00000163950,SLBP,11,-2.7905,49,-0.5683,8,-3.1310,88,0.32965,122,0.85274,110,0.68347,95,0.49359,54,-0.4481,137,1.04020,39,-0.9252,54,-0.4327,69,-0.0613
ENSG00000168936,TMEM129,35,-0.4599,89,1.02958,33,-0.5216,26,-0.8832,48,0.03971,24,-0.9922,69,0.68992,21,-1.2081,51,0.12681,63,0.46297,34,-0.4667,46,-0.0314
ENSG00000068078,FGFR3,137,-0.2430,22,-2.9691,151,-0.0950,126,-0.3781,239,0.63399,131,-0.3134,90,-0.9348,158,-0.0291,56,-1.5906,117,-0.4816,358,1.31192,411,1.55488
ENSG00000168924,LETM1,13,-1.7940,56,0.44645,18,-1.3174,44,0.05558,47,0.17024,58,0.49178,56,0.47622,68,0.75006,40,-0.0860,37,-0.2167,26,-0.7490,33,-0.3812
ENSG00000109685,NSD2,24,-0.7904,24,-0.7683,15,-1.5093,28,-0.5785,47,0.24400,67,0.78827,48,0.29215,46,0.21294,58,0.57826,46,0.19164,40,-0.0041,35,-0.2375
ENSG00000185049,NELFA,12,-1.1289,40,0.65625,0,-5.7960,18,-0.5967,33,0.33557,18,-0.5405,37,0.59803,13,-1.0115,38,0.56640,31,0.26420,30,0.21448,34,0.40932
ENSG00000243449,C4orf48,673,-0.1239,525,-0.5049,877,0.29143,606,-0.2861,965,0.44440,570,-0.3790,823,0.21028,646,-0.1860,914,0.35705,764,0.07430,663,-0.1460,622,-0.2443
ENSG00000185818,NAT8L,77,-1.0170,185,0.33357,92,-0.7425,201,0.45817,153,0.03053,250,0.81907,144,-0.0706,135,-0.1595,73,-1.0900,88,-0.8093,212,0.54754,195,0.41479
ENSG00000123933,MXD4,67,0.42276,80,0.70915,41,-0.3620,80,0.70848,26,-1.0513,43,-0.2686,39,-0.4767,45,-0.2139,69,0.45806,54,0.06820,52,0.02548,34,-0.6129
ENSG00000063978,RNF4,30,-0.7966,61,0.31127,57,0.20912,44,-0.2041,69,0.50353,46,-0.1422,48,-0.0831,63,0.35141,56,0.16514,50,-0.0120,33,-0.6528,49,-0.0478
ENSG00000125386,FAM193A,17,-0.4255,35,0.73405,6,-1.8839,22,-0.0222,35,0.74152,23,0.06531,14,-0.7365,13,-0.8378,33,0.64472,28,0.37012,17,-0.3579,30,0.46174
ENSG00000087266,SH3BP2,26,-0.3709,47,0.52911,50,0.65177,19,-0.8558,21,-0.6848,20,-0.7395,17,-1.0328,49,0.61578,21,-0.6846,19,-0.8040,52,0.69911,72,1.26279
ENSG00000087274,ADD1,134,-0.6533,265,0.40682,190,-0.1144,176,-0.2298,145,-0.5240,216,0.08818,201,-0.0272,161,-0.3702,195,-0.0748,230,0.18619,265,0.40930,279,0.48863
ENSG00000109736,MFSD10,22,-1.3644,94,0.83927,77,0.50783,33,-0.8121,47,-0.2584,41,-0.4840,71,0.41448,46,-0.3049,73,0.41852,52,-0.0973,33,-0.7714,65,0.22951
ENSG00000249673,NOP14-AS1,22,0.08128,25,0.27770,33,0.72596,25,0.26238,31,0.60477,14,-0.5911,23,0.14404,11,-0.9483,28,0.46483,17,-0.3321,6,-1.8194,14,-0.5648
ENSG00000197386,HTT,12,-1.9274,69,0.72923,41,-0.1017,41,-0.0818,34,-0.3533,49,0.19161,77,1.02717,36,-0.3006,37,-0.2570,25,-0.8244,26,-0.7733,42,-0.0681
ENSG00000188981,MSANTD1,0,-7.4233,6,-1.8915,14,-0.6664,18,-0.3428,35,0.70117,35,0.73910,26,0.30445,42,1.03723,44,1.09813,34,0.67977,1,-3.8395,5,-2.0139
ENSG00000159788,RGS12,5,-2.6383,42,0.47792,36,0.21023,25,-0.3067,31,-0.0023,49,0.73729,23,-0.5075,31,0.02183,21,-0.5576,16,-0.9494,41,0.42411,59,1.03731
ENSG00000163956,LRPAP1,145,-0.8050,317,0.40842,182,-0.4553,239,-0.0348,316,0.40506,229,-0.1043,297,0.33642,250,0.03337,254,0.05868,276,0.18738,147,-0.7806,232,-0.0823
ENSG00000132406,TMEM128,24,-0.9512,22,-1.0509,2,-4.6120,39,-0.2175,70,0.70581,43,-0.0483,56,0.39578,49,0.13807,71,0.73559,67,0.62730,49,0.12692,34,-0.4057
ENSG00000168824,NSG1,119,-2.1067,104,-2.3020,550,0.20782,663,0.50642,501,0.06201,722,0.64411,800,0.91409,447,-0.1166,636,0.43856,481,-0.0021,188,-1.4234,254,-0.9807
ENSG00000168818,STX18,34,-0.2410,70,0.88738,17,-1.2681,34,-0.2619,25,-0.6888,30,-0.4624,42,0.09952,39,-0.0299,67,0.80901,49,0.30750,36,-0.1743,35,-0.1963
ENSG00000072832,CRMP1,34,-2.8138,81,-1.5563,135,-0.8031,237,0.06073,391,0.86728,297,0.41854,319,0.59444,283,0.34401,330,0.59213,232,0.02881,93,-1.3534,208,-0.1375
ENSG00000181215,C4orf50,3,-2.8113,12,-0.8987,16,-0.4865,23,0.06803,20,-0.1556,22,0.03189,55,1.76498,36,0.79091,13,-0.7305,13,-0.7296,8,-1.5282,8,-1.4700
ENSG00000152969,JAKMIP1,17,-2.0692,12,-2.6353,50,-0.4975,70,0.01899,109,0.72498,69,-0.0095,114,0.89866,76,0.13476,108,0.70293,80,0.21852,37,-0.9635,45,-0.6515
ENSG00000109501,WFS1,149,0.35787,209,0.90653,84,-0.5222,84,-0.5347,96,-0.3252,150,0.36554,118,-0.0093,103,-0.2146,76,-0.6794,49,-1.3356,130,0.14383,176,0.62825
ENSG00000074211,PPP2R2C,69,-0.7800,11,-3.4449,49,-1.2878,133,0.23453,149,0.41373,193,0.83592,200,1.00850,143,0.34880,104,-0.1441,66,-0.8434,99,-0.2272,74,-0.6721
ENSG00000013288,MAN2B2,22,-1.3475,70,0.43343,39,-0.4829,63,0.25983,65,0.30575,78,0.59560,85,0.84262,31,-0.8047,46,-0.2289,25,-1.1266,52,-0.0433,31,-0.8047
ENSG00000179010,MRFAP1,189,-1.5077,522,0.03302,429,-0.2732,525,0.04030,655,0.39191,555,0.12828,467,-0.1549,491,-0.0620,781,0.67621,531,0.05841,560,0.14293,476,-0.1127
ENSG00000251580,LINC02482,3,-2.1417,12,-0.1999,3,-2.1631,15,0.23120,11,-0.2691,5,-1.4450,12,-0.1992,16,0.27011,35,1.56734,20,0.63850,5,-1.3595,25,0.96258
ENSG00000170846,AC093323.1,15,-2.5303,58,-0.5572,94,0.17682,101,0.29454,105,0.35016,140,0.82316,96,0.23693,114,0.48656,107,0.38438,70,-0.2788,41,-1.0909,52,-0.7310
ENSG00000178988,MRFAP1L1,63,-1.1712,133,-0.0532,145,0.08768,100,-0.4890,309,1.32335,86,-0.7218,145,0.09469,113,-0.2982,163,0.27324,178,0.41147,88,-0.6742,116,-0.2621
ENSG00000170871,KIAA0232,26,-1.5506,54,-0.4876,69,-0.0928,62,-0.2719,108,0.59971,96,0.42191,60,-0.3551,85,0.22473,79,0.10431,70,-0.0881,97,0.43431,93,0.37176
ENSG00000132405,TBC1D14,34,-0.8360,54,-0.1354,25,-1.2986,47,-0.3510,98,0.79549,68,0.21633,66,0.18856,73,0.31939,67,0.18785,41,-0.5658,45,-0.4111,86,0.58869
ENSG00000173011,TADA2B,15,-0.3051,16,-0.2145,6,-1.6907,17,-0.0998,20,0.13225,20,0.11340,23,0.35812,42,1.32035,20,0.12283,10,-0.8965,8,-1.1664,20,0.11954
ENSG00000109519,GRPEL1,29,-0.6408,47,0.12187,58,0.45945,65,0.64497,28,-0.6823,43,-0.0159,44,0.03067,52,0.28097,67,0.69114,32,-0.4826,37,-0.2663,19,-1.2311
ENSG00000163995,ABLIM2,11,-2.2589,24,-1.1996,10,-2.3971,77,0.58754,68,0.38376,55,0.06663,85,0.83602,67,0.36714,74,0.53371,64,0.30640,32,-0.7460,36,-0.5979
ENSG00000251615,AC104825.1,5,-1.5916,15,-0.0729,12,-0.3893,18,0.27069,26,0.84126,13,-0.2460,12,-0.3705,5,-1.6436,22,0.53813,21,0.47745,15,-0.0650,24,0.68299
ENSG00000071127,WDR1,97,-0.7728,316,1.10314,81,-1.0310,237,0.62573,108,-0.6077,112,-0.5498,175,0.15367,114,-0.5177,173,0.11917,145,-0.1501,123,-0.4030,224,0.53101
ENSG00000178163,ZNF518B,7,-1.9033,38,0.58377,15,-0.8005,11,-1.2996,14,-0.9096,28,0.09112,44,0.90755,32,0.32208,45,0.85779,16,-0.7140,28,0.08837,19,-0.5134
ENSG00000002587,HS3ST1,0,-6.0349,108,2.46163,21,-0.2889,7,-1.8500,4,-2.6475,10,-1.3863,16,-0.7856,5,-2.3148,26,0.01133,7,-1.9736,6,-2.1446,111,2.53061
ENSG00000157869,RAB28,34,-0.3669,33,-0.4052,31,-0.5087,20,-1.1065,59,0.51272,48,0.18006,49,0.22543,26,-0.7439,49,0.21626,64,0.62765,26,-0.7330,68,0.74044
ENSG00000038219,BOD1L1,49,0.16413,35,-0.3709,27,-0.7746,39,-0.1938,40,-0.1381,37,-0.2550,62,0.59751,49,0.15885,35,-0.3548,36,-0.3211,52,0.26320,51,0.22124
ENSG00000137449,CPEB2,29,-0.9641,32,-0.7972,47,-0.2131,49,-0.1534,94,0.88720,65,0.29963,63,0.25248,30,-0.8711,62,0.20861,71,0.43185,43,-0.3464,55,0.02011
ENSG00000048342,CC2D2A,19,0.41278,8,-0.9817,7,-1.1468,12,-0.3676,5,-1.5803,6,-1.3308,6,-1.4148,16,0.09245,11,-0.3898,39,1.58883,14,-0.1208,45,1.81466
ENSG00000118564,FBXL5,67,-0.6483,95,-0.1183,48,-1.1708,94,-0.1452,89,-0.2348,81,-0.3772,130,0.40481,75,-0.4895,155,0.65134,137,0.45066,113,0.14070,126,0.31385
ENSG00000237765,FAM200B,59,-0.4075,54,-0.5403,19,-2.1106,49,-0.7079,120,0.69128,87,0.18090,86,0.18494,93,0.27687,101,0.40901,133,0.86145,44,-0.8452,76,-0.0214
ENSG00000169762,TAPT1,26,-0.3653,31,-0.1173,0,-7.1649,30,-0.1493,48,0.56960,30,-0.1367,29,-0.2148,33,-0.0272,48,0.56723,46,0.52934,49,0.60727,33,-0.0196
ENSG00000151552,QDPR,195,-0.7014,99,-1.7081,284,-0.1276,415,0.47133,291,-0.0861,391,0.37536,227,-0.5032,284,-0.1268,299,-0.0477,257,-0.2806,896,1.78894,138,-1.2163
ENSG00000002549,LAP3,67,0.45190,117,1.38894,45,-0.1678,32,-0.6597,25,-1.0384,20,-1.3544,42,-0.3039,18,-1.5462,33,-0.6536,44,-0.2038,49,-0.0282,117,1.39129
ENSG00000118579,MED28,28,-0.9139,92,0.96130,9,-2.5725,45,-0.1774,40,-0.3660,38,-0.4447,66,0.44953,37,-0.4801,31,-0.7656,87,0.85976,46,-0.1630,76,0.63425
ENSG00000163257,DCAF16,13,-1.9151,59,0.34070,39,-0.3012,20,-1.3170,52,0.14735,39,-0.3150,53,0.18243,55,0.21556,72,0.66241,110,1.36037,33,-0.5621,21,-1.2226
ENSG00000145147,SLIT2,0,-8.6667,77,0.53660,12,-2.2425,29,-0.9761,76,0.50541,77,0.52655,99,1.07735,37,-0.6214,71,0.39487,69,0.35648,20,-1.5307,49,-0.1647
ENSG00000163138,PACRGL,2,-3.4618,37,0.60889,0,-6.5799,13,-0.9459,32,0.36775,30,0.29466,39,0.75995,26,0.05815,25,-0.0230,26,0.04975,18,-0.5428,41,0.75127
ENSG00000185774,KCNIP4,8,-3.7114,33,-1.6521,76,-0.4088,156,0.73165,117,0.26304,249,1.52693,172,1.01121,157,0.74137,37,-1.4778,43,-1.2648,41,-1.3290,22,-2.2226
ENSG00000152990,ADGRA3,79,2.06670,12,-1.0117,0,-5.4165,21,-0.1573,21,-0.1427,23,-0.0347,10,-1.2436,11,-1.0354,3,-2.9601,5,-2.0775,52,1.29797,53,1.34054
ENSG00000109606,DHX15,17,-2.2401,117,0.67452,75,-0.0299,81,0.09353,88,0.21355,75,-0.0272,90,0.27095,46,-0.7789,115,0.64595,83,0.12246,68,-0.1916,51,-0.6122
ENSG00000109610,SOD3,40,0.98581,129,3.30965,0,-6.5579,1,-3.5732,1,-4.5610,1,-3.9117,5,-2.0626,2,-3.0230,10,-1.1820,5,-2.0409,14,-0.6037,66,1.84118
ENSG00000053900,ANAPC4,3,-2.4836,18,0.09728,28,0.74544,11,-0.7212,22,0.36216,14,-0.2756,24,0.54775,5,-1.8162,11,-0.6972,27,0.67627,15,-0.2559,24,0.52218
ENSG00000250317,SMIM20,28,-0.7429,46,0.02815,65,0.57154,50,0.15816,19,-1.2686,25,-0.8905,37,-0.3456,42,-0.1226,74,0.77530,48,0.08377,42,-0.1287,77,0.83561
ENSG00000168214,RBPJ,90,0.71119,66,0.20027,0,-7.3216,40,-0.5570,62,0.11928,49,-0.2437,51,-0.1928,48,-0.2778,53,-0.1190,47,-0.3182,98,0.84293,94,0.76686
ENSG00000109689,STIM2,1,-4.4808,37,0.56623,0,-6.7922,18,-0.5544,45,0.88079,46,0.92347,31,0.28991,16,-0.7617,15,-0.8403,40,0.67213,22,-0.2442,36,0.51399
ENSG00000169851,PCDH7,5,-4.6135,9,-3.7660,21,-2.5651,124,0.06928,168,0.54962,275,1.37157,186,0.79950,144,0.30405,126,0.08572,149,0.35421,71,-0.7794,81,-0.5845
ENSG00000047365,ARAP2,21,-0.3137,97,2.22884,15,-0.8239,15,-0.8719,15,-0.8745,13,-1.0657,15,-0.8740,9,-1.5514,10,-1.3456,4,-2.5232,41,0.71405,69,1.60113
ENSG00000181826,RELL1,74,2.16463,86,2.46445,7,-1.5240,9,-1.2997,3,-2.8416,2,-2.9339,6,-1.9109,2,-3.1871,7,-1.6449,10,-1.0631,32,0.65945,25,0.31580
ENSG00000065882,TBC1D1,32,0.74156,47,1.40197,22,0.14550,8,-1.3220,31,0.72747,5,-1.9446,10,-1.0145,31,0.69869,10,-0.9615,23,0.24914,17,-0.2229,10,-1.0518
ENSG00000109787,KLF3,35,0.62927,48,1.14931,6,-2.0280,17,-0.4855,24,0.07374,11,-1.1264,8,-1.6276,11,-1.1378,6,-2.0467,16,-0.6019,58,1.49144,56,1.42175
ENSG00000109790,KLHL5,43,0.33403,42,0.28087,65,0.98142,18,-0.9929,32,-0.1323,23,-0.6404,28,-0.3495,39,0.16367,27,-0.3888,48,0.50673,29,-0.2861,32,-0.1424
ENSG00000157796,WDR19,6,-2.1278,47,1.00493,2,-3.2777,18,-0.5094,39,0.68609,13,-0.9347,30,0.27390,29,0.19370,44,0.88713,14,-0.9164,9,-1.5466,47,1.00638
ENSG00000035928,RFC1,56,0.72531,37,0.08841,17,-1.0681,38,0.13513,55,0.71353,22,-0.7151,24,-0.6346,27,-0.3813,56,0.72648,49,0.50515,19,-0.8984,33,-0.0982
ENSG00000163682,RPL9,1449,0.55327,1380,0.47481,546,-0.9610,604,-0.8089,845,-0.2953,854,-0.2794,963,-0.1017,1185,0.23144,1168,0.20874,1435,0.53771,899,-0.2003,1005,-0.0278
ENSG00000121897,LIAS,8,-1.0043,9,-0.7237,14,-0.1614,19,0.34041,20,0.40367,17,0.21039,18,0.32965,14,-0.1621,28,0.98533,9,-0.6921,7,-1.1778,15,0.03309
ENSG00000109814,UGDH,20,-0.0254,48,1.34683,39,1.02276,7,-1.6160,17,-0.2927,19,-0.1124,18,-0.1857,11,-0.9975,20,-0.0374,10,-1.0023,14,-0.5533,26,0.35366
ENSG00000163683,SMIM14,69,-0.5646,88,-0.1936,83,-0.2781,76,-0.4093,129,0.40761,107,0.11568,130,0.46449,89,-0.1771,120,0.29397,102,0.03964,90,-0.1628,81,-0.3104
ENSG00000078140,UBE2K,40,-1.2499,81,-0.1992,100,0.12729,129,0.53428,107,0.22965,105,0.21014,120,0.46228,80,-0.2238,78,-0.2636,103,0.17635,58,-0.7012,76,-0.2908
ENSG00000121892,PDS5A,55,0.29354,35,-0.3974,9,-2.3772,56,0.33074,67,0.60401,40,-0.2093,55,0.33387,37,-0.3296,56,0.33330,36,-0.3418,33,-0.4733,57,0.34239
ENSG00000163697,APBB2,53,0.22532,20,-1.2266,24,-0.9952,48,0.06724,63,0.47713,34,-0.4514,48,0.05145,31,-0.5950,41,-0.2004,61,0.44320,113,1.45964,17,-1.5139
ENSG00000154277,UCHL1,824,-1.7449,679,-2.0312,5311,1.15159,6172,1.41224,1574,-0.7789,3662,0.53490,2851,0.14879,2251,-0.2329,3255,0.34542,2504,-0.0675,947,-1.5401,1113,-1.2996
ENSG00000064042,LIMCH1,104,0.28133,141,0.76992,62,-0.5078,52,-0.7648,53,-0.7615,47,-0.9426,62,-0.5475,48,-0.9087,48,-0.8907,88,0.03004,197,1.33914,163,1.01827
ENSG00000109133,TMEM33,86,-0.0402,70,-0.3702,66,-0.4552,133,0.64468,107,0.29963,110,0.33806,96,0.13237,74,-0.2696,63,-0.5231,80,-0.1557,68,-0.4081,103,0.23396
ENSG00000014824,SLC30A9,76,-0.5333,60,-0.8873,92,-0.2451,129,0.28364,164,0.67170,120,0.17981,107,-0.0012,114,0.08677,115,0.10943,157,0.60295,58,-0.9282,97,-0.1602
ENSG00000124406,ATP8A1,67,-1.1737,50,-1.5917,185,0.38922,263,0.95697,174,0.29170,130,-0.1658,203,0.59546,141,-0.0429,156,0.11619,153,0.08574,104,-0.5051,53,-1.5210
ENSG00000151806,GUF1,10,-1.3522,15,-0.7627,28,0.19249,40,0.77103,17,-0.5699,25,0.05677,25,0.06876,24,-0.0251,20,-0.2858,27,0.16228,34,0.50229,27,0.18438
ENSG00000163281,GNPDA2,21,-0.0510,27,0.31120,4,-2.4623,11,-1.0029,12,-0.8923,39,0.94371,21,-0.0694,27,0.32437,30,0.47531,34,0.72113,18,-0.2469,18,-0.2966
ENSG00000163285,GABRG1,60,-1.4393,34,-2.2652,32,-2.3768,93,-0.8068,285,0.96127,352,1.32273,227,0.65288,160,0.02795,76,-1.1026,77,-1.0743,93,-0.7910,322,1.16884
ENSG00000260878,AC104072.1,8,-2.5556,4,-3.3440,0,-7.3892,64,0.51479,89,1.05740,67,0.59123,114,1.74092,30,-0.6483,27,-0.8126,13,-1.9108,25,-0.9429,45,-0.0470
ENSG00000151834,GABRA2,38,0.04995,6,-2.5182,7,-2.4444,32,-0.1951,78,1.21442,72,1.07630,60,0.87322,48,0.42615,19,-1.0277,21,-0.8107,11,-1.8038,25,-0.5642
ENSG00000109158,GABRA4,14,-0.4955,4,-2.1995,46,1.35340,29,0.59970,37,1.00107,30,0.64491,28,0.58842,11,-0.9382,2,-3.0897,13,-0.6239,6,-1.7108,10,-1.0658
