gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000133134	BEX2	46	NA	NA	284	160	NA	NA	NA	163.333333333333	5
ENSG00000133169	BEX1	NA	NA	NA	80	192	NA	NA	33	101.666666666667	5
ENSG00000133318	RTN3	193	224	NA	104	226	NA	48	NA	159	3
ENSG00000133392	MYH11	NA	104	NA	NA	NA	NA	NA	NA	104	7
ENSG00000133636	NTS	23	NA	NA	NA	NA	31	NA	NA	27	6
ENSG00000133687	TMTC1	NA	NA	NA	216	109	NA	NA	NA	162.5	6
ENSG00000133872	SARAF	NA	NA	NA	309	NA	NA	NA	NA	309	7
ENSG00000134086	VHL	NA	NA	NA	NA	127	NA	NA	NA	127	7
ENSG00000134313	KIDINS220	NA	192	NA	NA	NA	NA	NA	NA	192	7
ENSG00000134321	RSAD2	NA	NA	NA	NA	251	NA	NA	NA	251	7
ENSG00000134352	IL6ST	NA	NA	NA	255	NA	NA	NA	NA	255	7
ENSG00000134419	RPS15A	NA	120	NA	NA	NA	NA	NA	NA	120	7
ENSG00000134644	PUM1	147	NA	NA	NA	NA	NA	NA	NA	147	7
ENSG00000134709	HOOK1	NA	NA	NA	NA	269	NA	NA	NA	269	7
ENSG00000134769	DTNA	NA	194	NA	NA	279	NA	NA	NA	236.5	6
ENSG00000134817	APLNR	NA	NA	NA	NA	27	NA	NA	NA	27	7
ENSG00000134853	PDGFRA	NA	NA	NA	273	NA	NA	NA	NA	273	7
ENSG00000135472	FAIM2	NA	NA	NA	298	NA	NA	NA	NA	298	7
ENSG00000135622	SEMA4F	NA	NA	NA	NA	231	NA	NA	NA	231	7
ENSG00000135709	KIAA0513	NA	NA	NA	306	NA	NA	NA	NA	306	7
ENSG00000135821	GLUL	NA	155	NA	87	162	NA	NA	79	120.75	4
ENSG00000135940	COX5B	NA	NA	NA	NA	152	NA	NA	NA	152	7
ENSG00000136099	PCDH8	NA	NA	NA	224	NA	NA	NA	111	167.5	6
ENSG00000136146	MED4	NA	303	NA	NA	NA	NA	NA	NA	303	7
ENSG00000136160	EDNRB	NA	NA	NA	NA	NA	29	NA	NA	29	7
ENSG00000136750	GAD2	56	NA	47	NA	NA	3	NA	NA	35.3333333333333	5
ENSG00000136802	LRRC8A	NA	NA	NA	NA	237	NA	NA	NA	237	7
ENSG00000136928	GABBR2	NA	NA	NA	296	NA	NA	NA	NA	296	7
ENSG00000136942	RPL35	NA	162	NA	NA	NA	NA	NA	NA	162	7
ENSG00000137103	TMEM8B	NA	NA	48	NA	NA	NA	NA	NA	48	7
ENSG00000137154	RPS6	NA	NA	NA	NA	172	NA	NA	NA	172	7
ENSG00000137267	TUBB2A	NA	132	NA	256	260	NA	41	97	157.2	3
ENSG00000137409	MTCH1	40	NA	NA	NA	NA	NA	NA	NA	40	7
ENSG00000137766	UNC13C	NA	NA	NA	NA	NA	NA	NA	116	116	7
ENSG00000137818	RPLP1	44	NA	NA	131	NA	NA	NA	NA	87.5	6
ENSG00000138078	PREPL	172	NA	NA	209	NA	NA	NA	NA	190.5	6
ENSG00000138083	SIX3	NA	67	NA	NA	NA	NA	NA	NA	67	7
ENSG00000138107	ACTR1A	NA	NA	NA	NA	211	NA	NA	NA	211	7
ENSG00000138398	PPIG	NA	230	NA	NA	NA	NA	NA	NA	230	7
ENSG00000138430	OLA1	136	NA	NA	NA	NA	NA	NA	NA	136	7
ENSG00000138495	COX17	NA	87	NA	292	NA	NA	NA	NA	189.5	6
ENSG00000138650	PCDH10	NA	319	NA	NA	NA	NA	NA	NA	319	7
ENSG00000138663	COPS4	159	NA	NA	NA	NA	NA	NA	NA	159	7
ENSG00000138760	SCARB2	NA	NA	NA	261	NA	NA	NA	NA	261	7
ENSG00000138814	PPP3CA	NA	NA	NA	181	NA	NA	NA	NA	181	7
ENSG00000139163	ETNK1	NA	312	NA	NA	NA	NA	NA	109	210.5	6
ENSG00000139645	ANKRD52	NA	NA	NA	NA	270	NA	NA	NA	270	7
ENSG00000139970	RTN1	34	227	38	132	252	NA	NA	NA	136.6	3
ENSG00000140319	SRP14	NA	NA	NA	282	NA	NA	NA	NA	282	7
ENSG00000140350	ANP32A	NA	NA	NA	NA	223	NA	NA	NA	223	7
ENSG00000140403	DNAJA4	NA	NA	NA	NA	250	NA	NA	NA	250	7
ENSG00000140488	CELF6	NA	NA	NA	NA	NA	NA	NA	93	93	7
ENSG00000140526	ABHD2	NA	NA	NA	NA	202	NA	NA	NA	202	7
ENSG00000140836	ZFHX3	NA	NA	NA	NA	NA	51	NA	NA	51	7
ENSG00000140848	CPNE2	82	NA	NA	NA	NA	NA	NA	NA	82	7
ENSG00000140905	GCSH	NA	131	NA	NA	NA	NA	NA	NA	131	7
ENSG00000140945	CDH13	76	NA	NA	99	132	14	NA	NA	80.25	4
ENSG00000140988	RPS2	67	268	NA	239	NA	NA	NA	NA	191.333333333333	5
ENSG00000141404	GNAL	144	NA	NA	NA	NA	NA	NA	NA	144	7
ENSG00000141433	ADCYAP1	NA	96	NA	78	130	21	NA	NA	81.25	4
ENSG00000141542	RAB40B	63	130	NA	NA	NA	NA	NA	NA	96.5	6
ENSG00000141646	SMAD4	189	NA	NA	272	NA	NA	NA	NA	230.5	6
ENSG00000142089	IFITM3	NA	NA	NA	NA	101	NA	NA	NA	101	7
ENSG00000142168	SOD1	165	NA	NA	NA	NA	NA	NA	NA	165	7
ENSG00000142192	APP	NA	292	NA	259	NA	NA	NA	NA	275.5	6
ENSG00000142534	RPS11	NA	119	NA	206	NA	NA	NA	NA	162.5	6
ENSG00000142541	RPL13A	NA	301	NA	NA	NA	NA	NA	NA	301	7
ENSG00000142875	PRKACB	NA	187	NA	107	NA	NA	NA	NA	147	6
ENSG00000142937	RPS8	NA	145	NA	250	NA	NA	NA	NA	197.5	6
ENSG00000143153	ATP1B1	NA	273	NA	163	NA	NA	NA	86	174	5
ENSG00000143502	SUSD4	NA	177	NA	NA	NA	NA	NA	NA	177	7
ENSG00000143862	ARL8A	NA	NA	NA	NA	215	NA	NA	NA	215	7
ENSG00000143933	CALM2	NA	293	NA	148	NA	NA	NA	92	177.666666666667	5
ENSG00000143947	RPS27A	NA	81	NA	101	189	NA	NA	NA	123.666666666667	5
ENSG00000144040	SFXN5	NA	247	NA	NA	NA	NA	NA	113	180	6
ENSG00000144119	C1QL2	NA	NA	NA	NA	NA	NA	NA	130	130	7
ENSG00000144339	TMEFF2	NA	84	NA	NA	241	NA	NA	NA	162.5	6
ENSG00000144381	HSPD1	NA	NA	NA	NA	97	NA	NA	NA	97	7
ENSG00000144713	RPL32	NA	NA	NA	86	NA	NA	NA	NA	86	7
ENSG00000145293	ENOPH1	NA	NA	67	NA	NA	NA	NA	NA	67	7
ENSG00000145335	SNCA	94	305	NA	NA	217	NA	NA	NA	205.333333333333	5
ENSG00000145337	PYURF	NA	NA	NA	NA	NA	NA	NA	121	121	7
ENSG00000145362	ANK2	61	NA	NA	287	NA	NA	NA	NA	174	6
ENSG00000145425	RPS3A	NA	225	NA	226	271	NA	NA	NA	240.666666666667	5
ENSG00000145451	GLRA3	NA	NA	NA	190	NA	NA	NA	NA	190	7
ENSG00000145592	RPL37	NA	NA	NA	145	190	NA	NA	NA	167.5	6
ENSG00000145730	PAM	NA	NA	NA	323	NA	NA	NA	NA	323	7
ENSG00000145819	ARHGAP26	NA	NA	NA	211	NA	NA	NA	NA	211	7
ENSG00000145912	NHP2	NA	156	NA	NA	NA	NA	NA	NA	156	7
ENSG00000145934	TENM2	NA	NA	NA	143	NA	NA	NA	NA	143	7
ENSG00000146938	NLGN4X	NA	275	NA	NA	NA	NA	NA	NA	275	7
ENSG00000147027	TMEM47	NA	NA	NA	210	182	NA	NA	NA	196	6
ENSG00000147231	RADX	NA	75	NA	133	NA	NA	NA	NA	104	6
ENSG00000147255	IGSF1	NA	151	NA	252	NA	NA	NA	NA	201.5	6
ENSG00000147256	ARHGAP36	NA	38	NA	24	220	NA	NA	51	83.25	4
ENSG00000147416	ATP6V1B2	NA	NA	NA	NA	145	NA	NA	NA	145	7
ENSG00000147604	RPL7	NA	95	NA	NA	NA	NA	NA	NA	95	7
ENSG00000147669	POLR2K	NA	322	NA	NA	NA	NA	NA	NA	322	7
ENSG00000148180	GSN	NA	281	NA	NA	NA	NA	NA	NA	281	7
ENSG00000148303	RPL7A	NA	NA	NA	139	NA	NA	NA	NA	139	7
ENSG00000148671	ADIRF	NA	113	NA	NA	NA	NA	NA	NA	113	7
ENSG00000148672	GLUD1	NA	228	NA	NA	NA	NA	NA	NA	228	7
ENSG00000148737	TCF7L2	NA	NA	NA	NA	NA	NA	NA	118	118	7
ENSG00000148826	NKX6-2	NA	NA	NA	NA	NA	36	NA	NA	36	7
ENSG00000149294	NCAM1	NA	NA	NA	236	NA	NA	NA	NA	236	7
ENSG00000149357	LAMTOR1	NA	160	NA	NA	NA	NA	NA	NA	160	7
ENSG00000149428	HYOU1	NA	NA	NA	NA	201	NA	NA	NA	201	7
ENSG00000149591	TAGLN	NA	25	NA	176	NA	NA	NA	NA	100.5	6
ENSG00000149806	FAU	NA	260	NA	NA	NA	NA	NA	87	173.5	6
ENSG00000150093	ITGB1	NA	252	NA	NA	NA	NA	NA	NA	252	7
ENSG00000150394	CDH8	NA	NA	NA	270	NA	NA	NA	NA	270	7
ENSG00000150625	GPM6A	NA	NA	NA	97	45	NA	NA	NA	71	6
ENSG00000150787	PTS	NA	299	NA	NA	NA	NA	NA	NA	299	7
ENSG00000150995	ITPR1	37	NA	NA	NA	NA	NA	NA	NA	37	7
ENSG00000151490	PTPRO	NA	NA	NA	105	NA	NA	NA	NA	105	7
ENSG00000151892	GFRA1	NA	264	NA	151	NA	NA	NA	NA	207.5	6
ENSG00000151929	BAG3	NA	NA	NA	NA	122	NA	NA	NA	122	7
ENSG00000152583	SPARCL1	NA	41	61	89	206	34	60	35	75.1428571428571	1
ENSG00000152661	GJA1	NA	101	NA	218	NA	NA	NA	NA	159.5	6
ENSG00000152894	PTPRK	NA	185	NA	NA	NA	NA	NA	NA	185	7
ENSG00000152910	CNTNAP4	NA	153	NA	NA	NA	NA	NA	71	112	6
ENSG00000152932	RAB3C	NA	NA	53	NA	167	NA	NA	NA	110	6
ENSG00000152977	ZIC1	NA	NA	NA	NA	NA	13	NA	NA	13	7
ENSG00000153956	CACNA2D1	NA	169	NA	116	NA	NA	NA	NA	142.5	6
ENSG00000154001	PPP2R5E	NA	NA	NA	205	NA	NA	NA	NA	205	7
ENSG00000154096	THY1	NA	212	NA	NA	188	NA	NA	NA	200	6
ENSG00000154146	NRGN	2	8	3	11	29	25	12	14	13	0
ENSG00000154277	UCHL1	NA	121	69	192	102	NA	NA	69	110.6	3
ENSG00000154645	CHODL	NA	73	NA	177	NA	NA	NA	NA	125	6
ENSG00000154654	NCAM2	NA	NA	NA	NA	NA	NA	NA	96	96	7
ENSG00000155304	HSPA13	NA	NA	NA	312	NA	NA	NA	NA	312	7
ENSG00000155366	RHOC	NA	306	NA	NA	NA	NA	NA	NA	306	7
ENSG00000156011	PSD3	96	NA	NA	NA	NA	NA	NA	NA	96	7
ENSG00000156298	TSPAN7	114	NA	NA	NA	NA	NA	29	NA	71.5	6
ENSG00000156414	TDRD9	NA	NA	NA	322	NA	NA	NA	NA	322	7
ENSG00000156482	RPL30	NA	218	NA	207	NA	NA	NA	NA	212.5	6
ENSG00000156508	EEF1A1	NA	53	NA	42	67	NA	45	55	52.4	3
ENSG00000156642	NPTN	20	NA	NA	67	NA	NA	NA	NA	43.5	6
ENSG00000156976	EIF4A2	27	NA	26	123	170	NA	NA	112	91.6	3
ENSG00000157005	SST	39	12	5	5	21	NA	18	1	14.4285714285714	1
ENSG00000157106	SMG1	141	NA	NA	NA	NA	NA	NA	NA	141	7
ENSG00000157152	SYN2	NA	263	NA	194	NA	NA	NA	NA	228.5	6
ENSG00000157445	CACNA2D3	NA	NA	NA	NA	284	NA	NA	NA	284	7
ENSG00000157502	PWWP3B	NA	146	NA	NA	NA	NA	NA	NA	146	7
ENSG00000157954	WIPI2	126	NA	NA	NA	NA	NA	NA	NA	126	7
ENSG00000158710	TAGLN2	NA	NA	NA	94	NA	NA	NA	NA	94	7
ENSG00000158856	DMTN	191	NA	NA	NA	NA	NA	NA	NA	191	7
ENSG00000159713	TPPP3	NA	NA	45	NA	NA	NA	NA	NA	45	7
ENSG00000160014	CALM3	143	NA	NA	NA	NA	NA	NA	NA	143	7
ENSG00000160194	NDUFV3	NA	NA	NA	NA	195	NA	NA	NA	195	7
ENSG00000160307	S100B	NA	NA	NA	147	NA	NA	NA	NA	147	7
ENSG00000160789	LMNA	NA	NA	NA	NA	118	NA	NA	NA	118	7
ENSG00000161016	RPL8	NA	246	NA	NA	NA	NA	NA	NA	246	7
ENSG00000161082	CELF5	54	271	71	NA	NA	NA	NA	NA	132	5
ENSG00000161203	AP2M1	NA	NA	NA	NA	NA	NA	54	NA	54	7
ENSG00000161281	COX7A1	NA	NA	NA	NA	NA	NA	NA	123	123	7
ENSG00000161610	HCRT	6	37	17	74	2	12	28	39	26.875	0
ENSG00000161970	RPL26	NA	NA	NA	137	148	NA	NA	NA	142.5	6
ENSG00000162545	CAMK2N1	NA	NA	NA	NA	84	NA	NA	NA	84	7
ENSG00000162595	DIRAS3	29	63	NA	28	25	24	NA	17	31	2
ENSG00000162654	GBP4	NA	NA	NA	NA	60	NA	NA	NA	60	7
ENSG00000162772	ATF3	NA	NA	NA	NA	185	NA	NA	NA	185	7
ENSG00000162852	CNST	NA	NA	NA	NA	183	NA	NA	NA	183	7
ENSG00000162998	FRZB	NA	279	NA	NA	NA	NA	NA	NA	279	7
ENSG00000163032	VSNL1	NA	316	35	237	31	NA	NA	NA	154.75	4
ENSG00000163041	H3F3A	NA	NA	NA	154	NA	NA	NA	NA	154	7
ENSG00000163191	S100A11	NA	143	NA	NA	166	NA	NA	NA	154.5	6
ENSG00000163285	GABRG1	NA	203	NA	NA	NA	NA	NA	NA	203	7
ENSG00000163399	ATP1A1	28	259	NA	173	265	NA	NA	NA	181.25	4
ENSG00000163453	IGFBP7	NA	NA	NA	NA	193	NA	NA	NA	193	7
ENSG00000163536	SERPINI1	NA	66	NA	43	49	NA	NA	NA	52.6666666666667	5
ENSG00000163605	PPP4R2	145	NA	NA	NA	NA	NA	NA	NA	145	7
ENSG00000163630	SYNPR	NA	142	NA	66	59	NA	NA	NA	89	5
ENSG00000163659	TIPARP	NA	134	NA	NA	NA	NA	NA	NA	134	7
ENSG00000163682	RPL9	NA	71	NA	285	200	NA	NA	NA	185.333333333333	5
ENSG00000163870	TPRA1	NA	NA	NA	NA	243	NA	NA	NA	243	7
ENSG00000163875	MEAF6	123	NA	NA	NA	NA	NA	NA	NA	123	7
ENSG00000163931	TKT	149	NA	NA	NA	NA	NA	NA	NA	149	7
ENSG00000163956	LRPAP1	186	NA	NA	NA	235	NA	NA	NA	210.5	6
ENSG00000164054	SHISA5	NA	278	NA	NA	NA	NA	NA	NA	278	7
ENSG00000164076	CAMKV	NA	NA	40	NA	NA	NA	NA	NA	40	7
ENSG00000164171	ITGA2	NA	NA	NA	267	NA	NA	NA	NA	267	7
ENSG00000164176	EDIL3	NA	139	NA	NA	177	NA	NA	NA	158	6
ENSG00000164241	C5orf63	NA	NA	NA	NA	19	NA	78	NA	48.5	6
ENSG00000164326	CARTPT	36	28	34	56	116	NA	73	67	58.5714285714286	1
ENSG00000164405	UQCRQ	NA	46	NA	202	151	NA	NA	NA	133	5
ENSG00000164434	FABP7	49	NA	NA	NA	NA	NA	NA	NA	49	7
ENSG00000164587	RPS14	66	141	NA	57	NA	NA	NA	NA	88	5
ENSG00000164603	BMT2	NA	NA	NA	231	NA	NA	NA	NA	231	7
ENSG00000164683	HEY1	NA	NA	NA	NA	239	NA	NA	NA	239	7
ENSG00000164692	COL1A2	NA	138	NA	NA	NA	NA	NA	NA	138	7
ENSG00000164919	COX6C	NA	NA	NA	283	210	NA	NA	NA	246.5	6
ENSG00000164924	YWHAZ	NA	NA	NA	NA	NA	NA	75	NA	75	7
ENSG00000165092	ALDH1A1	NA	NA	NA	25	NA	NA	NA	NA	25	7
ENSG00000165119	HNRNPK	NA	NA	NA	299	NA	NA	NA	NA	299	7
ENSG00000165194	PCDH19	81	262	NA	127	NA	NA	NA	106	144	4
ENSG00000165264	NDUFB6	NA	NA	NA	NA	266	NA	NA	NA	266	7
ENSG00000165704	HPRT1	NA	219	NA	NA	NA	NA	NA	NA	219	7
ENSG00000165732	DDX21	NA	NA	NA	NA	159	NA	NA	NA	159	7
ENSG00000165757	JCAD	151	NA	NA	NA	NA	NA	NA	NA	151	7
ENSG00000165795	NDRG2	NA	NA	NA	81	NA	NA	NA	72	76.5	6
ENSG00000165949	IFI27	NA	NA	NA	NA	54	NA	NA	NA	54	7
ENSG00000166002	SMCO4	NA	NA	NA	NA	NA	NA	NA	100	100	7
ENSG00000166128	RAB8B	NA	NA	NA	NA	NA	50	NA	NA	50	7
ENSG00000166228	PCBD1	NA	298	NA	NA	NA	NA	NA	NA	298	7
ENSG00000166275	BORCS7	182	NA	NA	NA	NA	NA	NA	NA	182	7
ENSG00000166441	RPL27A	NA	115	NA	NA	NA	NA	NA	NA	115	7
ENSG00000166444	ST5	NA	NA	NA	NA	143	NA	NA	NA	143	7
ENSG00000166448	TMEM130	75	243	NA	NA	NA	NA	63	81	115.5	4
ENSG00000166595	CIAO2B	NA	265	NA	NA	NA	NA	NA	NA	265	7
ENSG00000166619	BLCAP	131	NA	NA	NA	NA	NA	NA	NA	131	7
ENSG00000166681	BEX3	187	70	NA	120	191	NA	NA	114	136.4	3
ENSG00000166710	B2M	NA	74	NA	53	73	NA	13	NA	53.25	4
ENSG00000166863	TAC3	NA	NA	NA	NA	NA	5	NA	NA	5	7
ENSG00000166922	SCG5	58	NA	NA	316	NA	NA	NA	102	158.666666666667	5
ENSG00000166925	TSC22D4	NA	242	NA	268	NA	NA	NA	NA	255	6
ENSG00000166974	MAPRE2	NA	NA	NA	98	NA	NA	NA	NA	98	7
ENSG00000167081	PBX3	NA	NA	NA	NA	NA	49	NA	NA	49	7
ENSG00000167549	CORO6	NA	NA	68	NA	NA	NA	NA	NA	68	7
ENSG00000167552	TUBA1A	NA	NA	NA	NA	74	NA	69	36	59.6666666666667	5
ENSG00000167614	TTYH1	NA	302	NA	NA	NA	NA	NA	NA	302	7
ENSG00000167619	TMEM145	NA	NA	NA	278	NA	NA	NA	NA	278	7
ENSG00000167996	FTH1	NA	283	58	NA	NA	NA	NA	NA	170.5	6
ENSG00000168000	BSCL2	NA	NA	NA	NA	149	NA	84	70	101	5
ENSG00000168081	PNOC	NA	NA	NA	NA	NA	20	NA	NA	20	7
ENSG00000168090	COPS6	NA	NA	NA	NA	263	NA	NA	NA	263	7
ENSG00000168309	FAM107A	NA	NA	NA	NA	144	NA	NA	NA	144	7
ENSG00000168314	MOBP	NA	NA	NA	NA	NA	NA	NA	117	117	7
ENSG00000168490	PHYHIP	NA	280	NA	NA	NA	NA	NA	NA	280	7
ENSG00000168710	AHCYL1	NA	NA	NA	NA	222	NA	NA	NA	222	7
ENSG00000168824	NSG1	NA	NA	NA	NA	187	NA	NA	NA	187	7
ENSG00000168843	FSTL5	NA	NA	NA	310	NA	NA	NA	NA	310	7
ENSG00000168875	SOX14	NA	NA	NA	319	NA	NA	NA	74	196.5	6
ENSG00000168913	ENHO	NA	208	NA	NA	NA	NA	NA	NA	208	7
ENSG00000168952	STXBP6	NA	NA	NA	NA	NA	NA	NA	120	120	7
ENSG00000169006	NTSR2	NA	182	NA	NA	NA	NA	NA	NA	182	7
ENSG00000169020	ATP5ME	NA	NA	NA	274	NA	NA	NA	NA	274	7
ENSG00000169032	MAP2K1	NA	NA	NA	222	NA	NA	NA	NA	222	7
ENSG00000169100	SLC25A6	72	NA	NA	NA	NA	NA	NA	NA	72	7
ENSG00000169116	PARM1	NA	NA	NA	NA	NA	52	NA	NA	52	7
ENSG00000169122	FAM110B	NA	NA	NA	NA	281	NA	NA	NA	281	7
ENSG00000169439	SDC2	NA	72	NA	130	NA	NA	NA	NA	101	6
ENSG00000169567	HINT1	NA	NA	NA	157	NA	NA	31	NA	94	6
ENSG00000169851	PCDH7	108	NA	NA	NA	254	NA	NA	NA	181	6
ENSG00000170017	ALCAM	NA	30	NA	38	NA	NA	88	NA	52	5
ENSG00000170315	UBB	NA	102	NA	69	53	NA	43	54	64.2	3
ENSG00000170324	FRMPD2	NA	NA	NA	166	NA	NA	NA	NA	166	7
ENSG00000170382	LRRN2	180	NA	NA	NA	NA	NA	NA	NA	180	7
ENSG00000170419	VSTM2A	NA	232	NA	NA	248	NA	NA	NA	240	6
ENSG00000170893	TRH	16	54	16	125	NA	39	NA	NA	50	3
ENSG00000171004	HS6ST2	NA	238	NA	NA	NA	NA	NA	NA	238	7
ENSG00000171130	ATP6V0E2	NA	249	NA	NA	NA	NA	NA	NA	249	7
ENSG00000171159	C9orf16	NA	NA	NA	NA	219	NA	NA	NA	219	7
ENSG00000171208	NETO2	NA	NA	NA	304	NA	NA	NA	NA	304	7
ENSG00000171243	SOSTDC1	NA	NA	NA	129	NA	NA	NA	NA	129	7
ENSG00000171246	NPTX1	NA	62	56	199	106	NA	NA	28	90.2	3
ENSG00000171302	CANT1	NA	NA	NA	NA	186	NA	NA	NA	186	7
ENSG00000171476	HOPX	NA	45	NA	91	NA	NA	NA	82	72.6666666666667	5
ENSG00000171551	ECEL1	NA	124	NA	92	NA	NA	30	NA	82	5
ENSG00000171724	VAT1L	NA	287	NA	141	NA	NA	NA	88	172	5
ENSG00000171858	RPS21	NA	NA	NA	NA	NA	NA	NA	84	84	7
ENSG00000171863	RPS7	124	97	NA	221	NA	NA	NA	NA	147.333333333333	5
ENSG00000171867	PRNP	NA	NA	NA	126	NA	NA	NA	NA	126	7
ENSG00000171885	AQP4	NA	44	55	112	NA	6	NA	37	50.8	3
ENSG00000171914	TLN2	NA	NA	NA	NA	139	NA	NA	NA	139	7
ENSG00000171951	SCG2	74	78	NA	63	23	NA	NA	NA	59.5	4
ENSG00000172020	GAP43	NA	NA	NA	NA	32	NA	NA	38	35	6
ENSG00000172137	CALB2	15	NA	NA	193	NA	NA	NA	NA	104	6
ENSG00000172260	NEGR1	NA	NA	NA	NA	198	NA	NA	NA	198	7
ENSG00000172428	COPS9	NA	135	NA	NA	NA	NA	NA	NA	135	7
ENSG00000172809	RPL38	NA	NA	NA	84	NA	NA	NA	NA	84	7
ENSG00000173110	HSPA6	NA	NA	NA	NA	36	NA	NA	NA	36	7
ENSG00000173141	MRPL57	NA	NA	NA	308	NA	NA	NA	NA	308	7
ENSG00000173258	ZNF483	NA	NA	NA	290	194	NA	NA	NA	242	6
ENSG00000173267	SNCG	119	NA	NA	NA	207	NA	NA	NA	163	6
ENSG00000173272	MZT2A	NA	NA	NA	280	NA	NA	NA	NA	280	7
ENSG00000173369	C1QB	NA	NA	NA	NA	274	NA	NA	NA	274	7
ENSG00000173436	MICOS10	NA	211	NA	NA	NA	NA	NA	NA	211	7
ENSG00000173660	UQCRH	113	NA	NA	NA	NA	NA	NA	NA	113	7
ENSG00000173786	CNP	NA	NA	41	NA	NA	NA	NA	NA	41	7
ENSG00000173898	SPTBN2	177	NA	NA	NA	NA	NA	NA	NA	177	7
ENSG00000173915	ATP5MD	NA	NA	NA	58	147	NA	NA	NA	102.5	6
ENSG00000174136	RGMB	NA	NA	NA	232	NA	NA	NA	NA	232	7
ENSG00000174460	ZCCHC12	51	48	27	33	52	NA	32	5	35.4285714285714	1
ENSG00000174684	B4GAT1	NA	NA	NA	223	NA	NA	NA	NA	223	7
ENSG00000174748	RPL15	190	NA	NA	NA	NA	NA	NA	NA	190	7
ENSG00000174871	CNIH2	148	NA	NA	NA	NA	NA	NA	NA	148	7
ENSG00000175061	SNHG29	NA	253	NA	NA	NA	NA	NA	NA	253	7
ENSG00000175426	PCSK1	NA	82	NA	NA	100	NA	NA	124	102	5
ENSG00000175445	LPL	162	NA	NA	NA	NA	NA	NA	NA	162	7
ENSG00000175745	NR2F1	NA	NA	NA	NA	NA	NA	NA	95	95	7
ENSG00000176058	TPRN	NA	222	NA	NA	NA	NA	NA	NA	222	7
ENSG00000176165	FOXG1	NA	NA	NA	NA	NA	9	NA	NA	9	7
ENSG00000176340	COX8A	NA	204	NA	NA	NA	NA	NA	NA	204	7
ENSG00000176788	BASP1	NA	NA	NA	315	103	NA	NA	NA	209	6
ENSG00000177150	FAM210A	NA	NA	NA	NA	244	NA	NA	NA	244	7
ENSG00000177485	ZBTB33	NA	NA	NA	NA	259	NA	NA	NA	259	7
ENSG00000177600	RPLP2	NA	199	NA	NA	105	NA	NA	NA	152	6
ENSG00000177606	JUN	NA	NA	NA	NA	76	NA	NA	NA	76	7
ENSG00000177700	POLR2L	NA	215	NA	NA	NA	NA	NA	NA	215	7
ENSG00000177707	NECTIN3	138	NA	NA	NA	NA	NA	NA	NA	138	7
ENSG00000177728	TMEM94	NA	NA	NA	NA	238	NA	NA	NA	238	7
ENSG00000177954	RPS27	NA	64	NA	NA	175	NA	NA	133	124	5
ENSG00000178531	CTXN1	62	NA	NA	NA	NA	NA	NA	119	90.5	6
ENSG00000178878	APOLD1	NA	NA	NA	NA	234	NA	NA	NA	234	7
ENSG00000178965	ERICH3	167	NA	NA	NA	NA	NA	NA	NA	167	7
ENSG00000178980	SELENOW	NA	NA	NA	165	NA	NA	NA	NA	165	7
ENSG00000179218	CALR	97	NA	NA	NA	NA	NA	NA	NA	97	7
ENSG00000179242	CDH4	NA	NA	NA	NA	NA	33	NA	NA	33	7
ENSG00000179915	NRXN1	NA	NA	NA	242	NA	NA	NA	NA	242	7
ENSG00000180176	TH	NA	NA	NA	NA	1	NA	NA	NA	1	7
ENSG00000180398	MCFD2	NA	214	NA	NA	NA	NA	NA	NA	214	7
ENSG00000180817	PPA1	NA	NA	NA	NA	245	NA	NA	NA	245	7
ENSG00000180879	SSR4	NA	206	NA	NA	NA	NA	NA	NA	206	7
ENSG00000181019	NQO1	NA	NA	NA	175	NA	NA	NA	NA	175	7
ENSG00000181195	PENK	42	58	NA	49	56	38	NA	31	45.6666666666667	2
ENSG00000181418	DDN	NA	NA	NA	96	NA	NA	NA	80	88	6
ENSG00000181704	YIPF6	NA	NA	NA	NA	273	NA	NA	NA	273	7
ENSG00000182287	AP1S2	NA	NA	NA	NA	NA	30	NA	NA	30	7
ENSG00000182606	TRAK1	NA	NA	NA	NA	246	NA	NA	NA	246	7
ENSG00000182636	NDN	79	NA	NA	NA	NA	NA	68	NA	73.5	6
ENSG00000182718	ANXA2	NA	NA	NA	NA	153	NA	NA	NA	153	7
ENSG00000182871	COL18A1	NA	216	NA	NA	NA	NA	NA	NA	216	7
ENSG00000182899	RPL35A	NA	NA	NA	121	NA	NA	NA	NA	121	7
ENSG00000182916	TCEAL7	NA	191	NA	NA	NA	NA	NA	90	140.5	6
ENSG00000182985	CADM1	NA	NA	NA	NA	NA	NA	NA	125	125	7
ENSG00000183020	AP2A2	NA	NA	76	NA	NA	NA	NA	NA	76	7
ENSG00000183036	PCP4	NA	NA	25	195	142	NA	NA	77	109.75	4
ENSG00000183395	PMCH	1	NA	NA	NA	NA	NA	NA	NA	1	7
ENSG00000183648	NDUFB1	NA	NA	NA	NA	NA	NA	64	NA	64	7
ENSG00000183715	OPCML	NA	NA	NA	75	156	NA	NA	NA	115.5	6
ENSG00000184009	ACTG1	NA	NA	NA	NA	72	NA	57	NA	64.5	6
ENSG00000184205	TSPYL2	NA	NA	NA	160	NA	NA	NA	NA	160	7
