Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000180370,PAK2,63,-0.0393,65,0.02218,55,-0.2420,71,0.18317,41,-0.6855,69,0.12352
ENSG00000119231,SENP5,42,-0.2874,64,0.48384,42,-0.2878,63,0.45352,31,-0.7387,36,-0.6186
ENSG00000114503,NCBP2,48,-0.6629,75,0.02995,72,-0.0406,71,-0.0675,74,0.00111,85,0.26408
ENSG00000270170,NCBP2AS2,48,-0.2104,67,0.40111,30,-0.9009,61,0.20184,54,-0.0324,48,-0.2721
ENSG00000119227,PIGZ,21,-0.6251,40,0.46764,53,0.84565,37,0.32286,29,-0.1279,14,-1.3261
ENSG00000075711,DLG1,40,-0.7938,79,0.34749,44,-0.6352,55,-0.3505,112,0.84297,66,-0.0029
ENSG00000161267,BDH1,25,-0.0143,19,-0.5080,12,-1.1099,31,0.39490,40,0.70202,26,0.02726
ENSG00000145016,RUBCN,53,-0.1633,74,0.46012,79,0.46051,67,0.26362,44,-0.4482,35,-0.9054
ENSG00000122068,FYTTD1,68,0.06994,78,0.36957,43,-0.6245,74,0.26638,62,-0.0828,49,-0.4980
ENSG00000186001,LRCH3,9,-1.2661,29,0.68720,10,-1.1333,27,0.52730,16,-0.4465,15,-0.5307
ENSG00000182899,RPL35A,617,-0.2295,899,0.45825,556,-0.3915,622,-0.2629,677,-0.0869,723,0.02204
ENSG00000131127,ZNF141,0,-6.6370,18,0.51089,0,-4.9840,17,0.44546,26,1.02744,11,-0.3645
ENSG00000182903,ZNF721,28,-0.0611,37,0.46990,11,-1.4409,30,0.05830,35,0.26166,25,-0.2776
ENSG00000174227,PIGG,36,0.80818,17,-0.4723,23,0.09989,27,0.44304,26,0.29200,15,-0.7212
ENSG00000273238,TMEM271,41,-0.4930,75,0.57910,9,-2.6429,64,0.25631,105,1.00668,34,-0.8801
ENSG00000283183,AC116565.1,22,0.67702,13,-0.1163,5,-1.3982,24,1.17852,9,-0.7234,7,-1.2575
ENSG00000169020,ATP5ME,613,-0.2253,680,-0.0759,707,-0.0024,634,-0.2086,706,-0.0045,842,0.34476
ENSG00000185619,PCGF3,11,-1.6839,41,0.40739,15,-1.1687,49,0.76517,27,-0.3522,27,-0.4247
ENSG00000168993,CPLX1,54,-0.7317,14,-2.9070,25,-1.8683,110,0.46054,264,1.88639,110,0.46588
ENSG00000178950,GAK,30,-0.8850,60,0.23871,57,0.11646,63,0.34820,56,0.09527,41,-0.4637
ENSG00000127419,TMEM175,37,-0.2016,39,-0.1356,57,0.47370,51,0.37491,45,0.08532,32,-0.4873
ENSG00000145214,DGKQ,5,-2.2773,38,0.76667,13,-0.9900,38,0.78889,22,-0.2441,14,-1.0434
ENSG00000159692,CTBP1,124,-0.7005,189,-0.0531,271,0.52588,260,0.58531,161,-0.2979,145,-0.5458
ENSG00000090316,MAEA,81,-0.5224,144,0.46325,101,-0.1944,153,0.59533,69,-0.7700,76,-0.7389
ENSG00000163950,SLBP,39,-0.9234,92,0.52647,46,-0.6721,90,0.47299,69,-0.0295,50,-0.6242
ENSG00000168936,TMEM129,44,0.15190,51,0.50310,20,-1.0732,42,0.10406,34,-0.2269,33,-0.3251
ENSG00000068078,FGFR3,122,-1.2355,393,0.74410,184,-0.6190,176,-0.7969,145,-0.9708,376,0.64964
ENSG00000168924,LETM1,23,-1.0376,45,-0.0372,73,0.75938,56,0.41653,43,-0.1080,35,-0.4758
ENSG00000109685,NSD2,25,-0.8960,53,0.28955,30,-0.6273,59,0.52953,20,-1.2312,45,-0.0291
ENSG00000185049,NELFA,13,-0.7171,22,0.14367,8,-1.3051,25,0.44826,34,0.82695,15,-0.4930
ENSG00000243449,C4orf48,717,0.57312,597,0.34417,596,0.27403,383,-0.4966,325,-0.6696,480,-0.0833
ENSG00000185818,NAT8L,87,-1.2595,207,0.08553,153,-0.3953,178,-0.1996,279,0.54940,234,0.32877
ENSG00000123933,MXD4,64,0.50097,62,0.56708,46,-0.0420,41,-0.2701,37,-0.3791,36,-0.4844
ENSG00000159733,ZFYVE28,6,-1.2836,16,0.21124,0,-5.9191,13,-0.1267,31,1.29590,15,0.13305
ENSG00000063978,RNF4,52,0.21677,43,-0.1096,46,0.01834,55,0.37094,50,0.14364,35,-0.4916
ENSG00000125386,FAM193A,14,-0.6686,20,-0.1001,15,-0.5440,28,0.50405,19,-0.1840,22,0.03761
ENSG00000087266,SH3BP2,26,-0.4899,47,0.51660,40,0.13233,28,-0.4944,4,-3.0972,47,0.52293
ENSG00000087274,ADD1,131,-0.6965,242,0.32968,163,-0.3575,195,-0.0946,196,-0.0699,220,0.13385
ENSG00000109736,MFSD10,30,-0.0888,39,0.40557,24,-0.4185,35,0.18057,26,-0.2951,26,-0.3430
ENSG00000125388,GRK4,6,-1.3995,14,-0.1465,3,-2.2731,20,0.51892,6,-1.2919,22,0.74079
ENSG00000197386,HTT,23,-0.8233,45,0.26673,21,-0.9575,53,0.59047,60,0.65577,25,-0.7996
ENSG00000188981,MSANTD1,1,-3.6479,39,1.21662,2,-3.4813,28,0.46924,22,-0.0400,13,-0.9038
ENSG00000159788,RGS12,17,-0.9295,27,-0.3198,31,-0.0284,36,0.20370,39,0.30347,36,0.24781
ENSG00000163956,LRPAP1,221,-0.2080,245,-0.0588,167,-0.6424,225,-0.2242,724,1.78239,171,-0.7092
ENSG00000132406,TMEM128,45,-0.2264,74,0.73203,32,-0.7237,71,0.64997,30,-0.8360,26,-1.1898
ENSG00000168824,NSG1,518,0.09574,471,-0.0663,891,0.98257,636,0.53616,283,-0.8386,280,-0.9927
ENSG00000168818,STX18,17,-1.0890,48,0.59571,76,1.23908,27,-0.4681,33,-0.0975,25,-0.6534
ENSG00000072832,CRMP1,96,-1.1914,220,0.10352,180,-0.2270,295,0.71557,180,-0.2289,167,-0.4130
ENSG00000181215,C4orf50,25,-0.0792,18,-0.6542,13,-1.0757,40,0.88257,69,1.61823,11,-1.4940
ENSG00000152969,JAKMIP1,22,-1.6414,71,0.17439,45,-0.5649,61,-0.1276,117,0.95454,67,0.05248
ENSG00000109501,WFS1,74,-0.9278,86,-0.8142,22,-2.7235,79,-0.9490,738,3.19333,97,-0.6007
ENSG00000074211,PPP2R2C,67,-1.3326,162,0.00935,132,-0.3115,182,0.23278,247,0.68018,153,-0.1010
ENSG00000013288,MAN2B2,42,-0.1813,42,-0.2146,99,1.20955,69,0.75648,21,-1.2396,25,-1.1375
ENSG00000179010,MRFAP1,293,-0.9794,675,0.38955,831,0.64875,560,0.01463,366,-0.6463,490,-0.2373
ENSG00000170846,AC093323.1,45,-1.0413,95,0.13191,95,0.09631,101,0.23803,82,-0.1330,86,-0.0556
ENSG00000178988,MRFAP1L1,89,-0.6015,154,0.30848,169,0.39661,144,0.16983,91,-0.5750,113,-0.2904
ENSG00000170871,KIAA0232,45,-1.0276,79,-0.2123,132,0.63583,120,0.60819,60,-0.5945,77,-0.2714
ENSG00000132405,TBC1D14,44,-0.4411,83,0.68356,36,-0.7442,62,0.07980,51,-0.2394,48,-0.3697
ENSG00000173011,TADA2B,9,-1.1747,13,-0.8049,8,-1.3561,29,0.80141,31,0.69160,22,0.15939
ENSG00000109519,GRPEL1,41,-0.0148,35,-0.2988,59,0.57111,53,0.50543,30,-0.4783,33,-0.3899
ENSG00000184985,SORCS2,3,-2.5902,15,-0.6730,10,-1.1984,26,0.32085,63,1.76302,21,-0.0437
ENSG00000196526,AFAP1,15,-0.4611,10,-1.1195,42,1.21445,17,-0.2666,47,1.40634,17,-0.2435
ENSG00000163995,ABLIM2,20,-1.5933,66,0.22249,41,-0.5731,73,0.42762,106,0.94558,41,-0.6560
ENSG00000251615,AC104825.1,9,-0.8882,20,0.38143,25,0.62761,25,0.80745,10,-0.7632,7,-1.4610
ENSG00000071127,WDR1,57,-1.2496,142,0.19196,182,0.54807,166,0.50199,57,-1.2464,110,-0.3048
ENSG00000178163,ZNF518B,8,-1.7658,21,-0.3367,27,0.08895,34,0.61045,15,-0.7900,29,0.29145
ENSG00000157869,RAB28,20,-1.1598,63,0.78249,55,0.38845,50,0.31365,16,-1.4653,28,-0.7508
ENSG00000038219,BOD1L1,54,-0.3381,49,-0.5746,100,0.61990,82,0.38989,88,0.41996,58,-0.2832
ENSG00000137449,CPEB2,45,-0.5237,75,0.32974,73,0.23771,61,-0.0589,56,-0.1757,58,-0.1455
ENSG00000048342,CC2D2A,10,-0.7343,22,0.69994,25,0.72107,12,-0.4586,8,-1.0026,14,-0.1747
ENSG00000118564,FBXL5,79,-0.4586,106,-0.0044,139,0.43447,114,0.14318,85,-0.3339,103,-0.0561
ENSG00000237765,FAM200B,73,-0.2430,100,0.30100,106,0.34212,91,0.13285,67,-0.3765,69,-0.4049
ENSG00000004468,CD38,20,-0.0140,37,1.34100,9,-1.1103,9,-1.2763,2,-3.3187,23,0.28746
ENSG00000169762,TAPT1,18,-1.0900,32,-0.2806,42,0.15578,38,0.02845,38,0.00379,48,0.46091
ENSG00000169744,LDB2,15,-0.2295,5,-2.1336,0,-6.4046,22,0.43840,95,3.11559,7,-1.5138
ENSG00000151552,QDPR,224,-0.6971,331,-0.1156,182,-1.0088,371,0.10386,174,-1.0802,512,0.77641
ENSG00000002549,LAP3,51,0.14841,52,0.22020,37,-0.3489,34,-0.5507,43,-0.1179,56,0.35896
ENSG00000118579,MED28,29,-0.8207,53,0.14580,39,-0.3552,69,0.69486,43,-0.1992,38,-0.4935
ENSG00000163257,DCAF16,39,-0.2938,72,0.83830,49,0.05151,48,-0.0043,32,-0.6117,31,-0.7455
ENSG00000178177,LCORL,16,-0.4620,24,0.23042,57,1.64642,22,0.10370,4,-2.2592,13,-0.8831
ENSG00000145147,SLIT2,7,-2.9453,82,0.90650,69,0.41520,79,0.81022,19,-1.5424,20,-1.6417
ENSG00000163138,PACRGL,14,-0.9626,37,0.76572,20,-0.4100,23,-0.2412,20,-0.3624,25,-0.0493
ENSG00000185774,KCNIP4,89,-0.1508,70,-0.6230,94,-0.0731,147,0.83638,115,0.24720,77,-0.4483
ENSG00000152990,ADGRA3,15,-0.9812,36,0.46314,8,-1.8533,18,-0.8498,17,-0.7816,47,1.06157
ENSG00000109606,DHX15,60,-0.3132,87,0.31740,82,0.16924,77,0.07338,61,-0.2958,64,-0.2662
ENSG00000153012,LGI2,12,-0.5635,5,-1.9651,2,-2.6535,32,1.35226,4,-2.0496,25,0.80413
ENSG00000053900,ANAPC4,18,-0.0720,26,0.63705,8,-1.2061,23,0.41514,11,-0.7918,14,-0.5687
ENSG00000250317,SMIM20,64,0.27565,62,0.26851,41,-0.4178,43,-0.4120,37,-0.5784,63,0.31372
ENSG00000168214,RBPJ,21,-1.9418,70,-0.1812,143,1.00479,86,0.21333,45,-0.8206,82,0.13335
ENSG00000109689,STIM2,7,-2.0859,36,0.41467,3,-3.2701,42,0.73306,42,0.56593,22,-0.5359
ENSG00000169851,PCDH7,27,-2.3444,240,1.34256,73,-0.8924,140,0.13747,61,-1.1501,89,-0.7026
ENSG00000047365,ARAP2,0,-5.5089,30,0.01423,3,-3.1838,23,-0.4820,62,1.16468,45,0.84355
ENSG00000065882,TBC1D1,29,0.86575,30,1.24167,7,-1.2472,11,-0.6821,5,-1.7221,12,-0.5892
ENSG00000109787,KLF3,17,-0.3185,23,0.25015,23,0.15858,10,-1.2608,25,0.32617,27,0.57379
ENSG00000109790,KLHL5,8,-2.1234,43,0.50983,14,-1.2622,24,-0.5597,14,-1.2401,53,0.99815
ENSG00000157796,WDR19,31,0.38566,24,0.04089,9,-1.4309,26,0.14362,20,-0.2637,26,0.12323
ENSG00000035928,RFC1,32,-0.3818,58,0.68288,37,-0.1896,29,-0.6788,32,-0.4138,46,0.19473
ENSG00000163682,RPL9,774,-0.4202,1055,0.07714,1214,0.28608,826,-0.3816,903,-0.1819,1211,0.35235
ENSG00000121897,LIAS,26,0.73953,20,0.33829,0,-4.2455,21,0.46829,14,-0.2545,12,-0.5972
ENSG00000109814,UGDH,8,-1.0446,17,-0.0445,30,0.87968,19,0.13607,10,-0.7759,17,0.01326
ENSG00000163683,SMIM14,163,0.51480,129,0.16823,117,-0.0117,119,0.00979,74,-0.7259,107,-0.1873
ENSG00000078140,UBE2K,87,-0.3977,112,0.00144,129,0.21763,135,0.36365,109,-0.0453,93,-0.3392
ENSG00000121892,PDS5A,41,-0.2264,51,0.14146,66,0.53576,43,-0.1875,47,-0.0182,44,-0.1273
ENSG00000163697,APBB2,42,-0.4181,54,-0.0772,60,0.12134,64,0.27203,40,-0.5251,58,0.07454
ENSG00000154277,UCHL1,4317,0.82889,2465,-0.0929,3426,0.44797,3020,0.30539,1400,-0.9444,1818,-0.6454
ENSG00000064042,LIMCH1,44,-1.2812,114,0.21570,94,-0.1374,85,-0.3399,56,-0.9188,145,0.71843
ENSG00000109133,TMEM33,107,-0.0624,98,-0.2466,136,0.30825,140,0.44647,104,-0.1129,93,-0.3307
ENSG00000014824,SLC30A9,90,-0.4553,142,0.32371,120,-0.0049,136,0.22824,106,-0.2102,100,-0.3553
ENSG00000124406,ATP8A1,167,0.01436,148,-0.2026,79,-1.1185,193,0.30933,367,1.32029,115,-0.6641
ENSG00000183783,KCTD8,3,-2.4500,17,-0.0251,1,-3.3777,27,0.91293,29,0.81349,14,-0.3716
ENSG00000151806,GUF1,32,0.36739,25,-0.0622,7,-1.9602,22,-0.2608,29,0.19049,33,0.48793
ENSG00000163281,GNPDA2,13,-0.8243,27,0.33564,6,-2.0173,30,0.51541,22,-0.0758,21,-0.1501
ENSG00000163285,GABRG1,95,-0.8602,191,0.26805,156,-0.1012,240,0.74671,71,-1.2968,129,-0.4754
ENSG00000260878,AC104072.1,8,-2.4481,47,0.18207,10,-2.0764,68,0.96406,79,1.00166,24,-1.0329
ENSG00000151834,GABRA2,32,-0.7052,40,-0.4544,20,-1.4477,57,0.22104,111,1.26726,53,0.07535
ENSG00000109158,GABRA4,46,0.15580,20,-1.3019,13,-1.6952,33,-0.4543,179,2.58676,36,-0.3027
ENSG00000163288,GABRB1,9,-0.9233,16,0.00502,7,-1.1455,22,0.60278,23,0.54960,14,-0.3211
ENSG00000260918,AC107398.3,93,-0.5476,153,0.27574,156,0.25782,163,0.40339,121,-0.1462,92,-0.6620
ENSG00000169019,COMMD8,18,-0.7172,27,-0.1935,19,-0.6368,34,0.23805,45,0.66505,31,0.06461
ENSG00000109171,SLAIN2,12,-0.5154,15,-0.2897,27,0.69214,17,-0.0081,15,-0.1836,19,0.18508
ENSG00000145248,SLC10A4,4,-3.4862,70,0.76592,43,-0.1855,69,0.71840,4,-3.6828,38,-0.4610
ENSG00000075539,FRYL,25,-0.0930,24,-0.1636,5,-2.4250,28,0.14407,26,0.00026,34,0.51694
ENSG00000109180,OCIAD1,289,-0.3120,390,0.19370,339,-0.0643,458,0.52733,332,-0.0945,244,-0.6742
ENSG00000145247,OCIAD2,87,0.17474,82,0.09694,85,0.14687,87,0.21779,85,0.15131,56,-0.5869
ENSG00000109184,DCUN1D4,84,-0.2639,123,0.43393,99,0.00357,117,0.33411,43,-1.2576,80,-0.3871
ENSG00000163069,SGCB,47,-1.2929,128,0.28602,104,-0.0935,125,0.24408,73,-0.6331,114,0.06335
ENSG00000109189,USP46,35,-1.5166,101,0.08440,115,0.26836,107,0.18979,100,0.05059,96,-0.0164
ENSG00000226950,DANCR,49,-0.0670,50,-0.0498,24,-1.1281,46,-0.1764,64,0.35953,62,0.39279
ENSG00000184178,SCFD2,27,0.46021,13,-0.7398,76,2.26867,19,-0.1241,11,-0.9656,11,-1.0444
ENSG00000145216,FIP1L1,8,-2.2514,41,0.25180,37,0.03977,44,0.42668,36,-0.0034,31,-0.2485
ENSG00000072201,LNX1,33,0.56298,3,-3.2343,74,1.95671,26,0.18871,34,0.62422,17,-0.5226
ENSG00000134853,PDGFRA,12,-2.2099,62,0.28906,52,-0.0398,55,0.04704,18,-1.6595,70,0.53664
ENSG00000157404,KIT,1,-4.5341,7,-1.9363,2,-3.3644,34,0.90612,12,-0.9400,42,1.45500
ENSG00000128039,SRD5A3,30,0.16438,22,-0.4080,27,-0.0395,31,0.23689,25,-0.1339,29,0.12764
ENSG00000134851,TMEM165,70,0.60501,50,0.09070,4,-3.7089,53,0.17193,51,0.10407,48,-0.0182
ENSG00000134852,CLOCK,16,-1.2239,36,0.00494,29,-0.3178,47,0.54786,26,-0.4846,37,0.04025
ENSG00000090989,EXOC1,67,0.40211,55,0.12473,79,0.67190,52,-0.0034,25,-1.1258,44,-0.3252
ENSG00000128059,PPAT,3,-2.4646,16,-0.0881,69,2.43790,15,-0.2322,14,-0.2727,8,-1.2353
ENSG00000128050,PAICS,43,-0.9838,102,0.42770,115,0.53443,90,0.17276,20,-2.1200,78,-0.1055
ENSG00000174780,SRP72,100,-0.3260,113,-0.1662,195,0.73335,182,0.80159,58,-1.1486,81,-0.7523
ENSG00000171476,HOPX,137,1.01725,42,-0.9986,22,-1.8146,50,-0.6965,162,1.31268,94,0.50817
ENSG00000047315,POLR2B,70,-0.4342,101,0.16329,71,-0.4187,121,0.52911,81,-0.2190,76,-0.3771
ENSG00000163453,IGFBP7,240,0.93671,129,-0.0761,64,-1.1430,67,-1.2235,131,-0.0443,197,0.79286
ENSG00000150471,ADGRL3,40,-1.5389,148,0.57053,107,-0.0753,148,0.56492,78,-0.5524,76,-0.6975
ENSG00000145242,EPHA5,4,-2.8606,18,-0.7845,54,1.02960,50,1.18564,3,-3.0120,26,-0.1862
ENSG00000145241,CENPC,23,-0.1443,27,0.12185,16,-0.7136,25,-0.0251,24,-0.0594,28,0.21036
ENSG00000033178,UBA6,47,0.26532,50,0.44548,31,-0.4050,43,0.12729,19,-1.1169,35,-0.2586
ENSG00000248049,UBA6-AS1,44,1.66015,19,0.30195,4,-1.9526,15,-0.0893,7,-1.1603,12,-0.5547
ENSG00000083896,YTHDC1,11,-2.7069,76,0.24719,46,-0.5716,76,0.22145,79,0.24188,72,0.13689
ENSG00000132467,UTP3,8,-1.8254,22,-0.3358,45,0.82209,33,0.36704,30,0.16256,25,-0.1211
ENSG00000018189,RUFY3,324,0.34058,273,0.08256,241,-0.1274,324,0.42679,153,-0.8250,210,-0.4077
ENSG00000132463,GRSF1,150,0.13924,139,0.02317,154,0.18386,166,0.38260,111,-0.3232,105,-0.4910
ENSG00000173542,MOB1B,23,0.15426,29,0.62118,10,-1.1058,14,-0.7398,31,0.60950,20,-0.0742
ENSG00000156136,DCK,52,-0.0673,44,-0.3583,26,-1.1219,65,0.35481,93,0.87414,50,-0.1419
ENSG00000080493,SLC4A4,58,-1.1931,246,1.51267,29,-2.1977,52,-1.5171,112,-0.1893,140,0.19872
ENSG00000163626,COX18,28,0.31509,26,0.25811,23,0.00716,25,0.15393,11,-1.0764,20,-0.2595
ENSG00000132466,ANKRD17,65,-0.4850,95,0.13549,137,0.70478,92,0.07417,68,-0.3973,77,-0.2611
ENSG00000163738,MTHFD2L,10,-1.0851,29,0.62258,16,-0.4727,19,-0.1888,15,-0.5204,23,0.16762
ENSG00000169116,PARM1,146,0.81126,170,1.47619,61,-0.5561,61,-0.6561,37,-1.3103,40,-1.3864
ENSG00000163743,RCHY1,63,0.10509,57,-0.0564,77,0.41856,74,0.46633,45,-0.3986,42,-0.6025
ENSG00000138769,CDKL2,15,-0.8419,32,0.38484,12,-1.2141,34,0.53212,19,-0.4575,23,-0.2122
ENSG00000138757,G3BP2,238,-0.9653,368,-0.3604,592,0.45026,656,0.80071,287,-0.6803,389,-0.2589
ENSG00000138768,USO1,67,0.08392,71,0.22132,52,-0.3097,74,0.29914,53,-0.2739,51,-0.3867
ENSG00000138744,NAAA,35,0.66872,37,1.00449,3,-2.6827,28,0.34137,8,-1.5841,12,-1.1237
ENSG00000198301,SDAD1,33,-0.1257,36,0.01094,61,0.85806,44,0.39318,32,-0.1569,21,-0.9138
ENSG00000138750,NUP54,21,0.12363,22,0.29258,0,-4.7572,24,0.42216,24,0.36851,15,-0.3896
ENSG00000138760,SCARB2,73,-1.3434,123,-0.6481,297,0.85214,239,0.62685,85,-1.1150,189,0.14231
ENSG00000189157,FAM47E,22,-0.0212,38,1.15104,20,-0.1459,25,0.24736,9,-1.2999,8,-1.6274
ENSG00000138758,SEPTIN11,21,-1.6571,52,-0.3712,78,0.34203,43,-0.6803,131,1.19975,80,0.48973
ENSG00000118816,CCNI,90,-1.1696,109,-1.0209,179,-0.1202,166,-0.2859,213,0.15328,337,1.21573
ENSG00000138764,CCNG2,14,-0.5569,22,0.16322,0,-5.9589,16,-0.3376,55,1.71219,18,-0.1557
ENSG00000138767,CNOT6L,5,-2.5321,32,0.24608,49,0.86298,39,0.62503,19,-0.6130,18,-0.7681
ENSG00000169288,MRPL1,26,-1.2846,52,-0.3009,71,0.22462,78,0.47836,67,0.13641,61,-0.0225
ENSG00000138756,BMP2K,7,-1.9106,39,0.71877,28,0.06521,20,-0.5260,23,-0.2368,30,0.19144
ENSG00000163291,PAQR3,21,-0.4159,35,0.48475,20,-0.4600,31,0.19358,29,0.09172,21,-0.4899
ENSG00000249307,LINC01088,10,-0.7253,16,0.00586,18,0.13183,11,-0.6108,0,-8.5978,28,1.16147
ENSG00000152784,PRDM8,24,-0.5546,29,-0.3233,136,2.39442,48,0.64949,0,-6.6157,8,-2.2930
ENSG00000138670,RASGEF1B,28,0.03971,14,-1.1467,48,0.90786,43,0.94698,22,-0.3312,19,-0.6088
ENSG00000273156,AC124016.2,9,-1.8428,24,-0.5347,34,0.09858,44,0.65799,50,0.73818,28,-0.2144
ENSG00000138668,HNRNPD,96,-0.6884,174,0.29647,118,-0.3742,165,0.19211,137,-0.1385,143,-0.0897
ENSG00000152795,HNRNPDL,206,-0.7061,353,0.15654,338,0.05881,366,0.22748,396,0.31096,271,-0.3459
ENSG00000145293,ENOPH1,117,-0.1822,102,-0.4763,98,-0.4601,161,0.40195,114,-0.2272,154,0.31219
ENSG00000249242,TMEM150C,12,-1.5614,44,0.56621,52,0.69713,39,0.31968,26,-0.3718,20,-0.8975
ENSG00000145284,SCD5,189,-1.7998,539,-0.2688,652,0.07424,861,0.66664,332,-0.9626,696,0.22169
ENSG00000138674,SEC31A,63,-0.2905,82,0.14231,107,0.54045,95,0.43892,34,-1.2271,60,-0.4470
ENSG00000251022,THAP9-AS1,17,-1.1164,35,-0.0174,54,0.68960,38,0.13584,40,0.20352,31,-0.2299
ENSG00000138663,COPS4,103,-0.3541,151,0.30303,134,0.05680,169,0.53640,77,-0.7895,93,-0.6032
ENSG00000163319,MRPS18C,105,0.09562,123,0.45419,91,-0.1290,89,-0.1866,60,-0.7526,96,-0.0506
ENSG00000163624,CDS1,27,-0.7428,30,-0.6673,34,-0.3915,65,0.84750,43,-0.0084,44,0.01825
ENSG00000163625,WDFY3,59,-0.2010,79,0.33813,50,-0.4365,79,0.32873,54,-0.3294,55,-0.3726
ENSG00000180769,WDFY3-AS2,6,-1.6048,26,0.60966,6,-1.7741,16,-0.3153,18,-0.0719,25,0.47786
ENSG00000109339,MAPK10,64,-1.2974,156,0.06958,218,0.58669,170,0.23278,122,-0.3251,142,-0.1102
ENSG00000163629,PTPN13,8,-1.0439,28,1.03545,6,-1.4048,10,-0.9192,19,0.22596,18,0.16983
ENSG00000172493,AFF1,17,-0.4178,32,0.79238,22,0.04600,12,-1.0393,11,-1.0117,26,0.37479
ENSG00000145332,KLHL8,26,0.15003,33,0.67769,23,-0.0410,23,-0.0647,18,-0.4360,17,-0.6543
ENSG00000198189,HSD17B11,27,-0.4244,50,0.70962,55,0.69531,34,-0.0727,5,-2.8354,29,-0.3952
ENSG00000170502,NUDT9,29,-1.3504,91,0.51257,68,-0.0606,85,0.37849,68,-0.0560,51,-0.5989
ENSG00000152583,SPARCL1,323,-1.4620,1396,1.08307,422,-1.0607,448,-1.1203,712,-0.2643,1042,0.42449
ENSG00000118785,SPP1,1591,3.33944,98,-1.7723,25,-3.5524,99,-1.7563,126,-1.2043,328,0.33794
ENSG00000118777,ABCG2,80,2.10840,13,-1.0243,21,-0.1790,7,-1.8834,15,-0.6791,34,0.79649
ENSG00000163644,PPM1K,56,-1.2373,134,0.10985,90,-0.5298,164,0.52503,117,-0.1213,120,-0.0954
ENSG00000138642,HERC6,26,0.50045,34,1.23149,8,-1.1959,11,-0.9758,16,-0.2256,15,-0.4903
ENSG00000145337,PYURF,103,-0.3487,163,0.45532,127,-0.0305,134,0.06516,76,-0.8249,119,-0.1534
ENSG00000138641,HERC3,33,-0.2530,30,-0.4853,18,-1.1556,54,0.69059,47,0.30995,38,-0.0268
ENSG00000177432,NAP1L5,298,-0.5318,529,0.46171,438,0.06537,579,0.65787,42,-3.4069,313,-0.5428
ENSG00000138640,FAM13A,16,-0.2660,21,0.26406,14,-0.3918,23,0.43855,8,-1.3185,17,-0.1362
ENSG00000185477,GPRIN3,2,-3.6880,27,-0.4405,22,-0.6883,37,0.13180,72,1.19961,41,0.37738
ENSG00000145335,SNCA,194,0.40108,81,-1.0968,56,-1.4985,167,0.19631,212,0.54581,201,0.58462
ENSG00000152208,GRID2,18,-0.0728,23,0.41522,6,-1.7262,27,0.71975,11,-0.7479,13,-0.6004
ENSG00000163104,SMARCAD1,39,-0.0113,35,-0.2138,99,1.55645,40,0.04439,26,-0.5941,26,-0.6982
ENSG00000163110,PDLIM5,22,-1.6736,99,0.78019,23,-1.6540,55,-0.3794,51,-0.4412,85,0.45373
ENSG00000138696,BMPR1B,7,-2.2373,61,1.21547,12,-1.5316,15,-1.4688,24,-0.5867,49,0.69010
ENSG00000182168,UNC5C,27,0.55500,28,0.78702,9,-1.1392,21,0.16753,14,-0.4252,10,-1.0150
ENSG00000138698,RAP1GDS1,94,-0.8757,140,-0.3247,230,0.52031,231,0.67703,146,-0.2026,137,-0.3583
ENSG00000168785,TSPAN5,38,-0.7351,25,-1.5312,25,-1.3197,67,0.18962,132,1.28311,86,0.71129
ENSG00000151247,EIF4E,89,-0.7447,171,0.32812,170,0.25369,165,0.25947,107,-0.4694,121,-0.3359
ENSG00000164024,METAP1,13,-0.8963,25,0.07113,27,0.16101,25,0.03961,33,0.47768,23,-0.1237
ENSG00000197894,ADH5,145,0.07338,182,0.55083,114,-0.3074,151,0.16826,74,-0.9619,110,-0.4233
ENSG00000109270,LAMTOR3,58,-0.5451,89,0.17037,174,1.23726,86,0.08783,47,-0.8570,60,-0.5765
ENSG00000164031,DNAJB14,85,-0.3714,121,0.23733,129,0.28969,121,0.22433,105,-0.0385,82,-0.5008
ENSG00000164032,H2AFZ,88,-1.3460,265,0.42749,210,-0.0294,220,0.05521,277,0.40915,179,-0.3335
ENSG00000138814,PPP3CA,48,-2.7815,187,-0.8856,90,-1.8596,243,-0.4297,1638,3.13720,205,-0.7345
ENSG00000254531,AP001816.1,22,0.55416,21,0.68766,3,-2.0763,10,-0.6570,24,0.72810,12,-0.3578
ENSG00000109323,MANBA,24,0.19824,33,0.98254,16,-0.4266,20,-0.0527,14,-0.5893,12,-0.9759
ENSG00000109332,UBE2D3,190,-0.3065,240,0.07376,261,0.18981,260,0.23392,180,-0.3864,214,-0.1482
ENSG00000145354,CISD2,104,0.01680,128,0.44634,132,0.40461,131,0.48401,29,-1.9132,63,-0.8673
ENSG00000164038,SLC9B2,48,0.94634,32,0.37400,28,0.07109,29,0.19124,15,-0.8267,14,-1.0620
ENSG00000164039,BDH2,23,-0.9961,51,0.27016,20,-1.2056,27,-0.8968,24,-0.9095,77,1.20047
